,lat,lon
0,45.073052,7.664805
1,45.060032,7.611122
2,45.049286,7.671563
3,45.049286,7.671563
4,45.060032,7.611122
5,45.064647,7.670825
6,45.066547,7.660741
7,45.066477,7.660716
8,45.066558,7.660563
9,45.066533,7.660672
10,45.0667,7.660838
11,45.066686,7.660852
12,45.066649,7.66083
13,45.066624,7.660691
14,45.0668,7.661002
15,45.066608,7.660791
16,45.066719,7.660655
17,45.066722,7.66053
18,45.06673,7.660533
19,45.066533,7.660577
20,45.066533,7.660577
21,45.066533,7.66058
22,45.070155,7.700366
23,45.07005,7.700586
24,45.070166,7.699975
25,45.070177,7.700061
26,45.070177,7.700036
27,45.070094,7.70065
28,45.066525,7.6606
29,45.066722,7.660797
30,45.066886,7.661141
31,45.066636,7.660422
32,45.072041,7.685583
33,45.066891,7.660433
34,45.066636,7.660558
35,45.066722,7.660797
36,45.066586,7.660688
37,45.066577,7.660361
38,45.070247,7.700169
39,45.070086,7.700627
40,45.06663,7.660147
41,45.030988,7.64127
42,45.030988,7.64127
43,45.031811,7.673349
44,45.068353,7.678842
45,45.069744,7.700408
46,45.066558,7.660525
47,45.066772,7.660352
48,45.066794,7.660383
49,45.066516,7.660669
50,45.066763,7.659563
51,45.066672,7.659847
52,45.066519,7.660561
53,45.066711,7.660313
54,45.066527,7.660908
55,45.066527,7.660908
56,45.066527,7.660908
57,45.066488,7.660933
58,45.066555,7.660758
59,45.066555,7.660552
60,45.06663,7.66065
61,45.066547,7.660761
62,45.066688,7.660847
63,45.066547,7.660836
64,45.066569,7.660602
65,45.06655,7.660588
66,45.066555,7.6607
67,45.066822,7.660647
68,45.066649,7.660458
69,45.066555,7.660552
70,45.066508,7.660605
71,45.031811,7.673349
72,45.031811,7.673349
73,45.066666,7.661063
74,45.066544,7.660772
75,45.032463,7.641082
76,45.031811,7.673349
77,45.031811,7.673349
78,45.031811,7.673349
79,45.031811,7.673349
80,45.031811,7.673349
81,45.015021,7.617795
82,45.023433,7.666894
83,45.023433,7.666894
84,45.023433,7.666894
85,45.023433,7.666894
86,45.023433,7.666894
87,45.023433,7.666894
88,45.023433,7.666894
89,45.023433,7.666894
90,45.023433,7.666894
91,45.023433,7.666894
92,45.023433,7.666894
93,45.023433,7.666894
94,45.023433,7.666894
95,45.023433,7.666894
96,45.023433,7.666894
97,45.023433,7.666894
98,45.023433,7.666894
99,45.023433,7.666894
100,45.023433,7.666894
101,45.136691,7.621944
102,45.043397,7.69751
103,45.043397,7.69751
104,45.030494,7.722938
105,45.030494,7.722938
106,45.098881,7.643287
107,45.059289,7.576457
108,45.067981,7.632
109,45.040597,7.65394
110,45.039286,7.652803
111,45.051933,7.695386
112,45.040924,7.677125
113,45.036388,7.677222
114,45.023433,7.666894
115,45.023433,7.666894
116,45.023433,7.666894
117,45.023433,7.666894
118,45.023433,7.666894
119,45.023433,7.666894
120,45.023433,7.666894
121,45.023433,7.666894
122,45.023433,7.666894
123,45.023433,7.666894
124,45.023433,7.666894
125,45.023433,7.666894
126,45.023433,7.666894
127,45.023433,7.666894
128,45.023433,7.666894
129,45.023433,7.666894
130,45.023433,7.666894
131,45.023433,7.666894
132,45.023433,7.666894
133,45.023433,7.666894
134,45.023433,7.666894
135,45.023433,7.666894
136,45.023433,7.666894
137,45.023433,7.666894
138,45.023433,7.666894
139,45.023433,7.666894
140,45.023433,7.666894
141,45.023433,7.666894
142,45.023433,7.666894
