,lat,lon
0,45.071275,7.685197
1,45.032463,7.641082
2,45.051847,7.601906
3,45.035799,7.667386
4,45.072111,7.57636
5,45.110261,7.642452
6,45.11023,7.642472
7,45.110261,7.642449
8,45.108758,7.639105
9,45.109058,7.639324
10,45.109263,7.640488
11,45.109263,7.640497
12,45.109341,7.640736
13,45.018692,7.665238
14,45.018692,7.665238
15,45.018692,7.665238
16,45.109866,7.642819
17,45.109925,7.642774
18,45.109911,7.642763
19,45.109897,7.642772
20,45.109894,7.642727
21,45.109816,7.642855
22,45.109902,7.642791
23,45.109902,7.642791
24,45.109452,7.640772
25,45.109391,7.640833
26,45.109313,7.641219
27,45.109344,7.641116
28,45.110397,7.642358
29,45.018692,7.665238
30,45.018692,7.665238
31,45.018692,7.665238
32,45.018692,7.665238
33,45.018692,7.665238
34,45.018692,7.665238
35,45.018692,7.665238
36,45.018692,7.665238
37,45.018692,7.665238
38,45.018692,7.665238
39,45.018692,7.665238
40,45.018692,7.665238
41,45.018692,7.665238
42,45.018692,7.665238
43,45.018692,7.665238
44,45.018692,7.665238
45,45.018692,7.665238
46,45.018692,7.665238
47,45.018692,7.665238
48,45.018692,7.665238
49,45.018692,7.665238
50,45.018692,7.665238
51,45.018692,7.665238
52,45.018692,7.665238
53,45.018692,7.665238
54,45.018692,7.665238
55,45.018692,7.665238
56,45.018692,7.665238
57,45.018692,7.665238
58,45.018692,7.665238
59,45.018692,7.665238
60,45.018692,7.665238
61,45.018692,7.665238
62,45.067701,7.682254
63,45.069504,7.688863
64,45.07058,7.684389
65,45.045171,7.684915
66,45.045171,7.684915
67,45.045171,7.684915
68,45.045171,7.684915
69,45.045171,7.684915
70,45.067239,7.682125
71,45.032463,7.641082
72,45.032463,7.641082
73,45.072322,7.680666
74,45.054964,7.672147
75,45.052221,7.696588
76,45.052221,7.696588
77,45.032463,7.641082
78,45.0725,7.592499
79,45.072222,7.592777
80,45.0725,7.592499
81,45.0725,7.592499
82,45.0725,7.592499
83,45.0725,7.592499
84,45.0725,7.592499
85,45.0725,7.592499
86,45.0725,7.592499
87,45.0725,7.592499
88,45.0725,7.592499
89,45.0725,7.592499
90,45.0725,7.592499
91,45.0725,7.592499
92,45.0725,7.592499
93,45.0725,7.592499
94,45.0725,7.592499
95,45.107363,7.692618
96,45.0725,7.592499
97,45.0725,7.592499
98,45.0725,7.592499
99,45.0725,7.592499
100,45.0725,7.592499
101,45.0725,7.592499
102,45.073055,7.593055
103,45.0725,7.592499
104,45.0725,7.592499
105,45.0725,7.592499
106,45.0725,7.592499
107,45.0725,7.592499
108,45.0725,7.592499
109,45.0725,7.592499
110,45.0725,7.592499
111,45.0725,7.592499
112,45.0725,7.592499
113,45.0725,7.592499
114,45.0725,7.592499
115,45.0725,7.592499
116,45.0725,7.592499
117,45.0725,7.592499
118,45.0725,7.592499
119,45.0725,7.592499
120,45.0725,7.592499
121,45.0725,7.592499
122,45.0725,7.592499
123,45.071666,7.592777
124,45.072222,7.593055
125,45.071666,7.592777
126,45.071666,7.592777
127,45.0725,7.592499
128,45.0725,7.592499
129,45.072222,7.593055
130,45.072222,7.593055
131,45.072222,7.593055
132,45.072222,7.593055
133,45.072222,7.593055
134,45.072222,7.593055
135,45.072222,7.593055
136,45.072222,7.593055
137,45.072222,7.593055
138,45.072222,7.593055
139,45.072222,7.593055
140,45.072222,7.593055
141,45.0725,7.592499
142,45.0725,7.592499
