,lat,lon
0,45.055991,7.676738
1,45.050361,7.769479
2,45.052059,7.685194
3,45.072545,7.68573
4,45.067756,7.681224
5,45.050361,7.769479
6,45.098511,7.735816
7,45.050361,7.769479
8,45.050361,7.769479
9,45.071575,7.68543
10,45.06442,7.690676
11,45.050164,7.685376
12,45.050361,7.769479
13,45.067635,7.681095
14,45.067756,7.681224
15,45.050361,7.769479
16,45.050361,7.769479
17,45.050361,7.769479
18,45.050361,7.769479
19,45.050361,7.769479
20,45.050361,7.769479
21,45.066655,7.681739
22,45.066655,7.681739
23,45.077816,7.638555
24,45.077816,7.638555
25,45.077816,7.638555
26,45.076217,7.640798
27,45.077824,7.638587
28,45.076217,7.640798
29,45.071065,7.68573
30,45.070307,7.681524
31,45.066867,7.682254
32,45.066708,7.682136
33,45.065375,7.680805
34,45.066655,7.681739
35,45.066655,7.681739
36,45.0703,7.684346
37,45.065375,7.680805
38,45.065375,7.680805
39,45.065375,7.680805
40,45.065375,7.680805
41,45.065375,7.680805
42,45.065375,7.680805
43,45.068012,7.632086
44,45.061593,7.694034
45,45.06398,7.69692
46,45.052855,7.68691
47,45.061714,7.638351
48,45.048822,7.685011
49,45.052893,7.68691
50,45.071232,7.685698
51,45.066655,7.682361
52,45.071957,7.688326
53,45.078025,7.649013
54,45.071732,7.683906
55,45.071293,7.686502
56,45.071262,7.686524
57,45.063253,7.678638
58,45.061775,7.679786
59,45.04905,7.685129
60,45.09715,7.656913
61,45.058683,7.687489
62,45.07097,7.68367
63,45.068012,7.632086
64,45.068012,7.632086
65,45.067845,7.631893
66,45.068012,7.632086
67,45.080869,7.76669
68,45.071704,7.685444
69,45.080869,7.76669
70,45.076217,7.640798
71,45.059782,7.697392
72,45.059782,7.697392
73,45.067852,7.682061
74,45.067852,7.682061
75,45.068565,7.684121
76,45.06861,7.684164
77,45.06858,7.684099
78,45.08046,7.76684
79,45.059782,7.697392
80,45.067822,7.682093
81,45.030541,7.684567
82,45.098511,7.735816
83,45.070747,7.686352
84,45.065973,7.682597
85,45.07874,7.678016
86,45.06961,7.662642
87,45.06961,7.662642
88,45.06961,7.662642
89,45.06961,7.662642
90,45.06961,7.662642
91,45.118319,7.736461
92,45.06711,7.69192
93,45.080914,7.732551
94,45.074058,7.673574
95,45.065071,7.695107
96,45.067943,7.68264
97,45.074457,7.684108
98,45.074593,7.683743
99,45.067201,7.68161
100,45.066928,7.682147
101,45.067813,7.632466
102,45.068171,7.682726
103,45.068565,7.684142
104,45.068625,7.684142
105,45.068625,7.684164
106,45.068625,7.684228
107,45.068868,7.692875
108,45.068853,7.692897
109,45.068868,7.69279
110,45.063912,7.696459
111,45.063958,7.696459
112,45.063882,7.696416
113,45.062912,7.698347
114,45.064579,7.695901
115,45.064874,7.695912
116,45.062881,7.698454
117,45.067752,7.632341
118,45.067822,7.682511
119,45.092777,7.6625
120,45.059972,7.697341
121,45.059972,7.697341
122,45.059972,7.697341
123,45.059972,7.697341
124,45.07143,7.685647
125,45.071577,7.685602
126,45.074457,7.684108
127,45.065094,7.680602
128,45.069777,7.704055
129,45.082622,7.685153
130,45.082622,7.685153
131,45.082622,7.685153
132,45.08274,7.685065
133,45.064427,7.695729
134,45.07123,7.690539
135,45.073429,7.689614
136,45.073429,7.689614
137,45.073429,7.689614
138,45.031111,7.687777
139,45.031111,7.6875
140,45.064427,7.695729
141,45.064427,7.695729
142,45.064427,7.695729
143,45.064427,7.695729
144,45.064427,7.695729
145,45.07123,7.690539
146,45.073429,7.689614
147,45.073429,7.689614
148,45.073429,7.689614
149,45.073429,7.689614
