field_1,lat,lng,ids,predictions,label,CLUSTER_ID
4753,45.0609213038,7.6898348874,2.17424770158424E+018,"4 : 0.6845325, 12 : 0.063117474, 12 : 0.054860167",6,1
4754,45.0609213038,7.6898348874,2.17367021049889E+018,"3 : 0.6750375, 2 : 0.051798373, 3 : 0.047005214",6,1
4756,45.0609213038,7.6898348874,2.1692775359919E+018,"6 : 0.13651371, 2 : 0.054845974, 6 : 0.026583161",6,1
4757,45.0609213038,7.6898348874,2.16888044784565E+018,"7 : 0.98667717, 14 : 0.0017851163, 7 : 0.0015790424",6,1
4759,45.0609213038,7.6898348874,2.16402082067908E+018,"10 : 0.75315493, 7 : 0.114432655, 7 : 0.014264603",6,1
4760,45.0609213038,7.6898348874,2.16379462374407E+018,"3 : 0.94020104, 3 : 0.013904105, 3 : 0.0015692733",6,1
4761,45.0609213038,7.6898348874,2.15908937992299E+018,"2 : 0.47057283, 11 : 0.077649, 7 : 0.05918776",6,1
4762,45.0609213038,7.6898348874,2.15888196961901E+018,"7 : 0.2514557, 7 : 0.07919527, 7 : 0.0641249",6,1
4763,45.0609213038,7.6898348874,2.15866100975001E+018,"7 : 0.3100154, 3 : 0.19185461, 7 : 0.046465646",6,1
4764,45.0609213038,7.6898348874,2.1488479185416E+018,"2 : 0.6701102, 7 : 0.042369112, 1 : 0.024793122",6,1
4765,45.0609213038,7.6898348874,2.14859796924771E+018,"1 : 0.2699277, 11 : 0.13420601, 2 : 0.09698437",6,1
4766,45.0609213038,7.6898348874,2.14361411587321E+018,"2 : 0.19937538, 12 : 0.10280122, 5 : 0.023610143",6,1
4767,45.0609213038,7.6898348874,2.13842987667217E+018,"7 : 0.40934852, 2 : 0.19918257, 7 : 0.12056846",6,1
4794,45.056880837,7.698483835,2.19935262856826E+018,"13 : 0.6308519, 13 : 0.064495414, 8 : 0.05429984",6,1
4796,45.056880837,7.698483835,2.19935196552428E+018,"9 : 0.34413975, 9 : 0.0965451, 13 : 0.08638564",6,1
4797,45.056880837,7.698483835,2.16918856186219E+018,"1 : 0.31956315, 11 : 0.23037969, 1 : 0.10591246",6,1
4798,45.056880837,7.698483835,2.16416169125279E+018,"11 : 0.3284551, 11 : 0.26543254, 1 : 0.046158567",6,1
4801,45.056880837,7.698483835,2.04736614975836E+018,"1 : 0.48202866, 11 : 0.1670597, 1 : 0.051498953",6,1
4802,45.056880837,7.698483835,2.04684419279521E+018,"11 : 0.50916386, 1 : 0.20192522, 11 : 0.033527568",6,1
4812,45.056880837,7.698483835,2.00680394157664E+018,"13 : 0.66693765, 9 : 0.050559077, 9 : 0.021611037",6,1
4814,45.056880837,7.698483835,1.96592356100226E+018,"9 : 0.30700254, 9 : 0.24310961, 1 : 0.038604885",6,1
4815,45.056880837,7.698483835,1.95108193326751E+018,"9 : 0.38336208, 1 : 0.2700326, 1 : 0.13431497",6,1
4919,45.0661101218,7.6944610476,2.02694890393799E+018,"7 : 0.5003925, 2 : 0.017519405, 2 : 0.0159194",6,1
4922,45.0661101218,7.6944610476,1.72279003604464E+018,"2 : 0.7498347, 13 : 0.12537761, 1 : 0.046136186",6,1
5238,45.056880837,7.698483835,1.90511945058171E+018,"1 : 0.4307307, 9 : 0.07221706, 8 : 0.06286357",6,1
5240,45.056880837,7.698483835,1.85444747583197E+018,"1 : 0.3164973, 11 : 0.1901132, 1 : 0.061806776",6,1
5243,45.056880837,7.698483835,1.78336868870811E+018,"2 : 0.16703789, 8 : 0.06264563, 4 : 0.037579082",6,1
5245,45.056880837,7.698483835,1.76810638247656E+018,"11 : 0.33079883, 1 : 0.17166422, 1 : 0.097807035",6,1
5247,45.056880837,7.698483835,1.75794213164814E+018,"1 : 0.33037284, 11 : 0.25267398, 11 : 0.06142175",6,1
5248,45.056880837,7.698483835,1.75287222588499E+018,"11 : 0.64731956, 1 : 0.10619852, 11 : 0.070811674",6,1
5249,45.056880837,7.698483835,1.74793397441068E+018,"9 : 0.34320393, 1 : 0.034055434, 9 : 0.032522663",6,1
5251,45.056880837,7.698483835,1.7429678573962E+018,"11 : 0.510915, 1 : 0.1676928, 1 : 0.12017781",6,1
5252,45.056880837,7.698483835,1.71251061942839E+018,"11 : 0.54058653, 11 : 0.11929413, 1 : 0.076254584",6,1
5254,45.056880837,7.698483835,1.70253492499597E+018,"13 : 0.7188375, 5 : 0.04071121, 9 : 0.020277396",6,1
5255,45.056880837,7.698483835,1.69208845736226E+018,"1 : 0.49170768, 11 : 0.20064647, 11 : 0.082905754",6,1
5256,45.056880837,7.698483835,1.65673964247593E+018,"9 : 0.5036879, 4 : 0.05842088, 1 : 0.038000204",6,1
5258,45.056880837,7.698483835,1.65673295100069E+018,"11 : 0.27357584, 1 : 0.16255552, 1 : 0.09777209",6,1
5259,45.056880837,7.698483835,1.65157223968953E+018,"11 : 0.37727404, 1 : 0.23508349, 1 : 0.062876455",6,1
5262,45.056880837,7.698483835,1.61085242982861E+018,"1 : 0.23166619, 1 : 0.20019013, 11 : 0.09829713",6,1
5264,45.056880837,7.698483835,1.58051034994031E+018,"11 : 0.39258796, 11 : 0.17237116, 3 : 0.1535477",6,1
5265,45.056880837,7.698483835,1.4791031072288E+018,"9 : 0.16889805, 11 : 0.12852426, 1 : 0.08473525",6,1
5267,45.056880837,7.698483835,1.47909487131022E+018,"11 : 0.5878456, 1 : 0.10242827, 11 : 0.05656651",6,1
5268,45.056880837,7.698483835,1.47896502502905E+018,"9 : 0.25868717, 1 : 0.24449418, 1 : 0.13551995",6,1
5269,45.056880837,7.698483835,1.45899425149249E+018,"11 : 0.52385026, 1 : 0.16428187, 9 : 0.13728751",6,1
5270,45.056880837,7.698483835,1.45875832794976E+018,"12 : 0.8725039, 7 : 0.010136493, 10 : 0.007879496",6,1
5271,45.056880837,7.698483835,1.4587539980775E+018,"1 : 0.2104427, 11 : 0.10355276, 1 : 0.0769643",6,1
5272,45.056880837,7.698483835,1.45865635099758E+018,"11 : 0.7135919, 1 : 0.11477831, 2 : 0.03989246",6,1
5273,45.056880837,7.698483835,1.45863399435081E+018,"9 : 0.5854475, 4 : 0.24057578, 9 : 0.023903003",6,1
5277,45.056880837,7.698483835,1.44866353143109E+018,"11 : 0.38761607, 1 : 0.22944291, 1 : 0.09758351",6,1
5281,45.056880837,7.698483835,1.92543070562025E+018,"3 : 0.29354146, 2 : 0.2502338, 2 : 0.021643864",6,1
5282,45.056880837,7.698483835,1.95081946981283E+018,"11 : 0.4190674, 1 : 0.20671204, 1 : 0.20148344",6,1
5284,45.056880837,7.698483835,1.91529523102288E+018,"1 : 0.43321192, 11 : 0.29340076, 11 : 0.10532432",6,1
5471,45.0690467,7.6930523,2.20424570163475E+018,"1 : 0.48715338, 11 : 0.18820092, 1 : 0.057929676",6,1
5472,45.0690467,7.6930523,2.1995964655957E+018,"7 : 0.8457624, 12 : 0.07579901, 7 : 0.016865127",6,1
5473,45.0690467,7.6930523,2.19924476547261E+018,"4 : 0.19995071, 7 : 0.1997444, 1 : 0.031240392",6,1
5474,45.0690467,7.6930523,2.19455247629676E+018,"13 : 0.17288257, 8 : 0.06596093, 13 : 0.063278295",6,1
5475,45.0690467,7.6930523,2.18927265968788E+018,"7 : 0.88585335, 14 : 0.048395872, 7 : 0.0073050363",6,1
5476,45.0690467,7.6930523,2.18426986418204E+018,"10 : 0.2103206, 7 : 0.17715164, 13 : 0.11737612",6,1
5477,45.0690467,7.6930523,2.17938919754569E+018,"9 : 0.8753462, 3 : 0.024715774, 7 : 0.0062836953",6,1
5478,45.0690467,7.6930523,2.17912760404124E+018,"2 : 0.25913218, 4 : 0.1570185, 12 : 0.057194963",6,1
5479,45.0690467,7.6930523,2.17422103964194E+018,"9 : 0.24480958, 12 : 0.063414745, 12 : 0.057386305",6,1
5483,45.0690467,7.6930523,2.16916985583673E+018,"2 : 0.09243367, 7 : 0.081742465, 7 : 0.027307136",6,1
5486,45.0690467,7.6930523,2.16888893905466E+018,"13 : 0.62726104, 12 : 0.117248766, 1 : 0.051852286",6,1
5488,45.0690467,7.6930523,2.16398355379155E+018,"2 : 0.10561291, 14 : 0.07281993, 2 : 0.048335273",6,1
5490,45.0690467,7.6930523,2.15906516592076E+018,"2 : 0.9901972, 2 : 0.0032443525, 12 : 0.0027086444",6,1
5492,45.0690467,7.6930523,2.15878407198607E+018,"3 : 0.8858449, 13 : 0.03880904, 13 : 0.003071506",6,1
5497,45.0690467,7.6930523,2.15370492958006E+018,"12 : 0.8344999, 12 : 0.101883024, 7 : 0.058495007",6,1
5498,45.0690467,7.6930523,2.14871535429219E+018,"1 : 0.1892511, 10 : 0.10182009, 1 : 0.08707514",6,1
5499,45.0690467,7.6930523,2.14362214906417E+018,"2 : 0.41290334, 2 : 0.33083892, 12 : 0.026151301",6,1
5500,45.0690467,7.6930523,2.13864921727994E+018,"13 : 0.24516936, 3 : 0.14571306, 1 : 0.05188379",6,1
5502,45.0690467,7.6930523,2.17921105710116E+018,"7 : 0.355561, 7 : 0.15333319, 7 : 0.023453511",6,1
5503,45.0690467,7.6930523,2.20471785637253E+018,"3 : 0.83592063, 13 : 0.02144084, 9 : 0.012152613",6,1
5730,45.06287,7.6951223025,1.49446619960945E+018,"1 : 0.41323462, 11 : 0.19600238, 2 : 0.07019072",6,1
5731,45.06287,7.6951223025,1.49439120347439E+018,"5 : 0.7271215, 9 : 0.15559891, 2 : 0.016398089",6,1
5732,45.06287,7.6951223025,1.49388650038253E+018,"5 : 0.33218196, 6 : 0.044416536, 6 : 0.033880554",6,1
5733,45.06287,7.6951223025,1.48943090241636E+018,"5 : 0.37529838, 9 : 0.10494347, 5 : 0.078230605",6,1
5734,45.06287,7.6951223025,1.48935271471054E+018,"9 : 0.47442284, 4 : 0.14802481, 6 : 0.052013606",6,1
5735,45.06287,7.6951223025,1.48919758637945E+018,"8 : 0.20628229, 8 : 0.1097086, 9 : 0.10025013",6,1
5736,45.06287,7.6951223025,1.4890555823299E+018,"5 : 0.5129726, 2 : 0.09476229, 6 : 0.05135404",6,1
5737,45.06287,7.6951223025,1.48419182446172E+018,"5 : 0.9210202, 1 : 0.015778353, 5 : 0.009262577",6,1
5738,45.06287,7.6951223025,1.48406938990098E+018,"1 : 0.9852077, 1 : 0.008233092, 11 : 0.000643568",6,1
5740,45.06287,7.6951223025,1.47916626813713E+018,"9 : 0.4071427, 9 : 0.38371554, 9 : 0.028127695",6,1
5743,45.06287,7.6951223025,1.47420984526669E+018,"3 : 0.22924627, 3 : 0.097103655, 3 : 0.057874463",6,1
5744,45.06287,7.6951223025,1.47413956003967E+018,"5 : 0.8149957, 9 : 0.033883426, 1 : 0.023329707",6,1
5746,45.06287,7.6951223025,1.47410879633887E+018,"7 : 0.87253726, 5 : 0.08801261, 8 : 0.012093549",6,1
5747,45.06287,7.6951223025,1.47406158948001E+018,"5 : 0.38233995, 9 : 0.16867, 5 : 0.047398303",6,1
5748,45.06287,7.6951223025,1.47388457374602E+018,"7 : 0.45578253, 7 : 0.114244044, 3 : 0.02881424",6,1
5750,45.06287,7.6951223025,1.47352973608063E+018,"5 : 0.29831073, 9 : 0.104124695, 5 : 0.056005508",6,1
5752,45.06287,7.6951223025,1.46899256892718E+018,"5 : 0.9243201, 9 : 0.034575127, 8 : 0.008206358",6,1
5753,45.06287,7.6951223025,1.468909881956E+018,"2 : 0.4202259, 2 : 0.18565963, 13 : 0.030118536",6,1
5767,45.0663759336,7.6933792336,2.19959873787883E+018,"2 : 0.7417014, 7 : 0.045963407, 3 : 0.017990287",6,1
5768,45.0663759336,7.6933792336,2.19442222553325E+018,"2 : 0.18962568, 2 : 0.08287194, 10 : 0.0627397",6,1
5769,45.0663759336,7.6933792336,2.19434350869803E+018,"2 : 0.3100206, 14 : 0.12830502, 7 : 0.115351625",6,1
5770,45.0663759336,7.6933792336,2.18934700984088E+018,"1 : 0.18876983, 13 : 0.13430624, 9 : 0.11257738",6,1
5771,45.0663759336,7.6933792336,2.18418513666553E+018,"7 : 0.2601322, 7 : 0.08917294, 2 : 0.036418203",6,1
5773,45.0663759336,7.6933792336,2.17436034031432E+018,"12 : 0.40203017, 13 : 0.12952976, 13 : 0.07202978",6,1
5774,45.0663759336,7.6933792336,2.17393543881393E+018,"3 : 0.3084074, 3 : 0.10717336, 7 : 0.08687308",6,1
5776,45.0663759336,7.6933792336,2.16924509121339E+018,"7 : 0.64925, 7 : 0.11365958, 7 : 0.019657144",6,1
5777,45.0663759336,7.6933792336,2.16916999659766E+018,"4 : 0.13623074, 5 : 0.07563291, 8 : 0.052281577",6,1
5778,45.0663759336,7.6933792336,2.16863282690011E+018,"7 : 0.17377375, 7 : 0.051471993, 4 : 0.039076187",6,1
5781,45.0663759336,7.6933792336,2.16413933599622E+018,"2 : 0.20682703, 2 : 0.066271335, 10 : 0.047387693",6,1
5782,45.0663759336,7.6933792336,2.16386657450358E+018,"3 : 0.5715073, 2 : 0.14046426, 12 : 0.088358685",6,1
5783,45.0663759336,7.6933792336,2.15904628220807E+018,"7 : 0.9564493, 7 : 0.017976103, 10 : 0.0038039878",6,1
5784,45.0663759336,7.6933792336,2.1589446458586E+018,"7 : 0.4170559, 10 : 0.1424771, 14 : 0.09925057",6,1
5785,45.0663759336,7.6933792336,2.15886704241818E+018,"7 : 0.11681572, 13 : 0.1086627, 11 : 0.070573635",6,1
5786,45.0663759336,7.6933792336,2.15872286624637E+018,"2 : 0.042558268, 3 : 0.03915706, 2 : 0.038538422",6,1
5787,45.0663759336,7.6933792336,2.15395382248187E+018,"11 : 0.076637805, 1 : 0.06868484, 2 : 0.060009107",6,1
5788,45.0663759336,7.6933792336,2.13875521042027E+018,"3 : 0.7257087, 6 : 0.11123396, 6 : 0.018384231",6,1
5789,45.0663759336,7.6933792336,2.12341292073084E+018,"12 : 0.16876546, 13 : 0.1279319, 13 : 0.06977401",6,1
5790,45.0663759336,7.6933792336,2.11339478852382E+018,"11 : 0.3344127, 1 : 0.20273496, 1 : 0.14897965",6,1
5793,45.0663759336,7.6933792336,2.08293158467726E+018,"1 : 0.65089357, 3 : 0.025241747, 12 : 0.013957322",6,1
5794,45.0663759336,7.6933792336,2.08288276109979E+018,"6 : 0.3032225, 6 : 0.25133544, 6 : 0.106955335",6,1
5796,45.0663759336,7.6933792336,2.05757970224936E+018,"2 : 0.20238191, 2 : 0.055731513, 12 : 0.054551914",6,1
5797,45.0663759336,7.6933792336,2.03700889427427E+018,"13 : 0.25602508, 11 : 0.1487054, 1 : 0.06813344",6,1
5798,45.0663759336,7.6933792336,2.00659309920924E+018,"1 : 0.8745557, 11 : 0.012640666, 7 : 0.0072399364",6,1
5799,45.0663759336,7.6933792336,1.99664849891458E+018,"3 : 0.675981, 12 : 0.049537346, 9 : 0.01263595",6,1
5800,45.0663759336,7.6933792336,1.93585290253679E+018,"2 : 0.5519999, 2 : 0.10716872, 12 : 0.047085576",6,1
5801,45.0663759336,7.6933792336,1.84423091027297E+018,"6 : 0.24318928, 6 : 0.13235894, 6 : 0.09544946",6,1
5802,45.0663759336,7.6933792336,1.7734189625969E+018,"11 : 0.3263456, 1 : 0.26862064, 11 : 0.08164968",6,1
5803,45.0663759336,7.6933792336,1.7683190835255E+018,"1 : 0.90834725, 1 : 0.0115727205, 11 : 0.00842263",6,1
5805,45.0663759336,7.6933792336,1.75806911799401E+018,"11 : 0.9507835, 1 : 0.026729465, 11 : 0.0056638024",6,1
5807,45.0663759336,7.6933792336,1.73289288442766E+018,"13 : 0.17065686, 13 : 0.08488188, 2 : 0.08353582",6,1
5809,45.0663759336,7.6933792336,1.72273049452028E+018,"7 : 0.1620944, 7 : 0.12105175, 7 : 0.05946151",6,1
5810,45.0663759336,7.6933792336,1.70237280019677E+018,"2 : 0.10757241, 2 : 0.038058814, 7 : 0.03178514",6,1
5811,45.0663759336,7.6933792336,1.65162245748622E+018,"2 : 0.27464217, 11 : 0.16583249, 1 : 0.10608604",6,1
5812,45.0663759336,7.6933792336,1.64663853408326E+018,"5 : 0.37019882, 5 : 0.07061198, 12 : 0.022993566",6,1
5813,45.0663759336,7.6933792336,1.63133422370021E+018,"7 : 0.18398714, 2 : 0.06605259, 13 : 0.06279576",6,1
5814,45.0663759336,7.6933792336,1.61623134280939E+018,"1 : 0.9003432, 11 : 0.032397196, 11 : 0.0136118485",6,1
5815,45.0663759336,7.6933792336,1.600633283859E+018,"11 : 0.2186045, 1 : 0.18119848, 11 : 0.10234966",6,1
5816,45.0663759336,7.6933792336,1.59061142293333E+018,"2 : 0.16653869, 7 : 0.0537134, 3 : 0.03877428",6,1
5818,45.0663759336,7.6933792336,1.49409107969838E+018,"11 : 0.8519563, 1 : 0.04567477, 11 : 0.027008282",6,1
5819,45.0663759336,7.6933792336,1.4792547934535E+018,"7 : 0.16932487, 2 : 0.055860665, 7 : 0.040360577",6,1
5820,45.0663759336,7.6933792336,1.47903893637469E+018,"1 : 0.5522299, 4 : 0.06176559, 2 : 0.044659376",6,1
5821,45.0663759336,7.6933792336,1.4741448937947E+018,"2 : 0.51255375, 2 : 0.48276275, 10 : 0.0004937042",6,1
5822,45.0663759336,7.6933792336,1.46884802199512E+018,"11 : 0.89857495, 1 : 0.03139083, 1 : 0.017284397",6,1
5823,45.0663759336,7.6933792336,1.46393545459118E+018,"1 : 0.073070325, 2 : 0.06521867, 12 : 0.04020409",6,1
5824,45.0663759336,7.6933792336,1.44871193257584E+018,"11 : 0.45995805, 11 : 0.11384304, 1 : 0.06154314",6,1
5825,45.0663759336,7.6933792336,1.44362180333113E+018,"11 : 0.94137555, 1 : 0.01748803, 11 : 0.0069561116",6,1
5826,45.0663759336,7.6933792336,1.42825100202931E+018,"7 : 0.21957658, 7 : 0.20507212, 7 : 0.058432233",6,1
5933,45.070186271,7.700185604,1.50423273032439E+018,"6 : 0.18108882, 12 : 0.091563985, 12 : 0.084164344",6,1
5936,45.070186271,7.700185604,1.4887552072825E+018,"3 : 0.62856287, 12 : 0.07027071, 3 : 0.01739433",6,1
5939,45.070186271,7.700185604,1.47886606425027E+018,"3 : 0.13889675, 3 : 0.059728976, 3 : 0.05678296",6,1
5940,45.070186271,7.700185604,1.47389611168911E+018,"13 : 0.06278746, 7 : 0.06064683, 3 : 0.05615605",6,1
5941,45.070186271,7.700185604,1.46875742568292E+018,"3 : 0.7327953, 13 : 0.20312229, 13 : 0.008149783",6,1
5943,45.070186271,7.700185604,1.46383146439006E+018,"7 : 0.27356908, 7 : 0.20681217, 7 : 0.052172996",6,1
5945,45.070186271,7.700185604,1.45862977545074E+018,"7 : 0.47775558, 7 : 0.08490557, 3 : 0.071061276",6,1
5947,45.070186271,7.700185604,1.44363882773348E+018,"13 : 0.52387583, 12 : 0.04087101, 3 : 0.03889439",6,1
5948,45.070186271,7.700185604,1.43853753369668E+018,"13 : 0.32739848, 4 : 0.067053184, 7 : 0.06666611",6,1
5949,45.070186271,7.700185604,1.43332037706939E+018,"2 : 0.41960362, 11 : 0.22240086, 11 : 0.13549279",6,1
5950,45.070186271,7.700185604,1.42850771405321E+018,"9 : 0.24712679, 2 : 0.16607153, 9 : 0.08431999",6,1
5952,45.070186271,7.700185604,1.42331958286543E+018,"3 : 0.7121161, 3 : 0.23866305, 3 : 0.0020879537",6,1
5953,45.070186271,7.700185604,1.41809800731183E+018,"3 : 0.3612518, 3 : 0.08011913, 3 : 0.04283675",6,1
5983,45.0682457054,7.6947710861,2.20439832544517E+018,"7 : 0.10480481, 13 : 0.088173226, 4 : 0.073066495",6,1
5987,45.0682457054,7.6947710861,2.1943910891251E+018,"7 : 0.22727457, 13 : 0.124557145, 1 : 0.037196092",6,1
5993,45.0682457054,7.6947710861,2.17429248211275E+018,"14 : 0.16456194, 9 : 0.14619555, 9 : 0.08318858",6,1
5995,45.0682457054,7.6947710861,2.16904444716054E+018,"3 : 0.62351716, 7 : 0.028903654, 7 : 0.025669055",6,1
5999,45.0682457054,7.6947710861,2.12834424871737E+018,"7 : 0.47613645, 2 : 0.39412764, 3 : 0.029385924",6,1
6002,45.0682457054,7.6947710861,2.08263894193635E+018,"7 : 0.5251924, 7 : 0.20369436, 5 : 0.018965354",6,1
6008,45.0682457054,7.6947710861,2.0163554796593E+018,"7 : 0.4803534, 2 : 0.10289505, 13 : 0.08953056",6,1
6013,45.0682457054,7.6947710861,1.97628213278566E+018,"7 : 0.5689495, 12 : 0.07949268, 7 : 0.0277337",6,1
6014,45.0682457054,7.6947710861,1.95090798918895E+018,"9 : 0.5433581, 9 : 0.053890448, 7 : 0.02654633",6,1
6017,45.0690645545,7.6949109822,2.02691596398868E+018,"2 : 0.39029315, 2 : 0.10781247, 2 : 0.04812482",6,1
6020,45.0690645545,7.6949109822,1.96620331763986E+018,"7 : 0.13359517, 8 : 0.07748108, 3 : 0.06623151",6,1
6021,45.0690645545,7.6949109822,1.93043800658012E+018,"3 : 0.12379476, 2 : 0.078350864, 2 : 0.07547943",6,1
6024,45.0690645545,7.6949109822,1.73775105056563E+018,"3 : 0.4610904, 3 : 0.18362086, 3 : 0.0666077",6,1
6025,45.0690645545,7.6949109822,1.71743406713237E+018,"3 : 0.8722641, 3 : 0.024858728, 3 : 0.01906923",6,1
6027,45.0690645545,7.6949109822,1.707225716511E+018,"3 : 0.12122204, 3 : 0.10843075, 3 : 0.030467428",6,1
6029,45.0690645545,7.6949109822,1.62123066316666E+018,"7 : 0.06537145, 3 : 0.061628014, 3 : 0.022602951",6,1
6323,45.0650276226,7.6954357986,2.20949457505256E+018,"1 : 0.75580084, 1 : 0.10025801, 9 : 0.011810728",6,1
6332,45.0650276226,7.6954357986,2.19948401963569E+018,"9 : 0.3988284, 8 : 0.34695253, 8 : 0.0463342",6,1
6334,45.0650276226,7.6954357986,2.19447233850548E+018,"7 : 0.6717846, 7 : 0.076956935, 10 : 0.05691979",6,1
6339,45.0650276226,7.6954357986,2.1844324171411E+018,"2 : 0.36123022, 7 : 0.2802205, 7 : 0.15281089",6,1
6341,45.0650276226,7.6954357986,2.17926463431026E+018,"3 : 0.892872, 3 : 0.045681287, 3 : 0.03818227",6,1
6345,45.0650276226,7.6954357986,2.1741767288016E+018,"8 : 0.36674544, 7 : 0.08816012, 10 : 0.025069013",6,1
6346,45.0650276226,7.6954357986,2.13362967168538E+018,"13 : 0.5669331, 13 : 0.06791539, 9 : 0.05021221",6,1
6349,45.0650276226,7.6954357986,2.00149636513327E+018,"3 : 0.15459748, 3 : 0.12959443, 3 : 0.07977429",6,1
6352,45.0650276226,7.6954357986,1.78837178933446E+018,"2 : 0.83948225, 7 : 0.018967703, 9 : 0.014956835",6,1
6353,45.0650276226,7.6954357986,1.62069813757993E+018,"2 : 0.80110687, 2 : 0.15870035, 7 : 0.0023637228",6,1
6356,45.0650276226,7.6954357986,1.55025779681753E+018,"5 : 0.44892552, 8 : 0.19581996, 9 : 0.10930343",6,1
6358,45.0650276226,7.6954357986,1.55008255241266E+018,"7 : 0.093749665, 7 : 0.06789263, 10 : 0.0550679",6,1
6359,45.0650276226,7.6954357986,1.54993615351026E+018,"7 : 0.23600067, 2 : 0.069857635, 8 : 0.05274343",6,1
6360,45.0650276226,7.6954357986,1.54960357692873E+018,"7 : 0.17375055, 3 : 0.06449923, 7 : 0.037648953",6,1
6367,45.0650276226,7.6954357986,1.54523906444974E+018,"2 : 0.12832455, 9 : 0.09763185, 8 : 0.09043056",6,1
6368,45.0650276226,7.6954357986,1.54515559788398E+018,"13 : 0.17284578, 7 : 0.10587229, 9 : 0.074756876",6,1
6370,45.0650276226,7.6954357986,1.54494993952443E+018,"12 : 0.60462064, 3 : 0.060409524, 13 : 0.05839286",6,1
6372,45.0650276226,7.6954357986,1.54489711830442E+018,"9 : 0.70053357, 13 : 0.15626813, 4 : 0.03975945",6,1
6373,45.0650276226,7.6954357986,1.54459957671957E+018,"5 : 0.58777195, 9 : 0.079814486, 5 : 0.07955315",6,1
6374,45.0650276226,7.6954357986,1.5445447632978E+018,"13 : 0.22031005, 13 : 0.08344902, 2 : 0.054303024",6,1
6380,45.0650276226,7.6954357986,1.54006607153686E+018,"7 : 0.89765733, 10 : 0.025733206, 2 : 0.00545963",6,1
6382,45.0650276226,7.6954357986,1.53976146852916E+018,"7 : 0.8631393, 4 : 0.070036836, 7 : 0.009734035",6,1
6384,45.0650276226,7.6954357986,1.53947957907194E+018,"7 : 0.19029254, 3 : 0.048696496, 2 : 0.04129825",6,1
6396,45.0650276226,7.6954357986,1.53506680375073E+018,"7 : 0.18027596, 7 : 0.07265208, 13 : 0.0580191",6,1
6397,45.0650276226,7.6954357986,1.53497937608354E+018,"7 : 0.19535255, 7 : 0.1472299, 7 : 0.08904708",6,1
6399,45.0650276226,7.6954357986,1.53490981574108E+018,"8 : 0.49681395, 13 : 0.26451185, 8 : 0.06364639",6,1
6400,45.0650276226,7.6954357986,1.53482038718377E+018,"13 : 0.81024945, 3 : 0.031464472, 3 : 0.019216867",6,1
6402,45.0650276226,7.6954357986,1.53473423239473E+018,"3 : 0.8245996, 3 : 0.03297933, 3 : 0.0187505",6,1
6404,45.0650276226,7.6954357986,1.53446648033505E+018,"9 : 0.21879716, 8 : 0.15702981, 13 : 0.1284014",6,1
6414,45.0650276226,7.6954357986,1.52994518190898E+018,"7 : 0.956718, 7 : 0.010422491, 2 : 0.0035917868",6,1
6415,45.0650276226,7.6954357986,1.52975081997682E+018,"2 : 0.6085746, 2 : 0.19167848, 2 : 0.02012307",6,1
6421,45.0650276226,7.6954357986,1.52487152379807E+018,"7 : 0.31368098, 3 : 0.26906812, 6 : 0.03200719",6,1
6422,45.0650276226,7.6954357986,1.52479863948498E+018,"8 : 0.43496618, 8 : 0.21507728, 13 : 0.10045015",6,1
6423,45.0650276226,7.6954357986,1.52467049568006E+018,"3 : 0.64945614, 10 : 0.058009066, 10 : 0.042996097",6,1
6433,45.0661802152,7.6917546988,2.20473915520709E+018,"3 : 0.34492502, 3 : 0.21338075, 3 : 0.13145894",6,1
6434,45.0661802152,7.6917546988,2.15398363933401E+018,"3 : 0.06569782, 3 : 0.057962228, 3 : 0.051278476",6,1
6437,45.0661802152,7.6917546988,2.11850239133797E+018,"2 : 0.37027842, 2 : 0.28834617, 3 : 0.051776934",6,1
6472,45.05811,7.6918,2.09306542587648E+018,"4 : 0.99550915, 1 : 0.001540042, 5 : 0.00040039342",6,1
6473,45.05811,7.6918,2.1742994435001E+018,"2 : 0.7147526, 7 : 0.04946963, 2 : 0.041585464",6,1
6476,45.05811,7.6918,1.81404414273388E+018,"9 : 0.7036915, 1 : 0.08778658, 1 : 0.057182543",6,1
6477,45.05811,7.6918,1.95612857883604E+018,"5 : 0.9264382, 5 : 0.013757725, 9 : 0.0065755635",6,1
6479,45.05811,7.6918,2.08300177283145E+018,"1 : 0.15198392, 9 : 0.12521759, 7 : 0.07449485",6,1
6481,45.05811,7.6918,2.01178262796385E+018,"8 : 0.3463115, 9 : 0.19571723, 9 : 0.07947113",6,1
6720,45.06196,7.69427,2.16408544980353E+018,"2 : 0.2827612, 2 : 0.22897257, 9 : 0.032594502",6,1
6721,45.06196,7.69427,2.158769295395E+018,"12 : 0.5577927, 3 : 0.3602772, 2 : 0.030981317",6,1
6722,45.06196,7.69427,2.15399798477707E+018,"2 : 0.93748623, 3 : 0.010216267, 3 : 0.008237264",6,1
6723,45.06196,7.69427,2.12317211046239E+018,"9 : 0.18990469, 11 : 0.03429947, 9 : 0.030950602",6,1
6724,45.06196,7.69427,2.11851886924824E+018,"10 : 0.46804956, 14 : 0.111201204, 3 : 0.03223351",6,1
6725,45.06196,7.69427,2.08299990923296E+018,"3 : 0.47309488, 3 : 0.12225423, 3 : 0.08896279",6,1
6726,45.06196,7.69427,2.05758428803147E+018,"2 : 0.37296122, 9 : 0.18310176, 3 : 0.068953924",6,1
