field_1,lat,lng,ids,predictions,label,CLUSTER_ID
203,45.0620938134,7.6428419352,2.20968896836587E+018,"4 : 0.25211376, 14 : 0.16896363, 2 : 0.16645198",6,0
204,45.0620938134,7.6428419352,2.20414138447107E+018,"13 : 0.14215505, 13 : 0.10908333, 8 : 0.039262865",6,0
205,45.0620938134,7.6428419352,2.19438378409172E+018,"9 : 0.22083397, 12 : 0.093078814, 6 : 0.07762869",6,0
206,45.0620938134,7.6428419352,2.18949343613937E+018,"12 : 0.56377894, 2 : 0.022442628, 10 : 0.019895377",6,0
207,45.0620938134,7.6428419352,2.18943621866886E+018,"6 : 0.5454348, 2 : 0.049734797, 9 : 0.030777737",6,0
208,45.0620938134,7.6428419352,2.18922272123012E+018,"3 : 0.21204036, 12 : 0.04381958, 12 : 0.03804487",6,0
209,45.0620938134,7.6428419352,2.18922226111487E+018,"8 : 0.63268644, 2 : 0.10780891, 7 : 0.009577805",6,0
210,45.0620938134,7.6428419352,2.16925107156273E+018,"2 : 0.53310686, 2 : 0.23961341, 2 : 0.07473818",6,0
211,45.0620938134,7.6428419352,2.16920692393788E+018,"2 : 0.113032155, 2 : 0.06649928, 8 : 0.044828016",6,0
212,45.0620938134,7.6428419352,2.16916813420907E+018,"13 : 0.3563088, 9 : 0.12204019, 11 : 0.04075003",6,0
213,45.0620938134,7.6428419352,2.16915666760267E+018,"9 : 0.21171737, 12 : 0.06560134, 7 : 0.05405302",6,0
214,45.0620938134,7.6428419352,2.16914142855545E+018,"7 : 0.21919109, 13 : 0.08677302, 7 : 0.05179028",6,0
215,45.0620938134,7.6428419352,2.16913015868716E+018,"13 : 0.2495875, 13 : 0.06992899, 14 : 0.06469474",6,0
216,45.0620938134,7.6428419352,2.16909361692082E+018,"2 : 0.5082209, 7 : 0.16560595, 4 : 0.0375533",6,0
217,45.0620938134,7.6428419352,2.16908841975047E+018,"13 : 0.04879883, 2 : 0.047323186, 7 : 0.035504866",6,0
218,45.0620938134,7.6428419352,2.16900082348966E+018,"2 : 0.39414588, 2 : 0.1641137, 7 : 0.06321197",6,0
219,45.0620938134,7.6428419352,2.16898975423498E+018,"3 : 0.24555987, 2 : 0.06090012, 13 : 0.042281102",6,0
220,45.0620938134,7.6428419352,2.16896270828897E+018,"2 : 0.28718904, 7 : 0.06152858, 2 : 0.042291924",6,0
221,45.0620938134,7.6428419352,2.16859032959114E+018,"2 : 0.5101588, 13 : 0.16104947, 2 : 0.02429072",6,0
222,45.0620938134,7.6428419352,2.14881855240103E+018,"2 : 0.5202948, 13 : 0.14046493, 12 : 0.06379124",6,0
223,45.0620938134,7.6428419352,2.11342688270751E+018,"2 : 0.10417951, 9 : 0.08555894, 9 : 0.049932726",6,0
224,45.0620938134,7.6428419352,2.11342610668563E+018,"5 : 0.15238896, 5 : 0.097109236, 9 : 0.049086854",6,0
225,45.0620938134,7.6428419352,2.10302877934939E+018,"12 : 0.4636516, 9 : 0.14019284, 1 : 0.020136043",6,0
226,45.0620938134,7.6428419352,2.10301278383401E+018,"9 : 0.9874071, 9 : 0.0015341574, 9 : 0.00091542787",6,0
227,45.0620938134,7.6428419352,2.09808808468499E+018,"9 : 0.06897308, 5 : 0.044796627, 2 : 0.042268563",6,0
228,45.0620938134,7.6428419352,2.09271939029539E+018,"5 : 0.5601064, 12 : 0.013239876, 7 : 0.011807502",6,0
229,45.0620938134,7.6428419352,2.07789837101376E+018,"1 : 0.19692354, 9 : 0.15281737, 12 : 0.090262175",6,0
230,45.0620938134,7.6428419352,2.0726841518926E+018,"5 : 0.9123437, 9 : 0.011320399, 5 : 0.0030011048",6,0
231,45.0620938134,7.6428419352,2.06739804485017E+018,"9 : 0.3262473, 9 : 0.10304561, 13 : 0.09876114",6,0
232,45.0620938134,7.6428419352,2.04730978304603E+018,"5 : 0.099001095, 9 : 0.09285735, 13 : 0.06513163",6,0
233,45.0620938134,7.6428419352,2.04238678765434E+018,"13 : 0.14047025, 13 : 0.10498971, 7 : 0.05605384",6,0
234,45.0620938134,7.6428419352,2.04203233857426E+018,"7 : 0.030849587, 7 : 0.026156036, 2 : 0.025486166",6,0
235,45.0620938134,7.6428419352,2.03703959448379E+018,"9 : 0.19154257, 1 : 0.18261203, 9 : 0.14944917",6,0
236,45.0620938134,7.6428419352,2.0169575440075E+018,"1 : 0.21580273, 13 : 0.07823579, 9 : 0.03488233",6,0
237,45.0620938134,7.6428419352,2.01688979756686E+018,"2 : 0.16278344, 7 : 0.15596116, 2 : 0.06819321",6,0
238,45.0620938134,7.6428419352,2.01660468234532E+018,"2 : 0.1957099, 2 : 0.10162271, 7 : 0.052479003",6,0
239,45.0620938134,7.6428419352,2.01635920284365E+018,"7 : 0.14474298, 2 : 0.088812105, 2 : 0.08054182",6,0
240,45.0620938134,7.6428419352,2.00688361937723E+018,"2 : 0.30415663, 13 : 0.03539395, 12 : 0.03091356",6,0
241,45.0620938134,7.6428419352,2.00668816085237E+018,"7 : 0.9792198, 5 : 0.0027669133, 13 : 0.0018177071",6,0
242,45.0620938134,7.6428419352,1.99672756874054E+018,"7 : 0.08398748, 13 : 0.041533563, 7 : 0.03053847",6,0
243,45.0620938134,7.6428419352,1.99658841205188E+018,"4 : 0.72488576, 9 : 0.028351264, 4 : 0.00839311",6,0
244,45.0620938134,7.6428419352,1.99658713025565E+018,"1 : 0.489577, 12 : 0.16889375, 12 : 0.0895895",6,0
245,45.0620938134,7.6428419352,1.99658618529586E+018,"5 : 0.5069025, 12 : 0.033926025, 6 : 0.018662864",6,0
246,45.0620938134,7.6428419352,1.98121461453355E+018,"3 : 0.05970917, 13 : 0.031986147, 12 : 0.030662905",6,0
247,45.0620938134,7.6428419352,1.9763255940538E+018,"4 : 0.28944498, 9 : 0.031423, 8 : 0.024134036",6,0
248,45.0620938134,7.6428419352,1.97617188764237E+018,"5 : 0.7205621, 5 : 0.117363974, 9 : 0.03118951",6,0
249,45.0620938134,7.6428419352,1.97143408796943E+018,"12 : 0.24502586, 2 : 0.10493372, 2 : 0.08467871",6,0
250,45.0620938134,7.6428419352,1.97138484138958E+018,"2 : 0.18098618, 2 : 0.13143139, 3 : 0.07646796",6,0
251,45.0620938134,7.6428419352,1.96629436684266E+018,"14 : 0.20625283, 2 : 0.16653794, 2 : 0.07043924",6,0
252,45.0620938134,7.6428419352,1.96125485537419E+018,"14 : 0.33053032, 8 : 0.092305765, 2 : 0.09226629",6,0
253,45.0620938134,7.6428419352,1.96115926472823E+018,"2 : 0.2299246, 9 : 0.101308994, 2 : 0.06519524",6,0
254,45.0620938134,7.6428419352,1.96107331452909E+018,"12 : 0.41812727, 2 : 0.37089553, 1 : 0.049879637",6,0
255,45.0620938134,7.6428419352,1.95113695741783E+018,"1 : 0.074095786, 7 : 0.07309875, 12 : 0.05788267",6,0
256,45.0620938134,7.6428419352,1.94603649156206E+018,"13 : 0.4150188, 9 : 0.11816207, 7 : 0.08074593",6,0
257,45.0620938134,7.6428419352,1.94588124073369E+018,"13 : 0.14178462, 9 : 0.054393005, 12 : 0.041188393",6,0
258,45.0620938134,7.6428419352,1.94588018239325E+018,"10 : 0.105926014, 5 : 0.09726062, 2 : 0.093203336",6,0
259,45.0620938134,7.6428419352,1.93589625407288E+018,"13 : 0.5410069, 2 : 0.13344571, 2 : 0.019232517",6,0
260,45.0620938134,7.6428419352,1.92553828715051E+018,"2 : 0.10841838, 14 : 0.0965767, 2 : 0.08522518",6,0
261,45.0620938134,7.6428419352,1.92552471501182E+018,"2 : 0.028682074, 8 : 0.02701095, 9 : 0.020483037",6,0
262,45.0620938134,7.6428419352,1.92042795399465E+018,"12 : 0.99854124, 8 : 0.00012759762, 9 : 5.7613823e-05",6,0
263,45.0620938134,7.6428419352,1.91551490864268E+018,"1 : 0.3830435, 9 : 0.17780997, 9 : 0.054328598",6,0
264,45.0620938134,7.6428419352,1.91545419363397E+018,"12 : 0.27747563, 2 : 0.23157263, 13 : 0.16720921",6,0
265,45.0620938134,7.6428419352,1.91545374459168E+018,"2 : 0.5614663, 2 : 0.3053772, 2 : 0.022722466",6,0
266,45.0620938134,7.6428419352,1.91544698280211E+018,"9 : 0.99630404, 2 : 0.00029443597, 12 : 0.00018330025",6,0
267,45.0620938134,7.6428419352,1.91544629093472E+018,"9 : 0.47676465, 1 : 0.068386614, 5 : 0.03075904",6,0
268,45.0620938134,7.6428419352,1.91542682843439E+018,"7 : 0.5741028, 13 : 0.22859134, 2 : 0.10177001",6,0
269,45.0620938134,7.6428419352,1.9154267026724E+018,"7 : 0.33531925, 7 : 0.11535447, 13 : 0.09282447",6,0
270,45.0620938134,7.6428419352,1.91541957114775E+018,"1 : 0.99099636, 2 : 0.00088280725, 2 : 0.0008769134",6,0
271,45.0620938134,7.6428419352,1.91541942439722E+018,"2 : 0.12628123, 9 : 0.08675739, 4 : 0.061450016",6,0
272,45.0620938134,7.6428419352,1.90537076560869E+018,"9 : 0.9884664, 2 : 0.0008765247, 9 : 0.0004625383",6,0
273,45.0620938134,7.6428419352,1.90537019511617E+018,"4 : 0.5434657, 7 : 0.012037711, 7 : 0.011559581",6,0
274,45.0620938134,7.6428419352,1.90536835525981E+018,"6 : 0.20815557, 6 : 0.1718454, 6 : 0.12517631",6,0
275,45.0620938134,7.6428419352,1.90536748102399E+018,"9 : 0.27230036, 8 : 0.2039098, 8 : 0.06004415",6,0
276,45.0620938134,7.6428419352,1.90535002042291E+018,"14 : 0.5236409, 8 : 0.09247113, 2 : 0.030889934",6,0
277,45.0620938134,7.6428419352,1.90532463337458E+018,"12 : 0.13987328, 12 : 0.058172256, 4 : 0.052282955",6,0
278,45.0620938134,7.6428419352,1.90530333831436E+018,"14 : 0.3338021, 2 : 0.19073209, 9 : 0.18654607",6,0
279,45.0620938134,7.6428419352,1.90525061783456E+018,"13 : 0.1469338, 12 : 0.080478765, 12 : 0.05092984",6,0
280,45.0620938134,7.6428419352,1.9051968197447E+018,"14 : 0.34303445, 2 : 0.17222005, 4 : 0.07056756",6,0
281,45.0620938134,7.6428419352,1.90517080156202E+018,"12 : 0.3141222, 14 : 0.06034316, 2 : 0.05750754",6,0
282,45.0620938134,7.6428419352,1.90513818067405E+018,"9 : 0.6230568, 13 : 0.105047785, 5 : 0.015618136",6,0
283,45.0620938134,7.6428419352,1.90513731468473E+018,"13 : 0.38789386, 2 : 0.08068878, 8 : 0.02469194",6,0
284,45.0620938134,7.6428419352,1.90511906537643E+018,"13 : 0.07295203, 2 : 0.05764787, 13 : 0.054914445",6,0
285,45.0620938134,7.6428419352,1.90511835699198E+018,"2 : 0.15134451, 9 : 0.03674413, 10 : 0.029137313",6,0
286,45.0620938134,7.6428419352,1.90511807751713E+018,"6 : 0.14174844, 12 : 0.074545026, 12 : 0.06256997",6,0
287,45.0620938134,7.6428419352,1.90490648474485E+018,"2 : 0.3030704, 8 : 0.0867692, 8 : 0.050663557",6,0
288,45.0620938134,7.6428419352,1.9048145334304E+018,"13 : 0.33618948, 9 : 0.048391804, 10 : 0.035488404",6,0
289,45.0620938134,7.6428419352,1.90481277609252E+018,"13 : 0.8125819, 10 : 0.035336472, 2 : 0.033061586",6,0
290,45.0620938134,7.6428419352,1.90480548119967E+018,"8 : 0.17048272, 12 : 0.05431668, 8 : 0.03487885",6,0
291,45.0620938134,7.6428419352,1.90480370749563E+018,"14 : 0.292173, 5 : 0.2023553, 2 : 0.12736727",6,0
292,45.0620938134,7.6428419352,1.90480220442477E+018,"2 : 0.095707506, 1 : 0.05345293, 5 : 0.031758994",6,0
744,45.06259765,7.64263446,2.00160372893237E+018,"2 : 0.06039238, 1 : 0.041659456, 2 : 0.03089067",6,0
745,45.06259765,7.64263446,1.97112440825463E+018,"7 : 0.55766827, 7 : 0.098167166, 7 : 0.030255066",6,0
746,45.06259765,7.64263446,2.03725127834571E+018,"7 : 0.3030057, 13 : 0.1988686, 7 : 0.09430213",6,0
2647,45.0660441884,7.6461715326,2.10314776279423E+018,"12 : 0.09330298, 8 : 0.05232523, 13 : 0.03969073",6,0
2648,45.0660441884,7.6461715326,2.08298640676232E+018,"3 : 0.24729936, 7 : 0.1891308, 7 : 0.10632232",6,0
5843,45.06097,7.64139,2.16384828550962E+018,"13 : 0.41513893, 9 : 0.17734736, 3 : 0.11417736",6,0
5844,45.06097,7.64139,2.06231807141628E+018,"9 : 0.16622138, 9 : 0.14232028, 2 : 0.1165255",6,0
5845,45.06097,7.64139,2.06203424206596E+018,"14 : 0.77823776, 2 : 0.008761886, 4 : 0.007483504",6,0
5848,45.06097,7.64139,2.05233700988593E+018,"2 : 0.06490795, 7 : 0.060000166, 12 : 0.037188802",6,0
5849,45.06097,7.64139,2.03215293094929E+018,"12 : 0.3330317, 7 : 0.08292752, 12 : 0.071956046",6,0
5850,45.06097,7.64139,2.02716854949749E+018,"14 : 0.4784302, 2 : 0.019808492, 13 : 0.017620843",6,0
5851,45.06097,7.64139,2.02198999107837E+018,"7 : 0.16288842, 2 : 0.12811886, 7 : 0.06310671",6,0
5854,45.06097,7.64139,2.01705469511878E+018,"2 : 0.15838483, 13 : 0.034386154, 13 : 0.03198386",6,0
5855,45.06097,7.64139,2.01693788899569E+018,"2 : 0.13704436, 1 : 0.06759785, 12 : 0.056790847",6,0
5856,45.06097,7.64139,2.01678793757595E+018,"12 : 0.2624246, 12 : 0.25990543, 9 : 0.06725688",6,0
5857,45.06097,7.64139,2.0066929007687E+018,"7 : 0.35069084, 7 : 0.15930097, 2 : 0.15692924",6,0
5858,45.06097,7.64139,2.0018697019277E+018,"2 : 0.87944335, 2 : 0.021894291, 7 : 0.016093079",6,0
5859,45.06097,7.64139,2.00186935580527E+018,"13 : 0.13144393, 4 : 0.07218112, 9 : 0.05020481",6,0
5860,45.06097,7.64139,1.99155706479642E+018,"12 : 0.2790642, 12 : 0.21459986, 2 : 0.17759982",6,0
5863,45.06097,7.64139,1.98144477815737E+018,"12 : 0.39836448, 9 : 0.21180871, 12 : 0.051285163",6,0
5865,45.06097,7.64139,1.98143210943625E+018,"9 : 0.31968454, 7 : 0.1441731, 12 : 0.11763302",6,0
5866,45.06097,7.64139,1.97641274647354E+018,"7 : 0.055980958, 12 : 0.051316615, 12 : 0.039595664",6,0
5870,45.06097,7.64139,1.97142432198734E+018,"2 : 0.5752373, 2 : 0.17914025, 7 : 0.06411993",6,0
5871,45.06097,7.64139,1.96636651070143E+018,"12 : 0.2634093, 12 : 0.091122925, 12 : 0.06443043",6,0
5872,45.06097,7.64139,1.96635339366992E+018,"7 : 0.20660481, 2 : 0.1245652, 3 : 0.09196918",6,0
5873,45.06097,7.64139,1.96631045191646E+018,"7 : 0.21154666, 12 : 0.090444304, 12 : 0.08232899",6,0
5874,45.06097,7.64139,1.96598063913813E+018,"13 : 0.5834208, 13 : 0.20724769, 12 : 0.10346757",6,0
6054,45.0574095627,7.6520084819,2.20983983059525E+018,"6 : 0.929206, 2 : 0.017570768, 3 : 0.0078115654",6,0
6055,45.0574095627,7.6520084819,2.19451833615557E+018,"2 : 0.15857148, 2 : 0.071003065, 1 : 0.043184284",6,0
6057,45.0574095627,7.6520084819,2.18411139851988E+018,"4 : 0.31370884, 7 : 0.10959256, 7 : 0.106795356",6,0
6310,45.0577885693,7.6473107138,2.1997266880079E+018,"6 : 0.8562503, 6 : 0.0190904, 6 : 0.010554742",6,0
6311,45.0577885693,7.6473107138,2.16919572995099E+018,"6 : 0.20326166, 6 : 0.1237372, 6 : 0.10395806",6,0
6312,45.0577885693,7.6473107138,2.15391821788046E+018,"3 : 0.28848377, 7 : 0.12996095, 7 : 0.055825457",6,0
6313,45.0577885693,7.6473107138,2.15338094413287E+018,"13 : 0.27921322, 2 : 0.12668462, 3 : 0.09128275",6,0
6314,45.0577885693,7.6473107138,2.1438070472552E+018,"8 : 0.2576624, 2 : 0.13294584, 2 : 0.12312712",6,0
6315,45.0577885693,7.6473107138,2.13847807640418E+018,"12 : 0.13629036, 2 : 0.099396184, 8 : 0.08395556",6,0
6319,45.0577885693,7.6473107138,2.13361945265958E+018,"3 : 0.4286499, 2 : 0.16722889, 7 : 0.023093812",6,0
6320,45.0577885693,7.6473107138,2.13328806475214E+018,"2 : 0.12882997, 3 : 0.12079832, 7 : 0.07689316",6,0
6321,45.0577885693,7.6473107138,2.12866919798371E+018,"13 : 0.50748765, 13 : 0.09539735, 13 : 0.039992247",6,0
6322,45.0577885693,7.6473107138,2.12835510693298E+018,"12 : 0.50115275, 12 : 0.07214545, 2 : 0.045931336",6,0
6324,45.0577885693,7.6473107138,2.12356449090671E+018,"2 : 0.24821116, 6 : 0.009271113, 2 : 0.007270666",6,0
6325,45.0577885693,7.6473107138,2.1233029689472E+018,"7 : 0.7873228, 7 : 0.045741603, 7 : 0.013703236",6,0
6326,45.0577885693,7.6473107138,2.12308543371064E+018,"7 : 0.34636763, 7 : 0.021556156",6,0
6327,45.0577885693,7.6473107138,2.11845248239231E+018,"4 : 0.10123636, 3 : 0.080359206, 2 : 0.06274364",6,0
6328,45.0577885693,7.6473107138,2.11836854653591E+018,"7 : 0.27199948, 2 : 0.118140765, 12 : 0.026134655",6,0
6329,45.0577885693,7.6473107138,2.11829128634043E+018,"2 : 0.3392331, 12 : 0.14139788, 13 : 0.13043624",6,0
6330,45.0577885693,7.6473107138,2.11818031297561E+018,"2 : 0.20134771, 2 : 0.011473264, 6 : 0.009422992",6,0
6331,45.0577885693,7.6473107138,2.11814903834897E+018,"2 : 0.09084976, 2 : 0.021112274, 6 : 0.019397367",6,0
6333,45.0577885693,7.6473107138,2.11346554180182E+018,"13 : 0.3799978, 3 : 0.12903355, 13 : 0.02834437",6,0
6335,45.0577885693,7.6473107138,2.1133920572687E+018,"2 : 0.045688275, 2 : 0.023374528, 2 : 0.017078498",6,0
6336,45.0577885693,7.6473107138,2.11318416612125E+018,"4 : 0.064725496, 3 : 0.044411466, 7 : 0.03839898",6,0
6337,45.0577885693,7.6473107138,2.11315239202012E+018,"7 : 0.068160854, 2 : 0.05128938, 2 : 0.018577596",6,0
6338,45.0577885693,7.6473107138,2.06758483430321E+018,"6 : 0.19470198, 2 : 0.15373981, 6 : 0.12528513",6,0
6340,45.0577885693,7.6473107138,2.02704582955396E+018,"7 : 0.30372387, 7 : 0.116426036, 7 : 0.047883306",6,0
6342,45.0577885693,7.6473107138,2.01677381159767E+018,"2 : 0.77535015, 4 : 0.04898623, 2 : 0.016602058",6,0
6343,45.0577885693,7.6473107138,2.01199946525191E+018,"3 : 0.07033511, 6 : 0.041866668, 2 : 0.03605264",6,0
6344,45.0577885693,7.6473107138,2.01171099900805E+018,"2 : 0.14217603, 2 : 0.062500626, 2 : 0.012868838",6,0
6347,45.0577885693,7.6473107138,2.00675638477208E+018,"3 : 0.66120046, 7 : 0.03182553, 2 : 0.027491806",6,0
6348,45.0577885693,7.6473107138,2.0014825051397E+018,"6 : 0.60000634, 6 : 0.1967207, 6 : 0.09590341",6,0
6350,45.0577885693,7.6473107138,1.99668103135307E+018,"8 : 0.3343101, 7 : 0.19234449, 3 : 0.036471147",6,0
6351,45.0577885693,7.6473107138,1.99646105826879E+018,"2 : 0.29031035, 3 : 0.28327933, 12 : 0.007996377",6,0
6354,45.0577885693,7.6473107138,1.98631012951515E+018,"1 : 0.12079988, 13 : 0.08433098, 9 : 0.06948871",6,0
6355,45.0577885693,7.6473107138,1.96611319492331E+018,"7 : 0.4273312, 2 : 0.25872445, 7 : 0.14746498",6,0
6357,45.0577885693,7.6473107138,1.96565262138758E+018,"2 : 0.17091095, 2 : 0.07805462, 2 : 0.05046051",6,0
6361,45.0577885693,7.6473107138,1.94078689723775E+018,"7 : 0.7414981, 7 : 0.10403503, 7 : 0.013408465",6,0
6362,45.0577885693,7.6473107138,1.93070476111009E+018,"7 : 0.39832485, 7 : 0.36251602, 7 : 0.08499845",6,0
6363,45.0577885693,7.6473107138,1.93060255848777E+018,"6 : 0.86131054, 6 : 0.02379181, 6 : 0.0042737355",6,0
6364,45.0577885693,7.6473107138,1.9255617260133E+018,"7 : 0.250182, 12 : 0.029159918, 7 : 0.018968243",6,0
6365,45.0577885693,7.6473107138,1.92055844180424E+018,"6 : 0.32445705, 6 : 0.17889065, 6 : 0.15675719",6,0
6366,45.0577885693,7.6473107138,1.90541597401495E+018,"2 : 0.114783205, 13 : 0.07531257, 4 : 0.06020683",6,0
6369,45.0577885693,7.6473107138,1.90039109888939E+018,"7 : 0.3835032, 3 : 0.12969528, 13 : 0.09398925",6,0
6371,45.0577885693,7.6473107138,1.89515427665371E+018,"7 : 0.2974355, 7 : 0.053899534, 7 : 0.03750477",6,0
6375,45.0577885693,7.6473107138,1.85979720914901E+018,"12 : 0.1197402, 2 : 0.06361713, 7 : 0.06148495",6,0
403,45.0667,7.7,2.20475340135468E+018,"8 : 0.26956734, 8 : 0.10628044, 8 : 0.10523013",6,1
404,45.0667,7.7,2.19964908122815E+018,"3 : 0.6541929, 8 : 0.021998534, 8 : 0.015394251",6,1
405,45.0667,7.7,2.18960355112306E+018,"9 : 0.72173214, 2 : 0.07476591, 9 : 0.0356611",6,1
406,45.0667,7.7,2.18931856104138E+018,"2 : 0.25508004, 11 : 0.21117163, 2 : 0.11142629",6,1
407,45.0667,7.7,2.17933296025213E+018,"4 : 0.53679556, 9 : 0.092703484, 2 : 0.04854182",6,1
408,45.0667,7.7,2.16930864329224E+018,"5 : 0.43603215, 9 : 0.33934876, 9 : 0.036764767",6,1
409,45.0667,7.7,2.16871997221399E+018,"13 : 0.9315022, 13 : 0.027001029, 13 : 0.0036228343",6,1
410,45.0667,7.7,2.15869817459619E+018,"9 : 0.55392975, 5 : 0.22373295, 9 : 0.008325933",6,1
411,45.0667,7.7,2.15869296571511E+018,"12 : 0.5719778, 12 : 0.018514052, 2 : 0.016120771",6,1
412,45.0667,7.7,2.15398628224264E+018,"9 : 0.6321092, 2 : 0.057734072, 9 : 0.029042685",6,1
413,45.0667,7.7,2.1538628281974E+018,"12 : 0.6027765, 1 : 0.054949652, 3 : 0.03232262",6,1
414,45.0667,7.7,2.14884161847296E+018,"8 : 0.10658884, 2 : 0.06528489, 8 : 0.031547576",6,1
415,45.0667,7.7,2.14875266949831E+018,"3 : 0.38758948, 7 : 0.07018499, 7 : 0.06555213",6,1
416,45.0667,7.7,2.14871431601026E+018,"5 : 0.53464127, 8 : 0.08941128, 9 : 0.037675608",6,1
417,45.0667,7.7,2.14861231745754E+018,"13 : 0.49630696, 8 : 0.3164693, 8 : 0.06927543",6,1
418,45.0667,7.7,2.14388709215808E+018,"4 : 0.12928918, 4 : 0.1089047, 9 : 0.08598974",6,1
419,45.0667,7.7,2.12859822092976E+018,"9 : 0.91299987, 9 : 0.046936404, 4 : 0.0071492274",6,1
420,45.0667,7.7,2.11812725915716E+018,"2 : 0.5917654, 13 : 0.18815604, 2 : 0.07006716",6,1
421,45.0667,7.7,2.1133124364604E+018,"9 : 0.3583082, 4 : 0.075018436, 5 : 0.045672357",6,1
422,45.0667,7.7,2.10821663452633E+018,"9 : 0.46758705, 9 : 0.06568586, 8 : 0.050804958",6,1
423,45.0667,7.7,2.09282768042962E+018,"2 : 0.2161025, 2 : 0.10034319, 2 : 0.046953544",6,1
424,45.0667,7.7,2.05760693645881E+018,"8 : 0.9994265, 2 : 0.000108275846, 6 : 1.5029309e-05",6,1
425,45.0667,7.7,2.05255397986219E+018,"7 : 0.24449381, 7 : 0.10170856, 7 : 0.07246634",6,1
426,45.0667,7.7,2.03734190093175E+018,"5 : 0.28102627, 8 : 0.09909947, 3 : 0.09455813",6,1
427,45.0667,7.7,2.03729563540185E+018,"9 : 0.95150185, 9 : 0.0046351114, 9 : 0.0039467756",6,1
428,45.0667,7.7,2.03202732997446E+018,"3 : 0.60829616, 11 : 0.08695243, 9 : 0.06972185",6,1
429,45.0667,7.7,2.02706380122579E+018,"8 : 0.27876645, 8 : 0.083470024, 2 : 0.036129765",6,1
430,45.0667,7.7,2.01663597966205E+018,"2 : 0.8786714, 11 : 0.011550804, 9 : 0.008958098",6,1
431,45.0667,7.7,2.01164529248438E+018,"9 : 0.9027541, 9 : 0.024575818, 8 : 0.0074721267",6,1
432,45.0667,7.7,2.00657608264903E+018,"2 : 0.21843758, 9 : 0.15488702, 12 : 0.04456787",6,1
433,45.0667,7.7,2.00186717687393E+018,"4 : 0.17297676, 9 : 0.084627286, 12 : 0.07156131",6,1
434,45.0667,7.7,1.95621817740717E+018,"9 : 0.68217826, 9 : 0.04488034, 8 : 0.024344722",6,1
435,45.0667,7.7,1.91049924925547E+018,"12 : 0.05434728, 9 : 0.042214386, 2 : 0.039625913",6,1
436,45.0667,7.7,1.91038630424139E+018,"10 : 0.510152, 11 : 0.17512602, 11 : 0.02050727",6,1
437,45.0667,7.7,1.90543084113649E+018,"2 : 0.15094656, 9 : 0.14319874, 12 : 0.10483279",6,1
438,45.0667,7.7,1.8900100867984E+018,"2 : 0.587942, 4 : 0.06016373, 8 : 0.05019725",6,1
439,45.0667,7.7,1.88502945553816E+018,"4 : 0.21036342, 9 : 0.039826587, 9 : 0.039027732",6,1
440,45.0667,7.7,1.88491304529955E+018,"12 : 0.40912893, 14 : 0.049370773, 13 : 0.037854064",6,1
441,45.0667,7.7,1.88489907277331E+018,"1 : 0.35188186, 9 : 0.30332926, 12 : 0.11215667",6,1
442,45.0667,7.7,1.88001688930081E+018,"5 : 0.21515922, 9 : 0.05765333, 9 : 0.042706598",6,1
443,45.0667,7.7,1.87483700389696E+018,"3 : 0.07878353, 13 : 0.06241929, 13 : 0.05648252",6,1
444,45.0667,7.7,1.87456223388416E+018,"9 : 0.26638412, 9 : 0.24214543, 9 : 0.07352293",6,1
445,45.0667,7.7,1.86984258851969E+018,"8 : 0.60646445, 12 : 0.10520015, 1 : 0.012799066",6,1
446,45.0667,7.7,1.86975757115998E+018,"9 : 0.21799178, 13 : 0.13228227, 13 : 0.089698195",6,1
447,45.0667,7.7,1.86480518621272E+018,"9 : 0.03680883, 13 : 0.026626263, 2 : 0.02335844",6,1
448,45.0667,7.7,1.85973977202158E+018,"2 : 0.19307852, 7 : 0.08637971, 12 : 0.075912975",6,1
449,45.0667,7.7,1.8290415722353E+018,"6 : 0.28278857, 6 : 0.10900579, 6 : 0.040930223",6,1
450,45.0667,7.7,1.81889320111927E+018,"8 : 0.96838725, 8 : 0.002485491, 8 : 0.002216986",6,1
451,45.0667,7.7,1.66195072627038E+018,"7 : 0.08554094, 1 : 0.03825622, 13 : 0.029883614",6,1
452,45.0667,7.7,1.65684482214768E+018,"1 : 0.8007063, 12 : 0.035373557, 5 : 0.023283811",6,1
453,45.0667,7.7,1.64668221205514E+018,"5 : 0.44841376, 2 : 0.16108294, 9 : 0.03470058",6,1
454,45.0667,7.7,1.64163496551886E+018,"9 : 0.19984281, 8 : 0.18156087, 9 : 0.08944213",6,1
455,45.0667,7.7,1.6416317152019E+018,"9 : 0.20571832, 9 : 0.117657326, 2 : 0.059151098",6,1
456,45.0667,7.7,1.64162936388336E+018,"9 : 0.8304556, 3 : 0.10364828, 9 : 0.0036012658",6,1
457,45.0667,7.7,1.64096211818999E+018,"2 : 0.21568717, 13 : 0.10707825, 2 : 0.035315506",6,1
458,45.0667,7.7,1.62618232236566E+018,"8 : 0.1497701, 9 : 0.061259095, 7 : 0.04666577",6,1
459,45.0667,7.7,1.62097665933831E+018,"2 : 0.19413371, 12 : 0.12646988, 2 : 0.042844754",6,1
460,45.0667,7.7,1.54009297761014E+018,"7 : 0.3138365, 7 : 0.09244003, 7 : 0.023370884",6,1
461,45.0667,7.7,1.53982670885581E+018,"5 : 0.18057513, 8 : 0.12597488, 8 : 0.056353338",6,1
462,45.0667,7.7,1.53982528910072E+018,"5 : 0.53175145, 9 : 0.20597734, 8 : 0.03489452",6,1
