lat,lng,id,cluster_id,[photos],Palaces,Miscellaneous,Food,Facilities,Natural_views,Animals,Shopping,Transportation,Urbanscape,Exhibits,Religion,Residence,Entertainment,People
45.00583,7.610441000000002,32112533637,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112532887,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112531527,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,33179087558,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112529017,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112527957,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112526867,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,32112526047,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,33179084588,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
45.00583,7.610441000000002,47054096471,5.0,426,6.889592554859999,26.36626458529999,19.13133583184001,5.846343508550001,2.6879609579999997,4.403041811399999,51.19702918389999,41.045464023870025,28.82510970494,3.86221923045,2.2646299753,11.524122046,45.15431529720998,2.4994536469999997
