field_1,lat,lng,label,predictions,ids,CLUSTER_ID
671,45.032061,7.673177,3,"8 : 0.6646914, 3 : 0.11835643, 7 : 0.086491056",24463248228,
672,45.032061,7.673177,3,"8 : 0.9113948, 3 : 0.01999159, 7 : 0.011174275",24437901418,
673,45.032061,7.673392,3,"8 : 0.23004943, 8 : 0.22260335, 3 : 0.09133097",38186875276,
674,45.032062,7.658402,3,"2 : 0.4437825, 9 : 0.25460127, 10 : 0.027301824",49985339471,
675,45.032062,7.658402,3,"9 : 0.61354595, 2 : 0.047977712, 8 : 0.0316874",49985339026,
676,45.032091,7.67292,3,"13 : 0.22993575, 8 : 0.17811966, 8 : 0.1275846",24394474278,
677,45.032091,7.673177,3,"8 : 0.19033226, 13 : 0.13499604, 4 : 0.12036364",38241660541,
678,45.032136,7.673113,3,"13 : 0.79473454, 8 : 0.040434573, 8 : 0.02205195",37574781224,
679,45.032153,7.658243,3,"9 : 0.88480335, 9 : 0.021411395, 9 : 0.0065961047",39473435721,
680,45.032153,7.658243,3,"9 : 0.9918156, 9 : 0.0022753833, 9 : 0.00021861735",38764853744,
681,45.032159,7.6572,3,"9 : 0.493853, 10 : 0.37849894, 9 : 0.028233554",49985593837,
682,45.032176,7.657047,3,"8 : 0.13310944, 10 : 0.12924999, 9 : 0.07468151",49984817238,
683,45.032237,7.657181,3,"9 : 0.16343163, 4 : 0.09931635, 13 : 0.041118342",39473431571,
684,45.032265,7.656782,3,"8 : 0.1467626, 8 : 0.050979603, 8 : 0.04728599",49985334891,
685,45.032272,7.656779,3,"8 : 0.118655875, 8 : 0.11173157, 8 : 0.06844179",49984815613,
686,45.032286,7.657805,3,"9 : 0.9246288, 9 : 0.048887953, 9 : 0.009294878",49984817743,
687,45.032302,7.656661,3,"9 : 0.5764551, 13 : 0.13559726, 9 : 0.04083208",49985595647,
688,45.03232,7.665034,3,"5 : 0.24202713, 9 : 0.16701305, 5 : 0.12941036",38594866545,
689,45.032326,7.665646,3,"2 : 0.61040854, 2 : 0.054201, 3 : 0.050235167",37806813416,
690,45.03235,7.657798,3,"9 : 0.47321263, 4 : 0.06760204, 10 : 0.051859234",49985338651,
691,45.032373,7.657524,3,"13 : 0.27756622, 7 : 0.2715647, 7 : 0.09289323",39473434561,
692,45.032373,7.657524,3,"7 : 0.1139622, 7 : 0.061190274, 7 : 0.05826048",38764852564,
693,45.032386,7.665263,3,"12 : 0.3839735, 12 : 0.17596386, 12 : 0.040264435",47079444412,
694,45.03245,7.667255,3,"8 : 0.57822686, 8 : 0.07374863, 9 : 0.025963023",46651440902,
695,45.03249,7.656259,3,"9 : 0.13911992, 8 : 0.09555993, 8 : 0.08735039",49985333556,
696,45.03258,7.666934,3,"9 : 0.7130339, 8 : 0.03710893, 7 : 0.028084168",33115210753,
697,45.032587,7.656379,3,"4 : 0.09783979, 10 : 0.075087406, 8 : 0.046768274",49985334061,
698,45.032602,7.665902,3,"9 : 0.26376927, 11 : 0.13481642, 13 : 0.039032362",47131911321,
699,45.032617,7.656787,3,"10 : 0.43476257, 9 : 0.07865036, 11 : 0.04796134",49985335896,
700,45.032623,7.656666,3,"9 : 0.38487697, 9 : 0.22469841, 1 : 0.04835013",38764851754,
701,45.032623,7.656666,3,"2 : 0.22416133, 10 : 0.10702602, 13 : 0.06174424",38764850514,
702,45.032657,7.65642,3,"9 : 0.1262839, 13 : 0.079453945, 3 : 0.055708226",49984814663,
703,45.032851,7.656944,3,"7 : 0.44244403, 7 : 0.24681959, 4 : 0.056176733",39473432881,
704,45.032905,7.666211,3,"2 : 0.12372133, 12 : 0.038774077, 9 : 0.028135832",38035582566,
705,45.032995,7.66615,3,"2 : 0.1388948, 9 : 0.11221124, 8 : 0.084502324",25603370788,
706,45.032995,7.66615,3,"9 : 0.10919034, 8 : 0.09869593, 9 : 0.057559546",27696022579,
707,45.032995,7.66615,3,"2 : 0.73992544, 4 : 0.05408789, 9 : 0.0072087306",25603360558,
708,45.033131,7.665849,3,"8 : 0.07312522, 2 : 0.04495927, 4 : 0.041541647",39473455011,
709,45.033131,7.665849,3,"1 : 0.13247877, 3 : 0.086955935, 11 : 0.04966038",25603370088,
710,45.033131,7.665849,3,"5 : 0.17873557, 9 : 0.0809519, 9 : 0.06613106",25603368728,
711,45.033245,7.666321,3,"9 : 0.45210424, 5 : 0.11453961, 5 : 0.06065065",38764857794,
712,45.033374,7.665495,3,"9 : 0.07526166, 2 : 0.06688426, 8 : 0.06368983",39443021552,
713,45.033508,7.658071,3,"9 : 0.3101563, 9 : 0.22614814, 7 : 0.06773544",49718732348,
714,45.033717,7.65806,3,"2 : 0.33516583, 2 : 0.04049767, 2 : 0.03970205",49714918048,
715,45.033782,7.666397,3,"13 : 0.24027583, 2 : 0.10864445, 9 : 0.05913105",48060973912,
716,45.033783,7.665839,3,"5 : 0.34961328, 1 : 0.106669605, 8 : 0.03024475",27696021139,
717,45.033783,7.665839,3,"1 : 0.41544035, 5 : 0.10628068, 12 : 0.04888951",25603368228,
718,45.033783,7.665839,3,"9 : 0.24525712, 9 : 0.07184405, 9 : 0.06461236",27696020539,
719,45.033783,7.665839,3,"9 : 0.94151103, 10 : 0.023633696, 9 : 0.0043043997",39443024272,
720,45.033783,7.665839,3,"9 : 0.88400704, 10 : 0.036743354, 9 : 0.022990465",39443023962,
721,45.033783,7.665839,3,"5 : 0.36515114, 1 : 0.25330517, 5 : 0.0762245",24606657587,
722,45.033804,7.666118,3,"4 : 0.24329276, 9 : 0.062394742, 8 : 0.060183015",46244842025,
723,45.033804,7.666118,3,"5 : 0.19317012, 5 : 0.16248624, 8 : 0.04144652",40194046003,
724,45.033903,7.665281,3,"1 : 0.3237884, 2 : 0.09286341, 12 : 0.050200675",47525957551,
725,45.033903,7.665281,3,"1 : 0.49236727, 8 : 0.09301365, 2 : 0.059952155",47525958181,
726,45.034125,7.666397,3,"9 : 0.0588265, 9 : 0.056124605, 4 : 0.043807123",38764870554,
727,45.034214,7.666525,3,"5 : 0.42944032, 9 : 0.05529618, 9 : 0.052513886",45759820244,
728,45.034247,7.666808,3,"9 : 0.2536912, 11 : 0.063549735, 7 : 0.055982623",38129048954,
729,45.034327,7.66663,3,"9 : 0.6989732, 12 : 0.036081817, 7 : 0.008292765",38813905712,
730,45.034411,7.666536,3,"2 : 0.07437586, 2 : 0.05177542, 12 : 0.027365696",33427300608,
731,45.034411,7.666536,3,"2 : 0.3904123, 11 : 0.22983737, 5 : 0.04778136",47240701242,
732,45.034578,7.667266,3,"9 : 0.7385881, 9 : 0.08261021, 4 : 0.014191139",48060973717,
733,45.022108,7.654638,3,"12 : 0.5014825, 7 : 0.10290277, 2 : 0.07946612",36028070765,
734,45.038407,7.657899,3,"8 : 0.32380196, 8 : 0.26661438, 5 : 0.06464057",48863705411,
735,45.038407,7.657899,3,"9 : 0.2835124, 13 : 0.062842205, 4 : 0.036338452",48863922702,
736,45.032285,7.646971,4,"9 : 0.094990335, 1 : 0.06504651, 1 : 0.06374944",49969812108,
737,45.032285,7.646971,4,"9 : 0.36288977, 11 : 0.053816307, 8 : 0.04258274",49970325926,
738,45.032286,7.646972,4,"8 : 0.111981936, 8 : 0.088238545, 8 : 0.052420296",49970324866,
739,45.032463,7.641082,4,"6 : 0.8006266, 5 : 0.047637448, 5 : 0.041718118",35068623911,
740,45.032463,7.641082,4,"6 : 0.5614602, 5 : 0.14525053, 5 : 0.04788327",35199085755,
741,45.032463,7.641082,4,"5 : 0.078425236, 13 : 0.07463774, 5 : 0.05537945",27867796529,
742,45.032463,7.641082,4,"5 : 0.5152491, 8 : 0.06091936, 9 : 0.060094148",38937153084,
743,45.032463,7.641082,4,"6 : 0.9235318, 5 : 0.0065994095, 7 : 0.0031394926",25756832168,
744,45.032463,7.641082,4,"5 : 0.26962507, 5 : 0.23338945, 5 : 0.13102466",39588156852,
745,45.032463,7.641082,4,"5 : 0.27352569, 6 : 0.2614325, 5 : 0.024110729",38909579734,
746,45.032463,7.641082,4,"6 : 0.4355682, 13 : 0.09169144, 13 : 0.08437705",39623942160,
747,45.032463,7.641082,4,"6 : 0.7615161, 5 : 0.080285944, 11 : 0.05723923",41390565412,
748,45.032463,7.641082,4,"6 : 0.91006243, 5 : 0.018355481, 5 : 0.008201931",39607263850,
749,45.032463,7.641082,4,"9 : 0.09549194, 5 : 0.07882482, 1 : 0.04319536",45526381091,
750,45.032463,7.641082,4,"5 : 0.31500453, 6 : 0.16279268, 2 : 0.13299315",33963559498,
751,45.032463,7.641082,4,"5 : 0.22894818, 5 : 0.059722677, 5 : 0.050262123",47929100076,
752,45.032463,7.641082,4,"3 : 0.4832017, 5 : 0.1531297, 5 : 0.03188362",40898564523,
753,45.032463,7.641082,4,"5 : 0.11194, 5 : 0.10878482, 2 : 0.06627666",46939276805,
754,45.032463,7.641082,4,"6 : 0.27955857, 2 : 0.18999043, 5 : 0.14310108",48320726476,
755,45.032463,7.641082,4,"11 : 0.16728613, 5 : 0.12117427, 9 : 0.10224295",38623171585,
756,45.032463,7.641082,4,"6 : 0.96233547, 5 : 0.00939969, 5 : 0.0038938343",41390565662,
757,45.032463,7.641082,4,"6 : 0.19288412, 11 : 0.08763978, 9 : 0.048705716",40906556684,
758,45.040817,7.649863,5,"5 : 0.4953919, 7 : 0.016518457, 13 : 0.016458185",48866158901,
759,45.040817,7.649863,5,"9 : 0.09488115, 5 : 0.032437235, 3 : 0.027157616",48865629928,
760,45.040817,7.649863,5,"7 : 0.11030304, 13 : 0.056461796, 13 : 0.034997296",48866130246,
761,45.040817,7.649863,5,"4 : 0.7186976, 9 : 0.06509744, 9 : 0.015047194",48865586958,
762,45.040817,7.649863,5,"13 : 0.26356387, 5 : 0.09459333, 8 : 0.039852865",48866293872,
763,45.040817,7.649863,5,"13 : 0.63611084, 14 : 0.08649667, 13 : 0.02720398",48865563203,
764,45.040817,7.649863,5,"12 : 0.23065159, 9 : 0.09446776, 2 : 0.069545284",48866067766,
765,45.040817,7.649863,5,"2 : 0.063709, 9 : 0.039227653, 6 : 0.03138049",48865607913,
766,45.041613,7.652277,5,"13 : 0.53013456, 13 : 0.10252253, 2 : 0.06642713",46738535604,
767,45.041613,7.652277,5,"13 : 0.44192895, 13 : 0.13262895, 13 : 0.07931004",46546385545,
768,45.041613,7.652277,5,"13 : 0.4434068, 13 : 0.14865488, 13 : 0.04303033",32519906427,
769,45.041613,7.652277,5,"13 : 0.3224644, 13 : 0.11030307, 13 : 0.094629705",46546385405,
770,45.041613,7.652277,5,"13 : 0.8543938, 13 : 0.042472377, 13 : 0.039192107",47408698982,
771,45.041613,7.652277,5,"13 : 0.35088277, 13 : 0.158258, 2 : 0.12055829",46546385085,
772,45.041613,7.652277,5,"13 : 0.6146077, 13 : 0.3607879, 13 : 0.003801181",47408698592,
773,45.041613,7.652277,5,"13 : 0.7742358, 13 : 0.21777096, 13 : 0.0009904822",46546384845,
774,45.041613,7.652277,5,"13 : 0.56091076, 13 : 0.27602768, 13 : 0.032487337",46546384565,
775,45.041613,7.652277,5,"13 : 0.9616515, 13 : 0.023135046, 13 : 0.0031641978",47408698042,
776,45.041613,7.652277,5,"13 : 0.8074644, 13 : 0.034912065, 13 : 0.026077515",46546384355,
777,45.041613,7.652277,5,"13 : 0.5425525, 13 : 0.39195636, 13 : 0.017030997",47408697732,
778,45.041613,7.652277,5,"13 : 0.5370288, 13 : 0.19300798, 13 : 0.05471381",46546384215,
779,45.041613,7.652277,5,"13 : 0.68414974, 13 : 0.17604518, 13 : 0.013571334",46546384055,
780,45.041613,7.652277,5,"13 : 0.30179268, 13 : 0.06007708, 13 : 0.05067346",47408697322,
781,45.041613,7.652277,5,"13 : 0.29420492, 13 : 0.10885167, 13 : 0.0715981",46546383785,
782,45.041613,7.652277,5,"13 : 0.4862053, 13 : 0.10080011, 13 : 0.083198525",47408696982,
783,45.041613,7.652277,5,"13 : 0.69757074, 13 : 0.19405897, 13 : 0.016467042",33585334448,
784,45.041613,7.652277,5,"13 : 0.5228023, 13 : 0.21655762, 13 : 0.03592698",33585334318,
785,45.041613,7.652277,5,"13 : 0.929996, 13 : 0.019049495, 13 : 0.012236814",47408696512,
786,45.041613,7.652277,5,"13 : 0.80692166, 13 : 0.045341536, 13 : 0.031419177",33585334108,
787,45.041613,7.652277,5,"13 : 0.69894665, 13 : 0.18040809, 13 : 0.042095974",33585334008,
788,45.041613,7.652277,5,"13 : 0.44591507, 13 : 0.20556498, 13 : 0.17305891",47408696272,
789,45.041613,7.652277,5,"13 : 0.9086744, 13 : 0.05087229, 13 : 0.02140667",47408696062,
790,45.041613,7.652277,5,"13 : 0.7105606, 13 : 0.15929303, 13 : 0.04522201",33585333808,
791,45.041613,7.652277,5,"13 : 0.36762324, 13 : 0.30558118, 13 : 0.117892586",33585333548,
792,45.041613,7.652277,5,"13 : 0.39026555, 13 : 0.30909783, 13 : 0.11967212",46546382735,
793,45.041613,7.652277,5,"13 : 0.57249874, 13 : 0.0798172, 13 : 0.067589715",46738531424,
794,45.041613,7.652277,5,"13 : 0.44724655, 13 : 0.19648497, 13 : 0.15243407",46546382595,
795,45.041613,7.652277,5,"13 : 0.9839516, 13 : 0.008477114, 13 : 0.0024737732",46738531264,
796,45.041613,7.652277,5,"13 : 0.93384516, 13 : 0.05545657, 13 : 0.0039320453",46546382355,
797,45.041613,7.652277,5,"13 : 0.9746551, 13 : 0.009656049, 13 : 0.0076750815",46738530914,
798,45.041613,7.652277,5,"13 : 0.9989318, 13 : 0.00039723772, 13 : 0.00014058288",46546381975,
799,45.041613,7.652277,5,"13 : 0.8031464, 13 : 0.16015342, 13 : 0.013825745",46738530674,
800,45.041613,7.652277,5,"13 : 0.81216776, 13 : 0.15354353, 13 : 0.015279402",46738530414,
801,45.041613,7.652277,5,"13 : 0.7277577, 13 : 0.05669591, 13 : 0.042658567",46546381355,
802,45.041613,7.652277,5,"12 : 0.23009261, 13 : 0.2204785, 2 : 0.104346804",46546381065,
803,45.041613,7.652277,5,"13 : 0.8828953, 13 : 0.01711622, 12 : 0.004845728",46546380725,
804,45.041613,7.652277,5,"13 : 0.9805643, 13 : 0.004764236, 10 : 0.0011617645",46738529664,
805,45.041613,7.652277,5,"13 : 0.91835, 10 : 0.026942825, 13 : 0.009242525",33585331098,
806,45.041613,7.652277,5,"13 : 0.7350957, 13 : 0.19583035, 13 : 0.013520691",33585330848,
807,45.041613,7.652277,5,"13 : 0.76797754, 13 : 0.19680436, 13 : 0.0047109197",46738529374,
808,45.041613,7.652277,5,"13 : 0.77290964, 13 : 0.1599617, 3 : 0.005113765",33585330598,
809,45.041613,7.652277,5,"13 : 0.85621357, 13 : 0.07032023, 13 : 0.036325086",46738528994,
810,45.041613,7.652277,5,"13 : 0.72221684, 13 : 0.097003594, 13 : 0.027797813",46738528894,
811,45.041613,7.652277,5,"13 : 0.62304354, 13 : 0.33889347, 13 : 0.0035653715",33585329938,
812,45.041613,7.652277,5,"13 : 0.28513333, 13 : 0.1035073, 13 : 0.06920841",46546378785,
813,45.041613,7.652277,5,"13 : 0.16150804, 13 : 0.11522245, 13 : 0.11038592",46546378525,
814,45.041613,7.652277,5,"13 : 0.16157189, 13 : 0.15384647, 13 : 0.08441197",46738528104,
815,45.041613,7.652277,5,"13 : 0.21410728, 13 : 0.14783105, 13 : 0.095750265",40495618343,
816,45.041613,7.652277,5,"13 : 0.69860214, 13 : 0.05885033, 2 : 0.027551575",40495618273,
817,45.041613,7.652277,5,"13 : 0.98992306, 13 : 0.006171258, 13 : 0.0030540915",33585329198,
818,45.041613,7.652277,5,"13 : 0.98847765, 13 : 0.005784227, 13 : 0.0010478153",33585329068,
819,45.041613,7.652277,5,"13 : 0.9765519, 13 : 0.009424716, 13 : 0.00285869",40495618073,
820,45.041613,7.652277,5,"13 : 0.97278214, 13 : 0.0074356357, 2 : 0.0023314052",33585328958,
821,45.041613,7.652277,5,"13 : 0.6878026, 13 : 0.28725082, 13 : 0.008693404",33585328758,
822,45.041613,7.652277,5,"13 : 0.7202672, 13 : 0.2724051, 13 : 0.0020469278",46546377175,
823,45.041613,7.652277,5,"13 : 0.5118303, 13 : 0.08513271, 13 : 0.06094407",33585328568,
824,45.041613,7.652277,5,"13 : 0.4446152, 13 : 0.13899222, 4 : 0.12979813",33585328478,
825,45.041613,7.652277,5,"13 : 0.9620405, 13 : 0.0055499314, 13 : 0.0031639733",46546385805,
826,45.041613,7.652277,5,"13 : 0.1611849, 13 : 0.13207188, 13 : 0.11017211",46546385255,
827,45.041613,7.652277,5,"13 : 0.72048324, 13 : 0.24260476, 13 : 0.005729779",33585335338,
828,45.041613,7.652277,5,"13 : 0.5421259, 13 : 0.12566774, 13 : 0.11001321",46738531924,
829,45.041613,7.652277,5,"13 : 0.5626503, 13 : 0.39525262, 13 : 0.0053762756",46546381695,
830,45.041613,7.652277,5,"13 : 0.8874226, 13 : 0.038997546, 13 : 0.031141097",46738529584,
831,45.041613,7.652277,5,"13 : 0.2430182, 13 : 0.15552711, 13 : 0.14193292",33585329678,
832,45.041613,7.652277,5,"13 : 0.6334954, 13 : 0.023676349, 8 : 0.023519639",33585328898,
833,45.041719,7.650947,5,"11 : 0.9508676, 1 : 0.009791174, 11 : 0.0041274196",34272709070,
834,45.041977,7.654734,5,"6 : 0.08295969, 6 : 0.07740009, 6 : 0.06775216",39105234334,
835,45.042356,7.653501,5,"2 : 0.72838396, 2 : 0.057800155, 2 : 0.023855133",40813358145,
836,45.042529,7.651344,5,"13 : 0.43014303, 6 : 0.032086845, 2 : 0.025105888",47485195882,
837,45.042529,7.651344,5,"13 : 0.28879845, 13 : 0.06071088, 9 : 0.056918137",47537896211,
838,45.042529,7.651344,5,"13 : 0.40869743, 13 : 0.20021744, 13 : 0.1349007",40571870443,
839,45.042529,7.651344,5,"13 : 0.18270062, 13 : 0.12474091, 7 : 0.032490656",32595463907,
840,45.042529,7.651344,5,"13 : 0.3380942, 13 : 0.0490958, 6 : 0.02736404",47537903301,
841,45.042529,7.651344,5,"13 : 0.6801462, 13 : 0.23332228, 13 : 0.04217089",32595463877,
842,45.042529,7.651344,5,"9 : 0.457773, 13 : 0.032577727, 13 : 0.025517251",32595463807,
843,45.042529,7.651344,5,"13 : 0.71289366, 13 : 0.08138338, 7 : 0.043450437",32595463677,
844,45.042529,7.651344,5,"7 : 0.09667834, 7 : 0.082941845, 13 : 0.074543364",47537902241,
845,45.042529,7.651344,5,"13 : 0.8511225, 9 : 0.045568842, 13 : 0.013387227",47537902091,
846,45.042529,7.651344,5,"13 : 0.4274346, 13 : 0.11975285, 13 : 0.071559876",40571868513,
847,45.042529,7.651344,5,"9 : 0.52407235, 13 : 0.1725071, 13 : 0.0778547",40571868583,
848,45.042529,7.651344,5,"9 : 0.31496084, 13 : 0.114503026, 7 : 0.057422914",46814250904,
849,45.042529,7.651344,5,"13 : 0.49657208, 13 : 0.2933863, 13 : 0.13395362",40571868433,
850,45.042529,7.651344,5,"13 : 0.7431071, 13 : 0.034391362, 13 : 0.025564326",47537901651,
851,45.042529,7.651344,5,"13 : 0.3133589, 13 : 0.15686433, 13 : 0.13838205",47537901401,
852,45.042529,7.651344,5,"13 : 0.51987815, 1 : 0.05303662, 8 : 0.03537179",47485196362,
853,45.042529,7.651344,5,"13 : 0.16195807, 7 : 0.1109506, 7 : 0.07148562",47537901271,
854,45.042529,7.651344,5,"13 : 0.9072737, 13 : 0.023655733, 13 : 0.0072229244",47537901151,
855,45.042529,7.651344,5,"13 : 0.99087054, 13 : 0.006688867, 13 : 0.00031812105",47537900591,
856,45.042529,7.651344,5,"13 : 0.61013836, 7 : 0.08458525, 7 : 0.04602602",47485196002,
857,45.042529,7.651344,5,"13 : 0.25418845, 11 : 0.11659869, 13 : 0.11357402",47537900151,
858,45.042529,7.651344,5,"13 : 0.47860613, 9 : 0.18385845, 13 : 0.09765404",47537900301,
859,45.042529,7.651344,5,"13 : 0.9775358, 2 : 0.004459178, 13 : 0.0030726881",47537900061,
860,45.042529,7.651344,5,"13 : 0.807678, 13 : 0.10891151, 13 : 0.051582582",47485195802,
861,45.042529,7.651344,5,"13 : 0.20928778, 13 : 0.108421035, 7 : 0.07535072",47537899921,
862,45.042529,7.651344,5,"13 : 0.6701057, 13 : 0.2765829, 2 : 0.006673726",47485195762,
863,45.042529,7.651344,5,"13 : 0.7659974, 13 : 0.1662928, 13 : 0.01212415",47537899631,
864,45.042529,7.651344,5,"13 : 0.56123316, 13 : 0.07429943, 13 : 0.032403268",47537899761,
865,45.042529,7.651344,5,"13 : 0.3989058, 11 : 0.22967958, 13 : 0.08648629",47537899491,
866,45.042529,7.651344,5,"13 : 0.8959769, 13 : 0.045522638, 7 : 0.01023551",47485195712,
867,45.042529,7.651344,5,"13 : 0.9287114, 13 : 0.044177525, 14 : 0.0062912097",47537899371,
868,45.042529,7.651344,5,"13 : 0.49413392, 13 : 0.18856539, 7 : 0.01754168",47485195612,
869,45.042529,7.651344,5,"13 : 0.43791777, 3 : 0.23575412, 13 : 0.14560859",47537899031,
870,45.042529,7.651344,5,"13 : 0.9638224, 13 : 0.022740027, 13 : 0.0022885597",47537898471,
871,45.042529,7.651344,5,"13 : 0.90735257, 13 : 0.022765722, 13 : 0.015428089",47537898341,
872,45.042529,7.651344,5,"13 : 0.47766036, 13 : 0.17387731, 13 : 0.07769343",47537898141,
873,45.042529,7.651344,5,"9 : 0.6776787, 13 : 0.27643463, 13 : 0.016571175",47485195122,
874,45.042529,7.651344,5,"13 : 0.94698006, 7 : 0.008354858, 13 : 0.004616253",47537897871,
875,45.042529,7.651344,5,"13 : 0.9172457, 9 : 0.020837259, 13 : 0.01745571",47485195052,
876,45.042529,7.651344,5,"13 : 0.86514264, 7 : 0.050252087, 14 : 0.020745767",47537897731,
877,45.042529,7.651344,5,"9 : 0.56055313, 13 : 0.27154392, 13 : 0.094664276",47485194992,
878,45.042529,7.651344,5,"13 : 0.98266023, 13 : 0.0086855525, 7 : 0.0019574922",47537897571,
879,45.042529,7.651344,5,"13 : 0.9192358, 13 : 0.04015815, 7 : 0.0063379225",47485194962,
880,45.042529,7.651344,5,"13 : 0.9842854, 13 : 0.013178405, 14 : 0.0006592204",47537897601,
881,45.042529,7.651344,5,"13 : 0.8630722, 13 : 0.05698798, 13 : 0.021264592",47537897491,
882,45.042529,7.651344,5,"13 : 0.7991029, 7 : 0.07198816, 13 : 0.029365633",47537897471,
883,45.042529,7.651344,5,"7 : 0.75722235, 13 : 0.043602716, 13 : 0.026209477",47537896761,
884,45.042529,7.651344,5,"13 : 0.31746858, 13 : 0.0965062, 4 : 0.07734454",47537896321,
885,45.042529,7.651344,5,"9 : 0.3910271, 13 : 0.3709178, 7 : 0.09600239",46622394855,
886,45.042529,7.651344,5,"13 : 0.7507585, 13 : 0.18035223, 13 : 0.019610535",47485194452,
887,45.042529,7.651344,5,"13 : 0.46818033, 13 : 0.20508079, 7 : 0.046112016",47537896011,
888,45.042529,7.651344,5,"13 : 0.31872845, 13 : 0.31057853, 13 : 0.2676785",46622394755,
889,45.042529,7.651344,5,"7 : 0.41778526, 13 : 0.17183523, 2 : 0.054906677",46622394815,
890,45.042529,7.651344,5,"13 : 0.34512192, 13 : 0.11591582, 13 : 0.053956088",47537895831,
891,45.042529,7.651344,5,"13 : 0.7038951, 13 : 0.1357032, 11 : 0.07253915",47537895481,
892,45.042529,7.651344,5,"13 : 0.6875587, 1 : 0.07097221, 11 : 0.06497252",46622394425,
893,45.042529,7.651344,5,"9 : 0.1971682, 13 : 0.17319515, 13 : 0.12617561",46622394365,
894,45.042529,7.651344,5,"13 : 0.6762687, 13 : 0.13139844, 9 : 0.033948626",47537895161,
895,45.042529,7.651344,5,"13 : 0.46926725, 13 : 0.3619748, 9 : 0.074989475",47537894901,
896,45.042529,7.651344,5,"13 : 0.95803785, 13 : 0.02185444, 13 : 0.0044449833",33661169728,
897,45.042529,7.651344,5,"13 : 0.51682174, 2 : 0.1690844, 13 : 0.07227479",47537906071,
898,45.042529,7.651344,5,"13 : 0.15696113, 10 : 0.074002646, 7 : 0.044428676",32595463717,
899,45.042529,7.651344,5,"13 : 0.38043118, 7 : 0.13642049, 7 : 0.04959792",47537902361,
900,45.042529,7.651344,5,"13 : 0.13958716, 13 : 0.13382028, 13 : 0.11259415",32595463647,
901,45.042529,7.651344,5,"7 : 0.33964452, 13 : 0.09458023, 7 : 0.060221344",47485195922,
902,45.042529,7.651344,5,"13 : 0.7693133, 13 : 0.060465716, 13 : 0.038883876",47485195662,
903,45.042529,7.651344,5,"13 : 0.69920033, 6 : 0.06602403, 7 : 0.034841876",47485195242,
904,45.042529,7.651344,5,"13 : 0.68294823, 13 : 0.3043877, 13 : 0.005689471",47485195192,
905,45.042529,7.651344,5,"7 : 0.6129916, 7 : 0.082532436, 10 : 0.04139319",47537897991,
906,45.042529,7.651344,5,"13 : 0.9323781, 13 : 0.013348027, 13 : 0.0023571162",47537897301,
907,45.042529,7.651344,5,"13 : 0.44697568, 13 : 0.051163998, 9 : 0.039363503",47537896391,
908,45.042529,7.651344,5,"13 : 0.53141904, 13 : 0.238331, 13 : 0.037772197",46622394525,
909,45.042529,7.651344,5,"13 : 0.6958239, 13 : 0.093328625, 9 : 0.020376118",46622394285,
910,45.045025,7.65129,5,"6 : 0.85320383, 12 : 0.0016038748, 6 : 0.0013819687",39667349881,
911,45.045025,7.65129,5,"6 : 0.76545614, 6 : 0.041687496, 6 : 0.013618741",27888610939,
912,45.041606,7.661322,5,"9 : 0.077363744, 12 : 0.050312247, 2 : 0.035954144",41588521962,
913,45.048486,7.648608,5,"7 : 0.26346737, 2 : 0.2502761, 2 : 0.1495797",33125764126,
914,45.048486,7.648608,5,"2 : 0.13596852, 7 : 0.0972406, 7 : 0.09280072",32322113314,
915,45.048486,7.648608,5,"3 : 0.14764129, 13 : 0.07656385, 2 : 0.049485765",33039699331,
916,45.048486,7.648608,5,"2 : 0.4625202, 12 : 0.09981693, 3 : 0.071903296",33039698091,
917,45.04888,7.654241,5,"4 : 0.7467026, 5 : 0.14640328, 5 : 0.022372618",39666886401,
918,45.04888,7.654241,5,"5 : 0.22147036, 2 : 0.16045737, 6 : 0.07685071",38958179924,
919,45.04888,7.654241,5,"5 : 0.5517091, 4 : 0.12791553, 5 : 0.05533724",38958128564,
920,45.04888,7.654241,5,"6 : 0.7708681, 6 : 0.061403252, 6 : 0.024902087",39636140772,
921,45.04888,7.654241,5,"7 : 0.23577286, 4 : 0.09082471, 5 : 0.049228285",38769869455,
3997,45.057683,7.63023,7,"13 : 0.21310346, 13 : 0.11840481, 7 : 0.06674129",49011680233,
3998,45.057683,7.63023,7,"13 : 0.9474292, 13 : 0.0054122657, 7 : 0.00094049465",49012419252,
3999,45.057683,7.63023,7,"13 : 0.42168024, 13 : 0.079582214, 13 : 0.018175736",49012208571,
4000,45.057683,7.63023,7,"13 : 0.5223277, 13 : 0.2560104, 13 : 0.020092877",49012416812,
4001,45.057683,7.63023,7,"13 : 0.45650312, 7 : 0.1040968, 7 : 0.0494747",49012207226,
4002,45.057683,7.63023,7,"13 : 0.22737338, 13 : 0.14439821, 13 : 0.11106013",49011676393,
4003,45.057683,7.63023,7,"13 : 0.67897236, 14 : 0.015083994, 13 : 0.006575349",49012411037,
4004,45.057683,7.63023,7,"13 : 0.17842215, 13 : 0.07557756, 13 : 0.041420788",49012201891,
4005,45.057683,7.63023,7,"13 : 0.79917437, 13 : 0.15466912, 13 : 0.0014415178",49011671203,
4006,45.057683,7.63023,7,"13 : 0.24577029, 13 : 0.2253725, 13 : 0.027170183",49011671023,
4007,45.057683,7.63023,7,"13 : 0.7049501, 13 : 0.059667166, 7 : 0.012599609",49012409832,
