field_1,lat,lng,label,predictions,ids,CLUSTER_ID
1651,45.059978,7.653415,6,"13 : 0.14986186, 2 : 0.13435496, 2 : 0.04477869",49044796293,0
1652,45.059978,7.653415,6,"13 : 0.6585638, 13 : 0.09124981, 8 : 0.055362836",49044796198,0
1653,45.059978,7.653415,6,"13 : 0.103629485, 7 : 0.05091119, 8 : 0.038665257",49045297386,0
1654,45.059978,7.653415,6,"12 : 0.43368825, 13 : 0.06907537, 13 : 0.058946904",49044796153,0
1655,45.059978,7.653415,6,"13 : 0.12157383, 13 : 0.0663644, 9 : 0.05330241",49044796043,0
1656,45.059978,7.653415,6,"8 : 0.22909428, 13 : 0.094564594, 13 : 0.05002517",49045297256,0
1657,45.059978,7.653415,6,"2 : 0.5781101, 2 : 0.034974094, 7 : 0.031152545",49045297156,0
1658,45.059978,7.653415,6,"2 : 0.12805644, 2 : 0.11262542, 8 : 0.111068234",49045509722,0
1659,45.059978,7.653415,6,"12 : 0.8326591, 8 : 0.019350711, 10 : 0.0143092135",49045296996,0
1660,45.059978,7.653415,6,"13 : 0.34472162, 13 : 0.13951303, 6 : 0.09405296",49045509612,0
1661,45.059978,7.653415,6,"13 : 0.065092854, 6 : 0.037805967, 6 : 0.028511204",49045296861,0
1662,45.059978,7.653415,6,"6 : 0.07854805, 6 : 0.068072125, 6 : 0.057084627",49044795673,0
1663,45.059978,7.653415,6,"7 : 0.36820447, 2 : 0.1881854, 10 : 0.06291008",49044795568,0
1664,45.059978,7.653415,6,"2 : 0.22504789, 2 : 0.17013828, 13 : 0.038920812",49045509327,0
1665,45.059978,7.653415,6,"7 : 0.12916741, 3 : 0.1072755, 3 : 0.08730774",49045509282,0
1666,45.059978,7.653415,6,"2 : 0.20547503, 3 : 0.072130896, 13 : 0.05104328",49045296646,0
1667,45.059978,7.653415,6,"2 : 0.17784102, 13 : 0.11538911, 8 : 0.0994356",49045296546,0
1668,45.059978,7.653415,6,"2 : 0.47311056, 2 : 0.08309697, 3 : 0.06286358",49045296471,0
1669,45.059978,7.653415,6,"13 : 0.046395235, 2 : 0.035091706, 2 : 0.03318122",49044754488,0
1670,45.059978,7.653415,6,"8 : 0.06523913, 7 : 0.04373089, 8 : 0.036443636",49045467787,0
1671,45.059978,7.653415,6,"2 : 0.13958552, 13 : 0.08995017, 2 : 0.07769823",49044754148,0
1672,45.059978,7.653415,6,"13 : 0.38865578, 13 : 0.07327303, 13 : 0.041876704",49044754058,0
1673,45.059978,7.653415,6,"2 : 0.80209255, 13 : 0.04815884, 2 : 0.012908158",49045467332,0
1674,45.059978,7.653415,6,"13 : 0.17588015, 8 : 0.07688539, 6 : 0.07353578",49045467237,0
1675,45.059978,7.653415,6,"2 : 0.18155462, 13 : 0.16392928, 13 : 0.067070134",49044753798,0
1676,45.059978,7.653415,6,"2 : 0.55509824, 13 : 0.1707938, 8 : 0.062568165",49044753673,0
1677,45.059978,7.653415,6,"8 : 0.08029298, 13 : 0.06295657, 2 : 0.06258808",49044753573,0
1678,45.059978,7.653415,6,"7 : 0.29930696, 13 : 0.19600558, 13 : 0.058266483",49045466922,0
1679,45.059978,7.653415,6,"12 : 0.05687129, 2 : 0.03668502, 2 : 0.027495626",49045254121,0
1680,45.059978,7.653415,6,"13 : 0.2017179, 2 : 0.089382365, 2 : 0.062020086",49044753168,0
1681,45.059978,7.653415,6,"2 : 0.65902483, 12 : 0.039313234, 2 : 0.030796498",49045253726,0
1682,45.059978,7.653415,6,"2 : 0.19245015, 10 : 0.13750821, 13 : 0.05217733",49044752833,0
1683,45.059978,7.653415,6,"2 : 0.54751736, 13 : 0.072855316, 2 : 0.037899353",49044752768,0
1684,45.059978,7.653415,6,"13 : 0.37261567, 2 : 0.074427925, 7 : 0.045070074",49045253351,0
1685,45.059978,7.653415,6,"13 : 0.26585093, 13 : 0.067943506, 8 : 0.055320654",49045253236,0
1686,45.059978,7.653415,6,"13 : 0.060494963, 13 : 0.055112973, 3 : 0.02149758",49045253111,0
1687,45.059978,7.653415,6,"13 : 0.107794836, 13 : 0.08631148, 13 : 0.05611355",49045253001,0
1688,45.059978,7.653415,6,"13 : 0.043555204, 6 : 0.02440769, 2 : 0.024080817",49045252961,0
1689,45.059978,7.653415,6,"2 : 0.16111962, 2 : 0.12893012, 2 : 0.09480057",49044752063,0
1690,45.059978,7.653415,6,"13 : 0.6518387, 3 : 0.014755099, 3 : 0.013558228",49045500472,0
1691,45.059978,7.653415,6,"13 : 0.25483727, 13 : 0.07070993, 13 : 0.037867326",49045287696,0
1692,45.059978,7.653415,6,"2 : 0.12811269, 6 : 0.067385465, 13 : 0.03656168",49044786423,0
1693,45.059978,7.653415,6,"2 : 0.12544443, 13 : 0.09248616, 13 : 0.05021051",49045287556,0
1694,45.059978,7.653415,6,"13 : 0.035173565, 13 : 0.031370897, 7 : 0.029845709",49045500212,0
1695,45.059978,7.653415,6,"13 : 0.15106267, 13 : 0.07230496, 13 : 0.0384816",49045500067,0
1696,45.059978,7.653415,6,"2 : 0.35704964, 2 : 0.06586463, 10 : 0.05658029",49045287381,0
1697,45.059978,7.653415,6,"13 : 0.26358387, 13 : 0.14195165, 10 : 0.097005196",49044786148,0
1698,45.059978,7.653415,6,"8 : 0.35662696, 13 : 0.15197186, 8 : 0.029001446",49045499877,0
1699,45.059978,7.653415,6,"13 : 0.33494368, 12 : 0.064251065, 2 : 0.06296782",49045499782,0
1700,45.059978,7.653415,6,"8 : 0.5646285, 13 : 0.23534188, 13 : 0.019180823",49045499752,0
1701,45.059978,7.653415,6,"13 : 0.28544727, 13 : 0.2208603, 13 : 0.082322806",49044785878,0
1702,45.059978,7.653415,6,"13 : 0.6050501, 8 : 0.060203865, 8 : 0.025784282",49045499692,0
1703,45.059978,7.653415,6,"7 : 0.06018197, 2 : 0.05427153, 2 : 0.053314127",49044785763,0
1704,45.059978,7.653415,6,"8 : 0.044756148, 13 : 0.041194644, 13 : 0.023929946",49045499592,0
1705,45.059978,7.653415,6,"13 : 0.28266728, 13 : 0.1618622, 9 : 0.021101883",49045286976,0
1706,45.059978,7.653415,6,"7 : 0.07201461, 2 : 0.059866324, 13 : 0.046053473",49045499442,0
1707,45.059978,7.653415,6,"2 : 0.08783937, 13 : 0.06294325, 13 : 0.05346389",49045499352,0
1708,45.059978,7.653415,6,"13 : 0.04962419, 13 : 0.04746526, 13 : 0.046907466",49044785443,0
1709,45.059978,7.653415,6,"2 : 0.36077103, 8 : 0.06175144, 13 : 0.0368654",49044785528,0
1710,45.059978,7.653415,6,"2 : 0.2693675, 2 : 0.19577596, 2 : 0.0784263",49045286671,0
1711,45.059978,7.653415,6,"6 : 0.102099285, 6 : 0.040097248, 2 : 0.03901024",49045286626,0
1712,45.059978,7.653415,6,"7 : 0.14352475, 7 : 0.10098902, 7 : 0.08734517",49045499072,0
1713,45.059978,7.653415,6,"13 : 0.08646106, 2 : 0.03366537, 7 : 0.033225734",49044785233,0
1714,45.059978,7.653415,6,"10 : 0.30179372, 7 : 0.056185577, 13 : 0.039441075",49045499037,0
1715,45.059978,7.653415,6,"2 : 0.04656293, 13 : 0.028407333, 2 : 0.02737736",49044785028,0
1716,45.059978,7.653415,6,"13 : 0.29829484, 13 : 0.0929745, 2 : 0.0749164",49044784823,0
1717,45.059978,7.653415,6,"12 : 0.20105107, 2 : 0.15972142, 5 : 0.0989124",49045285986,0
1718,45.059978,7.653415,6,"7 : 0.39491132, 13 : 0.25029075, 7 : 0.07581523",49044784783,0
1719,45.059978,7.653415,6,"13 : 0.16545166, 8 : 0.10327676, 8 : 0.053511586",49045498247,0
1720,45.059978,7.653415,6,"2 : 0.43410516, 7 : 0.104450114, 13 : 0.030329522",49045285666,0
1721,45.059978,7.653415,6,"7 : 0.34396666, 7 : 0.08803426, 13 : 0.057580918",49044784308,0
1722,45.059978,7.653415,6,"6 : 0.16824353, 6 : 0.045752503, 6 : 0.03402642",49044784118,0
1723,45.059978,7.653415,6,"13 : 0.22982435, 13 : 0.19601093, 13 : 0.032117028",49044784058,0
1724,45.059978,7.653415,6,"13 : 0.43027267, 13 : 0.14089715, 13 : 0.03911829",49044784018,0
1725,45.059978,7.653415,6,"13 : 0.05115446, 2 : 0.051141806, 2 : 0.04218509",49045497772,0
1726,45.059978,7.653415,6,"13 : 0.22281681, 13 : 0.08750444, 10 : 0.053568292",49045285231,0
1727,45.059978,7.653415,6,"2 : 0.16004819, 2 : 0.12303287, 7 : 0.0749988",49044783763,0
1728,45.059978,7.653415,6,"13 : 0.114529125, 13 : 0.041913155, 13 : 0.024707051",49044783613,0
1729,45.059978,7.653415,6,"12 : 0.14582515, 8 : 0.1455504, 9 : 0.08442679",49045497507,0
1730,45.059978,7.653415,6,"8 : 0.045839302, 13 : 0.0404961, 10 : 0.04024955",49045497387,0
1731,45.059978,7.653415,6,"6 : 0.16557238, 6 : 0.09904128, 2 : 0.07545111",49044783468,0
1732,45.059978,7.653415,6,"7 : 0.09762781, 2 : 0.076601654, 2 : 0.052874498",49044783283,0
1733,45.059978,7.653415,6,"13 : 0.9229086, 13 : 0.0070377905, 13 : 0.0026751598",49045481637,0
1734,45.059978,7.653415,6,"2 : 0.13647091, 2 : 0.065233506, 2 : 0.054428723",49044783363,0
1735,45.059978,7.653415,6,"13 : 0.74532324, 12 : 0.015751446, 7 : 0.0045542945",49044783163,0
1736,45.059978,7.653415,6,"13 : 0.2030088, 13 : 0.115813375, 8 : 0.11435843",49045284556,0
1737,45.059978,7.653415,6,"13 : 0.2027234, 2 : 0.19698505, 2 : 0.048483185",49044783118,0
1738,45.059978,7.653415,6,"8 : 0.5606758, 2 : 0.12363368, 2 : 0.03757974",49045496897,0
1739,45.059978,7.653415,6,"8 : 0.21420243, 3 : 0.07728895, 2 : 0.043723617",49045284491,0
1740,45.059978,7.653415,6,"13 : 0.30398318, 8 : 0.04646239, 13 : 0.04505336",49045496802,0
1741,45.059978,7.653415,6,"13 : 0.29613048, 8 : 0.067292236, 2 : 0.03651529",49045284386,0
1742,45.059978,7.653415,6,"2 : 0.16816813, 5 : 0.027162917, 2 : 0.02370462",49045496502,0
1743,45.059978,7.653415,6,"13 : 0.21638076, 2 : 0.13374963, 13 : 0.056214623",49044782548,0
1744,45.059978,7.653415,6,"12 : 0.7629637, 13 : 0.028456414, 13 : 0.01775169",49044782498,0
1745,45.059978,7.653415,6,"2 : 0.13546915, 2 : 0.08900185, 2 : 0.06582234",49045496242,0
1746,45.059978,7.653415,6,"13 : 0.15644567, 2 : 0.06893887, 13 : 0.04249338",49044782463,0
1747,45.059978,7.653415,6,"13 : 0.1953218, 10 : 0.061169002, 2 : 0.044514045",49044782308,0
1748,45.059978,7.653415,6,"8 : 0.5343078, 13 : 0.11144944, 7 : 0.062343743",49045496067,0
1749,45.059978,7.653415,6,"13 : 0.07079836, 13 : 0.040383067, 13 : 0.03514362",49045495882,0
1750,45.059978,7.653415,6,"13 : 0.2442273, 13 : 0.22486971, 2 : 0.041483674",49044782093,0
1751,45.059978,7.653415,6,"13 : 0.26233983, 13 : 0.054170374, 2 : 0.04350033",49045495827,0
1752,45.059978,7.653415,6,"8 : 0.08910523, 7 : 0.07008225, 13 : 0.042212434",49045283481,0
1753,45.059978,7.653415,6,"13 : 0.22195293, 13 : 0.12284326, 13 : 0.08286822",49045495602,0
1754,45.059978,7.653415,6,"13 : 0.12981376, 13 : 0.10904265, 13 : 0.043513525",49045283271,0
1755,45.059978,7.653415,6,"9 : 0.31696272, 8 : 0.24366356, 8 : 0.09990105",49045495452,0
1756,45.059978,7.653415,6,"2 : 0.8314605, 6 : 0.03298138, 8 : 0.026954738",49045495392,0
1757,45.059978,7.653415,6,"9 : 0.883347, 9 : 0.020363389, 5 : 0.0043610674",49044781528,0
1758,45.059978,7.653415,6,"9 : 0.6114072, 8 : 0.073563114, 7 : 0.01968374",49045282941,0
1759,45.059978,7.653415,6,"2 : 0.06202543, 6 : 0.052320465, 2 : 0.044147305",49045495117,0
1760,45.059978,7.653415,6,"7 : 0.5174483, 7 : 0.1937589, 13 : 0.032177467",49045282806,0
1761,45.059978,7.653415,6,"7 : 0.13394812, 2 : 0.10342804, 13 : 0.02799079",49045282876,0
1762,45.059978,7.653415,6,"12 : 0.364655, 12 : 0.157406, 2 : 0.12630047",49045494992,0
1763,45.059978,7.653415,6,"5 : 0.7112542, 9 : 0.06847322, 2 : 0.032750826",49045494802,0
1764,45.059978,7.653415,6,"12 : 0.20688362, 9 : 0.10325558, 13 : 0.09022841",49045282421,0
1765,45.059978,7.653415,6,"13 : 0.34908414, 2 : 0.3383946, 12 : 0.0850838",49044780773,0
1766,45.059978,7.653415,6,"13 : 0.1934294, 13 : 0.17642981, 6 : 0.025708357",49044780498,0
1767,45.059978,7.653415,6,"13 : 0.22436869, 7 : 0.123969145, 13 : 0.050671842",49044780438,0
1768,45.059978,7.653415,6,"13 : 0.60151213, 9 : 0.027674979, 6 : 0.01617488",49045494062,0
1769,45.059978,7.653415,6,"5 : 0.92833495, 5 : 0.0053841313, 9 : 0.0049118935",49045281621,0
1770,45.059978,7.653415,6,"2 : 0.20589589, 7 : 0.022419337, 13 : 0.021564558",49044780083,0
1771,45.059978,7.653415,6,"13 : 0.27764174, 13 : 0.18768568, 9 : 0.033328146",49044779983,0
1772,45.059978,7.653415,6,"13 : 0.22572623, 13 : 0.03518889, 2 : 0.033030115",49045493597,0
1773,45.059978,7.653415,6,"5 : 0.14369021, 3 : 0.10163522, 3 : 0.09451208",49044779823,0
1774,45.059978,7.653415,6,"13 : 0.23347268, 13 : 0.09061874, 3 : 0.088771954",49045493472,0
1775,45.059978,7.653415,6,"3 : 0.6993472, 13 : 0.026062807, 13 : 0.020991882",49045281006,0
1776,45.059978,7.653415,6,"13 : 0.2610795, 7 : 0.17555442, 11 : 0.029473213",49045493307,0
1777,45.059978,7.653415,6,"13 : 0.18463035, 13 : 0.08951262, 2 : 0.027471118",49044779308,0
1778,45.059978,7.653415,6,"2 : 0.16448179, 13 : 0.07381872, 9 : 0.041482344",49045280706,0
1779,45.059978,7.653415,6,"13 : 0.18554568, 2 : 0.083653286, 7 : 0.06885291",49045493072,0
1780,45.059978,7.653415,6,"13 : 0.67458177, 7 : 0.10703703, 2 : 0.0312675",49045280396,0
1781,45.059978,7.653415,6,"13 : 0.0951035, 6 : 0.04951206, 7 : 0.04184578",49044779188,0
1782,45.059978,7.653415,6,"7 : 0.12363459, 13 : 0.080735676, 2 : 0.04934435",49045280286,0
1783,45.059978,7.653415,6,"8 : 0.22481517, 8 : 0.124247596, 8 : 0.07267861",49045280121,0
1784,45.059978,7.653415,6,"2 : 0.13992883, 7 : 0.0591109, 7 : 0.02575044",49045279996,0
1785,45.059978,7.653415,6,"8 : 0.13990325, 8 : 0.13682918, 9 : 0.105833784",49045492452,0
1786,45.059978,7.653415,6,"13 : 0.10032657, 2 : 0.072408214, 13 : 0.03619142",49044778618,0
1787,45.059978,7.653415,6,"4 : 0.76972467, 2 : 0.009695778, 13 : 0.0077426382",49044768958,0
1788,45.059978,7.653415,6,"3 : 0.06455712, 4 : 0.053196657, 6 : 0.033202868",49044768913,0
1789,45.059978,7.653415,6,"2 : 0.24701752, 2 : 0.062201876, 2 : 0.029425789",49045482417,0
1790,45.059978,7.653415,6,"2 : 0.3456671, 4 : 0.07305155, 13 : 0.055792067",49045269721,0
1791,45.059978,7.653415,6,"1 : 0.12834537, 13 : 0.09383918, 2 : 0.049351405",49045482357,0
1792,45.059978,7.653415,6,"1 : 0.92986953, 4 : 0.016071884, 2 : 0.0052758874",49045269571,0
1793,45.059978,7.653415,6,"13 : 0.68993866, 10 : 0.051317554, 4 : 0.023746755",49045482187,0
1794,45.059978,7.653415,6,"2 : 0.5511298, 12 : 0.08756703, 1 : 0.04151583",49045269501,0
1795,45.059978,7.653415,6,"9 : 0.27935472, 13 : 0.24586673, 13 : 0.025511088",49044768403,0
1796,45.059978,7.653415,6,"13 : 0.07826023, 6 : 0.050105557, 8 : 0.03184751",49045269276,0
1797,45.059978,7.653415,6,"13 : 0.33682084, 9 : 0.17589551, 5 : 0.08077782",49045482012,0
1798,45.059978,7.653415,6,"13 : 0.24874061, 9 : 0.114214085, 13 : 0.032941043",49045269201,0
1799,45.059978,7.653415,6,"13 : 0.09797738, 13 : 0.085551, 13 : 0.045045592",49045481857,0
1800,45.059978,7.653415,6,"13 : 0.45709035, 13 : 0.05267127, 6 : 0.045491442",49044767998,0
1801,45.059978,7.653415,6,"2 : 0.18647607, 7 : 0.051468767, 2 : 0.03839983",49044767928,0
1802,45.059978,7.653415,6,"8 : 0.17746718, 9 : 0.16151707, 5 : 0.13963342",49045481502,0
1803,45.059978,7.653415,6,"7 : 0.06928071, 2 : 0.053728934, 13 : 0.03629677",49045268601,0
1804,45.059978,7.653415,6,"2 : 0.13217747, 12 : 0.0981122, 8 : 0.05346726",49044767778,0
1805,45.059978,7.653415,6,"8 : 0.08199622, 9 : 0.05479813, 7 : 0.04880605",49044767673,0
1806,45.059978,7.653415,6,"13 : 0.11075539, 9 : 0.08099008, 13 : 0.063952416",49045268426,0
1807,45.059978,7.653415,6,"13 : 0.1011162, 13 : 0.03799454, 13 : 0.035010386",49045268286,0
1808,45.059978,7.653415,6,"9 : 0.65163934, 3 : 0.025685346, 13 : 0.02159588",49045481082,0
1809,45.059978,7.653415,6,"7 : 0.26870203, 3 : 0.2268972, 12 : 0.10633677",49045268196,0
1810,45.059978,7.653415,6,"13 : 0.18817623, 13 : 0.09032588, 8 : 0.040769927",49044767358,0
1811,45.059978,7.653415,6,"8 : 0.14566787, 3 : 0.033373483, 13 : 0.024867868",49044767178,0
1812,45.059978,7.653415,6,"2 : 0.09532107, 13 : 0.07056118, 13 : 0.06457113",49044767143,0
1813,45.059978,7.653415,6,"13 : 0.47183308, 8 : 0.06798415, 13 : 0.028454171",49045267831,0
1814,45.059978,7.653415,6,"2 : 0.24622393, 5 : 0.052927706, 2 : 0.03844174",49045267896,0
1815,45.059978,7.653415,6,"2 : 0.10628356, 7 : 0.07092734, 2 : 0.03810161",49045480647,0
1816,45.059978,7.653415,6,"8 : 0.05552241, 7 : 0.041979197, 13 : 0.036733873",49044766808,0
1817,45.059978,7.653415,6,"8 : 0.085483074, 2 : 0.029177204, 10 : 0.027300049",49044766748,0
1818,45.059978,7.653415,6,"7 : 0.13698639, 5 : 0.067343034, 13 : 0.05143181",49045267466,0
1819,45.059978,7.653415,6,"7 : 0.25069317, 8 : 0.110651106, 2 : 0.087198",49044766583,0
1820,45.059978,7.653415,6,"2 : 0.29703954, 2 : 0.19604562, 8 : 0.045208793",49045480277,0
1821,45.059978,7.653415,6,"2 : 0.15607013, 7 : 0.1029505, 7 : 0.0700421",49044766428,0
1822,45.059978,7.653415,6,"13 : 0.046969857, 8 : 0.042347237, 13 : 0.03563194",49045480212,0
1823,45.059978,7.653415,6,"6 : 0.17582735, 6 : 0.07983308, 6 : 0.073716454",49045480077,0
1824,45.059978,7.653415,6,"2 : 0.22846526, 8 : 0.12208867, 2 : 0.07599754",49045267156,0
1825,45.059978,7.653415,6,"13 : 0.09774126, 8 : 0.09506206, 2 : 0.06788533",49044766273,0
1826,45.059978,7.653415,6,"13 : 0.3406434, 13 : 0.08204766, 13 : 0.05567412",49045479837,0
1827,45.059978,7.653415,6,"13 : 0.12990288, 8 : 0.124361455, 9 : 0.11216445",49044766138,0
1828,45.059978,7.653415,6,"13 : 0.123863705, 13 : 0.030560058, 8 : 0.022327585",49044766023,0
1829,45.059978,7.653415,6,"12 : 0.17504996, 6 : 0.11965728, 2 : 0.07121168",49044765988,0
1830,45.059978,7.653415,6,"2 : 0.21475041, 12 : 0.11262428, 8 : 0.04664869",49044765808,0
1831,45.059978,7.653415,6,"13 : 0.09973069, 13 : 0.054227885, 7 : 0.05382123",49044765738,0
1832,45.059978,7.653415,6,"2 : 0.09773773, 2 : 0.08652289, 13 : 0.08175398",49044765513,0
1833,45.059978,7.653415,6,"2 : 0.2969131, 2 : 0.035611805, 10 : 0.029332718",49045266261,0
1834,45.059978,7.653415,6,"8 : 0.20219609, 8 : 0.1299652, 13 : 0.12657724",49045478917,0
1835,45.059978,7.653415,6,"2 : 0.79013, 2 : 0.048814103, 2 : 0.010205718",49045478767,0
1836,45.059978,7.653415,6,"2 : 0.099323675, 4 : 0.06419304, 2 : 0.06131304",49045266156,0
1837,45.059978,7.653415,6,"13 : 0.1284679, 13 : 0.1116008, 13 : 0.10858486",49045478652,0
1838,45.059978,7.653415,6,"13 : 0.11930767, 2 : 0.11852425, 13 : 0.059990603",49045265916,0
1839,45.059978,7.653415,6,"13 : 0.0811155, 8 : 0.04779085, 7 : 0.03556244",49044764948,0
1840,45.059978,7.653415,6,"12 : 0.077590756, 13 : 0.07251474, 2 : 0.05032095",49045478497,0
1841,45.059978,7.653415,6,"7 : 0.14797555, 8 : 0.046299417, 7 : 0.022296906",49045478327,0
1842,45.059978,7.653415,6,"13 : 0.2494513, 8 : 0.10879392, 13 : 0.10133139",49045478232,0
1843,45.059978,7.653415,6,"13 : 0.25166866, 7 : 0.1375677, 13 : 0.11997346",49044764688,0
1844,45.059978,7.653415,6,"8 : 0.10756374, 13 : 0.09589475, 7 : 0.07916653",49045478037,0
1845,45.059978,7.653415,6,"2 : 0.114112586, 2 : 0.092815794, 2 : 0.039787766",49045477892,0
1846,45.059978,7.653415,6,"13 : 0.86589634, 2 : 0.0066559743, 10 : 0.0061448165",49045265161,0
1847,45.059978,7.653415,6,"2 : 0.51411384, 13 : 0.10080568, 12 : 0.02477491",49044764323,0
1848,45.059978,7.653415,6,"13 : 0.065134734, 2 : 0.05171224, 13 : 0.050040673",49045265086,0
1849,45.059978,7.653415,6,"13 : 0.12638484, 13 : 0.058338024, 13 : 0.031333692",49045265051,0
1850,45.059978,7.653415,6,"2 : 0.13266565, 8 : 0.07525284, 13 : 0.067144856",49045265011,0
1851,45.059978,7.653415,6,"6 : 0.1361732, 13 : 0.057739317, 2 : 0.034512788",49045264916,0
1852,45.059978,7.653415,6,"2 : 0.10777804, 7 : 0.054110747, 10 : 0.034489844",49044763808,0
1853,45.059978,7.653415,6,"13 : 0.04884299, 13 : 0.03576769, 13 : 0.0275233",49045477507,0
1854,45.059978,7.653415,6,"2 : 0.38867217, 2 : 0.082825996, 8 : 0.042992104",49045477412,0
1855,45.059978,7.653415,6,"2 : 0.32746688, 2 : 0.09323785, 7 : 0.052435312",49045264606,0
1856,45.059978,7.653415,6,"13 : 0.52510965, 13 : 0.1401748, 13 : 0.085199125",49044763598,0
1857,45.059978,7.653415,6,"8 : 0.6213555, 13 : 0.17403516, 2 : 0.020810599",49045477182,0
1858,45.059978,7.653415,6,"2 : 0.29963827, 2 : 0.20975906, 7 : 0.08087325",49044763483,0
1859,45.059978,7.653415,6,"7 : 0.059174296, 3 : 0.04696369, 7 : 0.0426187",49044763428,0
1860,45.059978,7.653415,6,"13 : 0.2153827, 13 : 0.11865591, 13 : 0.08828757",49045477022,0
1861,45.059978,7.653415,6,"2 : 0.30480593, 5 : 0.080925055, 5 : 0.04466586",49044763243,0
1862,45.059978,7.653415,6,"13 : 0.04598608, 13 : 0.042269945, 2 : 0.04128643",49044763193,0
1863,45.059978,7.653415,6,"2 : 0.35268497, 2 : 0.2776709, 10 : 0.07188316",49045476852,0
1864,45.059978,7.653415,6,"13 : 0.61500436, 10 : 0.022970418, 2 : 0.02156396",49045476792,0
1865,45.059978,7.653415,6,"10 : 0.43052977, 2 : 0.042674508, 2 : 0.026057748",49044762933,0
1866,45.059978,7.653415,6,"13 : 0.97103286, 2 : 0.0072505767, 7 : 0.0013058272",49045476452,0
1867,45.059978,7.653415,6,"13 : 0.21678118, 13 : 0.08729656, 3 : 0.08474341",49044762653,0
1868,45.059978,7.653415,6,"10 : 0.19490348, 4 : 0.16593406, 13 : 0.13606909",49045263721,0
1869,45.059978,7.653415,6,"13 : 0.7559372, 13 : 0.10082594, 2 : 0.022676667",49045476337,0
1870,45.059978,7.653415,6,"5 : 0.27604377, 13 : 0.15445185, 13 : 0.039428044",49044762533,0
1871,45.059978,7.653415,6,"13 : 0.3124847, 8 : 0.0896671, 2 : 0.059786726",49045476267,0
1872,45.059978,7.653415,6,"13 : 0.13092513, 7 : 0.066031516, 7 : 0.064755335",49045263516,0
1873,45.059978,7.653415,6,"13 : 0.13917899, 13 : 0.10562693, 7 : 0.070935205",49045476082,0
1874,45.059978,7.653415,6,"8 : 0.13803092, 13 : 0.09581646, 2 : 0.07457591",49045476137,0
1875,45.059978,7.653415,6,"14 : 0.07082299, 7 : 0.057576843, 8 : 0.050286658",49045476007,0
1876,45.059978,7.653415,6,"2 : 0.8961079, 2 : 0.0237907, 13 : 0.0066282335",49044762288,0
1877,45.059978,7.653415,6,"5 : 0.41313106, 5 : 0.06666274, 3 : 0.03750835",49045475957,0
1878,45.059978,7.653415,6,"13 : 0.5673009, 5 : 0.06794561, 13 : 0.038907353",49044764558,0
1879,45.059978,7.653415,6,"8 : 0.2780872, 8 : 0.07787769, 8 : 0.060847085",49044764448,0
1880,45.059978,7.653415,6,"7 : 0.0905138, 13 : 0.080305845, 5 : 0.056024708",49045477567,0
1881,45.059978,7.653415,6,"2 : 0.39474472, 2 : 0.10711298, 13 : 0.011602487",49045264876,0
1882,45.059978,7.653415,6,"13 : 0.075183384, 13 : 0.072569214, 2 : 0.054881",49044763668,0
1883,45.059978,7.653415,6,"2 : 0.41821393, 13 : 0.07362741, 5 : 0.05051129",49045476982,0
1884,45.059978,7.653415,6,"8 : 0.09631721, 2 : 0.08960135, 13 : 0.06345131",49044762983,0
1885,45.059978,7.653415,6,"2 : 0.40951738, 8 : 0.05471353, 12 : 0.049099855",49045263931,0
1886,45.059978,7.653415,6,"2 : 0.73032475, 2 : 0.018574502, 12 : 0.0136866495",49045263841,0
1887,45.059978,7.653415,6,"13 : 0.17982818, 2 : 0.09585116, 13 : 0.035872735",49044762143,0
1888,45.059978,7.653415,6,"10 : 0.07816975, 2 : 0.07259137, 2 : 0.039375626",49044762093,0
1889,45.059978,7.653415,6,"13 : 0.15428321, 13 : 0.11363617, 13 : 0.045997705",49045263126,0
1890,45.059978,7.653415,6,"13 : 0.055886533, 13 : 0.053457785, 7 : 0.046486005",49044761988,0
1891,45.059978,7.653415,6,"7 : 0.042100117, 7 : 0.028465955, 10 : 0.026797492",49045262991,0
1892,45.059978,7.653415,6,"10 : 0.21755293, 10 : 0.046014577, 14 : 0.036463693",49044761843,0
1893,45.059978,7.653415,6,"2 : 0.31391042, 2 : 0.06828186, 7 : 0.055509128",49045475417,0
1894,45.059978,7.653415,6,"2 : 0.08242586, 13 : 0.06649677, 13 : 0.05966683",49045475307,0
1895,45.059978,7.653415,6,"2 : 0.13662149, 13 : 0.057105355, 13 : 0.039465047",49045262736,0
1896,45.059978,7.653415,6,"2 : 0.24925058, 8 : 0.16086458, 2 : 0.15309443",49044761548,0
1897,45.059978,7.653415,6,"13 : 0.32212645, 2 : 0.26891607, 12 : 0.03227199",49045475177,0
1898,45.059978,7.653415,6,"2 : 0.09424674, 13 : 0.06529184, 2 : 0.044038568",49045262551,0
1899,45.059978,7.653415,6,"13 : 0.08099179, 13 : 0.05839367, 13 : 0.054279335",49044761373,0
1900,45.059978,7.653415,6,"13 : 0.56517464, 10 : 0.018394534, 2 : 0.017831093",49044761333,0
1901,45.059978,7.653415,6,"13 : 0.58777547, 13 : 0.04335431, 8 : 0.03319405",49045475007,0
1902,45.059978,7.653415,6,"13 : 0.21693304, 2 : 0.17387553, 2 : 0.08900274",49044761258,0
1903,45.059978,7.653415,6,"13 : 0.07544635, 2 : 0.07413209, 7 : 0.04472323",49045474927,0
