,lat,lon,id,predictions
0,45.062409,7.698665,33707703922,"12 : 0.3724631, 1 : 0.12845474, 11 : 0.05521367"
1,45.070899,7.676439,34072340244,"9 : 0.7064652, 8 : 0.02320329, 7 : 0.01966552"
2,45.060599,7.644208,32332635126,"3 : 0.96193963, 3 : 0.010371178, 3 : 0.004911413"
3,45.064124,7.696137,31612106034,"5 : 0.40570417, 9 : 0.21326143, 5 : 0.018431297"
4,45.0698,7.688896,32983596320,"11 : 0.25419974, 10 : 0.05377012, 1 : 0.05348033"
5,45.073429,7.689614,33345465865,"8 : 0.48937392, 9 : 0.0838118, 8 : 0.05661895"
6,45.0698,7.688896,32515911244,"11 : 0.87960047, 2 : 0.009731174, 12 : 0.006987261"
7,45.073429,7.689614,33355996745,"11 : 0.55616474, 1 : 0.081958175, 2 : 0.039912153"
8,45.121066,7.629622,32647691230,"5 : 0.33148104, 1 : 0.059247162, 2 : 0.05031592"
9,45.106378,7.696609,32855764432,"8 : 0.15980068, 8 : 0.1125639, 8 : 0.10173249"
10,45.0667,7.7,32572605863,"13 : 0.69199973, 9 : 0.032729693, 13 : 0.031122398"
11,45.021582,7.66289,33354511516,"8 : 0.4241907, 8 : 0.1563322, 14 : 0.08392882"
12,45.071005,7.68558,33524800875,"13 : 0.2386443, 2 : 0.18765628, 12 : 0.10258708"
13,45.149464,7.767827,33700043465,"7 : 0.2819793, 13 : 0.21925685, 7 : 0.12748557"
14,45.149464,7.767827,33315928320,"13 : 0.9564113, 13 : 0.0021926267, 13 : 0.0010239695"
15,45.149464,7.767827,33315926170,"13 : 0.90339804, 13 : 0.00119526, 13 : 0.00094168645"
16,45.149464,7.767827,33570808111,"13 : 0.906006, 13 : 0.0008556004, 3 : 0.00056970335"
17,45.149464,7.767827,33659054726,"13 : 0.9596474, 5 : 0.0007743245, 13 : 0.00070331735"
18,45.149464,7.767827,33659052426,"13 : 0.62796247, 13 : 0.03696815, 13 : 0.013907015"
19,45.149464,7.767827,33570802761,"13 : 0.9688446, 13 : 0.001682017, 13 : 0.0007616055"
20,45.149464,7.767827,33570801051,"13 : 0.8352797, 13 : 0.020434504, 13 : 0.006402003"
21,45.149464,7.767827,32857434684,"13 : 0.9240649, 13 : 0.0021633278, 8 : 0.0021623417"
22,45.149464,7.767827,32886612873,"13 : 0.49624655, 13 : 0.32106397, 13 : 0.036126107"
23,45.149464,7.767827,32886609143,"13 : 0.9144098, 13 : 0.00085709157, 13 : 0.0008281572"
24,45.149464,7.767827,32886607883,"13 : 0.2309064, 13 : 0.2059074, 13 : 0.036792953"
25,45.149464,7.767827,33700022915,"13 : 0.7427729, 13 : 0.010802253, 13 : 0.006573443"
26,45.149464,7.767827,33570784891,"5 : 0.12344697, 13 : 0.025390476, 13 : 0.025014665"
27,45.149464,7.767827,33315890210,"13 : 0.563686, 13 : 0.023934219, 13 : 0.020275623"
28,45.149464,7.767827,33700017645,"13 : 0.9267128, 13 : 0.014539249, 13 : 0.0014100925"
29,45.149464,7.767827,33315881210,"13 : 0.94066346, 13 : 0.001749939, 13 : 0.0006040014"
30,45.149464,7.767827,33315876190,"13 : 0.741118, 13 : 0.045056485, 8 : 0.003403448"
31,45.149464,7.767827,33315871790,"8 : 0.12389627, 13 : 0.1099772, 8 : 0.062307518"
32,45.149464,7.767827,33315867040,"13 : 0.92666787, 8 : 0.0017023983, 2 : 0.0013862407"
33,45.149464,7.767827,33659022596,"13 : 0.9044361, 13 : 0.0008096507, 2 : 0.0007802137"
34,45.149464,7.767827,33315859830,"13 : 0.7902986, 13 : 0.010502766, 8 : 0.0016490875"
35,45.149464,7.767827,33659019676,"13 : 0.9384969, 13 : 0.0033907949, 7 : 0.00197011"
36,45.149464,7.767827,33659018076,"13 : 0.8590181, 8 : 0.00301894, 13 : 0.0017795082"
37,45.149464,7.767827,33659016346,"13 : 0.8909503, 13 : 0.0014543087, 13 : 0.0010773947"
38,45.149464,7.767827,33659014626,"13 : 0.8667238, 13 : 0.0018253239, 7 : 0.00097109185"
39,45.149464,7.767827,33570768691,"13 : 0.82899165, 13 : 0.005568631, 7 : 0.0037482537"
40,45.149464,7.767827,33570766921,"13 : 0.8422043, 13 : 0.024387518, 13 : 0.0014135473"
41,45.149464,7.767827,33570764821,"13 : 0.90803194, 13 : 0.0018784639, 13 : 0.00067203684"
42,45.149464,7.767827,32857392314,"13 : 0.75861645, 13 : 0.0045106723, 13 : 0.003307"
43,45.149464,7.767827,33543671132,"13 : 0.22494134, 13 : 0.12650448, 13 : 0.12541716"
44,45.149464,7.767827,33543668452,"13 : 0.75764054, 13 : 0.13249214, 13 : 0.015875708"
45,45.149464,7.767827,33543665032,"13 : 0.9298489, 13 : 0.004566461, 2 : 0.0037266386"
46,45.149464,7.767827,32886580443,"13 : 0.94560826, 13 : 0.005909623, 13 : 0.0006896752"
47,45.149464,7.767827,33543655412,"13 : 0.91833717, 13 : 0.0012935088, 13 : 0.0011107742"
48,45.149464,7.767827,33699990675,"13 : 0.68514574, 13 : 0.0026894493, 13 : 0.0025998664"
49,45.149464,7.767827,33699989625,"13 : 0.91140234, 13 : 0.008728901, 13 : 0.0017979674"
50,45.149464,7.767827,33315822670,"13 : 0.6494518, 8 : 0.030653466, 7 : 0.007556687"
51,45.149464,7.767827,32857376224,"13 : 0.88649213, 13 : 0.0011678846, 13 : 0.0009101434"
52,45.149464,7.767827,33543637722,"13 : 0.82024044, 13 : 0.0052115778, 13 : 0.0031561789"
53,45.149464,7.767827,33699980865,"13 : 0.96641827, 13 : 0.00059288315, 6 : 0.0005407326"
54,45.149464,7.767827,33315809260,"13 : 0.9758881, 13 : 0.005133949, 2 : 0.004123702"
55,45.149464,7.767827,33658984726,"13 : 0.6491893, 13 : 0.023221394, 7 : 0.0045626494"
56,45.149464,7.767827,33315804390,"13 : 0.92373264, 13 : 0.0060188845, 13 : 0.001859907"
57,45.149464,7.767827,33315802290,"13 : 0.93455994, 13 : 0.013762081, 13 : 0.0063573164"
58,45.149464,7.767827,33315800350,"13 : 0.9149955, 8 : 0.001389939, 2 : 0.0012470233"
59,45.149464,7.767827,32857364084,"13 : 0.46652934, 13 : 0.16001588, 13 : 0.06784364"
60,45.149464,7.767827,32857361664,"13 : 0.9180039, 13 : 0.001208706, 13 : 0.0011937745"
61,45.149464,7.767827,32857359794,"13 : 0.9674781, 13 : 0.0009841031, 8 : 0.0007147754"
62,45.149464,7.767827,32857358024,"13 : 0.5771043, 8 : 0.18624544, 13 : 0.029298982"
