,lat,lng,ids,predictions,label,cores
187,45.018692,7.665238,46220228081,"10 : 0.44067842, 12 : 0.058209836, 10 : 0.046223853",0,1
188,45.018692,7.665238,46169636332,"13 : 0.14948699, 13 : 0.07573859, 12 : 0.06774443",0,1
189,45.018692,7.665238,46169634522,"6 : 0.10718638, 13 : 0.08024536, 13 : 0.053501677",0,1
190,45.018692,7.665238,46169632702,"13 : 0.6246142, 13 : 0.074988306, 2 : 0.016543124",0,1
191,45.018692,7.665238,45496319164,"13 : 0.10145021, 2 : 0.09953515, 5 : 0.06749915",0,1
192,45.018692,7.665238,31385413897,"13 : 0.95782834, 13 : 0.0104318755, 3 : 0.00048201272",0,1
193,45.018692,7.665238,45600972744,"3 : 0.9611629, 7 : 0.0041904906, 7 : 0.0028892953",0,1
194,45.018692,7.665238,31385417857,"7 : 0.122867666, 13 : 0.03113805",0,1
195,45.018692,7.665238,31385416297,"13 : 0.98485374, 13 : 0.0002040347, 6 : 0.00019889013",0,1
196,45.018692,7.665238,31385411427,"7 : 0.256652, 3 : 0.0030342173",0,1
197,45.018692,7.665238,31385409767,"13 : 0.18983275, 7 : 0.057766356, 7 : 0.03863353",0,1
198,45.018692,7.665238,31385408477,"13 : 0.894248, 7 : 0.0015063619",0,1
199,45.018692,7.665238,31385407127,"13 : 0.9895951, 13 : 0.00050305406, 10 : 0.000122412",0,1
200,45.018692,7.665238,31385405077,"13 : 0.24537255, 8 : 0.18728416, 13 : 0.071610436",0,1
201,45.018692,7.665238,46324263721,"7 : 0.2518106, 7 : 0.08187792, 13 : 0.0688869",0,1
202,45.018692,7.665238,46324259871,"13 : 0.92578006, 7 : 0.0013606404, 13 : 0.0013409914",0,1
203,45.018692,7.665238,46324254441,"3 : 0.721158, 7 : 0.041201357, 7 : 0.02852424",0,1
204,45.018692,7.665238,45411814235,"9 : 0.46651408, 3 : 0.119237594, 7 : 0.09063483",0,1
205,45.018692,7.665238,45600942174,"8 : 0.85206467, 13 : 0.061581366, 7 : 0.041128717",0,1
206,45.018692,7.665238,45411805495,"13 : 0.9298946, 7 : 0.015132067, 2 : 0.010336439",0,1
207,45.018692,7.665238,45600937684,"13 : 0.9906151, 7 : 0.0023005125, 7 : 0.000856561",0,1
208,45.018692,7.665238,46274117822,"13 : 0.755981, 10 : 0.03744996, 2 : 0.015590987",0,1
209,45.018692,7.665238,45614450474,"2 : 0.261563, 7 : 0.06342206, 7 : 0.042936377",0,1
210,45.018692,7.665238,45425111245,"8 : 0.082700886, 2 : 0.06664477, 9 : 0.04822297",0,1
211,45.018692,7.665238,45425110675,"3 : 0.19345544, 2 : 0.07799973, 2 : 0.0340255",0,1
212,45.018692,7.665238,45614445814,"7 : 0.1648308, 2 : 0.14433852, 2 : 0.11613366",0,1
213,45.018692,7.665238,45614443424,"3 : 0.1662476, 7 : 0.09982007, 7 : 0.093580216",0,1
214,45.018692,7.665238,45614442164,"3 : 0.16008021, 13 : 0.13890816, 4 : 0.093646936",0,1
215,45.018692,7.665238,45614441774,"3 : 0.6929261, 7 : 0.08773862, 7 : 0.019723048",0,1
216,45.018692,7.665238,45614440744,"3 : 0.5353559, 2 : 0.035544094, 2 : 0.016986735",0,1
217,45.018692,7.665238,31398546967,"3 : 0.36211535, 7 : 0.3609424, 7 : 0.050659187",0,1
218,45.018692,7.665238,46287273182,"7 : 0.48172113, 3 : 0.33099717, 2 : 0.03740974",0,1
219,45.018692,7.665238,31398543197,"3 : 0.84362435, 7 : 0.022596804, 4 : 0.007240845",0,1
220,45.018692,7.665238,31398541337,"7 : 0.7288243, 4 : 0.14235896, 3 : 0.010863837",0,1
221,45.018692,7.665238,46287267052,"3 : 0.79835564, 7 : 0.07168623, 4 : 0.04024151",0,1
