name,lat,lon
50575088506_cebba4ae6e.jpg,45.091285,7.635111
50572295781_9f1012d914.jpg,45.064132,7.698390
50572116956_098698278b.jpg,45.057319,7.692382
50571361753_6613754ebe.jpg,45.077028,7.638459
50572115792_8e7d59dfc5.jpg,45.062662,7.698776
50570140082_08e11d28e3.jpg,45.063760,7.696309
50459289912_ea1bf0279a.jpg,45.051543,7.397543
50298052886_6d0d5437c3.jpg,45.065668,7.681996
50251193656_e4bc5e456e.jpg,45.074748,7.697231
50250541973_1d1918d501.jpg,45.074748,7.697231
50251189251_3d827a2f3e.jpg,45.074748,7.697231
50251186311_015fdba939.jpg,45.074748,7.697231
50244055266_a9a9ea7ca2.jpg,45.085177,7.666171
50244053891_2b19837d13.jpg,45.065196,7.672169
50243418143_b93cf3b3b0.jpg,45.058075,7.666182
50236821832_1a5c2af99c.jpg,45.082056,7.664583
50236820287_842aa30066.jpg,45.058742,7.652095
50236603036_806af8395f.jpg,45.077138,7.669401
50297379753_55af0c9c22.jpg,45.073041,7.681385
50297376623_4d8965e1fc.jpg,45.065668,7.681996
50250722908_bb39dfdcfe.jpg,45.079503,7.683262
50251563962_be2ca24f3c.jpg,45.079306,7.683155
50251383717_7453db8ef3.jpg,45.074748,7.697231
50250534148_15404db762.jpg,45.074748,7.697231
50093429036_22e6f5520d.jpg,45.028694,7.663704
50063591383_e2ff7e1250.jpg,45.032318,7.664948
44287332511_578f563c54.jpg,45.062412,7.698948
49884943173_651bede71f.jpg,45.070792,7.686438
49882255782_b9d46f48e7.jpg,45.028542,7.663114
49828720877_653c076707.jpg,45.072145,7.684936
49816345732_0eb3867df0.jpg,45.072873,7.684292
49815239437_d410d81ebc.jpg,45.071474,7.674422
49808985636_521baeb1eb.jpg,45.062412,7.677040
49804998913_054638d585.jpg,45.031873,7.673091
49757198063_6e45490d79.jpg,45.042076,7.670903
49970325926_4bb4c11be6.jpg,45.032285,7.646971
49969812108_bfb203bbaa.jpg,45.032285,7.646971
49970324866_369d2ab367.jpg,45.032286,7.646972
49769350943_0cd66f1268.jpg,45.072935,7.685812
49743131283_a82f7961ec.jpg,45.076907,7.679035
49730682857_46fb33dee3.jpg,45.054568,7.684292
49730362136_d5f8547cfd.jpg,45.068322,7.689968
49729817708_3e62037a84.jpg,45.068193,7.690258
49729817673_1cb1a7fc2f.jpg,45.066148,7.675141
49737739652_83ba1c55f9.jpg,45.074336,7.681641
49722319633_5161c30227.jpg,45.067950,7.684505
49718732348_aac011ddc1.jpg,45.033508,7.658071
49703015293_d654d4c659.jpg,45.073055,7.680833
49714918048_b0314a7463.jpg,45.033717,7.658060
49682574997_8f639b871e.jpg,45.062881,7.678906
49675926837_ec039f74db.jpg,45.068534,7.692146
49675098158_d9b5c22d43.jpg,45.069080,7.693079
49668839428_2256bc1d13.jpg,45.106227,7.341173
49679972426_4eef3542d0.jpg,45.068936,7.693111
49596714588_5eda3caf79.jpg,45.046111,7.466111
49602549746_0d312d31bd.jpg,45.058133,7.683777
49588757742_9c531142d2.jpg,44.908550,7.703540
49284175362_ce6b6c150a.jpg,45.035555,7.513888
49283493858_a4c7c49323.jpg,45.035555,7.514166
30944283258_628df68d5e.jpg,45.059676,7.697339
50572324657_bc9006ce23.jpg,45.085929,7.718968
50251382722_f521de3284.jpg,45.074748,7.697231
50251188046_2400121b31.jpg,45.074748,7.697231
50298211932_062b8431f1.jpg,45.073041,7.681385
29585720187_fbd0b9f6fd.jpg,45.072815,7.686738
50251373926_12061b8d38.jpg,45.079308,7.683659
50244201486_0c76ba5c53.jpg,45.037775,7.712252
42917620020_d8446f3ed6.jpg,45.068519,7.686953
49985339471_7ee3701322.jpg,45.032062,7.658402
49985339026_4838c19324.jpg,45.032062,7.658402
49985338651_d91d093904.jpg,45.032350,7.657798
49984818283_3f1c5370cf.jpg,45.032039,7.657329
49984817743_d0f21414c8.jpg,45.032286,7.657805
49984817238_b37d3451fb.jpg,45.032176,7.657047
49985593837_7c5633f914.jpg,45.032159,7.657200
49985335896_37b57b602b.jpg,45.032617,7.656787
49984814663_12291b1334.jpg,45.032657,7.656420
49985334061_7eec4f7b41.jpg,45.032587,7.656379
49985333556_c852418a72.jpg,45.032490,7.656259
49740334422_e87f3d7a72.jpg,45.069216,7.682533
49730362161_aae05e059f.jpg,45.074217,7.704720
49602549761_09e1aa0115.jpg,45.063472,7.680066
49530529077_e4b5638463.jpg,45.064858,7.697988
49985597262_633a8ab21f.jpg,45.031986,7.658643
49985595647_93117bb13c.jpg,45.032302,7.656661
49984815613_f221ddcdf7.jpg,45.032272,7.656779
49985334891_7bd469fd9b.jpg,45.032265,7.656782
49315641513_8bf5898377.jpg,45.060647,7.676932
50236667772_2bfb785575.jpg,45.076064,7.659509
50198442253_9b122392b0.jpg,44.995412,7.604491
49797607391_30b165696b.jpg,45.048415,7.683702
49792839052_b89951b45c.jpg,45.081505,7.655882
49495626847_e9ee99db43.jpg,45.070472,7.684766
49479329211_9b8512bd0b.jpg,45.030468,7.656172
49407855897_20e6773731.jpg,45.073028,7.574504
