id,predictions,CLUSTER_ID
1.81340315090083E+018,"11 : 0.30167124, 13 : 0.15054347, 4 : 0.032106563",17
1.81271730458704E+018,"7 : 0.042943306, 13 : 0.039294768, 2 : 0.026456565",17
1.80896505465176E+018,"1 : 0.48499593, 1 : 0.33822253, 11 : 0.092518784",17
1.80395125860893E+018,"11 : 0.6012198, 11 : 0.13129067, 11 : 0.08249174",17
1.80033202942418E+018,"1 : 0.41339564, 11 : 0.2523344, 1 : 0.15245397",17
1.797063269023E+018,"11 : 0.37707078, 11 : 0.15140261, 11 : 0.14894257",17
1.79447500297262E+018,"11 : 0.6495154, 11 : 0.2900162, 11 : 0.0029116767",17
1.78938066904065E+018,"14 : 0.47106114, 7 : 0.3463135, 8 : 0.007005696",17
1.78847574679501E+018,"14 : 0.8169697, 7 : 0.036357976, 10 : 0.009487924",17
1.7866073943868E+018,"11 : 0.5554566, 12 : 0.16461426, 12 : 0.07647911",17
1.78415481220954E+018,"13 : 0.22691983, 2 : 0.18062086, 13 : 0.15075673",17
1.78282683378215E+018,"11 : 0.92761266, 11 : 0.037048195, 1 : 0.006176298",17
1.78047579272459E+018,"12 : 0.78129077, 9 : 0.13767841, 12 : 0.030442996",17
1.77978390834766E+018,"11 : 0.32783896, 11 : 0.11357928, 1 : 0.06944214",17
1.7753549405819E+018,"11 : 0.72753084, 11 : 0.18187924, 11 : 0.012881841",17
1.77102769007879E+018,"11 : 0.8601006, 1 : 0.037706666, 11 : 0.011054236",17
1.76553225084359E+018,"11 : 0.61125374, 2 : 0.09069525, 11 : 0.05818992",17
1.76374084381801E+018,"7 : 0.51579994, 11 : 0.36972156, 2 : 0.019007094",17
1.76251345174326E+018,"2 : 0.8928634, 11 : 0.02053058, 11 : 0.01087694",17
1.75003922371647E+018,"11 : 0.9545756, 7 : 0.0047385176, 14 : 0.0043456424",17
1.74648500231595E+018,"11 : 0.8438757, 11 : 0.019359099, 1 : 0.012612977",17
1.74087396224859E+018,"2 : 0.89485425, 11 : 0.018090986, 11 : 0.0040507824",17
1.7394343341997E+018,"13 : 0.36731422, 13 : 0.12449988, 13 : 0.10296317",17
1.73798080058813E+018,"11 : 0.45998588, 10 : 0.11245274, 13 : 0.04173992",17
1.73129589490663E+018,"11 : 0.6903519, 1 : 0.07511662, 7 : 0.032076463",17
1.72541462903768E+018,"1 : 0.38049388, 11 : 0.23556153, 1 : 0.17506298",17
1.71093699723919E+018,"11 : 0.85303986, 11 : 0.03169908, 11 : 0.024686858",17
1.70890164077737E+018,"1 : 0.5128346, 1 : 0.18167421, 1 : 0.030873807",17
1.70672603779241E+018,"11 : 0.3117357, 2 : 0.12368791, 1 : 0.06512331",17
1.70246770543645E+018,"11 : 0.7473546, 9 : 0.026974391, 1 : 0.02191635",17
1.69701167952958E+018,"11 : 0.65457225, 11 : 0.10737676, 1 : 0.018223688",17
1.68622076619695E+018,"11 : 0.81097525, 11 : 0.048635226, 7 : 0.009670092",17
1.68360968487737E+018,"11 : 0.46269512, 11 : 0.21577972, 11 : 0.12602969",17
1.68264096734444E+018,"4 : 0.20416468, 11 : 0.09797526, 2 : 0.09422984",17
1.67926045804316E+018,"2 : 0.9252534, 13 : 0.013613541, 2 : 0.012250008",17
1.67849043737319E+018,"1 : 0.15615393, 9 : 0.11333733, 9 : 0.11136747",17
1.67049456657819E+018,"7 : 0.85056347, 7 : 0.08399717, 11 : 0.011365386",17
1.66825104840051E+018,"11 : 0.94458264, 11 : 0.012664055, 11 : 0.0035136407",17
1.65543230502984E+018,"1 : 0.7867029, 3 : 0.030314365, 11 : 0.018416155",17
1.65155750201184E+018,"11 : 0.5987672, 7 : 0.17863284, 11 : 0.031655636",17
1.64812534637635E+018,"1 : 0.42373285, 11 : 0.18337846, 11 : 0.16660492",17
1.64641214203058E+018,"11 : 0.7764284, 2 : 0.03362932, 12 : 0.02785003",17
1.6430182352005E+018,"1 : 0.09433252, 7 : 0.08150276, 7 : 0.0729971",17
1.64132062865649E+018,"11 : 0.9646381, 7 : 0.0072977133, 13 : 0.0030101002",17
1.63911163132781E+018,"11 : 0.45527986, 1 : 0.42231414, 11 : 0.020939168",17
1.63793458819379E+018,"11 : 0.80062884, 11 : 0.12299423, 1 : 0.0041527636",17
1.63642608222174E+018,"11 : 0.5403911, 11 : 0.13467129, 11 : 0.10677002",17
1.63566618749101E+018,"1 : 0.6366685, 3 : 0.043517772, 11 : 0.03085619",17
1.62922618073559E+018,"11 : 0.51814973, 1 : 0.052602537, 1 : 0.048610922",17
1.62786190440731E+018,"11 : 0.7287669, 1 : 0.15094778, 11 : 0.06733249",17
1.62636125659093E+018,"2 : 0.46677232, 2 : 0.13106649, 2 : 0.07353763",17
1.62491110056259E+018,"11 : 0.74673384, 8 : 0.1090661, 2 : 0.03514727",17
1.62402380932357E+018,"11 : 0.5178813, 13 : 0.05708615, 11 : 0.044293903",17
1.62346816501845E+018,"11 : 0.89440036, 11 : 0.022712084, 1 : 0.00959929",17
1.6210229769035E+018,"1 : 0.41374767, 11 : 0.23003963, 11 : 0.18944997",17
1.61613669639368E+018,"7 : 0.6525203, 7 : 0.030594414, 13 : 0.019662771",17
1.61514814191684E+018,"11 : 0.89094484, 11 : 0.037048254, 1 : 0.008152322",17
1.61400529613998E+018,"11 : 0.42930883, 1 : 0.21283604, 11 : 0.13848825",17
1.61260142909715E+018,"11 : 0.980634, 11 : 0.0024032386, 11 : 0.0018912941",17
1.61259739515806E+018,"3 : 0.1811022, 2 : 0.09535446, 11 : 0.035321366",17
1.61259118919039E+018,"11 : 0.67556494, 12 : 0.07342758, 13 : 0.0063489666",17
1.61206602747451E+018,"1 : 0.9737084, 11 : 0.0011916689, 13 : 0.0009034788",17
1.61112499649082E+018,"11 : 0.4845307, 11 : 0.33436778, 1 : 0.029398095",17
1.60747031412686E+018,"1 : 0.4740995, 11 : 0.22343515, 11 : 0.16028441",17
1.60601869739767E+018,"7 : 0.7715201, 7 : 0.015131149, 2 : 0.013308606",17
1.6050638586992E+018,"13 : 0.3076757, 11 : 0.30264923, 2 : 0.08769811",17
1.60155743493223E+018,"11 : 0.4155038, 11 : 0.24735004, 1 : 0.22713946",17
1.59641776238508E+018,"11 : 0.81476706, 11 : 0.084248975, 1 : 0.0212656",17
1.59507749666614E+018,"3 : 0.3862644, 3 : 0.12473079, 2 : 0.047683418",17
1.5937180045358E+018,"11 : 0.4890412, 11 : 0.069380075, 1 : 0.04611834",17
1.59216961039198E+018,"7 : 0.0655952, 7 : 0.040860463, 2 : 0.038708717",17
1.59090082884349E+018,"13 : 0.79731095, 11 : 0.018638939, 2 : 0.014756619",17
1.58511184983218E+018,"9 : 0.2822442, 2 : 0.03950704, 11 : 0.038498875",17
1.58207590341948E+018,"1 : 0.44724777, 1 : 0.2042785, 11 : 0.14468147",17
1.58037735239389E+018,"2 : 0.90339625, 11 : 0.02297162, 11 : 0.010103167",17
1.57914728481773E+018,"1 : 0.8391373, 11 : 0.1221242, 11 : 0.0054845004",17
1.57628934097459E+018,"11 : 0.48806974, 11 : 0.37547868, 2 : 0.0340187",17
1.57628810101253E+018,"13 : 0.5215067, 2 : 0.068483494, 9 : 0.058014445",17
1.57412054928053E+018,"1 : 0.1901786, 2 : 0.1278832, 1 : 0.12241368",17
1.57031414520243E+018,"11 : 0.7196877, 11 : 0.095513314, 2 : 0.050157055",17
1.5696275496747E+018,"3 : 0.86131555, 3 : 0.019331394, 3 : 0.004488124",17
1.56762867861406E+018,"11 : 0.4536311, 11 : 0.30997708, 1 : 0.022701485",17
1.56604752456384E+018,"11 : 0.5692432, 11 : 0.09462605, 1 : 0.057432886",17
1.56118496842338E+018,"11 : 0.6993247, 7 : 0.040178586, 4 : 0.029495575",17
1.5595902088389E+018,"5 : 0.2894439, 5 : 0.27506796, 5 : 0.060032193",17
1.55832882871032E+018,"1 : 0.25671536, 1 : 0.12978032, 11 : 0.10992492",17
1.55393359880852E+018,"2 : 0.76348025, 2 : 0.04012866, 7 : 0.02430876",17
1.54810542495003E+018,"11 : 0.7468259, 1 : 0.14412466, 11 : 0.025753539",17
1.54655692723084E+018,"1 : 0.609234, 1 : 0.14307615, 1 : 0.058420986",17
1.54277319584085E+018,"11 : 0.5834015, 11 : 0.16074225, 2 : 0.0700715",17
1.53838001057704E+018,"1 : 0.5411429, 1 : 0.09384607, 1 : 0.068498455",17
1.53482549675154E+018,"11 : 0.8573539, 11 : 0.079275794, 1 : 0.0083545195",17
1.53398680524092E+018,"7 : 0.8344571, 11 : 0.08044818, 3 : 0.013015086",17
1.53058709222818E+018,"2 : 0.7961644, 2 : 0.0231744, 8 : 0.022239799",17
1.53000143621708E+018,"7 : 0.24874847, 7 : 0.09530907, 7 : 0.08208015",17
1.52776006474266E+018,"11 : 0.73752606, 11 : 0.050755017, 1 : 0.013132409",17
1.52661799065987E+018,"11 : 0.7996385, 11 : 0.126516, 1 : 0.034897026",17
1.52403355324744E+018,"11 : 0.71380216, 1 : 0.065667324, 7 : 0.047634326",17
1.52358970079936E+018,"11 : 0.42664444, 9 : 0.40862006, 1 : 0.03140789",17
1.52143993121308E+018,"11 : 0.6308175, 11 : 0.06807363, 1 : 0.06273983",17
1.5196658795948E+018,"11 : 0.4512076, 11 : 0.4487624, 1 : 0.050119143",17
1.51440774756228E+018,"1 : 0.18753035, 11 : 0.10294948, 3 : 0.0872769",17
1.50967313803598E+018,"11 : 0.19533733, 1 : 0.18153277, 13 : 0.1210906",17
1.50632899786336E+018,"11 : 0.52912796, 11 : 0.13931601, 1 : 0.01111179",17
1.50577395920591E+018,"11 : 0.41768152, 11 : 0.25742567, 8 : 0.015984707",17
1.50351703070639E+018,"11 : 0.6424479, 1 : 0.14335127, 11 : 0.065758996",17
1.50235236892144E+018,"2 : 0.5033628, 11 : 0.37691897, 11 : 0.017972616",17
1.50019533138683E+018,"11 : 0.514891, 1 : 0.16908592, 11 : 0.11234939",17
1.49791843501514E+018,"11 : 0.83967334, 11 : 0.061315954, 1 : 0.015511507",17
1.49565286560345E+018,"1 : 0.28730533, 1 : 0.20535135, 3 : 0.06294568",17
1.49211272679716E+018,"11 : 0.9229849, 11 : 0.012102205, 11 : 0.0065881214",17
1.48942575552845E+018,"13 : 0.82065123, 13 : 0.033706382, 2 : 0.02715297",17
1.48781638241788E+018,"11 : 0.90548474, 11 : 0.01902545, 1 : 0.014195577",17
1.48631337457595E+018,"1 : 0.09385429, 13 : 0.08739018, 11 : 0.068095505",17
1.48532767018628E+018,"11 : 0.62678415, 1 : 0.09225426, 13 : 0.055103477",17
1.4789915765918E+018,"11 : 0.39184812, 11 : 0.19795838, 1 : 0.024659943",17
1.47842511944444E+018,"1 : 0.5262804, 1 : 0.25292483, 11 : 0.021765152",17
1.4783502538027E+018,"1 : 0.19860464, 11 : 0.18528742, 9 : 0.16026162",17
1.47374452593525E+018,"11 : 0.66474044, 1 : 0.2173491, 11 : 0.010297847",17
1.47237959731651E+018,"11 : 0.25129682, 1 : 0.20219725, 11 : 0.115324445",17
1.47049011950837E+018,"11 : 0.37652874, 11 : 0.17158283, 1 : 0.15979199",17
1.46594311838908E+018,"7 : 0.46702808, 7 : 0.08977437, 7 : 0.03837607",17
1.46255072515768E+018,"11 : 0.60720855, 2 : 0.2937955, 11 : 0.022384988",17
1.46071726813597E+018,"10 : 0.18324934, 10 : 0.09878205, 10 : 0.03173099",17
1.45866045333609E+018,"11 : 0.5729583, 11 : 0.20532244, 2 : 0.013063322",17
1.45161536909682E+018,"2 : 0.9999659, 12 : 2.0379427e-06, 7 : 1.380653e-06",17
1.44802426643582E+018,"1 : 0.41399747, 11 : 0.2826012, 11 : 0.06828086",17
1.44441339297437E+018,"11 : 0.36405024, 1 : 0.13090737, 1 : 0.09002059",17
1.43864244115805E+018,"11 : 0.63173306, 11 : 0.13183491, 1 : 0.056975495",17
1.43283645100709E+018,"11 : 0.8229198, 1 : 0.051148124, 1 : 0.03261716",17
1.42499764807113E+018,"11 : 0.54528713, 1 : 0.0548496, 8 : 0.019189779",17
1.41986690365219E+018,"12 : 0.07289695, 2 : 0.033300865, 2 : 0.027735002",17
2.21013040872999E+018,"4 : 0.25928175, 13 : 0.05660942, 13 : 0.05370043",17
2.20953573577731E+018,"3 : 0.3587034, 12 : 0.1227157, 1 : 0.032636527",17
2.20763536221917E+018,"9 : 0.99409467, 5 : 0.0009897908, 1 : 0.00024686294",17
2.20604327777658E+018,"1 : 0.25736198, 3 : 0.23791629, 11 : 0.11372596",17
2.20159897972931E+018,"10 : 0.35789102, 10 : 0.2914581, 7 : 0.07174923",17
2.19961631858877E+018,"1 : 0.27082008, 3 : 0.18826006, 11 : 0.18597046",17
2.19802359004633E+018,"7 : 0.3334283, 7 : 0.13387881, 7 : 0.03204685",17
2.1971540114974E+018,"3 : 0.2613671, 1 : 0.11221305, 11 : 0.06112501",17
2.19667890376543E+018,"3 : 0.31840155, 5 : 0.15025708, 11 : 0.10130188",17
2.19497009688013E+018,"7 : 0.07426486, 4 : 0.0658887, 12 : 0.045500007",17
2.19276428001797E+018,"7 : 0.25405714, 2 : 0.1665995, 11 : 0.048619132",17
2.19205064969244E+018,"5 : 0.19620559, 5 : 0.14071687, 5 : 0.09557405",17
2.18943192226547E+018,"8 : 0.67867625, 11 : 0.050637454, 13 : 0.022075603",17
2.18577367718496E+018,"7 : 0.15415855, 3 : 0.10104991, 10 : 0.08617622",17
2.18362946949222E+018,"1 : 0.7196379, 11 : 0.081362285, 11 : 0.06641657",17
2.18060006276258E+018,"11 : 0.20760533, 11 : 0.13746531, 11 : 0.13272506",17
2.1791449974409E+018,"1 : 0.22618973, 11 : 0.17852199, 2 : 0.16199312",17
2.17652683530002E+018,"12 : 0.99291456, 2 : 0.002245116, 9 : 0.0011050042",17
2.17460960483987E+018,"11 : 0.53154343, 3 : 0.13889128, 2 : 0.04077182",17
2.17259844892315E+018,"1 : 0.6489467, 1 : 0.15905352, 11 : 0.049323328",17
2.17127458781692E+018,"11 : 0.5313547, 2 : 0.10813673, 8 : 0.055948753",17
2.16996024788034E+018,"7 : 0.056718685, 7 : 0.050792165, 7 : 0.0476783",17
2.16898936438197E+018,"1 : 0.90637827, 9 : 0.012370387, 9 : 0.004816542",17
2.1674238618962E+018,"7 : 0.99336255, 7 : 0.0021836662, 13 : 0.0013328653",17
2.16538878197294E+018,"2 : 0.4381954, 2 : 0.15352216, 4 : 0.055809442",17
2.16335341078756E+018,"2 : 0.075142026, 6 : 0.042567, 7 : 0.040885463",17
2.16085059354812E+018,"1 : 0.84206206, 2 : 0.015359583, 1 : 0.012412464",17
2.15900190007144E+018,"13 : 0.9728642, 1 : 0.009600264, 13 : 0.0020351766",17
2.15752349068073E+018,"2 : 0.63976425, 11 : 0.0273477, 9 : 0.014373954",17
2.15473504747927E+018,"4 : 0.39526775, 1 : 0.25646272, 13 : 0.25597453",17
2.15182625187945E+018,"2 : 0.3151705, 3 : 0.14428146, 7 : 0.13343097",17
2.14891623809356E+018,"11 : 0.12848237, 3 : 0.08950276, 10 : 0.052028984",17
2.14865471729E+018,"2 : 0.16758442, 3 : 0.09506164, 2 : 0.0627489",17
2.14745481503923E+018,"4 : 0.35345873, 7 : 0.07529748, 13 : 0.07360905",17
2.14733306516544E+018,"1 : 0.29537442, 2 : 0.25313115, 7 : 0.14731844",17
2.14720515864692E+018,"3 : 0.2225128, 3 : 0.096919134, 3 : 0.055656854",17
2.14588800100431E+018,"9 : 0.46901426, 7 : 0.082971916, 4 : 0.04624259",17
2.14375904824419E+018,"1 : 0.78189176, 1 : 0.014530493, 9 : 0.009185082",17
2.14349621412195E+018,"7 : 0.1715329, 7 : 0.09848173, 4 : 0.043615796",17
2.14309309335697E+018,"2 : 0.22113307, 10 : 0.046290297, 13 : 0.044848103",17
2.14308859338877E+018,"11 : 0.5879133, 2 : 0.16524461, 3 : 0.019855969",17
2.14307403621804E+018,"6 : 0.5363883, 5 : 0.046247914, 3 : 0.03775817",17
2.14213766351917E+018,"13 : 0.07623802, 7 : 0.04826633, 1 : 0.035649978",17
2.14062804657134E+018,"11 : 0.45795235, 11 : 0.34697527, 2 : 0.03018155",17
2.14004969910165E+018,"7 : 0.3860874, 2 : 0.053731415, 13 : 0.044292416",17
2.13886476435756E+018,"1 : 0.38652077, 1 : 0.09033549, 11 : 0.06879486",17
2.13866658036433E+018,"10 : 0.4413649, 10 : 0.33670938, 6 : 0.027833655",17
2.13860946814532E+018,"1 : 0.32691738, 2 : 0.25493723, 11 : 0.092635326",17
2.13812536642696E+018,"11 : 0.32808915, 11 : 0.11482253, 3 : 0.058286056",17
2.13812037950852E+018,"7 : 0.20238428, 7 : 0.19100612, 7 : 0.10798703",17
2.13793420713833E+018,"1 : 0.9183118, 11 : 0.043138023, 9 : 0.011446124",17
2.13701704305978E+018,"11 : 0.32274178, 2 : 0.18625791, 11 : 0.15635175",17
2.13616798886829E+018,"11 : 0.48408642, 12 : 0.09465875, 11 : 0.069551334",17
2.1350650893921E+018,"11 : 0.5180019, 11 : 0.19115062, 2 : 0.05508669",17
2.13357617437129E+018,"1 : 0.8833699, 1 : 0.05401186, 11 : 0.0053133448",17
2.13223946325915E+018,"6 : 0.22887306, 8 : 0.06990027, 1 : 0.044991188",17
2.13073761337048E+018,"7 : 0.1663801, 13 : 0.15513901, 7 : 0.08929737",17
2.12987885230271E+018,"1 : 0.7552668, 9 : 0.08915234, 11 : 0.029606402",17
2.12850870555681E+018,"12 : 0.4294772, 3 : 0.3331284, 11 : 0.015993372",17
2.1271963932497E+018,"2 : 0.49489793, 2 : 0.15636034, 8 : 0.11863365",17
2.12619358577857E+018,"3 : 0.9199067, 12 : 0.019518415, 11 : 0.01277547",17
2.12411677763932E+018,"6 : 0.124784335, 6 : 0.09319561, 6 : 0.07257389",17
2.12333255907398E+018,"3 : 0.10044485, 9 : 0.10013927, 11 : 0.10010837",17
2.12092615144991E+018,"1 : 0.23164424, 11 : 0.216335, 11 : 0.123530045",17
2.12000039812637E+018,"1 : 0.7859339, 11 : 0.093038246, 11 : 0.02558313",17
2.11858257726355E+018,"8 : 0.09451302, 2 : 0.0669912, 4 : 0.06547613",17
2.11840857646E+018,"13 : 0.9157419, 13 : 0.03729212, 1 : 0.023496844",17
2.11837112036915E+018,"7 : 0.24146067, 7 : 0.19101202, 5 : 0.14364618",17
2.11809450919102E+018,"2 : 0.69227934, 11 : 0.07317343, 11 : 0.0204286",17
2.11746683737006E+018,"7 : 0.11130768, 1 : 0.037846826, 13 : 0.036306147",17
2.11609959897128E+018,"13 : 0.25941792, 6 : 0.04481773, 7 : 0.029317943",17
2.11345199721159E+018,"2 : 0.18063346, 8 : 0.16379946, 3 : 0.06609547",17
2.11315829140909E+018,"11 : 0.5107499, 2 : 0.041006807, 4 : 0.04027876",17
2.11191209855346E+018,"1 : 0.93280125, 1 : 0.0034064623, 11 : 0.0011854814",17
2.11113220759541E+018,"10 : 0.7916513, 10 : 0.17995644, 7 : 0.005240003",17
2.10865665192925E+018,"3 : 0.69875354, 11 : 0.14544883, 12 : 0.022138644",17
2.10723799234635E+018,"1 : 0.8427638, 1 : 0.03884622, 3 : 0.030245041",17
2.10433433891209E+018,"1 : 0.354495, 2 : 0.13024661, 9 : 0.12052041",17
2.10098678728866E+018,"6 : 0.34147227, 6 : 0.06329452, 7 : 0.042837486",17
2.09801568068845E+018,"1 : 0.6689954, 1 : 0.059495352, 12 : 0.04133141",17
2.09800432082707E+018,"13 : 0.12841696, 7 : 0.0636492, 7 : 0.04424267",17
2.09647773283268E+018,"6 : 0.88093895, 6 : 0.049236543, 6 : 0.011428009",17
2.09372044265E+018,"2 : 0.40550175, 11 : 0.393214, 11 : 0.07237442",17
2.092819218103E+018,"13 : 0.8062455, 1 : 0.009877412, 12 : 0.007001439",17
2.09136331033895E+018,"1 : 0.15690129, 1 : 0.14553821, 1 : 0.12995993",17
2.09010450645396E+018,"11 : 0.519803, 1 : 0.19408575, 1 : 0.06446029",17
2.08802809052089E+018,"3 : 0.6539627, 1 : 0.07317287, 1 : 0.024562068",17
2.08655281983752E+018,"7 : 0.16634116, 2 : 0.05571909, 7 : 0.04595418",17
2.08485068374977E+018,"7 : 0.24841489, 4 : 0.069458775, 4 : 0.034821086",17
2.08440261298958E+018,"7 : 0.63376546, 2 : 0.056383025, 7 : 0.055767026",17
2.08372660729978E+018,"7 : 0.30875242, 7 : 0.06503536, 7 : 0.0494884",17
2.08300846508687E+018,"11 : 0.9131969, 1 : 0.016296472, 2 : 0.008404721",17
2.08276299565993E+018,"2 : 0.17929678, 2 : 0.0950894, 13 : 0.046656016",17
2.08267028415177E+018,"7 : 0.3489783, 14 : 0.101535045, 4 : 0.08549056",17
2.08211079403707E+018,"1 : 0.09164053, 4 : 0.08357392, 12 : 0.071311444",17
2.08113740569337E+018,"11 : 0.7978238, 11 : 0.06608013, 1 : 0.02703635",17
2.08069282895441E+018,"13 : 0.8839178, 2 : 0.0045977845, 7 : 0.003120714",17
2.07999981468437E+018,"7 : 0.16463232, 3 : 0.10374648, 3 : 0.05980082",17
2.07773453888216E+018,"13 : 0.32492515, 7 : 0.10068625, 2 : 0.044016678",17
2.07611142389754E+018,"2 : 0.43649426, 7 : 0.059741914, 2 : 0.056606054",17
2.07493762878161E+018,"11 : 0.41291708, 1 : 0.21987009, 13 : 0.16625822",17
2.07359583574043E+018,"10 : 0.6940754, 10 : 0.22268152, 10 : 0.009044955",17
2.07338654557614E+018,"11 : 0.22482179, 13 : 0.1005261, 7 : 0.072663456",17
2.07219173013365E+018,"2 : 0.3254459, 2 : 0.06590411, 12 : 0.042964365",17
2.07012445444564E+018,"1 : 0.92255986, 1 : 0.0046835053, 1 : 0.00075875863",17
2.06889639811328E+018,"3 : 0.8622264, 12 : 0.020348, 7 : 0.014539724",17
2.06759104397039E+018,"2 : 0.5772228, 2 : 0.41873002, 2 : 0.001256861",17
2.06746607323983E+018,"1 : 0.15759033, 2 : 0.06336027, 2 : 0.055209257",17
2.06664033392563E+018,"9 : 0.89836925, 5 : 0.0071078036, 6 : 0.0010744896",17
2.06519543049865E+018,"3 : 0.60650176, 3 : 0.14993092, 3 : 0.033597507",17
2.06415405018592E+018,"7 : 0.105640076, 13 : 0.0347551, 13 : 0.030905666",17
2.0633441669601E+018,"1 : 0.65023506, 1 : 0.18316679, 11 : 0.017915467",17
2.06254686209959E+018,"2 : 0.16987893, 7 : 0.12793154, 1 : 0.09452635",17
2.06194126974094E+018,"11 : 0.33183137, 11 : 0.1757367, 11 : 0.11265762",17
2.06172411700659E+018,"2 : 0.28875437, 11 : 0.16128135, 7 : 0.11002649",17
2.06119742936302E+018,"7 : 0.3666036, 2 : 0.040069167, 3 : 0.021857096",17
2.06095910455542E+018,"11 : 0.79655004, 7 : 0.058549557, 7 : 0.03588629",17
2.06021895051549E+018,"9 : 0.83640206, 5 : 0.019754823, 4 : 0.0048541715",17
2.0590725487085E+018,"1 : 0.16784215, 11 : 0.14433843, 11 : 0.097915374",17
2.05896038611567E+018,"1 : 0.9314779, 1 : 0.0082920985, 11 : 0.0011176082",17
2.05793543181671E+018,"3 : 0.17657968, 7 : 0.02784249, 12 : 0.021569185",17
2.05755670308378E+018,"11 : 0.2332338, 11 : 0.06276879, 13 : 0.058184855",17
2.05743746530381E+018,"11 : 0.35465783, 13 : 0.20229833, 1 : 0.09332666",17
2.05722610740519E+018,"7 : 0.9626188, 7 : 0.0067784907, 2 : 0.003466272",17
2.0558606213215E+018,"4 : 0.07240705, 2 : 0.07150802, 12 : 0.06475694",17
2.05466042047785E+018,"2 : 0.3255407, 11 : 0.26064438, 11 : 0.15912947",17
2.05446606469331E+018,"1 : 0.4199498, 11 : 0.23177746, 1 : 0.10203194",17
2.05395607976314E+018,"1 : 0.6501121, 1 : 0.16234213, 11 : 0.11161645",17
2.05367159071939E+018,"12 : 0.73193663, 9 : 0.11790787, 8 : 0.03750538",17
2.05252089869942E+018,"7 : 0.17305514, 7 : 0.051874273, 7 : 0.038734075",17
2.05201399045232E+018,"8 : 0.3074635, 9 : 0.0725654, 8 : 0.031784378",17
2.05167530155344E+018,"11 : 0.8113235, 11 : 0.098896004, 11 : 0.016231515",17
2.05150349393775E+018,"4 : 0.5163593, 9 : 0.40089083, 2 : 0.005880506",17
2.05039995336068E+018,"9 : 0.5253636, 4 : 0.32728854, 3 : 0.023527294",17
2.05017180745937E+018,"14 : 0.16790387, 3 : 0.15374091, 14 : 0.09668408",17
2.04959845125955E+018,"10 : 0.33339062, 13 : 0.13581999, 12 : 0.05183682",17
2.04892815594088E+018,"11 : 0.3583164, 2 : 0.10501226, 11 : 0.097320735",17
2.04874610712313E+018,"11 : 0.68181765, 1 : 0.1625295, 11 : 0.03426693",17
2.04818542488723E+018,"1 : 0.5017152, 13 : 0.17818467, 1 : 0.071091264",17
2.0474405972723E+018,"1 : 0.09294603, 11 : 0.084464364, 2 : 0.050603688",17
2.04734638395905E+018,"2 : 0.9547198, 2 : 0.008415848, 2 : 0.0043377522",17
2.04716042555811E+018,"4 : 0.9480537, 9 : 0.010455443, 6 : 0.0017391762",17
2.04668125242152E+018,"3 : 0.3836926, 7 : 0.029403025, 7 : 0.020026049",17
2.04651416296991E+018,"13 : 0.24284644, 3 : 0.19248605, 2 : 0.07673141",17
2.0464585160652E+018,"13 : 0.6735811, 1 : 0.022265103, 11 : 0.014261031",17
2.04631170397458E+018,"2 : 0.48331872, 7 : 0.06976918, 3 : 0.064570636",17
2.04582914009676E+018,"2 : 0.16554177, 13 : 0.1372542, 11 : 0.047901507",17
2.04558455460288E+018,"8 : 0.20326635, 3 : 0.14447936, 11 : 0.12514222",17
2.04540087675078E+018,"3 : 0.5145298, 1 : 0.10750473, 11 : 0.059467614",17
2.04522557816439E+018,"2 : 0.106387235, 7 : 0.04915249, 7 : 0.0481544",17
2.04499457179824E+018,"2 : 0.35516796, 2 : 0.053091686, 11 : 0.039914425",17
2.04445429126925E+018,"2 : 0.25496548, 13 : 0.23472835, 2 : 0.07967113",17
2.04425493684743E+018,"7 : 0.2630197, 9 : 0.077886775, 7 : 0.05052331",17
2.04373845662837E+018,"12 : 0.1713277, 12 : 0.16858636, 2 : 0.083791405",17
2.04347472286974E+018,"7 : 0.8128793, 7 : 0.0040799244, 9 : 0.0036336256",17
2.04298054799229E+018,"1 : 0.2792492, 7 : 0.050570317, 11 : 0.040711347",17
2.04214087738774E+018,"12 : 0.20336875, 7 : 0.072644524, 7 : 0.07062789",17
2.04210085766449E+018,"1 : 0.478989, 1 : 0.140907, 11 : 0.055344936",17
2.04173768504306E+018,"7 : 0.63706744, 14 : 0.056186564, 2 : 0.033874832",17
2.04165499022104E+018,"7 : 0.5535737, 12 : 0.08082161, 2 : 0.07499043",17
2.04096310528371E+018,"2 : 0.49146244, 11 : 0.46163076, 3 : 0.0034944972",17
2.04076959188318E+018,"2 : 0.5027191, 2 : 0.48546588, 5 : 0.0005584071",17
2.04000488765198E+018,"13 : 0.16368325, 2 : 0.15106772, 11 : 0.09042491",17
2.03978417704308E+018,"11 : 0.3430305, 1 : 0.2952823, 1 : 0.0376236",17
2.03921441341717E+018,"1 : 0.8574614, 9 : 0.040465653, 12 : 0.011664416",17
2.03866848851172E+018,"2 : 0.18623325, 7 : 0.17269114, 1 : 0.098815955",17
2.03803774033509E+018,"2 : 0.42592517, 12 : 0.036857147, 13 : 0.034697585",17
2.03721112197019E+018,"6 : 0.4469004, 2 : 0.15985394, 6 : 0.102622196",17
2.03645762091047E+018,"1 : 0.7608216, 11 : 0.091019005, 1 : 0.017969513",17
2.03576263920926E+018,"2 : 0.1628786, 11 : 0.12448406, 4 : 0.06795646",17
2.03518923725032E+018,"10 : 0.584683, 1 : 0.023246428, 1 : 0.020179547",17
