ids,predictions,CLUSTER_ID
47401277492,"1 : 0.28659037, 1 : 0.16519149, 11 : 0.04664161",12
47454181251,"1 : 0.22851022, 8 : 0.08854474, 9 : 0.050236758",12
47454180871,"2 : 0.20425187, 2 : 0.16364376, 7 : 0.10814366",12
47454180751,"1 : 0.2110412, 1 : 0.07339352, 7 : 0.03524882",12
47401276242,"9 : 0.546726, 2 : 0.032318555, 13 : 0.03175754",12
47454180451,"7 : 0.31176168, 6 : 0.12998453, 6 : 0.112286665",12
40488230333,"13 : 0.6337594, 2 : 0.029970052, 3 : 0.019017685",12
40488229203,"7 : 0.12743345, 4 : 0.10145855, 3 : 0.09702358",12
47401273132,"9 : 0.9085556, 7 : 0.00657567, 10 : 0.0059251226",12
47401272482,"2 : 0.041326687, 7 : 0.033337545, 7 : 0.020398034",12
40488228083,"7 : 0.17312393, 3 : 0.11882457, 7 : 0.06866147",12
47401271772,"3 : 0.07478247, 7 : 0.069259405, 7 : 0.046595026",12
40488227293,"2 : 0.25536695, 7 : 0.16759324, 7 : 0.091330625",12
33577936248,"7 : 0.23679931, 7 : 0.0958735, 7 : 0.064447716",12
32512468127,"2 : 0.17614588, 7 : 0.057814892, 6 : 0.040255222",12
32512467707,"13 : 0.47449255, 10 : 0.037436888, 12 : 0.026438568",12
32512467327,"7 : 0.11070158, 7 : 0.0951252, 4 : 0.06313219",12
33577934428,"10 : 0.088103935, 7 : 0.05425703, 4 : 0.03129883",12
46731052504,"7 : 0.40407124, 7 : 0.06212826, 4 : 0.05010141",12
46731052464,"13 : 0.37328285, 13 : 0.07756203, 13 : 0.06344894",12
47454173851,"13 : 0.9833958, 7 : 0.00090510637, 13 : 0.00055860105",12
46731052174,"7 : 0.10613932, 7 : 0.057848718, 7 : 0.0576355",12
47454172981,"13 : 0.2908486, 2 : 0.067232996, 6 : 0.03488526",12
46539032455,"7 : 0.094785705, 7 : 0.05999157, 2 : 0.027974881",12
46539032165,"13 : 0.33154854, 7 : 0.14622422, 9 : 0.05209123",12
46539031845,"7 : 0.8105606, 13 : 0.014467289, 7 : 0.013694205",12
47454171541,"13 : 0.06942212, 2 : 0.040748294, 13 : 0.02946367",12
46539031375,"11 : 0.2764577, 1 : 0.07163976, 13 : 0.05963567",12
47454170871,"7 : 0.42717242, 8 : 0.1581571, 7 : 0.068439156",12
46539030955,"6 : 0.12240205, 13 : 0.082694575, 7 : 0.019561676",12
47454169851,"13 : 0.16303213, 6 : 0.1234337, 2 : 0.02851779",12
46731049474,"9 : 0.22733353, 13 : 0.058812596, 2 : 0.049488224",12
47454168801,"2 : 0.12515002, 9 : 0.09537206, 8 : 0.08288957",12
46731049004,"7 : 0.14368886, 5 : 0.04392451, 6 : 0.035071027",12
47454167941,"7 : 0.31064567, 8 : 0.031805035, 8 : 0.025518715",12
46731048474,"8 : 0.69470376, 5 : 0.026254136, 7 : 0.019872027",12
46731047934,"9 : 0.24451023, 8 : 0.16200814, 8 : 0.09261884",12
47454166561,"2 : 0.7477607, 8 : 0.010891169, 4 : 0.010320012",12
32512456157,"7 : 0.12125297, 8 : 0.04872425, 7 : 0.034181718",12
33577929748,"8 : 0.15840137, 12 : 0.096656926, 8 : 0.06570039",12
33577929288,"7 : 0.05277516, 3 : 0.04187222, 13 : 0.034551498",12
33577928958,"7 : 0.1511061, 8 : 0.103095785, 10 : 0.05021992",12
33577928518,"7 : 0.12603967, 2 : 0.111771606, 7 : 0.04922204",12
47401256252,"3 : 0.05997216, 2 : 0.047264677, 13 : 0.039234962",12
46539019915,"2 : 0.15515588, 13 : 0.0925346, 3 : 0.051526554",12
47401255222,"10 : 0.15008056, 2 : 0.08685794, 7 : 0.07890297",12
47401255022,"2 : 0.6931442, 9 : 0.022847772, 6 : 0.009984832",12
46539018415,"13 : 0.5610428, 2 : 0.2621122, 13 : 0.07624427",12
46731038814,"13 : 0.6591497, 10 : 0.02237171, 9 : 0.014281347",12
47401253842,"9 : 0.23664108, 5 : 0.21709701, 13 : 0.2038208",12
47454151381,"2 : 0.3400439, 9 : 0.100353435, 7 : 0.039563403",12
47401253152,"7 : 0.11442176, 6 : 0.044934142, 3 : 0.04217796",12
47454149911,"2 : 0.21268746, 8 : 0.14924967, 7 : 0.06452658",12
47401251972,"13 : 0.6277399, 2 : 0.19095698, 2 : 0.012748902",12
47454148611,"10 : 0.7722597, 6 : 0.008483996, 6 : 0.008150789",12
47401250742,"8 : 0.2584515, 2 : 0.106817074, 2 : 0.07775326",12
46539013945,"1 : 0.84219396, 1 : 0.0070243925, 9 : 0.0037069276",12
33577924218,"1 : 0.8495249, 11 : 0.007279366, 9 : 0.0067108097",12
40488203023,"6 : 0.64867157, 7 : 0.03084984, 2 : 0.027346473",12
40488202393,"2 : 0.26010928, 13 : 0.07123182, 10 : 0.048408147",12
40488201723,"2 : 0.3440915, 2 : 0.10213662, 7 : 0.057696078",12
47401245372,"6 : 0.4433081, 1 : 0.0694223, 8 : 0.053949557",12
40488200683,"2 : 0.5491037, 2 : 0.0103992885, 13 : 0.009110234",12
47401244242,"9 : 0.84703946, 2 : 0.08230056, 8 : 0.0068037584",12
40488199983,"7 : 0.23079312, 2 : 0.034837935, 2 : 0.023349414",12
40488197923,"1 : 0.600685, 7 : 0.12720388, 7 : 0.045071054",12
33577922268,"13 : 0.27145147, 7 : 0.042754028, 7 : 0.037283096",12
33577922128,"2 : 0.5137475, 8 : 0.07007081, 8 : 0.032232046",12
46539027075,"6 : 0.23779128, 6 : 0.089706965, 3 : 0.0704851",12
40488199383,"3 : 0.7632155, 7 : 0.041084938, 7 : 0.031988163",12
47436327941,"9 : 0.028743088, 7 : 0.027952034, 7 : 0.020502781",12
47401278032,"13 : 0.68646646, 13 : 0.037843864, 3 : 0.020707777",12
48721159613,"8 : 0.9388655, 8 : 0.0044831275, 8 : 0.0039540813",12
47960649318,"8 : 0.74160016, 8 : 0.16191836, 8 : 0.013267165",4
48721671662,"8 : 0.49066412, 8 : 0.21443923, 8 : 0.112047695",12
40166723943,"7 : 0.2697192, 7 : 0.18379243, 2 : 0.031649407",12
47131859051,"7 : 0.13737072, 11 : 0.12184586, 7 : 0.090676874",12
29398786587,"1 : 0.5793999, 11 : 0.09093697, 11 : 0.050160646",12
48955308591,"1 : 0.66021484, 11 : 0.054719873, 1 : 0.03882976",12
47960673526,"8 : 0.7127564, 8 : 0.19686, 8 : 0.018295543",4
46521116785,"9 : 0.15011439, 2 : 0.06912272, 8 : 0.06329208",12
40470497653,"2 : 0.25644827, 8 : 0.08816944, 2 : 0.07808493",12
46713293854,"7 : 0.096290514, 7 : 0.05450195, 8 : 0.041155986",12
40470496323,"8 : 0.089316174, 7 : 0.040675983, 8 : 0.02649659",12
46521113055,"2 : 0.098178715, 6 : 0.09166675, 2 : 0.03791308",12
46521110275,"8 : 0.08393186, 7 : 0.06875632, 6 : 0.061029825",12
33560228618,"7 : 0.2271389, 1 : 0.07556091, 2 : 0.0314107",12
47383494872,"7 : 0.8268004, 7 : 0.14002016, 8 : 0.005249399",12
33560226408,"8 : 0.59020644, 2 : 0.04247483, 7 : 0.024954071",12
46713282984,"8 : 0.29673633, 8 : 0.15507422, 7 : 0.11500248",12
46521102975,"7 : 0.78817606, 10 : 0.031688366, 2 : 0.0139146745",12
46521111885,"3 : 0.045656156, 7 : 0.044229694, 7 : 0.033754256",12
48454583007,"8 : 0.44948503, 8 : 0.12551866, 1 : 0.053937122",2
42870013562,"2 : 0.28228813, 1 : 0.2778788, 11 : 0.14757553",12
48721671577,"8 : 0.8015453, 8 : 0.06420066, 8 : 0.029969744",12
48307051497,"8 : 0.81000775, 8 : 0.056814495, 8 : 0.037817154",12
48721495166,"8 : 0.91750103, 8 : 0.0075659226, 8 : 0.0050759083",12
38913739150,"2 : 0.33900422, 8 : 0.234373, 8 : 0.108911075",12
33560237218,"7 : 0.25302362, 7 : 0.15529595, 13 : 0.10908933",12
32494531717,"13 : 0.59151495, 3 : 0.1324582, 2 : 0.0151756415",12
33560230548,"7 : 0.21142107, 7 : 0.05699785, 12 : 0.04938566",12
32494522167,"2 : 0.75880706, 7 : 0.018079799, 14 : 0.012980167",12
32494520157,"6 : 0.12014332, 7 : 0.058681637, 6 : 0.02750235",12
48721159213,"8 : 0.6785936, 8 : 0.21334352, 8 : 0.0141237825",12
49682574997,"8 : 0.936247, 8 : 0.0052276985, 8 : 0.003108539",12
47436339811,"13 : 0.19253789, 2 : 0.09919805, 7 : 0.07357975",12
40470498153,"13 : 0.7020857, 2 : 0.0302518, 13 : 0.009841578",12
47383490162,"7 : 0.25031632, 7 : 0.10436872, 2 : 0.0632164",12
33560213748,"7 : 0.0993303, 2 : 0.091116756, 7 : 0.08089779",12
48721494766,"8 : 0.9347582, 8 : 0.0055225287, 8 : 0.0006679867",12
35549531820,"2 : 0.5086446, 9 : 0.07092536, 9 : 0.05122764",12
49711361777,"13 : 0.30347726, 2 : 0.08796098, 13 : 0.047414027",2
48043784803,"11 : 0.4992494, 11 : 0.13529234, 1 : 0.053675495",12
48454571847,"8 : 0.2742931, 8 : 0.18088089, 1 : 0.1728272",4
36251495414,"2 : 0.22006425, 4 : 0.2102967, 12 : 0.049206384",12
48721494976,"8 : 0.88974833, 8 : 0.022297569, 8 : 0.017830096",12
32089520333,"13 : 0.18832856, 13 : 0.11752146, 12 : 0.085840106",12
32359872153,"2 : 0.49189746, 2 : 0.051914953, 3 : 0.010175628",12
33133570736,"2 : 0.14285925, 2 : 0.06157225, 10 : 0.045733772",12
45798231092,"2 : 0.87832344, 11 : 0.00873523, 1 : 0.008588923",12
44934502465,"9 : 0.79213595, 13 : 0.052036613, 4 : 0.034586653",12
46521115215,"7 : 0.06042637, 7 : 0.029852064, 8 : 0.024554579",12
46713289904,"8 : 0.14147681, 8 : 0.06290461, 8 : 0.056870107",12
47383495682,"2 : 0.15534315, 8 : 0.14924046, 13 : 0.057435706",12
47383493982,"5 : 0.086553425, 2 : 0.057546675, 7 : 0.028054865",12
46713283264,"10 : 0.1492702, 7 : 0.09781596, 7 : 0.057431433",12
33560214038,"12 : 0.06752477, 5 : 0.06514927, 13 : 0.0647837",12
41801944762,"1 : 0.43758702, 8 : 0.23068452, 12 : 0.010242516",12
48692718532,"1 : 0.16961649, 4 : 0.11063, 9 : 0.105830096",2
48692203993,"4 : 0.66187817, 1 : 0.2804055, 9 : 0.02659614",2
48692203268,"4 : 0.8774443, 9 : 0.032496493, 13 : 0.02019093",2
48692718817,"9 : 0.29676282, 4 : 0.06498363, 1 : 0.05728865",2
48692717687,"1 : 0.42164487, 9 : 0.13282634, 11 : 0.043723933",2
44151154664,"2 : 0.5991376, 11 : 0.10627911, 9 : 0.072168335",12
44821153812,"7 : 0.8898827, 7 : 0.02017503, 7 : 0.018671507",12
43960307745,"1 : 0.45266438, 11 : 0.2752635, 11 : 0.025363393",12
44821162612,"11 : 0.66026294, 1 : 0.17659967, 9 : 0.019853769",12
44821157922,"9 : 0.6870533, 3 : 0.056739148, 1 : 0.0061839307",12
44151149364,"8 : 0.88940394, 8 : 0.002263286, 8 : 0.0022343805",12
44821150972,"2 : 0.18211302, 9 : 0.16549692, 9 : 0.11895317",12
43960310595,"11 : 0.42166322, 11 : 0.16880666, 1 : 0.080121465",12
23574990098,"2 : 0.7956153, 3 : 0.119175956, 2 : 0.009395219",2
48573522681,"1 : 0.76804924, 1 : 0.075900346, 9 : 0.011052896",12
31644702814,"1 : 0.71182024, 1 : 0.06048326, 4 : 0.053678",2
44170883524,"1 : 0.6795586, 1 : 0.20627737, 8 : 0.005839664",12
48578742531,"8 : 0.15116201, 7 : 0.11398572, 8 : 0.10429686",2
48707280088,"2 : 0.41117635, 11 : 0.25784358, 11 : 0.051245954",12
44934496525,"1 : 0.97957027, 9 : 0.00078263256, 1 : 0.00063673436",12
45134135345,"5 : 0.45226824, 5 : 0.11666509, 2 : 0.06928727",12
48454426496,"1 : 0.7266043, 8 : 0.026484942, 1 : 0.023291515",2
48454583232,"2 : 0.5118562, 1 : 0.29297522, 8 : 0.024692064",2
45765834471,"8 : 0.18037115, 8 : 0.14330308, 1 : 0.1011984",4
43404453641,"8 : 0.9451216, 8 : 0.009473749, 8 : 0.00089930336",12
48877117336,"8 : 0.35076433, 8 : 0.11705035, 8 : 0.084778585",12
48877117311,"8 : 0.41383436, 8 : 0.25556237, 8 : 0.026197225",12
48454413786,"8 : 0.14388704, 1 : 0.084516354, 9 : 0.038506165",12
42865134532,"8 : 0.9058116, 8 : 0.00687004, 8 : 0.0020912085",12
42953929581,"8 : 0.9024545, 8 : 0.007016258, 8 : 0.0025933443",12
29701149317,"8 : 0.93962693, 8 : 0.022055347, 8 : 0.0017456445",12
46521118045,"13 : 0.061564643, 13 : 0.045504585, 13 : 0.033627823",12
47436339111,"7 : 0.92690605, 3 : 0.005730278, 7 : 0.0022921131",12
40470494043,"6 : 0.2879114, 7 : 0.06599917, 2 : 0.056285385",12
46713282384,"9 : 0.071223624, 2 : 0.051677417, 13 : 0.032083016",12
39418108805,"7 : 0.09430756, 8 : 0.05031353, 10 : 0.037273474",2
49315160951,"1 : 0.87579036, 1 : 0.05281573, 9 : 0.0030252319",12
33560229448,"7 : 0.05310977, 2 : 0.035156783, 13 : 0.034091994",12
47383491942,"13 : 0.10221988, 7 : 0.055965606, 2 : 0.023974195",12
47436333491,"2 : 0.3699332, 7 : 0.29242754, 10 : 0.054759014",12
46521102465,"5 : 0.34465468, 13 : 0.055723514, 13 : 0.04302415",12
32361498283,"4 : 0.96172744, 13 : 0.012952223, 9 : 0.0028453793",2
32794573660,,2
33049136911,"4 : 0.9726064, 7 : 0.0135435015, 7 : 0.005596624",2
46692562211,"8 : 0.9208623, 8 : 0.006067776, 8 : 0.0014562343",12
31941876520,"2 : 0.85059345, 11 : 0.015941594, 9 : 0.013454191",12
34220441075,"13 : 0.4430873, 2 : 0.409577, 13 : 0.020647608",12
34084549431,"1 : 0.9966769, 13 : 0.00083158683, 4 : 0.00043776562",12
33919679590,"9 : 0.13656399, 8 : 0.06965238, 5 : 0.022695865",2
44554828554,"8 : 0.86916447, 8 : 0.031335056, 8 : 0.024366034",12
35416127943,"3 : 0.91279185, 3 : 0.0091896625, 3 : 0.007879206",2
39962618811,"2 : 0.99342394, 7 : 0.00063942507, 12 : 0.00038001974",12
49105847046,"1 : 0.76251405, 9 : 0.008176081, 11 : 0.0072560096",2
41981325455,"8 : 0.73210436, 8 : 0.039117478, 8 : 0.018004337",12
48283667536,"8 : 0.36982828, 1 : 0.25581175, 1 : 0.011176261",2
48283796307,"1 : 0.92184937, 1 : 0.0072125983, 11 : 0.0015487316",2
31765083997,"4 : 0.99625874, 9 : 0.0019703766, 13 : 0.00017481299",2
48707279593,"3 : 0.1265668, 9 : 0.11368471, 7 : 0.06518149",2
31922080470,"2 : 0.2783891, 13 : 0.09619204, 7 : 0.08544807",12
32648111077,"3 : 0.8202841, 7 : 0.06902668, 7 : 0.029070713",12
49199654976,"11 : 0.12845506, 2 : 0.1032096, 11 : 0.047541816",2
48707278698,"4 : 0.94613844, 1 : 0.032102033, 1 : 0.0056561194",2
35549531310,"7 : 0.5183894, 7 : 0.15994684, 3 : 0.09385078",12
33591844074,"12 : 0.26542377, 7 : 0.25210628, 2 : 0.08188948",4
34418936016,"12 : 0.2572757, 13 : 0.2194677, 12 : 0.19582538",4
31877692424,"7 : 0.22695792, 12 : 0.11854379, 7 : 0.069751024",12
