name,lat,lon
50251892198_f8f0dabea6.jpg,45.049602,7.684859
50241816771_43a6248801.jpg,45.030541,7.684567
50226108027_17566df41f.jpg,45.074157,7.686041
50223639977_c33ab021bc.jpg,45.034381,7.666504
50115972776_bbfeb4b7c0.jpg,45.068512,7.684282
50029801338_ddc725df9a.jpg,45.224577,7.627063
49862854251_f6ae88b587.jpg,45.135430,7.623605
49756029518_e260b055f2.jpg,45.062760,7.699109
49727484977_8419f18cd5.jpg,45.071186,7.685580
49681751398_ea6114cd7f.jpg,45.057493,7.668317
49682575687_d582d05a63.jpg,45.074717,7.689614
49681751253_74f73f915d.jpg,45.076611,7.669680
49682285236_d547ac37e3.jpg,45.070414,7.686245
49681751143_825b5459a8.jpg,45.073672,7.684764
37778859876_ae92fe4378.jpg,45.268188,7.481205
49284175487_9b6c481750.jpg,45.035555,7.513888
49248619568_ed86d2e2a5.jpg,45.060926,7.665603
50390994938_107e0feec6.jpg,45.031636,7.660119
50235509873_dab8dd544f.jpg,45.048169,7.684837
50235556723_06fa353690.jpg,45.083254,7.629841
50147996011_c17757493c.jpg,45.074141,7.685987
50022726791_570be57d86.jpg,45.051854,7.686256
49729817633_59cc671b0d.jpg,45.072634,7.689936
38584529004_9067ddd85c.jpg,45.086066,8.040081
48985917262_f2d44c2cdc.jpg,45.070258,7.612600
49039679067_62cb375dea.jpg,45.070743,7.687018
48902133652_7bb947466e.jpg,45.091989,7.667416
48902133682_4f8861273b.jpg,45.091989,7.667416
8725518764_2c52c50aef.jpg,45.076937,7.694367
34775350373_aec4d07153.jpg,45.093413,7.662448
31991734676_bfc5198ef6.jpg,45.069974,7.664980
31189398134_be09d805d3.jpg,45.070141,7.664186
31220455043_bbd0ea3ce2.jpg,45.073641,7.668060
32053759655_f481b14e96.jpg,45.050361,7.769479
31679460730_5f53edcb8d.jpg,45.050361,7.769479
31946729032_75f3a7228d.jpg,45.098511,7.735816
31976077542_84dd6f69b4.jpg,45.066655,7.682361
32017517512_c8ff1c1644.jpg,45.050361,7.769479
32232174586_c6d24a8df8.jpg,45.089383,7.669701
8950995983_fc9473da65.jpg,45.031022,7.686084
8950998001_388f45516b.jpg,45.031022,7.686084
8952184338_128328a2fb.jpg,45.031022,7.686084
8952186564_d78dda610f.jpg,45.031022,7.686084
8952185384_75c958a30b.jpg,45.031022,7.686084
