,lat,lng,label
0,45.013383000000005,7.624575999999999,0
1,45.013647999999996,7.624919,0
2,45.013785,7.625252000000001,0
3,45.014012,7.625497999999999,0
4,45.01405,7.625445,0
5,45.016433,7.628122,0
6,45.01744,7.6206059999999995,0
7,45.017486,7.619876,0
8,45.017493,7.620091,0
9,45.017493,7.620091,0
10,45.017493,7.620091,0
11,45.017493,7.620091,0
12,45.017546,7.620005,0
13,45.017736,7.619608,0
14,45.017759000000005,7.6196399999999995,0
15,45.017773999999996,7.619866,0
16,45.017789,7.619511999999999,0
17,45.017819,7.619673,0
18,45.01785,7.61963,0
19,45.017857,7.619673,0
20,45.017857,7.619737,0
21,45.017865,7.619725999999999,0
22,45.017888,7.620005,0
23,45.017918,7.6197479999999995,0
24,45.017971,7.619705000000001,0
25,45.0181,7.620016000000001,0
26,45.018108000000005,7.619812,0
27,45.018115,7.619961999999999,0
28,45.018138,7.6197479999999995,0
29,45.018153000000005,7.6200589999999995,0
30,45.018183,7.619961999999999,0
31,45.018190999999995,7.620048,0
32,45.018198999999996,7.619812,0
33,45.018229,7.620069,0
34,45.018244,7.619984,0
35,45.018305,7.619961999999999,0
36,45.018366,7.620284,0
37,45.016118,7.666983999999999,1
38,45.019071000000004,7.663917999999999,1
39,45.020652,7.668272,1
40,45.021582,7.662889999999999,1
41,45.021582,7.662889999999999,1
42,45.021582,7.662889999999999,1
43,45.021824,7.668864,1
44,45.022108,7.654638,1
45,45.022619,7.668077,1
46,45.022923,7.668156,1
47,45.023309999999995,7.670238,1
48,45.024761,7.6565080000000005,1
49,45.025251000000004,7.674154,1
50,45.025251000000004,7.674154,1
51,45.025684000000005,7.6573839999999995,1
52,45.025684000000005,7.6573839999999995,1
53,45.025684000000005,7.6573839999999995,1
54,45.025684000000005,7.6573839999999995,1
55,45.025684000000005,7.6573839999999995,1
56,45.025684000000005,7.6573839999999995,1
57,45.025684000000005,7.6573839999999995,1
58,45.025684000000005,7.6573839999999995,1
59,45.025684000000005,7.6573839999999995,1
60,45.025684000000005,7.6573839999999995,1
61,45.025684000000005,7.6573839999999995,1
62,45.025684000000005,7.6573839999999995,1
63,45.025684000000005,7.6573839999999995,1
