field_1,lat,lng,label,cores,CLUSTER_ID,CLUSTER_SIZE,CLUSTER_ID_2,CLUSTER_SIZE_2
"12876",45.067238,7.682588,"1","1","14","6064","2","2053"
"12877",45.067239,7.682125,"1","1","14","6064","2","2053"
"12878",45.067244,7.682544,"1","1","14","6064","2","2053"
"12879",45.067244,7.682544,"1","1","14","6064","2","2053"
"12880",45.067244,7.682677,"1","1","14","6064","2","2053"
"12881",45.067246,7.682383,"1","1","14","6064","2","2053"
"12882",45.067247,7.682202,"1","1","14","6064","2","2053"
"12883",45.06725,7.682316,"1","1","14","6064","2","2053"
"12884",45.06725,7.6826,"1","1","14","6064","2","2053"
"12886",45.067252,7.682591,"1","1","14","6064","2","2053"
"12887",45.067261,7.682666,"1","1","14","6064","2","2053"
"12888",45.067261,7.686369,"1","1","14","6064","2","2053"
"12889",45.067269,7.681836,"1","1","14","6064","2","2053"
"12890",45.067269,7.682361,"1","1","14","6064","2","2053"
"12891",45.067272,7.682683,"1","1","14","6064","2","2053"
"12892",45.067283,7.68223,"1","1","14","6064","2","2053"
"12893",45.067283,7.682419,"1","1","14","6064","2","2053"
"12894",45.067283,7.682419,"1","1","14","6064","2","2053"
"12895",45.067283,7.682419,"1","1","14","6064","2","2053"
"12896",45.067283,7.682672,"1","1","14","6064","2","2053"
"12897",45.067284,7.682243,"1","1","14","6064","2","2053"
"12898",45.067286,7.682625,"1","1","14","6064","2","2053"
"12899",45.067291,7.682572,"1","1","14","6064","2","2053"
"12900",45.067291,7.682586,"1","1","14","6064","2","2053"
"12901",45.067292,7.682168,"1","1","14","6064","2","2053"
"12902",45.067292,7.6822,"1","1","14","6064","2","2053"
"12903",45.067292,7.682211,"1","1","14","6064","2","2053"
"12904",45.067294,7.682161,"1","1","14","6064","2","2053"
"12905",45.067294,7.682333,"1","1","14","6064","2","2053"
"12906",45.067294,7.682619,"1","1","14","6064","2","2053"
"12907",45.0673,7.682605,"1","1","14","6064","2","2053"
"12908",45.067302,7.682577,"1","1","14","6064","2","2053"
"12909",45.067302,7.682577,"1","1","14","6064","2","2053"
"12910",45.067302,7.682588,"1","1","14","6064","2","2053"
"12911",45.067302,7.683172,"1","1","14","6064","2","2053"
"12912",45.067302,7.683183,"1","1","14","6064","2","2053"
"12913",45.067305,7.682575,"1","1","14","6064","2","2053"
"12914",45.067307,7.682254,"1","1","14","6064","2","2053"
"12915",45.067311,7.682186,"1","1","14","6064","2","2053"
"12916",45.067313,7.682122,"1","1","14","6064","2","2053"
"12921",45.06733,7.682468,"1","1","14","6064","2","2053"
"12922",45.06733,7.682468,"1","1","14","6064","2","2053"
"12923",45.06733,7.682468,"1","1","14","6064","2","2053"
"12924",45.06733,7.682468,"1","1","14","6064","2","2053"
"12925",45.06733,7.682468,"1","1","14","6064","2","2053"
"12926",45.06733,7.682468,"1","1","14","6064","2","2053"
"12927",45.06733,7.682468,"1","1","14","6064","2","2053"
"12928",45.06733,7.682468,"1","1","14","6064","2","2053"
"12929",45.06733,7.682468,"1","1","14","6064","2","2053"
"12930",45.06733,7.682468,"1","1","14","6064","2","2053"
"12931",45.06733,7.682468,"1","1","14","6064","2","2053"
"12932",45.06733,7.682468,"1","1","14","6064","2","2053"
"12933",45.06733,7.682468,"1","1","14","6064","2","2053"
"12934",45.06733,7.682468,"1","1","14","6064","2","2053"
"12935",45.06733,7.682468,"1","1","14","6064","2","2053"
"12936",45.06733,7.682468,"1","1","14","6064","2","2053"
"12937",45.06733,7.682468,"1","1","14","6064","2","2053"
"12938",45.06733,7.682468,"1","1","14","6064","2","2053"
"12939",45.06733,7.682468,"1","1","14","6064","2","2053"
"12940",45.06733,7.682468,"1","1","14","6064","2","2053"
"12941",45.06733,7.682468,"1","1","14","6064","2","2053"
"12942",45.06733,7.682468,"1","1","14","6064","2","2053"
"12943",45.06733,7.682468,"1","1","14","6064","2","2053"
"12944",45.06733,7.682468,"1","1","14","6064","2","2053"
"12945",45.06733,7.682468,"1","1","14","6064","2","2053"
"12946",45.06733,7.682468,"1","1","14","6064","2","2053"
"12947",45.06733,7.682468,"1","1","14","6064","2","2053"
"12948",45.06733,7.682468,"1","1","14","6064","2","2053"
"12949",45.06733,7.682468,"1","1","14","6064","2","2053"
"12950",45.06733,7.682468,"1","1","14","6064","2","2053"
"12951",45.06733,7.682468,"1","1","14","6064","2","2053"
"12952",45.06733,7.682468,"1","1","14","6064","2","2053"
"12953",45.06733,7.682468,"1","1","14","6064","2","2053"
"12954",45.06733,7.682468,"1","1","14","6064","2","2053"
"12955",45.06733,7.682468,"1","1","14","6064","2","2053"
"12956",45.06733,7.682468,"1","1","14","6064","2","2053"
"12957",45.06733,7.682468,"1","1","14","6064","2","2053"
"12958",45.06733,7.682468,"1","1","14","6064","2","2053"
"12959",45.06733,7.682468,"1","1","14","6064","2","2053"
"12960",45.06733,7.682468,"1","1","14","6064","2","2053"
"12961",45.06733,7.682468,"1","1","14","6064","2","2053"
"12962",45.06733,7.682468,"1","1","14","6064","2","2053"
"12963",45.06733,7.682468,"1","1","14","6064","2","2053"
"12964",45.06733,7.682468,"1","1","14","6064","2","2053"
"12965",45.06733,7.682468,"1","1","14","6064","2","2053"
"12966",45.06733,7.682468,"1","1","14","6064","2","2053"
"12967",45.06733,7.682468,"1","1","14","6064","2","2053"
"12968",45.06733,7.682468,"1","1","14","6064","2","2053"
"12969",45.06733,7.682468,"1","1","14","6064","2","2053"
"12970",45.06733,7.682468,"1","1","14","6064","2","2053"
"12971",45.06733,7.682468,"1","1","14","6064","2","2053"
"12972",45.06733,7.682468,"1","1","14","6064","2","2053"
"12973",45.06733,7.682468,"1","1","14","6064","2","2053"
"12974",45.06733,7.682468,"1","1","14","6064","2","2053"
"12975",45.06733,7.682468,"1","1","14","6064","2","2053"
"12977",45.067333,7.682488,"1","1","14","6064","2","2053"
"12978",45.067337,7.682082,"1","1","14","6064","2","2053"
"12979",45.067337,7.682211,"1","1","14","6064","2","2053"
"12980",45.067337,7.68234,"1","1","14","6064","2","2053"
"12982",45.067342,7.682189,"1","1","14","6064","2","2053"
"12983",45.067342,7.682189,"1","1","14","6064","2","2053"
"12984",45.067342,7.682189,"1","1","14","6064","2","2053"
"12985",45.067342,7.682189,"1","1","14","6064","2","2053"
"12986",45.067342,7.682189,"1","1","14","6064","2","2053"
"12987",45.067342,7.682189,"1","1","14","6064","2","2053"
"12988",45.067342,7.682189,"1","1","14","6064","2","2053"
"12989",45.067342,7.682189,"1","1","14","6064","2","2053"
"12990",45.067342,7.682189,"1","1","14","6064","2","2053"
"12991",45.067342,7.682189,"1","1","14","6064","2","2053"
"12992",45.067342,7.682189,"1","1","14","6064","2","2053"
"12993",45.067342,7.682189,"1","1","14","6064","2","2053"
"12994",45.067342,7.682189,"1","1","14","6064","2","2053"
"12995",45.067342,7.682189,"1","1","14","6064","2","2053"
"12996",45.067342,7.682189,"1","1","14","6064","2","2053"
"12997",45.067342,7.682189,"1","1","14","6064","2","2053"
"12998",45.067342,7.682189,"1","1","14","6064","2","2053"
"12999",45.067342,7.682189,"1","1","14","6064","2","2053"
"13000",45.067342,7.682189,"1","1","14","6064","2","2053"
"13001",45.067342,7.682189,"1","1","14","6064","2","2053"
"13002",45.067342,7.682189,"1","1","14","6064","2","2053"
"13003",45.067342,7.682189,"1","1","14","6064","2","2053"
"13004",45.067342,7.682189,"1","1","14","6064","2","2053"
"13005",45.067342,7.682189,"1","1","14","6064","2","2053"
"13006",45.067342,7.682189,"1","1","14","6064","2","2053"
"13007",45.067342,7.682189,"1","1","14","6064","2","2053"
"13008",45.067342,7.682189,"1","1","14","6064","2","2053"
"13009",45.067342,7.682189,"1","1","14","6064","2","2053"
"13010",45.067342,7.682189,"1","1","14","6064","2","2053"
"13011",45.067342,7.682189,"1","1","14","6064","2","2053"
"13012",45.067342,7.682189,"1","1","14","6064","2","2053"
"13013",45.067342,7.682189,"1","1","14","6064","2","2053"
"13014",45.067342,7.682189,"1","1","14","6064","2","2053"
"13015",45.067342,7.682189,"1","1","14","6064","2","2053"
"13016",45.067342,7.682189,"1","1","14","6064","2","2053"
"13017",45.067342,7.682189,"1","1","14","6064","2","2053"
"13018",45.067342,7.682189,"1","1","14","6064","2","2053"
"13019",45.067342,7.682189,"1","1","14","6064","2","2053"
"13020",45.067342,7.682189,"1","1","14","6064","2","2053"
"13021",45.067342,7.682189,"1","1","14","6064","2","2053"
"13022",45.067342,7.682189,"1","1","14","6064","2","2053"
"13023",45.067342,7.682189,"1","1","14","6064","2","2053"
"13024",45.067342,7.682189,"1","1","14","6064","2","2053"
"13025",45.067342,7.682189,"1","1","14","6064","2","2053"
"13026",45.067342,7.682189,"1","1","14","6064","2","2053"
"13027",45.067342,7.682189,"1","1","14","6064","2","2053"
"13028",45.067342,7.682189,"1","1","14","6064","2","2053"
"13029",45.067342,7.682189,"1","1","14","6064","2","2053"
"13030",45.067342,7.682189,"1","1","14","6064","2","2053"
"13031",45.067342,7.682189,"1","1","14","6064","2","2053"
"13032",45.067342,7.682189,"1","1","14","6064","2","2053"
"13033",45.067342,7.682189,"1","1","14","6064","2","2053"
"13034",45.067342,7.682189,"1","1","14","6064","2","2053"
"13035",45.067342,7.682189,"1","1","14","6064","2","2053"
"13036",45.067342,7.682189,"1","1","14","6064","2","2053"
"13037",45.067342,7.682189,"1","1","14","6064","2","2053"
"13038",45.067342,7.682189,"1","1","14","6064","2","2053"
"13039",45.067342,7.682189,"1","1","14","6064","2","2053"
"13040",45.067342,7.682189,"1","1","14","6064","2","2053"
"13041",45.067342,7.682189,"1","1","14","6064","2","2053"
"13042",45.067342,7.682189,"1","1","14","6064","2","2053"
"13043",45.067342,7.682189,"1","1","14","6064","2","2053"
"13044",45.067342,7.682189,"1","1","14","6064","2","2053"
"13045",45.067342,7.682189,"1","1","14","6064","2","2053"
"13046",45.067342,7.682189,"1","1","14","6064","2","2053"
"13047",45.067342,7.682189,"1","1","14","6064","2","2053"
"13048",45.067342,7.682189,"1","1","14","6064","2","2053"
"13049",45.067342,7.682189,"1","1","14","6064","2","2053"
"13050",45.067342,7.682189,"1","1","14","6064","2","2053"
"13051",45.067342,7.682189,"1","1","14","6064","2","2053"
"13052",45.067342,7.682189,"1","1","14","6064","2","2053"
"13053",45.067342,7.682189,"1","1","14","6064","2","2053"
"13054",45.067344,7.682186,"1","1","14","6064","2","2053"
"13055",45.067344,7.682413,"1","1","14","6064","2","2053"
"13056",45.067344,7.682413,"1","1","14","6064","2","2053"
"13057",45.067344,7.682413,"1","1","14","6064","2","2053"
"13058",45.067344,7.682441,"1","1","14","6064","2","2053"
"13059",45.067344,7.682441,"1","1","14","6064","2","2053"
"13061",45.067347,7.682244,"1","1","14","6064","2","2053"
"13062",45.067347,7.682486,"1","1","14","6064","2","2053"
"13063",45.067347,7.682619,"1","1","14","6064","2","2053"
"13064",45.067352,7.682197,"1","1","14","6064","2","2053"
"13065",45.067352,7.682254,"1","1","14","6064","2","2053"
"13066",45.067352,7.682404,"1","1","14","6064","2","2053"
"13067",45.067352,7.682952,"1","1","14","6064","2","2053"
"13068",45.067358,7.682186,"1","1","14","6064","2","2053"
"13069",45.06736,7.682232,"1","1","14","6064","2","2053"
"13070",45.067361,7.682163,"1","1","14","6064","2","2053"
"13071",45.067361,7.682172,"1","1","14","6064","2","2053"
"13073",45.067372,7.682205,"1","1","14","6064","2","2053"
"13074",45.067372,7.682208,"1","1","14","6064","2","2053"
"13076",45.067377,7.681707,"1","1","14","6064","2","2053"
"13077",45.067377,7.682168,"1","1","14","6064","2","2053"
"13078",45.067383,7.682543,"1","1","14","6064","2","2053"
"13079",45.067383,7.682975,"1","1","14","6064","2","2053"
"13080",45.067388,7.683513,"1","1","14","6064","2","2053"
"13082",45.067397,7.68235,"1","1","14","6064","2","2053"
"13083",45.067398,7.682297,"1","1","14","6064","2","2053"
"13085",45.0674,7.682183,"1","1","14","6064","2","2053"
"13086",45.067411,7.682288,"1","1","14","6064","2","2053"
"13089",45.067413,7.671825,"1","1","14","6064","4","522"
"13090",45.067413,7.682468,"1","1","14","6064","2","2053"
"13092",45.067416,7.681875,"1","1","14","6064","2","2053"
"13093",45.067416,7.682555,"1","1","14","6064","2","2053"
"13094",45.067419,7.671838,"1","1","14","6064","4","522"
"13096",45.067425,7.682411,"1","1","14","6064","2","2053"
"13098",45.067427,7.682355,"1","1","14","6064","2","2053"
"13099",45.067436,7.682297,"1","1","14","6064","2","2053"
"13101",45.067438,7.682275,"1","1","14","6064","2","2053"
"13103",45.067443,7.681803,"1","1","14","6064","2","2053"
"13104",45.067443,7.681814,"1","1","14","6064","2","2053"
"13105",45.067443,7.681814,"1","1","14","6064","2","2053"
"13106",45.067443,7.682189,"1","1","14","6064","2","2053"
"13108",45.067444,7.682261,"1","1","14","6064","2","2053"
"13109",45.067444,7.682566,"1","1","14","6064","2","2053"
"13110",45.067444,7.682569,"1","1","14","6064","2","2053"
"13113",45.06745,7.682483,"1","1","14","6064","2","2053"
"13114",45.067452,7.682333,"1","1","14","6064","2","2053"
"13115",45.067452,7.682336,"1","1","14","6064","2","2053"
"13116",45.067458,7.682136,"1","1","14","6064","2","2053"
"13117",45.067458,7.682608,"1","1","14","6064","2","2053"
"13118",45.067458,7.682608,"1","1","14","6064","2","2053"
"13119",45.067458,7.682608,"1","1","14","6064","2","2053"
"13120",45.067458,7.682608,"1","1","14","6064","2","2053"
"13121",45.067463,7.680777,"1","1","14","6064","2","2053"
"13124",45.067466,7.681994,"1","1","14","6064","2","2053"
"13125",45.067466,7.682166,"1","1","14","6064","2","2053"
"13127",45.067469,7.682554,"1","1","14","6064","2","2053"
"13129",45.067475,7.68223,"1","1","14","6064","2","2053"
"13130",45.067477,7.680813,"1","1","14","6064","2","2053"
"13132",45.06748,7.682408,"1","1","14","6064","2","2053"
"13134",45.067486,7.682708,"1","1","14","6064","2","2053"
"13135",45.067488,7.682338,"1","1","14","6064","2","2053"
"13136",45.067489,7.682812,"1","1","14","6064","2","2053"
"13137",45.067491,7.68228,"1","1","14","6064","2","2053"
"13138",45.067491,7.682302,"1","1","14","6064","2","2053"
"13139",45.067494,7.680913,"1","1","14","6064","2","2053"
"13140",45.067494,7.682594,"1","1","14","6064","2","2053"
"13141",45.067497,7.682013,"1","1","14","6064","2","2053"
"13142",45.067497,7.682505,"1","1","14","6064","2","2053"
"13143",45.0675,7.681944,"1","1","14","6064","2","2053"
"13144",45.0675,7.681944,"1","1","14","6064","2","2053"
"13145",45.0675,7.681944,"1","1","14","6064","2","2053"
"13146",45.0675,7.681944,"1","1","14","6064","2","2053"
"13147",45.0675,7.682222,"1","1","14","6064","2","2053"
"13148",45.0675,7.683888,"1","1","14","6064","2","2053"
"13149",45.0675,7.683888,"1","1","14","6064","2","2053"
"13150",45.0675,7.685277,"1","1","14","6064","2","2053"
"13151",45.067504,7.681996,"1","1","14","6064","2","2053"
"13152",45.067504,7.682254,"1","1","14","6064","2","2053"
"13154",45.067508,7.682252,"1","1","14","6064","2","2053"
"13155",45.067525,7.681952,"1","1","14","6064","2","2053"
"13159",45.067538,7.672161,"1","1","14","6064","4","522"
"13161",45.067542,7.685408,"1","1","14","6064","2","2053"
"13162",45.067544,7.671197,"1","1","14","6064","4","522"
"13163",45.067547,7.682436,"1","1","14","6064","2","2053"
"13164",45.067547,7.682436,"1","1","14","6064","2","2053"
"13165",45.06755,7.682255,"1","1","14","6064","2","2053"
"13166",45.06755,7.682258,"1","1","14","6064","2","2053"
"13167",45.06755,7.682277,"1","1","14","6064","2","2053"
"13170",45.067555,7.682561,"1","1","14","6064","2","2053"
"13172",45.067557,7.689796,"1","1","14","6064","0","2314"
"13173",45.067559,7.672641,"1","1","14","6064","4","522"
"13174",45.067561,7.682147,"1","1","14","6064","2","2053"
"13181",45.06758,7.680559,"1","1","14","6064","2","2053"
"13182",45.06758,7.68234,"1","1","14","6064","2","2053"
"13186",45.067588,7.681975,"1","1","14","6064","2","2053"
"13187",45.067588,7.681975,"1","1","14","6064","2","2053"
"13188",45.067588,7.682355,"1","1","14","6064","2","2053"
"13189",45.067592,7.682683,"1","1","14","6064","2","2053"
"13193",45.067596,7.682683,"1","1","14","6064","2","2053"
"13195",45.067597,7.682247,"1","1","14","6064","2","2053"
"13196",45.067597,7.682898,"1","1","14","6064","2","2053"
"13197",45.0676,7.682269,"1","1","14","6064","2","2053"
"13198",45.067604,7.68268,"1","1","14","6064","2","2053"
"13199",45.067607,7.68191,"1","1","14","6064","2","2053"
"13200",45.06761,7.681803,"1","1","14","6064","2","2053"
"13203",45.067614,7.682265,"1","1","14","6064","2","2053"
"13204",45.067618,7.682318,"1","1","14","6064","2","2053"
"13205",45.067618,7.682318,"1","1","14","6064","2","2053"
"13206",45.067618,7.685483,"1","1","14","6064","2","2053"
"13207",45.067625,7.681797,"1","1","14","6064","2","2053"
"13211",45.067627,7.68993,"1","1","14","6064","0","2314"
"13212",45.067633,7.682241,"1","1","14","6064","2","2053"
"13213",45.067633,7.682479,"1","1","14","6064","2","2053"
"13214",45.067633,7.682619,"1","1","14","6064","2","2053"
"13215",45.067635,7.681095,"1","1","14","6064","2","2053"
"13216",45.067638,7.6822,"1","1","14","6064","2","2053"
"13218",45.067648,7.68794,"1","1","14","6064","2","2053"
"13220",45.067653,7.682586,"1","1","14","6064","2","2053"
"13221",45.067655,7.682254,"1","1","14","6064","2","2053"
"13222",45.067655,7.682254,"1","1","14","6064","2","2053"
"13223",45.067655,7.682254,"1","1","14","6064","2","2053"
"13224",45.067655,7.682254,"1","1","14","6064","2","2053"
"13225",45.067655,7.682576,"1","1","14","6064","2","2053"
"13226",45.067657,7.681889,"1","1","14","6064","2","2053"
"13227",45.067657,7.681889,"1","1","14","6064","2","2053"
"13228",45.067657,7.681889,"1","1","14","6064","2","2053"
"13229",45.067657,7.681889,"1","1","14","6064","2","2053"
"13230",45.067658,7.682186,"1","1","14","6064","2","2053"
"13231",45.067663,7.682672,"1","1","14","6064","2","2053"
"13232",45.067671,7.68279,"1","1","14","6064","2","2053"
"13233",45.067671,7.68279,"1","1","14","6064","2","2053"
"13236",45.067672,7.682727,"1","1","14","6064","2","2053"
"13237",45.067675,7.682386,"1","1","14","6064","2","2053"
"13238",45.067675,7.682386,"1","1","14","6064","2","2053"
"13240",45.067686,7.682447,"1","1","14","6064","2","2053"
"13241",45.067686,7.682468,"1","1","14","6064","2","2053"
"13242",45.067686,7.682683,"1","1","14","6064","2","2053"
"13243",45.067686,7.682683,"1","1","14","6064","2","2053"
"13244",45.067686,7.682726,"1","1","14","6064","2","2053"
"13246",45.067688,7.682669,"1","1","14","6064","2","2053"
"13248",45.067693,7.682543,"1","1","14","6064","2","2053"
"13249",45.067693,7.682543,"1","1","14","6064","2","2053"
"13250",45.067698,7.681986,"1","1","14","6064","2","2053"
"13251",45.0677,7.682522,"1","1","14","6064","2","2053"
"13252",45.0677,7.68257,"1","1","14","6064","2","2053"
"13253",45.0677,7.68257,"1","1","14","6064","2","2053"
"13254",45.0677,7.68257,"1","1","14","6064","2","2053"
"13255",45.0677,7.68257,"1","1","14","6064","2","2053"
"13256",45.0677,7.68257,"1","1","14","6064","2","2053"
"13257",45.0677,7.682622,"1","1","14","6064","2","2053"
"13258",45.067701,7.682254,"1","1","14","6064","2","2053"
"13259",45.067701,7.682458,"1","1","14","6064","2","2053"
"13281",45.067705,7.682725,"1","1","14","6064","2","2053"
"13282",45.067708,7.682662,"1","1","14","6064","2","2053"
"13292",45.06771,7.680621,"1","1","14","6064","2","2053"
"13293",45.06771,7.680621,"1","1","14","6064","2","2053"
"13294",45.067713,7.682505,"1","1","14","6064","2","2053"
"13295",45.067716,7.681857,"1","1","14","6064","2","2053"
"13296",45.067716,7.682533,"1","1","14","6064","2","2053"
"13298",45.067718,7.682511,"1","1","14","6064","2","2053"
"13299",45.067731,7.682576,"1","1","14","6064","2","2053"
"13300",45.067733,7.683155,"1","1","14","6064","2","2053"
"13301",45.067737,7.683016,"1","1","14","6064","2","2053"
"13302",45.067738,7.682488,"1","1","14","6064","2","2053"
"13303",45.067738,7.682586,"1","1","14","6064","2","2053"
"13304",45.067739,7.682061,"1","1","14","6064","2","2053"
"13305",45.067741,7.681477,"1","1","14","6064","2","2053"
"13306",45.067741,7.681477,"1","1","14","6064","2","2053"
"13307",45.067741,7.684061,"1","1","14","6064","2","2053"
"13308",45.067741,7.684061,"1","1","14","6064","2","2053"
"13309",45.067743,7.682522,"1","1","14","6064","2","2053"
"13310",45.067744,7.682725,"1","1","14","6064","2","2053"
"13311",45.067751,7.682468,"1","1","14","6064","2","2053"
"13313",45.067752,7.682697,"1","1","14","6064","2","2053"
"13314",45.067752,7.682713,"1","1","14","6064","2","2053"
"13315",45.067755,7.682521,"1","1","14","6064","2","2053"
"13316",45.067756,7.681224,"1","1","14","6064","2","2053"
"13317",45.067756,7.681224,"1","1","14","6064","2","2053"
"13318",45.067762,7.68234,"1","1","14","6064","2","2053"
"13319",45.067762,7.68249,"1","1","14","6064","2","2053"
"13320",45.067762,7.682865,"1","1","14","6064","2","2053"
"13321",45.067763,7.682077,"1","1","14","6064","2","2053"
"13322",45.067769,7.68249,"1","1","14","6064","2","2053"
"13324",45.067775,7.672291,"1","1","14","6064","4","522"
"13325",45.067777,7.682447,"1","1","14","6064","2","2053"
"13326",45.067777,7.682468,"1","1","14","6064","2","2053"
"13327",45.067777,7.6825,"1","1","14","6064","2","2053"
"13328",45.067777,7.6825,"1","1","14","6064","2","2053"
"13329",45.067777,7.6825,"1","1","14","6064","2","2053"
"13330",45.067777,7.6825,"1","1","14","6064","2","2053"
"13331",45.067777,7.6825,"1","1","14","6064","2","2053"
"13332",45.067777,7.682554,"1","1","14","6064","2","2053"
"13333",45.067777,7.682777,"1","1","14","6064","2","2053"
"13334",45.067777,7.682777,"1","1","14","6064","2","2053"
"13335",45.067777,7.682777,"1","1","14","6064","2","2053"
"13336",45.067777,7.682777,"1","1","14","6064","2","2053"
"13337",45.067777,7.682777,"1","1","14","6064","2","2053"
"13338",45.067777,7.682777,"1","1","14","6064","2","2053"
"13339",45.067777,7.682777,"1","1","14","6064","2","2053"
"13340",45.067777,7.682777,"1","1","14","6064","2","2053"
"13341",45.067777,7.682777,"1","1","14","6064","2","2053"
"13342",45.067777,7.687222,"1","1","14","6064","2","2053"
"13343",45.067777,7.687222,"1","1","14","6064","2","2053"
"13344",45.067777,7.687222,"1","1","14","6064","2","2053"
"13354",45.06778,7.682422,"1","1","14","6064","2","2053"
"13355",45.06778,7.682588,"1","1","14","6064","2","2053"
"13357",45.067781,7.68249,"1","1","14","6064","2","2053"
"13358",45.067784,7.683026,"1","1","14","6064","2","2053"
"13359",45.067786,7.676782,"1","1","14","6064","4","522"
"13360",45.067788,7.682558,"1","1","14","6064","2","2053"
"13361",45.067788,7.682558,"1","1","14","6064","2","2053"
"13363",45.067791,7.682558,"1","1","14","6064","2","2053"
"13364",45.067792,7.682318,"1","1","14","6064","2","2053"
"13365",45.067792,7.682318,"1","1","14","6064","2","2053"
"13366",45.067792,7.682576,"1","1","14","6064","2","2053"
"13367",45.067794,7.682661,"1","1","14","6064","2","2053"
"13368",45.067799,7.684711,"1","1","14","6064","2","2053"
"13370",45.067803,7.682546,"1","1","14","6064","2","2053"
"13371",45.067803,7.682546,"1","1","14","6064","2","2053"
"13372",45.067803,7.682546,"1","1","14","6064","2","2053"
"13373",45.067803,7.682546,"1","1","14","6064","2","2053"
"13374",45.067803,7.682546,"1","1","14","6064","2","2053"
"13375",45.067803,7.682546,"1","1","14","6064","2","2053"
"13376",45.067805,7.682416,"1","1","14","6064","2","2053"
"13377",45.067807,7.682318,"1","1","14","6064","2","2053"
"13379",45.067808,7.684652,"1","1","14","6064","2","2053"
"13381",45.067811,7.68249,"1","1","14","6064","2","2053"
"13382",45.067811,7.682577,"1","1","14","6064","2","2053"
"13383",45.067811,7.682652,"1","1","14","6064","2","2053"
"13384",45.067811,7.682796,"1","1","14","6064","2","2053"
"13385",45.067811,7.682796,"1","1","14","6064","2","2053"
"13386",45.067811,7.682796,"1","1","14","6064","2","2053"
"13388",45.067815,7.682511,"1","1","14","6064","2","2053"
"13389",45.067815,7.682511,"1","1","14","6064","2","2053"
"13390",45.067815,7.682511,"1","1","14","6064","2","2053"
"13391",45.067815,7.682511,"1","1","14","6064","2","2053"
"13392",45.067819,7.684636,"1","1","14","6064","2","2053"
"13393",45.067822,7.68191,"1","1","14","6064","2","2053"
"13394",45.067822,7.681953,"1","1","14","6064","2","2053"
"13395",45.067822,7.682093,"1","1","14","6064","2","2053"
"13396",45.067822,7.682511,"1","1","14","6064","2","2053"
"13397",45.067822,7.682511,"1","1","14","6064","2","2053"
"13398",45.067822,7.682511,"1","1","14","6064","2","2053"
"13399",45.067822,7.682511,"1","1","14","6064","2","2053"
"13400",45.067822,7.682511,"1","1","14","6064","2","2053"
"13401",45.067822,7.682597,"1","1","14","6064","2","2053"
"13402",45.067822,7.682597,"1","1","14","6064","2","2053"
"13403",45.067822,7.68263,"1","1","14","6064","2","2053"
"13404",45.067825,7.682602,"1","1","14","6064","2","2053"
"13405",45.067825,7.682602,"1","1","14","6064","2","2053"
"13406",45.06783,7.683048,"1","1","14","6064","2","2053"
"13408",45.067833,7.682716,"1","1","14","6064","2","2053"
"13409",45.067834,7.680602,"1","1","14","6064","2","2053"
"13413",45.067841,7.682433,"1","1","14","6064","2","2053"
"13414",45.067843,7.683126,"1","1","14","6064","2","2053"
"13415",45.067843,7.683126,"1","1","14","6064","2","2053"
"13416",45.067843,7.683126,"1","1","14","6064","2","2053"
"13421",45.067845,7.682254,"1","1","14","6064","2","2053"
"13422",45.067845,7.68249,"1","1","14","6064","2","2053"
"13426",45.067852,7.682061,"1","1","14","6064","2","2053"
"13427",45.067852,7.682061,"1","1","14","6064","2","2053"
"13428",45.067852,7.682147,"1","1","14","6064","2","2053"
"13430",45.067855,7.682661,"1","1","14","6064","2","2053"
"13431",45.067857,7.681281,"1","1","14","6064","2","2053"
"13434",45.067863,7.682655,"1","1","14","6064","2","2053"
"13435",45.067863,7.683886,"1","1","14","6064","2","2053"
"13439",45.067868,7.682651,"1","1","14","6064","2","2053"
"13440",45.067872,7.682427,"1","1","14","6064","2","2053"
"13441",45.067875,7.682297,"1","1","14","6064","2","2053"
"13442",45.067875,7.68264,"1","1","14","6064","2","2053"
"13443",45.067875,7.68264,"1","1","14","6064","2","2053"
"13445",45.067877,7.682141,"1","1","14","6064","2","2053"
"13449",45.067883,7.677576,"1","1","14","6064","4","522"
"13453",45.067888,7.682297,"1","1","14","6064","2","2053"
"13455",45.067891,7.682633,"1","1","14","6064","2","2053"
"13456",45.067891,7.682633,"1","1","14","6064","2","2053"
"13462",45.067898,7.68205,"1","1","14","6064","2","2053"
"13463",45.067898,7.682468,"1","1","14","6064","2","2053"
"13464",45.067898,7.682533,"1","1","14","6064","2","2053"
"13467",45.067902,7.681655,"1","1","14","6064","2","2053"
"13474",45.067916,7.682602,"1","1","14","6064","2","2053"
"13477",45.067921,7.682801,"1","1","14","6064","2","2053"
"13479",45.067925,7.682688,"1","1","14","6064","2","2053"
"13484",45.067928,7.682554,"1","1","14","6064","2","2053"
"13491",45.067936,7.673411,"1","1","14","6064","4","522"
"13493",45.067938,7.682522,"1","1","14","6064","2","2053"
"13495",45.067943,7.68264,"1","1","14","6064","2","2053"
"13496",45.067943,7.6847,"1","1","14","6064","2","2053"
"13497",45.067944,7.682463,"1","1","14","6064","2","2053"
"13499",45.06795,7.684505,"1","1","14","6064","2","2053"
"13507",45.067958,7.682869,"1","1","14","6064","2","2053"
"13509",45.067959,7.681953,"1","1","14","6064","2","2053"
"13510",45.067959,7.682726,"1","1","14","6064","2","2053"
