,lat,lng,ids,predictions,label,cores
166,45.023371,7.669023,49208268292,"6 : 0.054920293, 6 : 0.03555768, 13 : 0.033058394",1,1
167,45.023371,7.669023,49208262757,"7 : 0.86436296, 7 : 0.05235666, 10 : 0.008555333",1,1
168,45.023371,7.669023,49208049211,"13 : 0.8941448, 13 : 0.040504128, 13 : 0.008326008",1,1
169,45.023371,7.669023,49207568818,"2 : 0.172454, 12 : 0.14893901, 8 : 0.040871903",1,1
170,45.023371,7.669023,49208267827,"2 : 0.14330378, 13 : 0.12118975, 2 : 0.086749285",1,1
171,45.023371,7.669023,49207564628,"7 : 0.48683617, 7 : 0.38717657, 7 : 0.08917545",1,1
172,45.023371,7.669023,49208046856,"7 : 0.25098515, 13 : 0.08305377, 13 : 0.034100298",1,1
173,45.023371,7.669023,49208048616,"2 : 0.5329239, 9 : 0.042128067, 5 : 0.017963579",1,1
174,45.023371,7.669023,49208047431,"13 : 0.14387088, 13 : 0.0778035, 12 : 0.04997499",1,1
175,45.023371,7.669023,49208266692,"13 : 0.45098454, 13 : 0.12889908, 13 : 0.05944688",1,1
176,45.023371,7.669023,49207561523,"6 : 0.025742201, 6 : 0.022992702, 13 : 0.021860398",1,1
177,45.023371,7.669023,49207567333,"2 : 0.153931, 13 : 0.10651045, 13 : 0.10235633",1,1
178,45.023371,7.669023,49207559988,"13 : 0.18820176, 14 : 0.05703211, 13 : 0.041765116",1,1
179,45.023371,7.669023,49208269492,"13 : 0.13624771, 14 : 0.11743859, 13 : 0.07563955",1,1
180,45.023371,7.669023,49208267952,"13 : 0.3854198, 6 : 0.022867654, 7 : 0.010164169",1,1
181,45.023371,7.669023,49208050286,"10 : 0.08566028, 2 : 0.08540358, 13 : 0.07203519",1,1
182,45.023371,7.669023,49208264587,"13 : 0.3434958, 13 : 0.03552165, 7 : 0.034920514",1,1
183,45.023371,7.669023,49208049766,"9 : 0.21112497, 9 : 0.08472782, 5 : 0.07434937",1,1
184,45.023371,7.669023,49207563703,"13 : 0.21225418, 7 : 0.075843155, 7 : 0.07133684",1,1
185,45.023371,7.669023,49207556018,"13 : 0.20195095, 13 : 0.18055533, 7 : 0.056094144",1,1
186,45.023371,7.669023,49208050796,"8 : 0.3843643, 7 : 0.19660524, 3 : 0.046797007",1,1
187,45.023371,7.669023,49207561628,"13 : 0.090227194, 13 : 0.08614943, 7 : 0.05674979",1,1
188,45.023371,7.669023,49208271447,"13 : 0.045972798, 13 : 0.029311193, 13 : 0.029000765",1,1
189,45.023371,7.669023,49208043291,"13 : 0.4566939, 12 : 0.037942763, 13 : 0.025506856",1,1
190,45.023371,7.669023,49208271032,"13 : 0.23359041, 2 : 0.041291166, 13 : 0.03179645",1,1
191,45.023371,7.669023,49208265412,"13 : 0.2120094, 13 : 0.11888652, 13 : 0.07976763",1,1
192,45.023371,7.669023,49207566223,"12 : 0.14456803, 13 : 0.097317904, 7 : 0.035055164",1,1
193,45.023371,7.669023,49207563418,"12 : 0.45368522, 13 : 0.34061196, 2 : 0.020441152",1,1
194,45.023371,7.669023,49208269312,"9 : 0.37129247, 13 : 0.15232204, 13 : 0.016238032",1,1
195,45.023371,7.669023,49207566553,"13 : 0.35775024, 13 : 0.035238743, 5 : 0.025921594",1,1
196,45.023371,7.669023,49208268652,"13 : 0.23393919, 14 : 0.03713898, 5 : 0.020407131",1,1
197,45.023371,7.669023,49208258262,"7 : 0.24083647, 13 : 0.058989692, 13 : 0.04474669",1,1
198,45.023371,7.669023,49207565208,"5 : 0.27096373, 7 : 0.09956541, 13 : 0.053213965",1,1
199,45.023371,7.669023,49207563178,"13 : 0.13748325, 13 : 0.07119598, 13 : 0.035769537",1,1
200,45.023371,7.669023,49207566163,"2 : 0.23341244, 13 : 0.1674781, 12 : 0.05007354",1,1
201,45.023371,7.669023,49207564548,"9 : 0.94968915, 13 : 0.00543956, 2 : 0.0007754778",1,1
202,45.023371,7.669023,49207562008,"7 : 0.3487769, 5 : 0.06971544, 7 : 0.053013448",1,1
203,45.023371,7.669023,49208051966,"13 : 0.28256518, 13 : 0.04683835, 9 : 0.030870683",1,1
204,45.023371,7.669023,49208048921,"13 : 0.4399931, 13 : 0.24593219, 8 : 0.091300115",1,1
205,45.023371,7.669023,49207555853,"2 : 0.043455493, 12 : 0.03906264, 13 : 0.019598067",1,1
206,45.023371,7.669023,49208269452,"13 : 0.4403813, 2 : 0.11052042, 13 : 0.06818105",1,1
207,45.023371,7.669023,49208040861,"7 : 0.24636039, 8 : 0.10616437, 4 : 0.05735151",1,1
208,45.023371,7.669023,49208049521,"13 : 0.26417524, 7 : 0.03425468, 13 : 0.03283531",1,1
209,45.023371,7.669023,49208041326,"13 : 0.119216435, 13 : 0.021051517, 2 : 0.01996274",1,1
210,45.023371,7.669023,49207562728,"5 : 0.1885573, 7 : 0.154519, 13 : 0.13462308",1,1
211,45.023371,7.669023,49207557093,"13 : 0.15327749, 7 : 0.11690516, 14 : 0.067322575",1,1
212,45.023371,7.669023,49207564933,"13 : 0.7862133, 13 : 0.027868124, 7 : 0.0169508",1,1
213,45.023371,7.669023,49208269752,"13 : 0.112292856, 2 : 0.04593069, 13 : 0.034866966",1,1
214,45.023371,7.669023,49208271612,"2 : 0.06514399, 4 : 0.06352415, 13 : 0.04219952",1,1
215,45.023371,7.669023,49208039991,"7 : 0.27871817, 7 : 0.05840585, 13 : 0.057273608",1,1
216,45.023371,7.669023,49208047341,"13 : 0.91128933, 13 : 0.011748378, 13 : 0.003999756",1,1
217,45.023371,7.669023,49207563863,"7 : 0.28125724, 5 : 0.07537264, 2 : 0.030873071",1,1
218,45.023371,7.669023,49207562493,"7 : 0.09524896, 13 : 0.08246063, 13 : 0.034351043",1,1
219,45.023371,7.669023,49208266062,"13 : 0.22845997, 9 : 0.057577252, 12 : 0.04774977",1,1
220,45.023371,7.669023,49208267547,"13 : 0.5850204, 4 : 0.033088394, 13 : 0.0173934",1,1
221,45.023371,7.669023,49208048546,"7 : 0.6733235, 7 : 0.15950324, 13 : 0.022745363",1,1
222,45.023371,7.669023,49208046566,"7 : 0.17448668, 13 : 0.12383417, 13 : 0.118074514",1,1
223,45.023371,7.669023,49207558883,"2 : 0.6367233, 12 : 0.010219367, 4 : 0.0047844118",1,1
224,45.023371,7.669023,49207564238,"7 : 0.14778459, 7 : 0.05420474, 7 : 0.05042093",1,1
225,45.023371,7.669023,49208270842,"2 : 0.632789, 13 : 0.12654585, 2 : 0.0070405533",1,1
226,45.023371,7.669023,49208270992,"13 : 0.26644722, 13 : 0.05395412, 13 : 0.03199825",1,1
227,45.023371,7.669023,49208040376,"7 : 0.8935901, 2 : 0.011827667, 11 : 0.003837648",1,1
228,45.023371,7.669023,49207567393,"13 : 0.5595594, 9 : 0.2550863, 8 : 0.0056981887",1,1
229,45.023371,7.669023,49208262402,"12 : 0.19808735, 13 : 0.1056546, 2 : 0.080242515",1,1
230,45.023371,7.669023,49208268757,"13 : 0.17201617, 8 : 0.10353414, 2 : 0.06722067",1,1
231,45.023371,7.669023,49208043606,"13 : 0.11652005, 7 : 0.065209776, 13 : 0.05027278",1,1
232,45.023371,7.669023,49208045811,"13 : 0.36964622, 7 : 0.061571524, 7 : 0.034693237",1,1
233,45.023371,7.669023,49207556868,"13 : 0.35497114, 13 : 0.1323762, 13 : 0.06476028",1,1
234,45.023371,7.669023,49207566053,"13 : 0.15051122, 12 : 0.057169583, 13 : 0.044441756",1,1
235,45.023371,7.669023,49207563483,"13 : 0.5754467, 13 : 0.022709265, 14 : 0.0144114755",1,1
236,45.023371,7.669023,49208051206,"13 : 0.08112029, 13 : 0.063870676, 13 : 0.04008229",1,1
237,45.023371,7.669023,49207558343,"3 : 0.2849584, 13 : 0.11300565, 2 : 0.032804374",1,1
238,45.023371,7.669023,49208044966,"13 : 0.2082653, 13 : 0.11482186, 6 : 0.06909584",1,1
239,45.023371,7.669023,49208271397,"7 : 0.1175047, 13 : 0.08152515, 2 : 0.0661383",1,1
240,45.023371,7.669023,49207567718,"13 : 0.12787633, 14 : 0.09510196, 13 : 0.065330744",1,1
241,45.023371,7.669023,49208262967,"13 : 0.08157983, 2 : 0.054198135, 8 : 0.04818625",1,1
242,45.023371,7.669023,49207567948,"9 : 0.99990475, 2 : 2.4202725e-05, 13 : 5.216127e-06",1,1
243,45.023371,7.669023,49207562058,"13 : 0.15252155, 13 : 0.06695887, 13 : 0.043676198",1,1
244,45.023371,7.669023,49208046201,"13 : 0.27461508, 2 : 0.054081853, 3 : 0.04356396",1,1
245,45.023371,7.669023,49208268212,"13 : 0.08178106, 13 : 0.07881939, 13 : 0.035154965",1,1
246,45.023371,7.669023,49208271142,"13 : 0.3515087, 13 : 0.059305158, 7 : 0.044123705",1,1
247,45.023371,7.669023,49208267892,"13 : 0.22921899, 13 : 0.12939398, 14 : 0.06254608",1,1
248,45.023371,7.669023,49207569163,"12 : 0.58547294, 2 : 0.092134304, 3 : 0.068433285",1,1
249,45.023371,7.669023,49208258662,"6 : 0.14699054, 8 : 0.037512016, 7 : 0.034550868",1,1
250,45.023371,7.669023,49208258502,"13 : 0.3741809, 13 : 0.03851182, 6 : 0.020728368",1,1
251,45.023371,7.669023,49208039471,"2 : 0.32330063, 12 : 0.02294078, 8 : 0.021484401",1,1
252,45.023371,7.669023,49207557368,"13 : 0.43770695, 7 : 0.31048548, 13 : 0.0071811723",1,1
253,45.023371,7.669023,49208260962,"3 : 0.12543641, 2 : 0.08378516, 12 : 0.07729796",1,1
254,45.023371,7.669023,49208266367,"13 : 0.22663285, 13 : 0.11567361, 12 : 0.066050604",1,1
255,45.023371,7.669023,49207556908,"2 : 0.05015363, 2 : 0.038618512, 5 : 0.022516984",1,1
256,45.023371,7.669023,49208047946,"9 : 0.8272725, 13 : 0.021632617, 5 : 0.012763008",1,1
257,45.023371,7.669023,49207564093,"12 : 0.11889895, 8 : 0.106102966, 13 : 0.0573637",1,1
