field_1,lat,lng,label,cores,predictions,ids,CLUSTER_ID
4601,45.042288,7.652621,0,1,"13 : 0.15857868, 13 : 0.12845229, 13 : 0.11017319",45625842945,6
4602,45.042288,7.652621,0,1,"13 : 0.71033275, 13 : 0.04724342, 13 : 0.03686144",33545506768,6
4603,45.042288,7.652621,0,1,"13 : 0.37845623, 13 : 0.22309698, 13 : 0.056285985",33545460858,6
4604,45.042288,7.652621,0,1,"13 : 0.62663937, 13 : 0.099808894, 13 : 0.04405092",33336962742,6
4605,45.042288,7.652621,0,1,"13 : 0.25894085, 9 : 0.0575251, 7 : 0.040630512",33492849895,6
4606,45.042288,7.652621,0,1,"13 : 0.89021033, 13 : 0.04519044, 13 : 0.0093659535",33451674476,6
4607,45.042288,7.652621,0,1,"13 : 0.9775419, 13 : 0.01226235, 13 : 0.0031378474",33364505121,6
4608,45.042288,7.652621,0,1,"13 : 0.61436975, 13 : 0.24606554, 13 : 0.0353092",33509012095,6
4609,45.042288,7.652621,0,1,"13 : 0.8430189, 13 : 0.11484136, 13 : 0.009848043",33380195571,6
4610,45.042288,7.652621,0,1,"13 : 0.5971639, 13 : 0.30973276, 13 : 0.03186738",33125375800,6
4611,45.042288,7.652621,0,1,"13 : 0.65875304, 13 : 0.13826135, 13 : 0.094813354",33380374721,6
4612,45.042288,7.652621,0,1,"13 : 0.96939653, 13 : 0.021142976, 13 : 0.00435801",32665459114,6
4613,45.042288,7.652621,0,1,"13 : 0.72802573, 13 : 0.13946056, 13 : 0.024379542",33352327652,6
4614,45.042288,7.652621,0,1,"13 : 0.41686153, 13 : 0.2147753, 13 : 0.05595983",33855479894,6
4615,45.042288,7.652621,0,1,"13 : 0.9109333, 13 : 0.030466966, 13 : 0.0117476415",34536385412,6
4616,45.042288,7.652621,0,1,"13 : 0.48373616, 13 : 0.4687539, 13 : 0.009259323",33887853783,6
4617,45.042288,7.652621,0,1,"13 : 0.43508583, 13 : 0.34562752, 13 : 0.0611719",34313313120,6
4618,45.042288,7.652621,0,1,"13 : 0.67077065, 12 : 0.033603076, 13 : 0.024834285",34698148735,6
4619,45.042288,7.652621,0,1,"13 : 0.8659159, 8 : 0.014308673, 13 : 0.012914062",34657722486,6
4620,45.042288,7.652621,0,1,"13 : 0.9682704, 13 : 0.009577735, 13 : 0.00240424",34536199242,6
4621,45.042288,7.652621,0,1,"13 : 0.91888916, 13 : 0.023595357, 6 : 0.014399246",34536379842,6
4622,45.042288,7.652621,0,1,"13 : 0.5267368, 13 : 0.4631974, 13 : 0.0010590248",34542377302,6
4623,45.042288,7.652621,0,1,"13 : 0.927172, 13 : 0.021528292, 13 : 0.012387123",34663638656,6
4624,45.042288,7.652621,0,1,"13 : 0.97323674, 13 : 0.016069436, 13 : 0.0042356104",34704083295,6
4625,45.042288,7.652621,0,1,"13 : 0.95796406, 13 : 0.02968901, 13 : 0.0008741089",34663634256,6
4626,45.042288,7.652621,0,1,"13 : 0.4269143, 13 : 0.1514299, 13 : 0.14537334",34703985895,6
4627,45.042288,7.652621,0,1,"13 : 0.27978808, 13 : 0.16075607, 13 : 0.08781571",32523018587,6
4628,45.042305,7.65043,0,1,"13 : 0.30975035, 9 : 0.0718423, 10 : 0.05504743",49315186956,6
4629,45.042375,7.650325,0,1,"13 : 0.42176548, 13 : 0.04358066, 14 : 0.040444385",49314691423,6
4630,45.042375,7.650325,0,1,"13 : 0.17268239, 1 : 0.13481385, 13 : 0.10798359",49315187746,6
4631,45.042375,7.651372,0,1,"4 : 0.26642317, 13 : 0.20395915, 7 : 0.059210513",49315187371,6
4632,45.042377,7.673516,0,1,"8 : 0.8210548, 8 : 0.1064951, 13 : 0.017440626",41497579672,10
4633,45.042386,7.650719,0,1,"13 : 0.124364585, 6 : 0.087232746, 12 : 0.08348484",49315394702,6
4634,45.042411,7.673663,0,1,"8 : 0.68710285, 13 : 0.19347219, 8 : 0.0317454",41497580182,10
4635,45.042436,7.671188,0,1,"9 : 0.6005605, 12 : 0.04621145, 8 : 0.02040612",43849337970,10
4636,45.042491,7.650155,0,1,"13 : 0.41652688, 13 : 0.102406256, 5 : 0.09558717",49314687728,6
4637,45.042497,7.650175,0,1,"13 : 0.06403799, 14 : 0.06398113, 5 : 0.05164978",49315394452,6
4638,45.0425,7.652717,0,1,"13 : 0.6259133, 9 : 0.14508002, 13 : 0.036045298",45357274731,6
4639,45.0425,7.653333,0,1,"5 : 0.9720162, 14 : 0.0071629267, 6 : 0.0041683833",48348098522,6
4640,45.042525,7.6709,0,1,"8 : 0.89192915, 8 : 0.006309552, 8 : 0.0015477624",48944048672,10
4641,45.042529,7.651344,0,1,"13 : 0.9813107, 13 : 0.0068806866, 13 : 0.0011742734",38962622861,6
4642,45.042529,7.651344,0,1,"13 : 0.9507648, 13 : 0.03288578, 13 : 0.0023234123",38962622561,6
4643,45.042529,7.651344,0,1,"13 : 0.9286144, 13 : 0.03338715, 13 : 0.023806127",38962622671,6
4644,45.042529,7.651344,0,1,"13 : 0.96805423, 13 : 0.026711887, 13 : 0.0029643695",24097873157,6
4645,45.042529,7.651344,0,1,"13 : 0.96366286, 13 : 0.03279625, 13 : 0.00043714445",38962622411,6
4646,45.042529,7.651344,0,1,"13 : 0.9935456, 13 : 0.0035272974, 7 : 0.00056628743",27185237639,6
4647,45.042529,7.651344,0,1,"13 : 0.47377986, 13 : 0.44457823, 13 : 0.025868451",27185237559,6
4648,45.042529,7.651344,0,1,"13 : 0.9495192, 13 : 0.04954613, 7 : 0.00010496936",27185236819,6
4649,45.042529,7.651344,0,1,"13 : 0.97755504, 13 : 0.011699533, 13 : 0.0071407408",38926255602,6
4650,45.042529,7.651344,0,1,"6 : 0.5793811, 13 : 0.27389827, 6 : 0.017745452",38926255082,6
4651,45.042529,7.651344,0,1,"13 : 0.9320534, 13 : 0.047256626, 13 : 0.005829549",27185236619,6
4652,45.042529,7.651344,0,1,"13 : 0.6050121, 13 : 0.31327507, 13 : 0.029573334",27185236169,6
4653,45.042529,7.651344,0,1,"13 : 0.98902345, 13 : 0.004744807, 13 : 0.0016258102",38246749624,6
4654,45.042529,7.651344,0,1,"13 : 0.95005226, 13 : 0.018051267, 13 : 0.0069099613",38246749404,6
4655,45.042529,7.651344,0,1,"13 : 0.9362183, 13 : 0.04043331, 13 : 0.018265558",38246749064,6
4656,45.042529,7.651344,0,1,"13 : 0.931398, 2 : 0.008937601, 13 : 0.0046466887",38246749214,6
4657,45.042529,7.651344,0,1,"13 : 0.8739017, 13 : 0.01843274, 13 : 0.014198541",38246749224,6
4658,45.042529,7.651344,0,1,"13 : 0.92689323, 13 : 0.051370583, 13 : 0.017587816",27185235619,6
4659,45.042529,7.651344,0,1,"13 : 0.90601546, 13 : 0.02697383, 13 : 0.020065656",38246748814,6
4660,45.042529,7.651344,0,1,"13 : 0.99929655, 13 : 0.0004973563, 13 : 9.423392e-05",38246748634,6
4661,45.042529,7.651344,0,1,"13 : 0.45769697, 13 : 0.059848532, 13 : 0.035407394",38246748384,6
4662,45.042529,7.651344,0,1,"13 : 0.78954846, 13 : 0.047942046, 13 : 0.03287823",24097867277,6
4663,45.042529,7.651344,0,1,"13 : 0.16577357, 13 : 0.06939168, 13 : 0.047630664",24097866847,6
4664,45.042529,7.651344,0,1,"13 : 0.8079914, 13 : 0.16756466, 2 : 0.00814183",27185233799,6
4665,45.042529,7.651344,0,1,"13 : 0.7329839, 13 : 0.119232014, 13 : 0.030880088",38962615741,6
4666,45.042529,7.651344,0,1,"13 : 0.9844951, 13 : 0.012130937, 13 : 0.0020226734",38962614771,6
4667,45.042529,7.651344,0,1,"13 : 0.949334, 13 : 0.016363163, 13 : 0.011177346",38926247522,6
4668,45.042529,7.651344,0,1,"13 : 0.8703911, 13 : 0.057042047, 13 : 0.028022096",38926246962,6
4669,45.042529,7.651344,0,1,"13 : 0.69665325, 13 : 0.2886588, 13 : 0.0015852018",38962611971,6
4670,45.042529,7.651344,0,1,"13 : 0.93166167, 13 : 0.06353099, 13 : 0.0017655559",38926245482,6
4671,45.042529,7.651344,0,1,"13 : 0.57528096, 13 : 0.40834865, 13 : 0.006623622",38926245152,6
4672,45.042529,7.651344,0,1,"13 : 0.58917654, 13 : 0.39827716, 13 : 0.0030402471",38926244372,6
4673,45.042529,7.651344,0,1,"13 : 0.53003955, 13 : 0.3358265, 13 : 0.009824181",38962609671,6
4674,45.042529,7.651344,0,1,"13 : 0.1722849, 13 : 0.16810401, 2 : 0.13130088",38926242872,6
4675,45.042529,7.651344,0,1,"13 : 0.951434, 13 : 0.04689406, 13 : 0.00069849484",38926242342,6
4676,45.042529,7.651344,0,1,"13 : 0.9920184, 13 : 0.0071951435, 13 : 0.00046546938",38926241632,6
4677,45.042529,7.651344,0,1,"13 : 0.80750054, 13 : 0.14702985, 13 : 0.005639789",24097852687,6
4678,45.042529,7.651344,0,1,"13 : 0.98953885, 13 : 0.008887663, 13 : 0.000511081",38926240362,6
4679,45.042529,7.651344,0,1,"13 : 0.90040886, 13 : 0.08502892, 13 : 0.009333519",38926240202,6
4680,45.042529,7.651344,0,1,"13 : 0.38813934, 13 : 0.2661917, 6 : 0.06627192",38926239712,6
4681,45.042529,7.651344,0,1,"13 : 0.99065596, 13 : 0.0077149635, 13 : 0.0012069545",38926238992,6
4682,45.042529,7.651344,0,1,"13 : 0.9766734, 13 : 0.02037759, 13 : 0.0006797918",24097850217,6
4683,45.042529,7.651344,0,1,"13 : 0.9885395, 13 : 0.0049305395, 13 : 0.0037424595",24097848127,6
4684,45.042529,7.651344,0,1,"13 : 0.947054, 13 : 0.004649553, 13 : 0.002721273",38926236072,6
4685,45.042529,7.651344,0,1,"13 : 0.9990349, 13 : 0.000481883, 13 : 0.00041838302",38926235902,6
4686,45.042529,7.651344,0,1,"13 : 0.928847, 13 : 0.013847027, 13 : 0.007963278",24097847147,6
4687,45.042529,7.651344,0,1,"13 : 0.7040932, 13 : 0.27196544, 13 : 0.0031495",24097846907,6
4688,45.042529,7.651344,0,1,"13 : 0.6987023, 13 : 0.06641609, 7 : 0.018125981",38926235592,6
4689,45.042529,7.651344,0,1,"13 : 0.98872024, 13 : 0.0033312154, 13 : 0.0026971628",38926235362,6
4690,45.042529,7.651344,0,1,"13 : 0.94604546, 13 : 0.009827498, 13 : 0.0028447658",38926235062,6
4691,45.042529,7.651344,0,1,"13 : 0.9951859, 13 : 0.0017248236, 13 : 0.00093791884",38246730084,6
4692,45.042529,7.651344,0,1,"13 : 0.96260715, 13 : 0.015139328, 13 : 0.006653451",24097843867,6
4693,45.042529,7.651344,0,1,"13 : 0.69084924, 13 : 0.08345794, 13 : 0.07768245",24097842987,6
4694,45.042529,7.651344,0,1,"13 : 0.46829575, 13 : 0.45061556, 13 : 0.026250266",38926231042,6
4695,45.042529,7.651344,0,1,"13 : 0.9451911, 7 : 0.012246072, 13 : 0.010491591",24097842247,6
4696,45.042529,7.651344,0,1,"13 : 0.30741245, 12 : 0.13675883, 13 : 0.10968197",24097841577,6
4697,45.042529,7.651344,0,1,"13 : 0.9602616, 13 : 0.03221632, 13 : 0.0020952767",38926230652,6
4698,45.042529,7.651344,0,1,"13 : 0.89378375, 13 : 0.06559633, 13 : 0.016853519",38926230382,6
4699,45.042529,7.651344,0,1,"13 : 0.9769266, 13 : 0.016435208, 13 : 0.0024538345",38246726034,6
4700,45.042529,7.651344,0,1,"13 : 0.8933067, 13 : 0.09222677, 13 : 0.0038445767",24097840987,6
4701,45.042529,7.651344,0,1,"13 : 0.9369711, 13 : 0.025795115, 13 : 0.017226815",38926230182,6
4702,45.042529,7.651344,0,1,"2 : 0.08857596, 12 : 0.062133648, 11 : 0.046322465",38926229742,6
4703,45.042529,7.651344,0,1,"13 : 0.94931716, 13 : 0.020565363, 13 : 0.00635622",38926229412,6
4704,45.042529,7.651344,0,1,"13 : 0.7953951, 13 : 0.07854431, 13 : 0.056815732",38246724654,6
4705,45.042529,7.651344,0,1,"13 : 0.9689229, 13 : 0.021863477, 13 : 0.0014555705",38926228172,6
4706,45.042529,7.651344,0,1,"13 : 0.9704197, 13 : 0.015172963, 13 : 0.011494547",38926227872,6
4707,45.042529,7.651344,0,1,"13 : 0.7501391, 13 : 0.17635837, 13 : 0.036978852",38246724314,6
4708,45.042529,7.651344,0,1,"13 : 0.9533965, 13 : 0.013661795, 13 : 0.010447192",38246723854,6
4709,45.042529,7.651344,0,1,"13 : 0.8474042, 13 : 0.07916642, 13 : 0.02291755",38926227432,6
4710,45.042529,7.651344,0,1,"13 : 0.56491077, 13 : 0.2527623, 13 : 0.060983367",38246723654,6
4711,45.042529,7.651344,0,1,"13 : 0.91499704, 13 : 0.05274687, 13 : 0.01733864",38246723254,6
4712,45.042529,7.651344,0,1,"13 : 0.89588314, 13 : 0.027442468, 13 : 0.026823925",38246722974,6
4713,45.042529,7.651344,0,1,"13 : 0.973315, 13 : 0.013078162, 13 : 0.011615541",38926226662,6
4714,45.042529,7.651344,0,1,"13 : 0.5594225, 13 : 0.39024684, 13 : 0.029452896",38926226232,6
4715,45.042529,7.651344,0,1,"13 : 0.9039156, 13 : 0.08557076, 13 : 0.005761434",38926225572,6
4716,45.042529,7.651344,0,1,"13 : 0.509383, 13 : 0.28033507, 13 : 0.023519142",38926224662,6
4717,45.042529,7.651344,0,1,"13 : 0.8564615, 13 : 0.042054497, 13 : 0.018041227",38926223862,6
4718,45.042529,7.651344,0,1,"13 : 0.90948033, 13 : 0.03489977, 13 : 0.025675796",38926222792,6
4719,45.042529,7.651344,0,1,"13 : 0.81635827, 13 : 0.17551473, 13 : 0.0041232845",24097832247,6
4720,45.042529,7.651344,0,1,"13 : 0.9034867, 13 : 0.01487006, 13 : 0.011076868",24097831207,6
4721,45.042529,7.651344,0,1,"13 : 0.54243875, 13 : 0.4065938, 13 : 0.021619575",24097830147,6
4722,45.042529,7.651344,0,1,"13 : 0.5820863, 13 : 0.37853426, 13 : 0.0068958793",24097829357,6
4723,45.042529,7.651344,0,1,"13 : 0.7516946, 13 : 0.20332186, 2 : 0.013135141",24097827897,6
4724,45.042529,7.651344,0,1,"13 : 0.9053737, 13 : 0.088179454, 13 : 0.0036235035",38926216042,6
4725,45.042529,7.651344,0,1,"13 : 0.9125882, 13 : 0.05361942, 13 : 0.014033839",24097827707,6
4726,45.042529,7.651344,0,1,"13 : 0.6504931, 13 : 0.24455146, 13 : 0.027846301",38926215602,6
4727,45.042529,7.651344,0,1,"13 : 0.96807855, 13 : 0.014308788, 13 : 0.004256796",38926215752,6
4728,45.042529,7.651344,0,1,"7 : 0.11348108, 7 : 0.09865356, 13 : 0.026025683",38926215232,6
4729,45.042529,7.651344,0,1,"7 : 0.26351014, 13 : 0.0452625, 7 : 0.02919591",24097826727,6
4730,45.042529,7.651344,0,1,"13 : 0.7782303, 13 : 0.09643798, 13 : 0.031121714",38926215492,6
4731,45.042529,7.651344,0,1,"13 : 0.3984834, 13 : 0.25320163, 13 : 0.087122306",24097826467,6
4732,45.042529,7.651344,0,1,"13 : 0.36440223, 13 : 0.23703605, 13 : 0.17923963",26328890958,6
4733,45.042529,7.651344,0,1,"13 : 0.41818202, 13 : 0.31702003, 13 : 0.11174329",26328890758,6
4734,45.042529,7.651344,0,1,"13 : 0.9518757, 13 : 0.030843979, 13 : 0.0056064604",26328890678,6
4735,45.042529,7.651344,0,1,"13 : 0.6421052, 4 : 0.07800749, 13 : 0.07666732",26328890838,6
4736,45.042529,7.651344,0,1,"13 : 0.7844341, 13 : 0.13925458, 13 : 0.023312474",26328890448,6
4737,45.042529,7.651344,0,1,"13 : 0.42145282, 13 : 0.39652628, 13 : 0.039493214",26328890028,6
4738,45.042529,7.651344,0,1,"13 : 0.87932646, 13 : 0.059646454, 13 : 0.012072921",26328890108,6
4739,45.042529,7.651344,0,1,"13 : 0.48062024, 13 : 0.26826933, 13 : 0.074069165",26328889298,6
4740,45.042529,7.651344,0,1,"13 : 0.8280991, 13 : 0.1143235, 13 : 0.018985154",26328889668,6
4741,45.042529,7.651344,0,1,"13 : 0.81278414, 13 : 0.15381268, 13 : 0.0091596795",26328889428,6
4742,45.042529,7.651344,0,1,"13 : 0.7363736, 13 : 0.051923603, 13 : 0.039943952",26328889078,6
4743,45.042529,7.651344,0,1,"13 : 0.88915205, 13 : 0.06959769, 7 : 0.004153639",25329770627,6
4744,45.042529,7.651344,0,1,"2 : 0.3157732, 4 : 0.1267314, 4 : 0.08249535",26328888738,6
4745,45.042529,7.651344,0,1,"2 : 0.8997262, 4 : 0.018358719, 13 : 0.012579711",26328888618,6
4746,45.042529,7.651344,0,1,"13 : 0.41723707, 13 : 0.30645922, 13 : 0.10337506",39303306025,6
4747,45.042529,7.651344,0,1,"13 : 0.78414947, 13 : 0.11651296, 13 : 0.026003767",26328888518,6
4748,45.042529,7.651344,0,1,"13 : 0.705055, 13 : 0.2131163, 13 : 0.016123177",25329769947,6
4749,45.042529,7.651344,0,1,"13 : 0.50894594, 13 : 0.25036842, 13 : 0.053301275",26328888168,6
4750,45.042529,7.651344,0,1,"13 : 0.52169544, 13 : 0.08805038, 13 : 0.030253654",26328888058,6
4751,45.042529,7.651344,0,1,"13 : 0.62037164, 13 : 0.11457263, 13 : 0.014766882",26328887558,6
4752,45.042529,7.651344,0,1,"13 : 0.34917453, 13 : 0.32345438, 13 : 0.026854273",28421568409,6
4753,45.042529,7.651344,0,1,"13 : 0.74701995, 13 : 0.12996212, 13 : 0.026422674",28421568129,6
4754,45.042529,7.651344,0,1,"13 : 0.8133193, 13 : 0.119227916, 13 : 0.050591417",39489921854,6
4755,45.042529,7.651344,0,1,"13 : 0.55371094, 13 : 0.26769176, 13 : 0.040889863",26328887218,6
4756,45.042529,7.651344,0,1,"13 : 0.516201, 13 : 0.2494568, 13 : 0.047010094",26328887478,6
4757,45.042529,7.651344,0,1,"13 : 0.4033902, 13 : 0.14427468, 13 : 0.081794634",25329769077,6
4758,45.042529,7.651344,0,1,"13 : 0.7376726, 13 : 0.22850049, 13 : 0.006590156",39489921514,6
4759,45.042529,7.651344,0,1,"13 : 0.25236326, 13 : 0.18398063, 13 : 0.09465328",28421567679,6
4760,45.042529,7.651344,0,1,"13 : 0.12653334, 8 : 0.06448011, 4 : 0.041607376",39489921334,6
4761,45.042529,7.651344,0,1,"13 : 0.32605124, 13 : 0.31688946, 13 : 0.06518074",39489921284,6
4762,45.042529,7.651344,0,1,"13 : 0.57457566, 13 : 0.10059599, 13 : 0.0633358",25329768567,6
4763,45.042529,7.651344,0,1,"5 : 0.42127424, 4 : 0.06119181, 9 : 0.05149985",39303304105,6
4764,45.042529,7.651344,0,1,"13 : 0.7550382, 13 : 0.027752418, 13 : 0.019552447",39489920914,6
4765,45.042529,7.651344,0,1,"13 : 0.78082716, 13 : 0.053967427, 13 : 0.04454657",39489920794,6
4766,45.042529,7.651344,0,1,"13 : 0.77325255, 13 : 0.07797625, 13 : 0.04604038",25329768027,6
4767,45.042529,7.651344,0,1,"13 : 0.5689852, 13 : 0.26902655, 13 : 0.016403355",39489920534,6
4768,45.042529,7.651344,0,1,"13 : 0.22599886, 13 : 0.05629147, 5 : 0.031332415",39489919514,6
4769,45.042529,7.651344,0,1,"13 : 0.91913474, 13 : 0.05024001, 13 : 0.024768049",40201465021,6
4770,45.042529,7.651344,0,1,"13 : 0.74377537, 13 : 0.07731946, 13 : 0.041152418",39489919584,6
4771,45.042529,7.651344,0,1,"13 : 0.24859767, 13 : 0.2344372, 13 : 0.23249558",39489919844,6
4772,45.042529,7.651344,0,1,"13 : 0.82654154, 13 : 0.07761763, 13 : 0.04046469",39489919414,6
4773,45.042529,7.651344,0,1,"13 : 0.51404274, 13 : 0.1911111, 9 : 0.0725148",39303302695,6
4774,45.042529,7.651344,0,1,"13 : 0.7031852, 13 : 0.19730958, 13 : 0.00780877",39489919144,6
4775,45.042529,7.651344,0,1,"9 : 0.2301526, 13 : 0.063362695, 13 : 0.05215148",40201464871,6
4776,45.042529,7.651344,0,1,"13 : 0.38867307, 13 : 0.14589961, 13 : 0.040378984",39489919104,6
4777,45.042529,7.651344,0,1,"13 : 0.5458626, 13 : 0.1558052, 13 : 0.018739287",40201464691,6
4778,45.042529,7.651344,0,1,"13 : 0.6647506, 13 : 0.11815595, 13 : 0.028259631",39489918954,6
4779,45.042529,7.651344,0,1,"13 : 0.3671794, 13 : 0.08908936, 13 : 0.05060857",39489918844,6
4780,45.042529,7.651344,0,1,"13 : 0.72193205, 13 : 0.0519741, 13 : 0.02641384",40201464401,6
4781,45.042529,7.651344,0,1,"13 : 0.64414424, 13 : 0.19054528, 13 : 0.03313981",40201464471,6
4782,45.042529,7.651344,0,1,"13 : 0.47864178, 13 : 0.113957785, 13 : 0.10151209",40201464271,6
4783,45.042529,7.651344,0,1,"13 : 0.9282938, 13 : 0.03996395, 13 : 0.018500047",39489917934,6
4784,45.042529,7.651344,0,1,"13 : 0.62353164, 13 : 0.11857957, 13 : 0.03373264",39489918214,6
4785,45.042529,7.651344,0,1,"13 : 0.6134699, 13 : 0.22213091, 13 : 0.09634549",25329765067,6
4786,45.042529,7.651344,0,1,"13 : 0.36356962, 13 : 0.354557, 13 : 0.15366146",25329763377,6
4787,45.042529,7.651344,0,1,"13 : 0.49192512, 13 : 0.30658287, 13 : 0.03658734",40201461621,6
4788,45.042529,7.651344,0,1,"13 : 0.88910633, 13 : 0.03744552, 13 : 0.015134084",40201461321,6
4789,45.042529,7.651344,0,1,"13 : 0.3676358, 7 : 0.17394626, 7 : 0.04202897",38246751514,6
4790,45.042529,7.651344,0,1,"13 : 0.963179, 13 : 0.029374978, 13 : 0.00085176004",38962621621,6
4791,45.042529,7.651344,0,1,"13 : 0.6358647, 13 : 0.33023825, 7 : 0.008044512",24097871517,6
4792,45.042529,7.651344,0,1,"13 : 0.6910214, 13 : 0.134439, 13 : 0.064046465",38926255292,6
4793,45.042529,7.651344,0,1,"13 : 0.9786049, 13 : 0.020187134, 13 : 0.0006349623",27185236339,6
4794,45.042529,7.651344,0,1,"13 : 0.71274656, 13 : 0.26965362, 13 : 0.0021307333",27185235489,6
4795,45.042529,7.651344,0,1,"13 : 0.7550219, 13 : 0.07041751, 13 : 0.06323783",27185235309,6
4796,45.042529,7.651344,0,1,"13 : 0.72674966, 13 : 0.25825155, 13 : 0.003843202",24097847477,6
4797,45.042529,7.651344,0,1,"13 : 0.99598396, 13 : 0.002235091, 13 : 0.001157484",24097845447,6
4798,45.042529,7.651344,0,1,"13 : 0.87612814, 13 : 0.058816053, 13 : 0.0065425597",24097841957,6
4799,45.042529,7.651344,0,1,"13 : 0.800488, 13 : 0.12977952, 13 : 0.019026924",38926228492,6
4800,45.042529,7.651344,0,1,"13 : 0.7853993, 13 : 0.16188306, 13 : 0.04321027",38926225852,6
4801,45.042529,7.651344,0,1,"13 : 0.8926935, 13 : 0.037900325, 7 : 0.022208938",26328890558,6
4802,45.042529,7.651344,0,1,"13 : 0.63462204, 13 : 0.303767, 13 : 0.026612552",39303306705,6
4803,45.042529,7.651344,0,1,"13 : 0.7230311, 13 : 0.16811033, 2 : 0.011360158",39303306245,6
4804,45.042529,7.651344,0,1,"13 : 0.42500046, 13 : 0.21766828, 13 : 0.14854854",26328888998,6
4805,45.042529,7.651344,0,1,"13 : 0.87890404, 13 : 0.04108847, 13 : 0.008764862",25329770277,6
4806,45.042529,7.651344,0,1,"13 : 0.8562047, 13 : 0.12162874, 13 : 0.004866915",26328888238,6
4807,45.042529,7.651344,0,1,"13 : 0.17291111, 13 : 0.12401969, 7 : 0.10920879",39489922184,6
4808,45.042529,7.651344,0,1,"13 : 0.3327187, 13 : 0.19287397, 13 : 0.17604722",26328887658,6
4809,45.042529,7.651344,0,1,"13 : 0.38844132, 13 : 0.10651781, 13 : 0.08306303",39489920674,6
4810,45.042529,7.651344,0,1,"13 : 0.67434514, 13 : 0.11983614, 13 : 0.019495506",39489920774,6
4811,45.042529,7.651344,0,1,"13 : 0.41457444, 13 : 0.25789255, 13 : 0.0700482",39489920334,6
4812,45.042529,7.651344,0,1,"13 : 0.4121538, 13 : 0.10215527, 2 : 0.07058626",28421566889,6
4813,45.042529,7.651344,0,1,"13 : 0.41230357, 13 : 0.35587323, 13 : 0.14455608",39489920084,6
4814,45.042529,7.651344,0,1,"13 : 0.25493506, 13 : 0.06926992, 2 : 0.028624069",40201464611,6
4815,45.042529,7.651344,0,1,"13 : 0.9008722, 13 : 0.041921545, 13 : 0.003601815",39489918694,6
4816,45.042529,7.651344,0,1,"13 : 0.8147139, 13 : 0.048263546, 13 : 0.035957903",40201464201,6
4817,45.042529,7.651344,0,1,"13 : 0.5909942, 13 : 0.08206605, 13 : 0.07799032",39489918304,6
4818,45.042529,7.651344,0,1,"13 : 0.17164898, 13 : 0.10730917, 13 : 0.060981728",39303301285,6
4819,45.042529,7.651344,0,1,"13 : 0.14159346, 13 : 0.09442805, 13 : 0.07046082",25329763927,6
4820,45.042529,7.651344,0,1,"13 : 0.7193568, 13 : 0.14477217, 13 : 0.05540602",25329763047,6
4821,45.042529,7.651344,0,1,"13 : 0.4884678, 13 : 0.3333066, 13 : 0.05211031",25329763227,6
4822,45.042529,7.651344,0,1,"13 : 0.8255724, 13 : 0.020251133, 13 : 0.009368366",40201461751,6
4823,45.042529,7.651344,0,1,"13 : 0.96831137, 13 : 0.027123366, 13 : 0.0018460006",38926216262,6
4824,45.042529,7.651344,0,1,"13 : 0.8257881, 13 : 0.0751385, 13 : 0.04722783",38246722374,6
4825,45.042529,7.651344,0,1,"13 : 0.92149496, 13 : 0.038658768, 13 : 0.025999283",38926216452,6
4826,45.042529,7.651344,0,1,"13 : 0.83820117, 13 : 0.13020769, 13 : 0.01741432",38926227742,6
4827,45.042529,7.651344,0,1,"13 : 0.57977575, 13 : 0.047805574, 13 : 0.031477805",26328886918,6
4828,45.042529,7.651344,0,1,"13 : 0.3749044, 13 : 0.31828997, 13 : 0.05807311",39489920964,6
4829,45.042538,7.652857,0,1,"13 : 0.38764176, 9 : 0.08943292, 2 : 0.045364946",33672956228,6
4830,45.042588,7.651261,0,1,"9 : 0.8676028, 9 : 0.062258944, 9 : 0.0047974433",49315162851,6
4831,45.042611,7.650944,0,1,"9 : 0.30278254, 8 : 0.1252188, 13 : 0.05641987",49314690923,6
4832,45.042633,7.671502,0,1,"8 : 0.7836611, 13 : 0.049799394, 8 : 0.029202402",40645253775,10
4833,45.042644,7.651805,0,1,"9 : 0.21184403, 1 : 0.12293984, 5 : 0.07654149",41791856470,6
4834,45.042682,7.670913,0,1,"8 : 0.9221174, 8 : 0.002668651, 8 : 0.001682911",32466409884,10
4835,45.042694,7.650775,0,1,"13 : 0.13736954, 13 : 0.114768885, 14 : 0.083440855",49315398607,6
4836,45.042708,7.652225,0,1,"4 : 0.83267164, 13 : 0.07882938, 9 : 0.010909554",49315372092,6
4837,45.042758,7.634553,0,1,"6 : 0.6392945, 14 : 0.1160355, 6 : 0.029691136",33176828195,14
4838,45.042758,7.634564,0,1,"9 : 0.99749583, 2 : 0.001330007, 8 : 5.4132553e-05",32361486093,14
4839,45.042766,7.634532,0,1,"6 : 0.86872214, 6 : 0.049840458, 14 : 0.021063745",32331681454,14
4840,45.042781,7.634521,0,1,"14 : 0.04611745, 7 : 0.04458706, 6 : 0.040867932",33049109301,14
4841,45.042781,7.634543,0,1,"6 : 0.2584717, 2 : 0.18920243, 6 : 0.16926725",32331675504,14
4842,45.042788,7.634521,0,1,"6 : 0.7596824, 14 : 0.067535564, 6 : 0.024368877",32331581144,14
4843,45.042788,7.634532,0,1,"6 : 0.47538278, 9 : 0.3329028, 14 : 0.038106352",33049135531,14
4844,45.042794,7.652002,0,1,"1 : 0.43621707, 9 : 0.044775207, 9 : 0.024798702",49314665703,6
