field_1,lat,lng,label,cores,predictions,ids,CLUSTER_ID
10482,45.068527,7.658869,0,1,"8 : 0.691808, 8 : 0.13885842, 8 : 0.067825094",48094341011,6
10483,45.068527,7.65913,0,1,"8 : 0.9170545, 8 : 0.023128288, 8 : 0.015924713",42487063785,6
10484,45.068527,7.683122,0,1,"2 : 0.27800122, 11 : 0.11399625, 11 : 0.0318799",36994081896,9
10485,45.068527,7.686663,0,1,"8 : 0.2638729, 2 : 0.22581193, 2 : 0.03918522",48867344836,9
10486,45.068529,7.684013,0,1,"3 : 0.22783546, 2 : 0.065314904, 14 : 0.057762202",42868974100,9
10487,45.068529,7.684013,0,1,"2 : 0.7845459, 1 : 0.083321474, 2 : 0.01195045",43960445034,9
10488,45.068529,7.684013,0,1,"7 : 0.34185073, 12 : 0.18118168, 7 : 0.043876547",42868939080,9
10489,45.068529,7.684013,0,1,"2 : 0.2793255, 12 : 0.23115183, 3 : 0.101416185",30808281248,9
10490,45.068529,7.684013,0,1,"11 : 0.9680757, 12 : 0.00831153, 2 : 0.005194461",42868908340,9
10491,45.068529,7.684013,0,1,"12 : 0.54546344, 12 : 0.14327222, 12 : 0.029254371",44629798172,9
10492,45.068529,7.684013,0,1,"2 : 0.3960128, 2 : 0.087257855, 2 : 0.0594907",42868858230,9
10493,45.068529,7.684013,0,1,"4 : 0.1665862, 14 : 0.05614483, 9 : 0.02698053",30808374698,9
10494,45.068529,7.684013,0,1,"12 : 0.13578686, 13 : 0.12972309, 10 : 0.11474266",30808363998,9
10495,45.068529,7.684013,0,1,"7 : 0.061496206, 7 : 0.029077867, 3 : 0.027179161",43960472404,9
10496,45.068529,7.684013,0,1,"3 : 0.08542063, 3 : 0.045652308, 12 : 0.042043842",29740946447,9
10497,45.068529,7.684013,0,1,"3 : 0.38782975, 7 : 0.14655565, 6 : 0.090630434",43769621825,9
10498,45.068529,7.684013,0,1,"12 : 0.4760906, 1 : 0.13188177, 7 : 0.0151877655",42868785760,9
10499,45.068529,7.684013,0,1,"10 : 0.6152217, 4 : 0.11337867, 13 : 0.022709915",44678784571,9
10500,45.068529,7.684013,0,1,"7 : 0.88158804, 3 : 0.0062491, 3 : 0.0051024226",30808227768,9
10501,45.068529,7.684067,0,1,"6 : 0.38597998, 13 : 0.05031963, 5 : 0.041598227",48093999636,9
10502,45.068529,7.684067,0,1,"3 : 0.10912655, 7 : 0.09062349, 7 : 0.066228256",48094033448,9
10503,45.068529,7.684067,0,1,"2 : 0.34781548, 10 : 0.0559182, 10 : 0.038747225",48094096282,9
10504,45.068529,7.684067,0,1,"7 : 0.7791963, 10 : 0.03913885, 9 : 0.0030466863",48094028053,9
10505,45.068529,7.684067,0,1,"3 : 0.06295606, 3 : 0.03803923, 7 : 0.033355374",48094104837,9
10506,45.068529,7.69279,0,1,"9 : 0.3940841, 12 : 0.31229103, 1 : 0.11824575",38304771825,9
10507,45.06853,7.659152,0,1,"8 : 0.46032822, 8 : 0.19438349, 8 : 0.05391987",40730675153,6
10508,45.06853,7.684078,0,1,"7 : 0.2705101, 7 : 0.22635984, 10 : 0.03359284",49099854307,9
10509,45.06853,7.684078,0,1,"3 : 0.05515092, 12 : 0.05501376, 12 : 0.041536663",49099151658,9
10510,45.06853,7.684078,0,1,"7 : 0.1715594, 3 : 0.08820469, 10 : 0.025851328",49099151408,9
10511,45.06853,7.684078,0,1,"7 : 0.10690786, 7 : 0.06245507, 3 : 0.05697154",49099854117,9
10512,45.06853,7.684078,0,1,"13 : 0.65539944, 13 : 0.062977955, 3 : 0.058703054",49099854187,9
10513,45.06853,7.6843,0,1,"2 : 0.05306955, 12 : 0.042980228, 2 : 0.042624712",34007460824,9
10514,45.068534,7.659294,0,1,"9 : 0.7411326, 9 : 0.07168381, 1 : 0.015250492",27366200769,6
10515,45.068534,7.683091,0,1,"9 : 0.31636697, 2 : 0.09659746, 8 : 0.09524522",42140024722,9
10516,45.068534,7.686191,0,1,"1 : 0.8050303, 9 : 0.016064607, 1 : 0.014299657",40141974133,9
10517,45.068534,7.692146,0,1,"13 : 0.09273513, 10 : 0.055174097, 7 : 0.032337427",49675926837,9
10518,45.068536,7.684367,0,1,"1 : 0.61224943, 11 : 0.04546908, 1 : 0.02751605",25253491318,9
10519,45.068538,7.686705,0,1,"1 : 0.4532489, 11 : 0.031802557, 1 : 0.02287922",40614113391,9
10520,45.068541,7.686719,0,1,"1 : 0.72667575, 1 : 0.030579109, 1 : 0.022288026",26742366298,9
10521,45.06855,7.659102,0,1,"8 : 0.672274, 8 : 0.14642254, 8 : 0.027948854",30515948007,6
10522,45.06855,7.694227,0,1,"8 : 0.22827844, 7 : 0.08049091, 8 : 0.05980165",38195193286,9
10523,45.068552,7.591863,0,1,"2 : 0.6935061, 7 : 0.079241715, 7 : 0.056242853",42136158640,1
10524,45.068555,7.684177,0,1,"12 : 0.9905121, 12 : 0.006066126, 7 : 0.0009964078",45748020074,9
10525,45.068555,7.684177,0,1,"12 : 0.3262829, 2 : 0.143306, 10 : 0.04118329",46471503341,9
10526,45.068561,7.684419,0,1,"7 : 0.38006222, 7 : 0.08059287, 3 : 0.051205993",34007634824,9
10527,45.068561,7.686783,0,1,"1 : 0.6874326, 1 : 0.019294918, 11 : 0.010203289",45739108101,9
10528,45.068561,7.692441,0,1,"1 : 0.48910365, 1 : 0.1474048, 1 : 0.09234995",36652880615,9
10529,45.068565,7.682855,0,1,"1 : 0.68928295, 11 : 0.05652268, 4 : 0.024634525",45801215145,9
10530,45.068565,7.683072,0,1,"1 : 0.9168392, 2 : 0.0014173811, 8 : 0.0012037224",32177255734,9
10531,45.068565,7.683072,0,1,"2 : 0.34277183, 1 : 0.12826307, 9 : 0.07599472",32877353422,9
10532,45.068565,7.683072,0,1,"1 : 0.9692982, 2 : 0.0023675796, 1 : 0.0016448888",33030646265,9
10533,45.068565,7.683072,0,1,"1 : 0.9268931, 2 : 0.0011637796, 7 : 0.000950663",32891982681,9
10534,45.068565,7.684121,0,1,"13 : 0.074670255, 13 : 0.069871135, 10 : 0.055252038",31336376143,9
10535,45.068565,7.684142,0,1,"1 : 0.5083767, 7 : 0.15217762, 2 : 0.06246989",31336678773,9
10536,45.068565,7.684271,0,1,"4 : 0.44766647, 13 : 0.07941277, 9 : 0.06412235",33462097044,9
10537,45.068565,7.689378,0,1,"9 : 0.112821765, 2 : 0.059302375, 9 : 0.047616728",34029510391,9
10538,45.068569,7.686377,0,1,"1 : 0.77049494, 12 : 0.017526083, 13 : 0.006714261",33560222738,9
10539,45.068569,7.686377,0,1,"1 : 0.4449392, 7 : 0.14145257, 13 : 0.06662342",47436328731,9
10540,45.068572,7.658897,0,1,"8 : 0.46597543, 8 : 0.16300328, 8 : 0.13370487",40695230823,6
10541,45.068572,7.686741,0,1,"2 : 0.30192748, 3 : 0.17170052, 3 : 0.028131222",31806787378,9
10542,45.068574,7.686685,0,1,"9 : 0.587667, 9 : 0.13145152, 3 : 0.073047325",38419932214,9
10543,45.068577,7.684413,0,1,"3 : 0.15554312, 10 : 0.081023596, 3 : 0.07112609",34687146302,9
10544,45.06858,7.684013,0,1,"7 : 0.47609147, 12 : 0.046868846, 10 : 0.020253954",41929332202,9
10545,45.06858,7.684013,0,1,"2 : 0.121305145, 9 : 0.120280184, 7 : 0.06958804",40984321815,9
10546,45.06858,7.684035,0,1,"4 : 0.84246916, 7 : 0.04894524, 9 : 0.016575893",32146465425,9
10547,45.06858,7.684099,0,1,"1 : 0.79210174, 5 : 0.05600534, 4 : 0.050805386",31997859832,9
10548,45.06858,7.684185,0,1,"10 : 0.377899, 10 : 0.17160861, 10 : 0.10419553",37127756144,9
10549,45.06858,7.686505,0,1,"1 : 0.30084237, 11 : 0.044386543, 3 : 0.03698091",44184775912,9
10550,45.06858,7.686556,0,1,"2 : 0.8878407, 11 : 0.022167532, 11 : 0.020441728",41693311832,9
10551,45.06858,7.686556,0,1,"2 : 0.73757714, 11 : 0.02186458, 1 : 0.0068340595",39926082570,9
10552,45.06858,7.69132,0,1,"7 : 0.6063033, 7 : 0.03366455, 7 : 0.030038254",43161521054,9
10553,45.068583,7.684316,0,1,"3 : 0.96132416, 3 : 0.0105692865, 2 : 0.0031815376",42868532342,9
10554,45.068583,7.684383,0,1,"3 : 0.21699993, 13 : 0.054057658, 2 : 0.05094079",34850549435,9
10555,45.068588,7.659155,0,1,"8 : 0.295782, 8 : 0.24184944, 8 : 0.09260481",44081621020,6
10556,45.068588,7.684236,0,1,"9 : 0.05585115, 6 : 0.03588698, 6 : 0.03167974",29077340418,9
10557,45.068588,7.692644,0,1,"1 : 0.5295686, 1 : 0.27413306, 1 : 0.039316174",35843571443,9
10558,45.068591,7.684369,0,1,"3 : 0.31718004, 3 : 0.16333391, 7 : 0.07664043",36860008450,9
10559,45.068594,7.684383,0,1,"12 : 0.119750984, 2 : 0.055887327, 13 : 0.029244937",34151153206,9
10560,45.068594,7.692794,0,1,"1 : 0.21301335, 11 : 0.10314282, 1 : 0.077226385",49314663793,9
10561,45.068595,7.684099,0,1,"5 : 0.5598331, 10 : 0.049157932, 8 : 0.018443985",50111795198,9
10562,45.068595,7.684121,0,1,"6 : 0.20475441, 7 : 0.1448499, 10 : 0.050200704",32028087631,9
10563,45.068597,7.683112,0,1,"1 : 0.8797066, 11 : 0.028224103, 13 : 0.008576793",24259647507,9
10564,45.068597,7.686813,0,1,"1 : 0.77093965, 9 : 0.08022565, 1 : 0.013668418",30798738597,9
10565,45.068599,7.66338,0,1,"5 : 0.23972361, 13 : 0.06709677, 2 : 0.046644773",25446923437,15
10566,45.068599,7.66338,0,1,"1 : 0.5827025, 4 : 0.028963916, 13 : 0.027736433",38508880960,15
10567,45.068599,7.66338,0,1,"7 : 0.0507512, 7 : 0.051312633",39585444584,15
10568,45.068599,7.66338,0,1,"9 : 0.37357697, 7 : 0.068363786",40251925082,15
10569,45.068599,7.66338,0,1,"9 : 0.16398066, 8 : 0.14758822, 2 : 0.07384737",25767231027,15
10570,45.068599,7.66338,0,1,"13 : 0.27227813, 13 : 0.06280678, 13 : 0.045209557",40596124322,15
10571,45.068599,7.66338,0,1,"9 : 0.105656706, 7 : 0.049428534, 5 : 0.03132462",38827646900,15
10572,45.068599,7.66338,0,1,"7 : 0.21977513, 3 : 0.06445068, 7 : 0.045350563",39927766124,15
10573,45.068599,7.66338,0,1,"5 : 0.09176885, 6 : 0.08689292, 6 : 0.07980444",39706312634,15
10574,45.068599,7.66338,0,1,"7 : 0.082606696, 6 : 0.072850704, 9 : 0.060141914",25525008177,15
10575,45.068599,7.66338,0,1,"6 : 0.26016712, 7 : 0.25313893, 6 : 0.1184155",25767267907,15
10576,45.068599,7.66338,0,1,"6 : 0.59029245, 6 : 0.13707954, 6 : 0.057386357",26766430328,15
10577,45.068599,7.66338,0,1,"6 : 0.7614608, 6 : 0.025599586, 6 : 0.023715947",25767259747,15
10578,45.068599,7.66338,0,1,"11 : 0.21254505, 11 : 0.11446738, 1 : 0.11297084",39982372345,15
10579,45.068599,7.66338,0,1,"9 : 0.3241126, 2 : 0.10404067, 3 : 0.026944358",26397940328,15
10580,45.068599,7.66338,0,1,"7 : 0.1839327, 8 : 0.08715229, 4 : 0.042726092",40380162131,15
10581,45.0686,7.684275,0,1,"6 : 0.4730568, 5 : 0.03659338, 6 : 0.032032948",41139574050,9
10582,45.0686,7.692613,0,1,"1 : 0.71060705, 1 : 0.056255285, 1 : 0.029098509",48707785402,9
10583,45.0686,7.706572,0,1,"8 : 0.92051375, 7 : 0.016096065, 8 : 0.013367995",36723118973,5
10584,45.068603,7.686556,0,1,"1 : 0.8864201, 1 : 0.013719744, 11 : 0.007873043",32164241777,9
10585,45.06861,7.684046,0,1,"2 : 0.15451196, 12 : 0.09005502, 13 : 0.04981603",49289432958,9
10586,45.06861,7.684164,0,1,"7 : 0.113903634, 10 : 0.10766304, 10 : 0.10186957",32108106666,9
10587,45.06861,7.684228,0,1,"2 : 0.32705954, 9 : 0.18928474, 4 : 0.023149125",33322415954,9
10588,45.068611,7.682777,0,1,"2 : 0.39739057, 1 : 0.23601152, 12 : 0.13086623",28862097217,9
10589,45.068611,7.683333,0,1,"1 : 0.773259, 11 : 0.057351686, 2 : 0.0148064",49115498343,9
10590,45.068611,7.684166,0,1,"9 : 0.18942833, 12 : 0.11105104, 2 : 0.089187086",34016972224,9
10591,45.068611,7.684166,0,1,"10 : 0.18464512, 2 : 0.14653902, 7 : 0.0951188",34687282952,9
10592,45.068611,7.684166,0,1,"2 : 0.5660319, 3 : 0.061737064, 2 : 0.03769652",34494148970,9
10593,45.068611,7.684444,0,1,"1 : 0.24163067, 1 : 0.13709456, 11 : 0.08653461",31574555687,9
10594,45.068611,7.685833,0,1,"1 : 0.81826586, 11 : 0.029191988, 1 : 0.014798973",48948033536,9
10595,45.068611,7.685833,0,1,"12 : 0.15984908, 13 : 0.0825619, 4 : 0.039638065",48948228212,9
10596,45.068611,7.686666,0,1,"12 : 0.0893196, 12 : 0.087580144, 2 : 0.07232912",31280456957,9
10597,45.068611,7.687777,0,1,"3 : 0.67596346, 3 : 0.17122568, 3 : 0.017880118",37060269710,9
10598,45.068611,7.687777,0,1,"13 : 0.26643607, 13 : 0.041298985, 11 : 0.035067912",36646609003,9
10599,45.068611,7.687777,0,1,"2 : 0.8111115, 13 : 0.024691166, 2 : 0.0161383",37458790225,9
10600,45.068611,7.687777,0,1,"13 : 0.26643595, 13 : 0.041299004, 11 : 0.03506793",36928532780,9
10601,45.068611,7.687777,0,1,"2 : 0.811112, 13 : 0.024691062, 2 : 0.016138243",37183078641,9
10602,45.068611,7.688055,0,1,"1 : 0.21928848, 13 : 0.16306932, 2 : 0.08636315",36606767814,9
10603,45.068611,7.688055,0,1,"2 : 0.8804346, 11 : 0.012972608, 11 : 0.008553863",36646566333,9
10604,45.068611,7.688055,0,1,"2 : 0.88043547, 11 : 0.012972553, 11 : 0.008553822",36928525960,9
10605,45.068611,7.688055,0,1,"1 : 0.21928829, 13 : 0.16306989, 2 : 0.08636303",36928526430,9
10606,45.068611,7.689166,0,1,"11 : 0.47453368, 11 : 0.28971168, 2 : 0.079259135",48955267046,9
10607,45.068611,7.691944,0,1,"11 : 0.70749617, 11 : 0.10994189, 1 : 0.01904753",40100722993,9
10608,45.068611,7.6925,0,1,"1 : 0.37111187, 1 : 0.2928254, 1 : 0.121168226",39067752072,9
10609,45.068611,7.6925,0,1,"1 : 0.34794518, 1 : 0.14688699, 11 : 0.09561068",33190448778,9
10610,45.068611,7.694444,0,1,"12 : 0.8578012, 2 : 0.002909971, 4 : 0.0026886358",34984938041,9
10611,45.068613,7.659263,0,1,"8 : 0.7235776, 8 : 0.1364882, 8 : 0.012911849",49728691061,6
10612,45.068613,7.684333,0,1,"7 : 0.13968904, 2 : 0.051100194, 7 : 0.03987449",34687091332,9
10613,45.068615,7.684807,0,1,"11 : 0.76255846, 2 : 0.046296675, 11 : 0.0274401",46652134064,9
10614,45.068615,7.684807,0,1,"11 : 0.71472883, 1 : 0.06824834, 13 : 0.028744886",47375359141,9
10615,45.068615,7.684807,0,1,"11 : 0.3718756, 11 : 0.35400033, 2 : 0.07748901",46652134524,9
10616,45.068615,7.684807,0,1,"11 : 0.6384251, 1 : 0.12821068, 7 : 0.061918095",46652133564,9
10617,45.068618,7.686535,0,1,"1 : 0.9587419, 12 : 0.004651627, 1 : 0.0011987673",28377253058,9
10618,45.068618,7.68661,0,1,"1 : 0.77943844, 1 : 0.023686599, 11 : 0.0059399554",28794222728,9
10619,45.068619,7.683949,0,1,"3 : 0.25707376, 12 : 0.23599032, 7 : 0.043610297",32550879317,9
10620,45.068621,7.686846,0,1,"1 : 0.396301, 9 : 0.089478955, 11 : 0.06782087",46639359995,9
10621,45.068621,7.686846,0,1,"1 : 0.63308173, 9 : 0.09169735, 4 : 0.023940597",47554852161,9
10622,45.068622,7.684436,0,1,"9 : 0.48982245, 2 : 0.1163635, 3 : 0.03239683",41107114010,9
10623,45.068625,7.684142,0,1,"1 : 0.81909424, 7 : 0.03851737, 7 : 0.021578396",32028235581,9
10624,45.068625,7.684164,0,1,"7 : 0.24344018, 7 : 0.07820004, 10 : 0.071668684",31305223204,9
10625,45.068625,7.684228,0,1,"7 : 0.7180288, 7 : 0.14409703, 13 : 0.0197394",31998022062,9
10626,45.068627,7.658869,0,1,"8 : 0.5628353, 8 : 0.3002899, 8 : 0.008575671",44513454240,6
10627,45.068627,7.684269,0,1,"6 : 0.21859764, 6 : 0.02730018, 6 : 0.02342328",41139573800,9
10628,45.06863,7.684336,0,1,"7 : 0.12103846, 10 : 0.07975138, 6 : 0.070871316",36420038614,9
10629,45.068637,7.69183,0,1,"1 : 0.5643741, 1 : 0.12928043, 1 : 0.019662479",47944105211,9
10630,45.068638,7.682494,0,1,"1 : 0.717582, 12 : 0.05354363, 2 : 0.039161704",35875316091,9
10631,45.068638,7.686622,0,1,"2 : 0.47980362, 13 : 0.09774924, 12 : 0.028379086",35162404825,9
10632,45.068641,7.684249,0,1,"7 : 0.22351728, 10 : 0.2108023, 10 : 0.093339466",38298870122,9
10633,45.068641,7.684249,0,1,"2 : 0.42557484, 8 : 0.11787092, 14 : 0.018723078",38298839632,9
10634,45.068641,7.684249,0,1,"7 : 0.43544883, 10 : 0.15569095, 13 : 0.04567161",26554428449,9
10635,45.068641,7.684249,0,1,"13 : 0.4008417, 3 : 0.14285351, 2 : 0.11542369",38328716811,9
10636,45.068641,7.684249,0,1,"7 : 0.7027514, 10 : 0.12808956, 9 : 0.011974935",38275199276,9
10637,45.068641,7.684249,0,1,"7 : 0.9350594, 2 : 0.010172301, 7 : 0.0027689268",24460013208,9
10638,45.068641,7.684249,0,1,"7 : 0.1742859, 2 : 0.06475861, 7 : 0.054258294",38298995952,9
10639,45.068641,7.684249,0,1,"7 : 0.3645886, 7 : 0.19587328, 12 : 0.06435515",38275026966,9
10640,45.068641,7.684249,0,1,"1 : 0.26070184, 7 : 0.23193583, 3 : 0.026876431",38274998886,9
10641,45.068641,7.684249,0,1,"1 : 0.24351096, 7 : 0.1397536, 7 : 0.08279739",38274967946,9
10642,45.068641,7.684249,0,1,"7 : 0.35258442, 9 : 0.08087581, 2 : 0.035223804",38273450156,9
10643,45.068641,7.684249,0,1,"13 : 0.4071327, 7 : 0.1305681, 10 : 0.09211994",26554420609,9
10644,45.068641,7.684249,0,1,"7 : 0.24085993, 10 : 0.11961414, 9 : 0.037872262",24457913128,9
10645,45.068641,7.684249,0,1,"7 : 0.2874573, 9 : 0.07689503, 5 : 0.07034937",37613541094,9
10646,45.068641,7.684249,0,1,"3 : 0.49213025, 14 : 0.11079343, 7 : 0.08638864",37613544814,9
10647,45.068641,7.684249,0,1,"3 : 0.29482067, 3 : 0.07801476, 7 : 0.032106936",38328712541,9
10648,45.068641,7.686545,0,1,"1 : 0.9474388, 11 : 0.01964267, 1 : 0.003831932",33812780010,9
10649,45.068641,7.686545,0,1,"1 : 0.8694277, 1 : 0.0086939195, 1 : 0.0015659587",34123593506,9
10650,45.068642,7.68573,0,1,"2 : 0.5026989, 11 : 0.10244021, 11 : 0.061269592",38304816845,9
10651,45.068642,7.68573,0,1,"11 : 0.3458387, 2 : 0.24883851, 1 : 0.16968544",39180835401,9
10652,45.068644,7.659188,0,1,"8 : 0.5567879, 8 : 0.2813047, 8 : 0.03956274",31296050887,6
10653,45.068644,7.659213,0,1,"8 : 0.62411857, 8 : 0.10329033, 8 : 0.028890327",49728144018,6
10654,45.068644,7.684272,0,1,"2 : 0.30637053, 2 : 0.16698654, 4 : 0.0770124",34850377395,9
10655,45.068648,7.684239,0,1,"2 : 0.5140338, 11 : 0.046836417, 13 : 0.03958905",46507893462,9
10656,45.068648,7.684239,0,1,"7 : 0.25840828, 8 : 0.072684504, 7 : 0.06574055",44742034540,9
10657,45.06865,7.686825,0,1,"9 : 0.6104809, 11 : 0.13736507, 3 : 0.028060032",30798733537,9
10658,45.06865,7.707652,0,1,"5 : 0.7215482, 5 : 0.0554417, 5 : 0.040210426",37763485822,5
10659,45.068652,7.684247,0,1,"2 : 0.66908854, 5 : 0.083175205, 12 : 0.017307358",40709304443,9
10660,45.068652,7.686527,0,1,"1 : 0.87766176, 9 : 0.0039670574, 1 : 0.0026061297",30366167218,9
10661,45.068655,7.659236,0,1,"8 : 0.48294505, 8 : 0.12765907, 8 : 0.06347225",33568458898,6
10662,45.068655,7.689341,0,1,"8 : 0.46618307, 8 : 0.13944766, 8 : 0.13774236",48892646657,9
10663,45.068655,7.689341,0,1,"9 : 0.09165113, 2 : 0.044967487, 13 : 0.034078434",48892462521,9
10664,45.068655,7.689341,0,1,"13 : 0.88878626, 13 : 0.0033487417, 6 : 0.0032177458",48891929228,9
10665,45.068655,7.689341,0,1,"7 : 0.05406953, 3 : 0.053322386, 2 : 0.041417424",48892461276,9
10666,45.068655,7.689341,0,1,"8 : 0.59761256, 11 : 0.03470244, 7 : 0.028851938",48891928163,9
10667,45.068655,7.689341,0,1,"7 : 0.112594366, 8 : 0.028306367, 6 : 0.028174415",48892461721,9
10668,45.068656,7.683295,0,1,"8 : 0.3953645, 2 : 0.32045817, 8 : 0.036820494",26554892339,9
10669,45.068656,7.689496,0,1,"7 : 0.388898, 3 : 0.2020239, 7 : 0.07677408",33305345613,9
10670,45.068656,7.692468,0,1,"1 : 0.83193195, 1 : 0.022565834, 11 : 0.0071782772",33049497778,9
10671,45.068661,7.659205,0,1,"8 : 0.6158296, 8 : 0.16020116, 8 : 0.09004345",46413009192,6
10672,45.068661,7.68428,0,1,"9 : 0.43388987, 2 : 0.04687121, 2 : 0.038718626",34850379175,9
10673,45.068661,7.684711,0,1,"13 : 0.50048167, 13 : 0.20321825, 2 : 0.07505478",37310695896,9
10674,45.068663,7.684277,0,1,"6 : 0.1328241, 2 : 0.08521854, 9 : 0.081938274",34715488831,9
10675,45.068663,7.692838,0,1,"1 : 0.6842504, 1 : 0.18722053, 1 : 0.028447844",44934529575,9
10676,45.068666,7.691851,0,1,"3 : 0.34045964, 7 : 0.12204881, 7 : 0.03553024",35740565685,9
10677,45.068667,7.691584,0,1,"14 : 0.94915146, 3 : 0.0058330623, 2 : 0.0029190802",33174957320,9
10678,45.068669,7.692483,0,1,"1 : 0.21284738, 11 : 0.16110283, 9 : 0.12482843",36606599996,9
10679,45.068671,7.68632,0,1,"1 : 0.49569625, 1 : 0.0895598, 9 : 0.061522096",46847686652,9
10680,45.068671,7.691802,0,1,"9 : 0.6124036, 12 : 0.039679833, 12 : 0.03964063",34627855134,9
10681,45.068672,7.684272,0,1,"10 : 0.15463372, 10 : 0.080611244, 4 : 0.044885747",34037852353,9
10682,45.068672,7.684336,0,1,"13 : 0.7627233, 3 : 0.018527258, 11 : 0.014924825",34461549610,9
10683,45.068672,7.684336,0,1,"11 : 0.32560655, 12 : 0.30857605, 13 : 0.038093176",34808436156,9
10684,45.068672,7.692619,0,1,"1 : 0.19664349, 1 : 0.17525648, 1 : 0.07633233",28968554327,9
10685,45.068675,7.684244,0,1,"2 : 0.2211838, 12 : 0.13428603, 4 : 0.0599801",40709304453,9
10686,45.068678,7.683316,0,1,"8 : 0.24504243, 8 : 0.21573979, 4 : 0.058923386",38256793592,9
10687,45.06868,7.682147,0,1,"11 : 0.39535242, 2 : 0.09426266, 1 : 0.07899903",30908063467,9
10688,45.06868,7.682147,0,1,"1 : 0.59883577, 12 : 0.12083406, 2 : 0.06105539",45847324501,9
10689,45.06868,7.682147,0,1,"1 : 0.43150854, 1 : 0.139975, 1 : 0.09840842",30908061867,9
10690,45.06868,7.682147,0,1,"4 : 0.90451753, 10 : 0.014326642, 13 : 0.009606183",45798227572,9
10691,45.06868,7.682147,0,1,"8 : 0.49786547, 8 : 0.41280833, 2 : 0.0031594415",45847305721,9
10692,45.06868,7.682147,0,1,"6 : 0.18401368, 6 : 0.07207684, 6 : 0.0648493",30908023297,9
10693,45.06868,7.682147,0,1,"2 : 0.7641672, 1 : 0.06457688, 12 : 0.057748526",45798195312,9
10694,45.06868,7.682147,0,1,"7 : 0.8897916, 7 : 0.024287174, 3 : 0.0104842065",45798193342,9
10695,45.06868,7.682147,0,1,"8 : 0.94200283, 8 : 0.017660389, 8 : 0.0131250685",45847268751,9
10696,45.06868,7.682147,0,1,"9 : 0.61249584, 5 : 0.13346243, 9 : 0.0046471055",45798184382,9
10697,45.06868,7.682147,0,1,"1 : 0.64119714, 1 : 0.092511885, 11 : 0.072890624",45847322911,9
10698,45.06868,7.684269,0,1,"9 : 0.11092024, 11 : 0.07014538, 4 : 0.050974164",34037852633,9
10699,45.06868,7.69953,0,1,"6 : 0.15341774, 12 : 0.15024956, 6 : 0.04037436",32961883553,5
10700,45.068683,7.659252,0,1,"8 : 0.6486967, 8 : 0.2812769, 8 : 0.00968443",33794405958,6
10701,45.068683,7.659252,0,1,"8 : 0.6486967, 8 : 0.2812769, 8 : 0.00968443",32753972177,6
10702,45.068683,7.684372,0,1,"13 : 0.74575883, 1 : 0.12628515, 10 : 0.035100892",37115381491,9
10703,45.068683,7.684372,0,1,"5 : 0.062402766, 14 : 0.05696945, 6 : 0.03362451",37067803216,9
10704,45.068683,7.684372,0,1,"2 : 0.045592405, 2 : 0.04440885, 2 : 0.033766724",36443705553,9
10705,45.068683,7.692511,0,1,"1 : 0.77202404, 1 : 0.03810465, 1 : 0.022456877",35843944553,9
10706,45.068683,7.692688,0,1,"1 : 0.5812617, 1 : 0.057324715, 1 : 0.013704431",49314663698,9
10707,45.068686,7.684244,0,1,"10 : 0.42431512, 10 : 0.15131658, 10 : 0.028839175",34461556630,9
10708,45.068686,7.684336,0,1,"14 : 0.81380266, 9 : 0.064415105, 12 : 0.0388347",34715502391,9
10709,45.068686,7.684453,0,1,"11 : 0.51274997, 11 : 0.25636753, 9 : 0.11405777",49059324467,9
10710,45.068686,7.6926,0,1,"1 : 0.5525407, 11 : 0.16828117, 11 : 0.0774213",48886852498,9
10711,45.068688,7.686186,0,1,"7 : 0.4961055, 7 : 0.15582131, 7 : 0.075574435",48948033841,9
10712,45.068691,7.684275,0,1,"4 : 0.960797, 9 : 0.0069692857, 13 : 0.0019759343",34808416216,9
10713,45.068691,7.684344,0,1,"3 : 0.17885178, 3 : 0.11062793, 9 : 0.081451476",43479644514,9
10714,45.068691,7.684658,0,1,"10 : 0.088196754, 7 : 0.07616055, 7 : 0.06373974",31350272747,9
10715,45.068694,7.684302,0,1,"4 : 0.89764535, 10 : 0.05819186, 9 : 0.033063695",32818916218,9
10716,45.068694,7.684316,0,1,"5 : 0.654149, 2 : 0.030566389, 5 : 0.009990413",42048168895,9
10717,45.068694,7.684322,0,1,"10 : 0.81375706, 10 : 0.029609893, 7 : 0.010401571",34684409352,9
10718,45.068694,7.693315,0,1,"6 : 0.47078678, 6 : 0.09710487, 6 : 0.018006124",35197322621,9
10719,45.068695,7.686363,0,1,"4 : 0.9952714, 1 : 0.0019313785, 13 : 0.0005898762",38247765385,9
10720,45.068695,7.686363,0,1,"4 : 0.96153265, 1 : 0.014054218, 6 : 0.0075923037",27352495799,9
10721,45.068695,7.686363,0,1,"4 : 0.64375883, 1 : 0.07076038, 1 : 0.0681839",24269383347,9
10722,45.0687,7.684266,0,1,"3 : 0.09106447, 3 : 0.03544225, 12 : 0.03180735",47675644321,9
10723,45.068701,7.691652,0,1,"14 : 0.07121624, 2 : 0.05147297, 2 : 0.032904252",32944090808,9
10724,45.068705,7.684202,0,1,"3 : 0.112383276, 4 : 0.07602703, 3 : 0.044538084",32732726737,9
10725,45.068708,7.686116,0,1,"1 : 0.8407914, 9 : 0.05659589, 1 : 0.020573916",48692938291,9
10726,45.068708,7.686116,0,1,"1 : 0.876699, 1 : 0.024360659, 1 : 0.0017220842",48693110417,9
