field_1,lat,lng,ids,predictions,label,cores,CLUSTER_ID,CLUSTER_SIZE,layer,path
"3876",45.066441,7.660461,"48756463806","8 : 0.09956105, 13 : 0.07207737, 8 : 0.070675105","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3877",45.066473,7.688927,"47937806667","13 : 0.2007222, 6 : 0.045538485, 2 : 0.041200254","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3878",45.066477,7.660716,"50565217553","2 : 0.3580309, 2 : 0.08887793, 2 : 0.06856067","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3879",45.066488,7.66073,"32710962777","13 : 0.2959102, 9 : 0.061255485, 13 : 0.056096427","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3880",45.066488,7.660933,"50565964506","13 : 0.18967797, 7 : 0.16859306, 13 : 0.15332058","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3881",45.066502,7.68188,"48115346428","1 : 0.84000295, 11 : 0.020733673, 12 : 0.009112599","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3882",45.066502,7.68188,"48115346778","9 : 0.32427663, 1 : 0.24586168, 9 : 0.13457984","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3883",45.066508,7.660605,"50565216243","7 : 0.77098167, 7 : 0.026447944, 14 : 0.013207911","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3884",45.066511,7.692768,"49084804853","9 : 0.23312156, 9 : 0.18982704, 9 : 0.11013563","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3885",45.066511,7.692768,"49085314961","7 : 0.25472003, 12 : 0.08448295, 2 : 0.07486852","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3886",45.066513,7.660583,"50565217008","2 : 0.35305804, 12 : 0.09113309, 12 : 0.048657835","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3887",45.066516,7.660669,"50565964666","12 : 0.37536162, 2 : 0.3117926, 3 : 0.11088427","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3888",45.066519,7.660561,"50566101307","13 : 0.7531709, 13 : 0.05503016, 13 : 0.05106051","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3889",45.066519,7.681772,"48115406612","9 : 0.44561926, 13 : 0.30644318, 4 : 0.054231443","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3890",45.066525,7.6606,"50565216923","13 : 0.55218816, 13 : 0.16969667, 13 : 0.0970759","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3891",45.066525,7.6606,"50565216903","13 : 0.5569225, 13 : 0.34888896, 13 : 0.04264357","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3892",45.066527,7.660908,"50565216863","12 : 0.2559084, 13 : 0.21754184, 12 : 0.10462362","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3893",45.066527,7.660908,"50565964561","13 : 0.5646842, 12 : 0.05438883, 12 : 0.025128962","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3894",45.066527,7.660908,"50565216848","13 : 0.6268935, 7 : 0.11202047, 13 : 0.0636792","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3895",45.06653,7.688713,"48716159702","8 : 0.9395679, 13 : 0.0022738583, 8 : 0.000621025","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3896",45.066533,7.660577,"50565965086","13 : 0.06064424, 13 : 0.057538338, 13 : 0.05549886","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3897",45.066533,7.660577,"50566101737","13 : 0.16115156, 2 : 0.12435157, 13 : 0.094883494","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3898",45.066533,7.66058,"50565217143","7 : 0.49084306, 12 : 0.07145781, 8 : 0.057761773","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3899",45.066533,7.660672,"50565965366","13 : 0.8168465, 13 : 0.07744161, 13 : 0.02401736","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3900",45.066536,7.660691,"47653575561","9 : 0.8424136, 2 : 0.1061486, 4 : 0.0042970385","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3901",45.066544,7.660772,"50566100957","12 : 0.22679019, 8 : 0.120314874, 4 : 0.08596635","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3902",45.066547,7.660741,"50565217578","3 : 0.1727236, 2 : 0.12066368, 2 : 0.07126535","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3903",45.066547,7.660761,"50565216688","7 : 0.25161853, 13 : 0.07981236, 7 : 0.064048946","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3904",45.066547,7.660836,"50565216658","7 : 0.66444606, 12 : 0.028305242, 2 : 0.024804704","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3905",45.06655,7.660588,"50566101002","7 : 0.2145482, 13 : 0.13395472, 7 : 0.08979355","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3906",45.066555,7.660552,"50565216743","12 : 0.3290154, 13 : 0.26637137, 13 : 0.21493891","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3907",45.066555,7.660552,"50565216288","13 : 0.2738764, 12 : 0.2555454, 13 : 0.12029772","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3908",45.066555,7.6607,"50565216483","12 : 0.16745314, 3 : 0.11303561, 8 : 0.07224096","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3909",45.066555,7.660758,"50565964486","13 : 0.94671917, 13 : 0.008550057, 7 : 0.0069159525","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3910",45.066555,7.681702,"49000154378","9 : 0.7931037, 9 : 0.024146348, 1 : 0.015060147","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3911",45.066558,7.660525,"50565216983","13 : 0.475241, 13 : 0.06927114, 13 : 0.050242435","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3912",45.066558,7.660563,"50566101922","13 : 0.17597951, 13 : 0.15534796, 13 : 0.065235175","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3913",45.066564,7.681696,"49592414168","6 : 0.09164124, 10 : 0.032593027, 6 : 0.030841056","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3914",45.066569,7.660602,"50565216613","13 : 0.38943148, 12 : 0.18022281, 13 : 0.13636482","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3915",45.066569,7.681666,"49000696026","9 : 0.75736964, 8 : 0.022907177, 9 : 0.014373445","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3916",45.066569,7.692586,"49221525113","1 : 0.6833869, 11 : 0.15539128, 1 : 0.051297758","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3917",45.066577,7.660361,"50565964986","7 : 0.13548902, 13 : 0.095378354, 2 : 0.0640259","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3918",45.066586,7.660688,"50565217348","9 : 0.16794336, 2 : 0.13274123, 8 : 0.11429191","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3919",45.066605,7.681944,"49107840242","6 : 0.09703458, 1 : 0.06771547, 9 : 0.056277152","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3920",45.066605,7.6889,"48573678292","1 : 0.50984776, 11 : 0.06883155, 11 : 0.04895341","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3921",45.066608,7.660791,"50566101857","13 : 0.52931696, 13 : 0.21593247, 13 : 0.06449449","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3922",45.066619,7.68888,"48721669297","8 : 0.871203, 13 : 0.0028266292, 8 : 0.0015978072","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3923",45.066621,7.6847,"48538632476","12 : 0.18826346, 2 : 0.13422222, 9 : 0.12476352","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3924",45.066621,7.6847,"48550977787","4 : 0.20704736, 2 : 0.12470678, 12 : 0.067857824","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3925",45.066624,7.660691,"50565217473","13 : 0.6463914, 12 : 0.07982686, 12 : 0.027503876","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3926",45.066624,7.66195,"50566102022","9 : 0.3346031, 13 : 0.25714973, 9 : 0.06507765","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3927",45.066625,7.688959,"49165011292","8 : 0.83730274, 8 : 0.048300322, 8 : 0.018168796","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3928",45.06663,7.660147,"50566101392","13 : 0.36968067, 13 : 0.3037542, 13 : 0.17236532","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3929",45.06663,7.66065,"50566101182","13 : 0.24291784, 13 : 0.20700213, 12 : 0.11772488","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3930",45.066632,7.688916,"49254126638","8 : 0.9348804, 8 : 0.008435125, 8 : 0.0032621708","3","1","1","2626",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3931",45.066636,7.660422,"50565216398","14 : 0.81173456, 12 : 0.029513733, 9 : 0.020159198","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
"3932",45.066636,7.660558,"50565217518","13 : 0.26831046, 7 : 0.093872376, 13 : 0.0842447","3","1","0","492",Clusters,"Point?crs=EPSG:4326&field=field_1:integer(0,0)&field=lat:double(0,0)&field=lng:double(0,0)&field=ids:long(0,0)&field=predictions:string(0,0)&field=label:integer(0,0)&field=cores:integer(0,0)&field=CLUSTER_ID:integer(0,0)&field=CLUSTER_SIZE:integer(0,0)&uid={1845abf3-8c0c-43ce-9e8f-4b537f15c98f}"
