lat,lng,cluster_id,[photos_per_coordinates],[photos_per_cluster],cultural,turist_attr,cadastre,Palaces,Miscellaneous,Food,Facilities,Natural_views,Animals,Shopping,Transportation,Urbanscape,Exhibits,Religion,Residence,Entertainment,People
45.016547,7.757494,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.016758,7.757341,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017086,7.757661,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.0171,7.757511,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017166,7.757752,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017191,7.7575,16.0,2,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017205,7.757577,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017219,7.757872,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.01723,7.757611,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017241,7.757547,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017258,7.757619,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017266,7.757819,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017269,7.757455,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017269,7.757672,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017277,7.757766,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.01728,7.757663,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017291,7.757558,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017291,7.757669,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017291,7.757716,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017319,7.757722,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017325,7.757747,16.0,2,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017355,7.757805,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.017411,7.757511,16.0,2,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.019658,7.74835,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.023169,7.738913,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.025833,7.749444,16.0,1,771,164.01074508906376,228.6475998172529,138.7605843837383,54.91830874877342,35.06724439026711,9.250163580506541,21.63768382896708,35.784453573141995,15.017318921703396,55.38669114768258,28.455584487282295,16.945275681364443,5.649871693657541,103.4425646466328,10.409421568312787,21.853632133247018,1.9964972434568806
45.076702,7.762644,17.0,96,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.076952,7.767409,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077005,7.768105,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077036,7.765542,17.0,9,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077308,7.765982,17.0,6,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077346,7.765982,17.0,56,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077513,7.769105,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077589,7.764812,17.0,27,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077777,7.768888,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.077854,7.769179,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078061,7.760575,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078598,7.758193,17.0,2,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078638,7.766025,17.0,6,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078642,7.762538,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078763,7.760456,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.078801,7.754899,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.07918,7.767205,17.0,47,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079248,7.766711,17.0,2,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079271,7.768836,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079322,7.766736,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079405,7.766858,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079414,7.767548,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079419,7.766827,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079419,7.766913,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
45.079444,7.766944,17.0,1,1409,252.23098059987825,354.4560141440892,468.73773294047095,112.5508357571759,87.65443470853592,27.24308841697409,45.72914888525721,62.79160721376817,55.720634155277736,74.98194512723683,281.20495205605823,47.84994199645088,6.533875300103471,133.14626954259887,20.917219554034983,81.01346687655287,7.114924272094027
