,lat,lng,label,cores
1957,45.059978,7.653415,6,1
1958,45.059978,7.653415,6,1
1959,45.059978,7.653415,6,1
1960,45.059978,7.653415,6,1
1961,45.059978,7.653415,6,1
1962,45.059978,7.653415,6,1
1963,45.059978,7.653415,6,1
1964,45.059978,7.653415,6,1
1965,45.059978,7.653415,6,1
1966,45.059978,7.653415,6,1
1967,45.059978,7.653415,6,1
1968,45.059978,7.653415,6,1
1969,45.059978,7.653415,6,1
1970,45.059978,7.653415,6,1
1971,45.059978,7.653415,6,1
1972,45.059978,7.653415,6,1
1973,45.059978,7.653415,6,1
1974,45.059978,7.653415,6,1
1975,45.059978,7.653415,6,1
1976,45.059978,7.653415,6,1
1977,45.059978,7.653415,6,1
1978,45.059978,7.653415,6,1
1979,45.059978,7.653415,6,1
1980,45.059978,7.653415,6,1
1981,45.059978,7.653415,6,1
1982,45.059978,7.653415,6,1
1983,45.059978,7.653415,6,1
1984,45.059978,7.653415,6,1
1985,45.059978,7.653415,6,1
1986,45.059978,7.653415,6,1
1987,45.059978,7.653415,6,1
1988,45.059978,7.653415,6,1
1989,45.059978,7.653415,6,1
1990,45.059978,7.653415,6,1
1991,45.059978,7.653415,6,1
1992,45.059978,7.653415,6,1
1993,45.059978,7.653415,6,1
1994,45.059978,7.653415,6,1
1995,45.059978,7.653415,6,1
1996,45.059978,7.653415,6,1
1997,45.059978,7.653415,6,1
1998,45.059978,7.653415,6,1
1999,45.059978,7.653415,6,1
2000,45.059978,7.653415,6,1
2001,45.059978,7.653415,6,1
2002,45.059978,7.653415,6,1
2003,45.059978,7.653415,6,1
2004,45.059978,7.653415,6,1
2005,45.059978,7.653415,6,1
2006,45.059978,7.653415,6,1
2007,45.059978,7.653415,6,1
2008,45.059978,7.653415,6,1
2009,45.059978,7.653415,6,1
2010,45.059978,7.653415,6,1
2011,45.059978,7.653415,6,1
2012,45.059978,7.653415,6,1
2013,45.059978,7.653415,6,1
2014,45.059978,7.653415,6,1
2015,45.059978,7.653415,6,1
2016,45.059978,7.653415,6,1
2017,45.059978,7.653415,6,1
2018,45.059978,7.653415,6,1
2019,45.059978,7.653415,6,1
2020,45.059978,7.653415,6,1
2021,45.059978,7.653415,6,1
2022,45.059978,7.653415,6,1
2023,45.059978,7.653415,6,1
2024,45.059978,7.653415,6,1
2025,45.059978,7.653415,6,1
2026,45.059978,7.653415,6,1
2027,45.059978,7.653415,6,1
2028,45.059978,7.653415,6,1
2029,45.059978,7.653415,6,1
2030,45.059978,7.653415,6,1
2031,45.059978,7.653415,6,1
2032,45.059978,7.653415,6,1
2033,45.059978,7.653415,6,1
2034,45.059978,7.653415,6,1
2035,45.059978,7.653415,6,1
2036,45.059978,7.653415,6,1
2037,45.059978,7.653415,6,1
2038,45.059978,7.653415,6,1
2039,45.059978,7.653415,6,1
2040,45.059978,7.653415,6,1
2041,45.059978,7.653415,6,1
2042,45.059978,7.653415,6,1
2043,45.059978,7.653415,6,1
2044,45.059978,7.653415,6,1
2045,45.059978,7.653415,6,1
2046,45.059978,7.653415,6,1
2047,45.059978,7.653415,6,1
2048,45.059978,7.653415,6,1
2049,45.059978,7.653415,6,1
2050,45.059978,7.653415,6,1
2051,45.059978,7.653415,6,1
2052,45.059978,7.653415,6,1
2053,45.059978,7.653415,6,1
2054,45.059978,7.653415,6,1
2055,45.059978,7.653415,6,1
2056,45.059978,7.653415,6,1
2057,45.059978,7.653415,6,1
2058,45.059978,7.653415,6,1
2059,45.059978,7.653415,6,1
2060,45.059978,7.653415,6,1
2061,45.059978,7.653415,6,1
2062,45.059978,7.653415,6,1
2063,45.059978,7.653415,6,1
2064,45.059978,7.653415,6,1
2065,45.059978,7.653415,6,1
2066,45.059978,7.653415,6,1
2067,45.059978,7.653415,6,1
2068,45.059978,7.653415,6,1
2069,45.059978,7.653415,6,1
2070,45.059978,7.653415,6,1
2071,45.059978,7.653415,6,1
2072,45.059978,7.653415,6,1
2073,45.059978,7.653415,6,1
2074,45.059978,7.653415,6,1
2075,45.059978,7.653415,6,1
2076,45.059978,7.653415,6,1
2077,45.059978,7.653415,6,1
2078,45.059978,7.653415,6,1
2079,45.059978,7.653415,6,1
2080,45.059978,7.653415,6,1
2081,45.059978,7.653415,6,1
2082,45.059978,7.653415,6,1
2083,45.059978,7.653415,6,1
2084,45.059978,7.653415,6,1
2085,45.059978,7.653415,6,1
2086,45.059978,7.653415,6,1
2087,45.059978,7.653415,6,1
2088,45.059978,7.653415,6,1
2089,45.059978,7.653415,6,1
2090,45.059978,7.653415,6,1
2091,45.059978,7.653415,6,1
2092,45.059978,7.653415,6,1
2093,45.059978,7.653415,6,1
2094,45.059978,7.653415,6,1
2095,45.059978,7.653415,6,1
2096,45.059978,7.653415,6,1
2097,45.059978,7.653415,6,1
2098,45.059994,7.697419,6,1
2099,45.060016999999995,7.696974000000001,6,1
2100,45.060055,7.6817470000000005,6,1
2101,45.060058000000005,7.6974160000000005,6,1
2102,45.060077,7.681780000000001,6,1
2103,45.060077,7.681794,6,1
2104,45.060161,7.682027000000001,6,1
2105,45.060161,7.682027000000001,6,1
2106,45.060168,7.652299,6,1
2107,45.060178,7.697522,6,1
2108,45.060183,7.681958,6,1
2109,45.060196999999995,7.653542999999999,6,1
2110,45.060196999999995,7.653542999999999,6,1
2111,45.060196999999995,7.653542999999999,6,1
2112,45.060196999999995,7.653542999999999,6,1
2113,45.060196999999995,7.653542999999999,6,1
2114,45.060196999999995,7.653542999999999,6,1
2115,45.060196999999995,7.653542999999999,6,1
2116,45.060196999999995,7.653542999999999,6,1
2117,45.060196999999995,7.653542999999999,6,1
2118,45.060196999999995,7.653542999999999,6,1
2119,45.060196999999995,7.653542999999999,6,1
2120,45.060196999999995,7.653542999999999,6,1
2121,45.060196999999995,7.653542999999999,6,1
2122,45.060196999999995,7.653542999999999,6,1
2123,45.060196999999995,7.653542999999999,6,1
2124,45.060196999999995,7.653542999999999,6,1
2125,45.060196999999995,7.653542999999999,6,1
2126,45.060196999999995,7.653542999999999,6,1
2127,45.060196999999995,7.653542999999999,6,1
2128,45.060196999999995,7.653542999999999,6,1
2129,45.060196999999995,7.653542999999999,6,1
2130,45.060196999999995,7.653542999999999,6,1
2131,45.060196999999995,7.653542999999999,6,1
2132,45.060196999999995,7.653542999999999,6,1
2133,45.060196999999995,7.653542999999999,6,1
2134,45.060196999999995,7.653542999999999,6,1
2135,45.060196999999995,7.653542999999999,6,1
2136,45.060196999999995,7.653542999999999,6,1
2137,45.060196999999995,7.653542999999999,6,1
2138,45.060196999999995,7.653542999999999,6,1
2139,45.060196999999995,7.653542999999999,6,1
2140,45.060196999999995,7.653542999999999,6,1
2141,45.060196999999995,7.653542999999999,6,1
2142,45.060196999999995,7.653542999999999,6,1
2143,45.060196999999995,7.653542999999999,6,1
2144,45.060196999999995,7.653542999999999,6,1
2145,45.060196999999995,7.653542999999999,6,1
2146,45.060196999999995,7.653542999999999,6,1
