ids,predictions,lat,lng,label,CLUSTER_ID
33971635616,"2 : 0.29642746, 3 : 0.14623399, 3 : 0.07095158",45.062063,7.685981,0,2
33971611756,"7 : 0.23741369, 3 : 0.10740805, 4 : 0.10675224",45.062063,7.685981,0,2
33740020530,"3 : 0.34739634, 7 : 0.19201128, 3 : 0.1493638",45.062063,7.685981,0,2
33716154343,"7 : 0.46814454, 7 : 0.27621555, 3 : 0.08182689",45.062063,7.685981,0,2
33739355035,"2 : 0.6617703, 12 : 0.039218858, 3 : 0.018281806",45.062063,7.685981,0,2
33897475830,"1 : 0.3759425, 7 : 0.06551156, 2 : 0.039049596",45.062063,7.685981,0,2
36786188420,"11 : 0.53789335, 1 : 0.32789293, 11 : 0.02220474",45.062088,7.679625,0,12
30338602397,"8 : 0.77109545, 8 : 0.03810634, 8 : 0.032500822",45.062088,7.68095,0,12
30338601517,"8 : 0.8988445, 8 : 0.009160591, 8 : 0.0062505263",45.062113,7.68083,0,12
47537615882,"12 : 0.19306195, 9 : 0.1449036, 3 : 0.12423556",45.062133,7.676447,0,12
35732805735,"2 : 0.9995358, 3 : 0.00045788425, 2 : 4.6720314e-07",45.062144,7.6796,0,12
44554829184,"8 : 0.62193435, 8 : 0.102093324, 8 : 0.10048267",45.062183,7.680858,0,12
31468003408,"8 : 0.8423161, 8 : 0.048122372, 8 : 0.02563701",45.062184,7.680187,0,12
46866539704,"8 : 0.42236128, 9 : 0.061218847, 8 : 0.047229555",45.062202,7.676352,0,12
24259664447,"1 : 0.58345425, 2 : 0.120286785, 1 : 0.09360755",45.062269,7.679314,0,12
32996626423,"7 : 0.5358224, 3 : 0.17065133, 7 : 0.08184911",45.062272,7.676725,0,12
43462476630,"8 : 0.7540037, 8 : 0.057532232, 8 : 0.04924955",45.062286,7.680236,0,12
46675049775,"1 : 0.93127555, 11 : 0.021704925, 9 : 0.009818263",45.062294,7.676483,0,12
47537616022,"11 : 0.4418156, 9 : 0.36887065, 1 : 0.0490595",45.062305,7.676513,0,12
32902281301,"13 : 0.5865012, 2 : 0.31083557, 13 : 0.013598101",45.062306,7.678542,0,12
42675026981,"2 : 0.37190688, 11 : 0.16564178, 4 : 0.016225321",45.062313,7.678444,0,12
46866539504,"1 : 0.2914999, 11 : 0.088157624, 11 : 0.054523014",45.062327,7.677238,0,12
48707280598,"13 : 0.7456317, 3 : 0.1147202, 7 : 0.03277374",45.062344,7.685308,0,2
47106972971,"8 : 0.9354172, 8 : 0.00324753, 8 : 0.0016816494",45.062363,7.679727,0,12
49808985636,"8 : 0.8963432, 8 : 0.049698707, 8 : 0.0012250909",45.062412,7.67704,0,12
48829255418,"1 : 0.4405725, 1 : 0.09978579, 8 : 0.08061283",45.062425,7.678633,0,12
48829726987,"11 : 0.46633255, 1 : 0.33447403, 1 : 0.015443062",45.062425,7.678633,0,12
48830134523,"7 : 0.49221203, 12 : 0.19761741, 13 : 0.15037611",45.062425,7.678633,0,12
48829979688,"8 : 0.3782603, 8 : 0.0840647, 8 : 0.07248887",45.062425,7.678633,0,12
48829497011,"2 : 0.27923894, 12 : 0.10376459, 1 : 0.059190135",45.062425,7.678633,0,12
48829045788,"1 : 0.27612677, 2 : 0.21730644, 11 : 0.15459742",45.062425,7.678633,0,12
48829516497,"7 : 0.1577471, 13 : 0.09218593, 12 : 0.075541824",45.062425,7.678633,0,12
48829463762,"2 : 0.3465316, 2 : 0.17811026, 3 : 0.026338609",45.062425,7.678633,0,12
48829113436,"8 : 0.7159509, 8 : 0.062842764, 8 : 0.027158758",45.062425,7.678633,0,12
48828922016,"8 : 0.9038747, 8 : 0.03998536, 8 : 0.005565621",45.062425,7.678633,0,12
48828747792,"8 : 0.7136513, 8 : 0.031948708, 8 : 0.02188209",45.062425,7.678633,0,12
48828223351,"9 : 0.25973117, 12 : 0.07585645, 13 : 0.065019384",45.062425,7.678633,0,12
48707281068,"3 : 0.90860605, 3 : 0.0698878, 3 : 0.0047635958",45.062425,7.678633,0,12
48830635452,"8 : 0.8311801, 8 : 0.03130956, 8 : 0.011811891",45.062425,7.678633,0,12
48828424073,"8 : 0.61231023, 4 : 0.01854639, 8 : 0.018412163",45.062425,7.678633,0,12
33271052024,"11 : 0.87287915, 1 : 0.037008595, 13 : 0.007576147",45.062434,7.677136,0,12
26806617668,"3 : 0.93640727, 12 : 0.020030512, 2 : 0.0061557028",45.062436,7.677155,0,12
24259670157,"1 : 0.5711873, 11 : 0.1486621, 1 : 0.042909294",45.062436,7.678692,0,12
39967796724,"3 : 0.3209346, 11 : 0.068540156, 13 : 0.040446755",45.062469,7.677158,0,12
26806617708,"3 : 0.9727111, 12 : 0.008101137, 2 : 0.0011732794",45.062469,7.677166,0,12
47945891437,"8 : 0.5045129, 8 : 0.2856817, 8 : 0.00787544",45.062488,7.672416,0,4
47945919861,"8 : 0.74422914, 8 : 0.091918, 8 : 0.0038407084",45.0625,7.672102,0,4
42533851141,"1 : 0.5118824, 9 : 0.06606088, 1 : 0.026342211",45.0625,7.677222,0,12
48805708418,"2 : 0.6238672, 11 : 0.13083017, 1 : 0.0272651",45.0625,7.679166,0,12
48955501707,"2 : 0.23642743, 11 : 0.1103815, 11 : 0.051430855",45.0625,7.68,0,12
46383361934,"8 : 0.8524293, 8 : 0.007117465, 8 : 0.0022420757",45.062519,7.679786,0,12
39779895425,"12 : 0.26728144, 4 : 0.14532588, 2 : 0.05961373",45.062522,7.67698,0,12
39967782284,"4 : 0.4661287, 3 : 0.044818394, 12 : 0.031964213",45.062522,7.676994,0,12
48707278608,"2 : 0.61539155, 2 : 0.34905174, 2 : 0.00464018",45.062538,7.685186,0,2
45847271831,"1 : 0.74106395, 1 : 0.022287238, 11 : 0.0128936",45.062544,7.679386,0,12
45275349491,"11 : 0.6985584, 1 : 0.18941969, 11 : 0.017604087",45.062563,7.67837,0,12
26436235119,"7 : 0.2575984, 13 : 0.08878584, 7 : 0.048680957",45.062564,7.678766,0,12
40668132491,"11 : 0.32761872, 1 : 0.107068315, 13 : 0.03315111",45.062578,7.679765,0,12
43503567385,"8 : 0.42823768, 8 : 0.38276833, 8 : 0.012300777",45.062583,7.671427,0,4
38234174296,"9 : 0.7118511, 2 : 0.06428828, 7 : 0.02438955",45.062593,7.678992,0,12
48721488896,"8 : 0.9027896, 8 : 0.010786553, 8 : 0.0035250222",45.062597,7.678825,0,12
48721665442,"8 : 0.92960805, 8 : 0.0053727874, 8 : 0.001023221",45.062597,7.678825,0,12
48721665267,"8 : 0.8736387, 8 : 0.015990488, 8 : 0.01087067",45.062613,7.678847,0,12
32663560635,"13 : 0.0836409, 9 : 0.052667357, 8 : 0.042341433",45.062624,7.679336,0,12
32541275441,"9 : 0.15933579, 2 : 0.07277049, 13 : 0.07059043",45.062624,7.679336,0,12
32663560485,"13 : 0.39091343, 2 : 0.18598656, 8 : 0.035944816",45.062624,7.679336,0,12
32663560355,"7 : 0.36669025, 4 : 0.1486088, 9 : 0.09800542",45.062624,7.679336,0,12
32284399120,"12 : 0.7640969, 8 : 0.05155687, 11 : 0.03385764",45.062624,7.679336,0,12
32663560155,"9 : 0.8999256, 9 : 0.09449789, 9 : 0.00040701585",45.062624,7.679336,0,12
32663560105,"9 : 0.45051542, 2 : 0.092394896, 8 : 0.0759082",45.062624,7.679336,0,12
45700265551,"11 : 0.6715054, 1 : 0.0765057, 8 : 0.024658522",45.062636,7.679741,0,12
44975178444,"1 : 0.31530023, 11 : 0.24540962, 11 : 0.041314255",45.062636,7.679766,0,12
46289038301,"1 : 0.63944143, 13 : 0.108681045, 1 : 0.01663305",45.062644,7.679588,0,12
48728713438,"2 : 0.76299316, 13 : 0.23097631, 2 : 0.0024507167",45.062658,7.671797,0,4
47079441672,"7 : 0.51865226, 1 : 0.16220494, 1 : 0.040659178",45.062663,7.679675,0,12
48721671122,"8 : 0.905564, 8 : 0.0018774461, 13 : 0.0017155953",45.06268,7.677461,0,12
26826738468,"1 : 0.5069511, 11 : 0.11854649, 11 : 0.11499167",45.062684,7.678896,0,12
38392102901,"2 : 0.9381943, 11 : 0.025866566, 1 : 0.0039371923",45.062686,7.678108,0,12
48283647816,"8 : 0.17266165, 1 : 0.1258566, 8 : 0.031114623",45.062713,7.679255,0,12
46731072174,"2 : 0.20862144, 10 : 0.04005738, 4 : 0.039224517",45.062722,7.6789,0,12
46539040715,"8 : 0.2123216, 1 : 0.057876874, 8 : 0.042175144",45.062722,7.6789,0,12
47454183661,"13 : 0.85028315, 8 : 0.006998705, 2 : 0.005389511",45.062722,7.6789,0,12
46539040005,"8 : 0.3037083, 2 : 0.17703876, 8 : 0.09652558",45.062722,7.6789,0,12
40488236423,"2 : 0.9022525, 8 : 0.006482426, 13 : 0.0051425938",45.062722,7.6789,0,12
46539039585,"7 : 0.25170556, 4 : 0.16599795, 7 : 0.13784148",45.062722,7.6789,0,12
40488235703,"8 : 0.06258606, 8 : 0.051192176, 13 : 0.05089014",45.062722,7.6789,0,12
46539038875,"13 : 0.12922624, 9 : 0.08301027, 4 : 0.054085743",45.062722,7.6789,0,12
47454182371,"10 : 0.084110714, 13 : 0.070211045, 9 : 0.05062316",45.062722,7.6789,0,12
47401278382,"7 : 0.0912234, 13 : 0.04585192, 8 : 0.03540924",45.062722,7.6789,0,12
47454182191,"1 : 0.24704434, 1 : 0.15038784, 8 : 0.056572907",45.062722,7.6789,0,12
47454181751,"13 : 0.0635653, 8 : 0.037775524, 13 : 0.032773595",45.062722,7.6789,0,12
47401277492,"1 : 0.28659037, 1 : 0.16519149, 11 : 0.04664161",45.062722,7.6789,0,12
47454181251,"1 : 0.22851022, 8 : 0.08854474, 9 : 0.050236758",45.062722,7.6789,0,12
47454180871,"2 : 0.20425187, 2 : 0.16364376, 7 : 0.10814366",45.062722,7.6789,0,12
47454180751,"1 : 0.2110412, 1 : 0.07339352, 7 : 0.03524882",45.062722,7.6789,0,12
47401276242,"9 : 0.546726, 2 : 0.032318555, 13 : 0.03175754",45.062722,7.6789,0,12
47454180451,"7 : 0.31176168, 6 : 0.12998453, 6 : 0.112286665",45.062722,7.6789,0,12
40488230333,"13 : 0.6337594, 2 : 0.029970052, 3 : 0.019017685",45.062722,7.6789,0,12
40488229203,"7 : 0.12743345, 4 : 0.10145855, 3 : 0.09702358",45.062722,7.6789,0,12
47401273132,"9 : 0.9085556, 7 : 0.00657567, 10 : 0.0059251226",45.062722,7.6789,0,12
47401272482,"2 : 0.041326687, 7 : 0.033337545, 7 : 0.020398034",45.062722,7.6789,0,12
40488228083,"7 : 0.17312393, 3 : 0.11882457, 7 : 0.06866147",45.062722,7.6789,0,12
47401271772,"3 : 0.07478247, 7 : 0.069259405, 7 : 0.046595026",45.062722,7.6789,0,12
40488227293,"2 : 0.25536695, 7 : 0.16759324, 7 : 0.091330625",45.062722,7.6789,0,12
33577936248,"7 : 0.23679931, 7 : 0.0958735, 7 : 0.064447716",45.062722,7.6789,0,12
32512468127,"2 : 0.17614588, 7 : 0.057814892, 6 : 0.040255222",45.062722,7.6789,0,12
32512467707,"13 : 0.47449255, 10 : 0.037436888, 12 : 0.026438568",45.062722,7.6789,0,12
32512467327,"7 : 0.11070158, 7 : 0.0951252, 4 : 0.06313219",45.062722,7.6789,0,12
33577934428,"10 : 0.088103935, 7 : 0.05425703, 4 : 0.03129883",45.062722,7.6789,0,12
46731052504,"7 : 0.40407124, 7 : 0.06212826, 4 : 0.05010141",45.062722,7.6789,0,12
46731052464,"13 : 0.37328285, 13 : 0.07756203, 13 : 0.06344894",45.062722,7.6789,0,12
47454173851,"13 : 0.9833958, 7 : 0.00090510637, 13 : 0.00055860105",45.062722,7.6789,0,12
46731052174,"7 : 0.10613932, 7 : 0.057848718, 7 : 0.0576355",45.062722,7.6789,0,12
47454172981,"13 : 0.2908486, 2 : 0.067232996, 6 : 0.03488526",45.062722,7.6789,0,12
46539032455,"7 : 0.094785705, 7 : 0.05999157, 2 : 0.027974881",45.062722,7.6789,0,12
46539032165,"13 : 0.33154854, 7 : 0.14622422, 9 : 0.05209123",45.062722,7.6789,0,12
46539031845,"7 : 0.8105606, 13 : 0.014467289, 7 : 0.013694205",45.062722,7.6789,0,12
47454171541,"13 : 0.06942212, 2 : 0.040748294, 13 : 0.02946367",45.062722,7.6789,0,12
46539031375,"11 : 0.2764577, 1 : 0.07163976, 13 : 0.05963567",45.062722,7.6789,0,12
47454170871,"7 : 0.42717242, 8 : 0.1581571, 7 : 0.068439156",45.062722,7.6789,0,12
46539030955,"6 : 0.12240205, 13 : 0.082694575, 7 : 0.019561676",45.062722,7.6789,0,12
47454169851,"13 : 0.16303213, 6 : 0.1234337, 2 : 0.02851779",45.062722,7.6789,0,12
46731049474,"9 : 0.22733353, 13 : 0.058812596, 2 : 0.049488224",45.062722,7.6789,0,12
47454168801,"2 : 0.12515002, 9 : 0.09537206, 8 : 0.08288957",45.062722,7.6789,0,12
46731049004,"7 : 0.14368886, 5 : 0.04392451, 6 : 0.035071027",45.062722,7.6789,0,12
47454167941,"7 : 0.31064567, 8 : 0.031805035, 8 : 0.025518715",45.062722,7.6789,0,12
46731048474,"8 : 0.69470376, 5 : 0.026254136, 7 : 0.019872027",45.062722,7.6789,0,12
46731047934,"9 : 0.24451023, 8 : 0.16200814, 8 : 0.09261884",45.062722,7.6789,0,12
47454166561,"2 : 0.7477607, 8 : 0.010891169, 4 : 0.010320012",45.062722,7.6789,0,12
32512456157,"7 : 0.12125297, 8 : 0.04872425, 7 : 0.034181718",45.062722,7.6789,0,12
33577929748,"8 : 0.15840137, 12 : 0.096656926, 8 : 0.06570039",45.062722,7.6789,0,12
33577929288,"7 : 0.05277516, 3 : 0.04187222, 13 : 0.034551498",45.062722,7.6789,0,12
33577928958,"7 : 0.1511061, 8 : 0.103095785, 10 : 0.05021992",45.062722,7.6789,0,12
33577928518,"7 : 0.12603967, 2 : 0.111771606, 7 : 0.04922204",45.062722,7.6789,0,12
47401256252,"3 : 0.05997216, 2 : 0.047264677, 13 : 0.039234962",45.062722,7.6789,0,12
46539019915,"2 : 0.15515588, 13 : 0.0925346, 3 : 0.051526554",45.062722,7.6789,0,12
47401255222,"10 : 0.15008056, 2 : 0.08685794, 7 : 0.07890297",45.062722,7.6789,0,12
47401255022,"2 : 0.6931442, 9 : 0.022847772, 6 : 0.009984832",45.062722,7.6789,0,12
46539018415,"13 : 0.5610428, 2 : 0.2621122, 13 : 0.07624427",45.062722,7.6789,0,12
46731038814,"13 : 0.6591497, 10 : 0.02237171, 9 : 0.014281347",45.062722,7.6789,0,12
47401253842,"9 : 0.23664108, 5 : 0.21709701, 13 : 0.2038208",45.062722,7.6789,0,12
47454151381,"2 : 0.3400439, 9 : 0.100353435, 7 : 0.039563403",45.062722,7.6789,0,12
47401253152,"7 : 0.11442176, 6 : 0.044934142, 3 : 0.04217796",45.062722,7.6789,0,12
47454149911,"2 : 0.21268746, 8 : 0.14924967, 7 : 0.06452658",45.062722,7.6789,0,12
47401251972,"13 : 0.6277399, 2 : 0.19095698, 2 : 0.012748902",45.062722,7.6789,0,12
47454148611,"10 : 0.7722597, 6 : 0.008483996, 6 : 0.008150789",45.062722,7.6789,0,12
47401250742,"8 : 0.2584515, 2 : 0.106817074, 2 : 0.07775326",45.062722,7.6789,0,12
46539013945,"1 : 0.84219396, 1 : 0.0070243925, 9 : 0.0037069276",45.062722,7.6789,0,12
33577924218,"1 : 0.8495249, 11 : 0.007279366, 9 : 0.0067108097",45.062722,7.6789,0,12
40488203023,"6 : 0.64867157, 7 : 0.03084984, 2 : 0.027346473",45.062722,7.6789,0,12
40488202393,"2 : 0.26010928, 13 : 0.07123182, 10 : 0.048408147",45.062722,7.6789,0,12
40488201723,"2 : 0.3440915, 2 : 0.10213662, 7 : 0.057696078",45.062722,7.6789,0,12
47401245372,"6 : 0.4433081, 1 : 0.0694223, 8 : 0.053949557",45.062722,7.6789,0,12
40488200683,"2 : 0.5491037, 2 : 0.0103992885, 13 : 0.009110234",45.062722,7.6789,0,12
47401244242,"9 : 0.84703946, 2 : 0.08230056, 8 : 0.0068037584",45.062722,7.6789,0,12
40488199983,"7 : 0.23079312, 2 : 0.034837935, 2 : 0.023349414",45.062722,7.6789,0,12
40488197923,"1 : 0.600685, 7 : 0.12720388, 7 : 0.045071054",45.062722,7.6789,0,12
33577922268,"13 : 0.27145147, 7 : 0.042754028, 7 : 0.037283096",45.062722,7.6789,0,12
33577922128,"2 : 0.5137475, 8 : 0.07007081, 8 : 0.032232046",45.062722,7.6789,0,12
46539027075,"6 : 0.23779128, 6 : 0.089706965, 3 : 0.0704851",45.062722,7.6789,0,12
40488199383,"3 : 0.7632155, 7 : 0.041084938, 7 : 0.031988163",45.062722,7.6789,0,12
47436327941,"9 : 0.028743088, 7 : 0.027952034, 7 : 0.020502781",45.062722,7.6789,0,12
47401278032,"13 : 0.68646646, 13 : 0.037843864, 3 : 0.020707777",45.062722,7.6789,0,12
48721159613,"8 : 0.9388655, 8 : 0.0044831275, 8 : 0.0039540813",45.062722,7.679352,0,12
47960649318,"8 : 0.74160016, 8 : 0.16191836, 8 : 0.013267165",45.062725,7.67173,0,4
48721671662,"8 : 0.49066412, 8 : 0.21443923, 8 : 0.112047695",45.062725,7.679147,0,12
40166723943,"7 : 0.2697192, 7 : 0.18379243, 2 : 0.031649407",45.06273,7.679747,0,12
47131859051,"7 : 0.13737072, 11 : 0.12184586, 7 : 0.090676874",45.062747,7.67975,0,12
29398786587,"1 : 0.5793999, 11 : 0.09093697, 11 : 0.050160646",45.062775,7.678885,0,12
48955308591,"1 : 0.66021484, 11 : 0.054719873, 1 : 0.03882976",45.062777,7.678611,0,12
47960673526,"8 : 0.7127564, 8 : 0.19686, 8 : 0.018295543",45.062786,7.671575,0,4
46521116785,"9 : 0.15011439, 2 : 0.06912272, 8 : 0.06329208",45.062788,7.679394,0,12
40470497653,"2 : 0.25644827, 8 : 0.08816944, 2 : 0.07808493",45.062788,7.679394,0,12
46713293854,"7 : 0.096290514, 7 : 0.05450195, 8 : 0.041155986",45.062788,7.679394,0,12
40470496323,"8 : 0.089316174, 7 : 0.040675983, 8 : 0.02649659",45.062788,7.679394,0,12
46521113055,"2 : 0.098178715, 6 : 0.09166675, 2 : 0.03791308",45.062788,7.679394,0,12
46521110275,"8 : 0.08393186, 7 : 0.06875632, 6 : 0.061029825",45.062788,7.679394,0,12
33560228618,"7 : 0.2271389, 1 : 0.07556091, 2 : 0.0314107",45.062788,7.679394,0,12
47383494872,"7 : 0.8268004, 7 : 0.14002016, 8 : 0.005249399",45.062788,7.679394,0,12
33560226408,"8 : 0.59020644, 2 : 0.04247483, 7 : 0.024954071",45.062788,7.679394,0,12
46713282984,"8 : 0.29673633, 8 : 0.15507422, 7 : 0.11500248",45.062788,7.679394,0,12
46521102975,"7 : 0.78817606, 10 : 0.031688366, 2 : 0.0139146745",45.062788,7.679394,0,12
46521111885,"3 : 0.045656156, 7 : 0.044229694, 7 : 0.033754256",45.062794,7.679388,0,12
48454583007,"8 : 0.44948503, 8 : 0.12551866, 1 : 0.053937122",45.062794,7.684313,0,2
42870013562,"2 : 0.28228813, 1 : 0.2778788, 11 : 0.14757553",45.062797,7.678808,0,12
48721671577,"8 : 0.8015453, 8 : 0.06420066, 8 : 0.029969744",45.062802,7.679044,0,12
48307051497,"8 : 0.81000775, 8 : 0.056814495, 8 : 0.037817154",45.062808,7.679155,0,12
48721495166,"8 : 0.91750103, 8 : 0.0075659226, 8 : 0.0050759083",45.062813,7.67915,0,12
38913739150,"2 : 0.33900422, 8 : 0.234373, 8 : 0.108911075",45.06283,7.679455,0,12
33560237218,"7 : 0.25302362, 7 : 0.15529595, 13 : 0.10908933",45.062847,7.679255,0,12
32494531717,"13 : 0.59151495, 3 : 0.1324582, 2 : 0.0151756415",45.062847,7.679255,0,12
33560230548,"7 : 0.21142107, 7 : 0.05699785, 12 : 0.04938566",45.062847,7.679255,0,12
32494522167,"2 : 0.75880706, 7 : 0.018079799, 14 : 0.012980167",45.062847,7.679255,0,12
32494520157,"6 : 0.12014332, 7 : 0.058681637, 6 : 0.02750235",45.062847,7.679255,0,12
48721159213,"8 : 0.6785936, 8 : 0.21334352, 8 : 0.0141237825",45.062855,7.677363,0,12
49682574997,"8 : 0.936247, 8 : 0.0052276985, 8 : 0.003108539",45.062881,7.678906,0,12
47436339811,"13 : 0.19253789, 2 : 0.09919805, 7 : 0.07357975",45.0629,7.67943,0,12
40470498153,"13 : 0.7020857, 2 : 0.0302518, 13 : 0.009841578",45.0629,7.67943,0,12
47383490162,"7 : 0.25031632, 7 : 0.10436872, 2 : 0.0632164",45.0629,7.67943,0,12
33560213748,"7 : 0.0993303, 2 : 0.091116756, 7 : 0.08089779",45.0629,7.67943,0,12
48721494766,"8 : 0.9347582, 8 : 0.0055225287, 8 : 0.0006679867",45.062905,7.67785,0,12
35549531820,"2 : 0.5086446, 9 : 0.07092536, 9 : 0.05122764",45.062922,7.678291,0,12
49711361777,"13 : 0.30347726, 2 : 0.08796098, 13 : 0.047414027",45.062922,7.684755,0,2
48043784803,"11 : 0.4992494, 11 : 0.13529234, 1 : 0.053675495",45.062931,7.679078,0,12
