ids,predictions,lat,lng,label,CLUSTER__ID
2110975054868332078,"7 : 0.264463, 7 : 0.15623873, 2 : 0.050740734",45.06954,7.68792,0,16
2110388418027581361,"2 : 0.62722826, 7 : 0.034250744, 13 : 0.024248578",45.06954,7.68792,0,16
2109667116840979526,"13 : 0.19755052, 2 : 0.0917078, 5 : 0.07270666",45.06954,7.68792,0,16
2108881645158354827,"5 : 0.17452177, 5 : 0.10681225, 5 : 0.08789812",45.06954,7.68792,0,16
2108881313474919868,"5 : 0.15609348, 5 : 0.12232444, 2 : 0.07613271",45.06954,7.68792,0,16
2108859907618051094,"2 : 0.58389485, 12 : 0.109088466, 7 : 0.08594833",45.06954,7.68792,0,16
2108143426332624572,"2 : 0.43129414, 2 : 0.18197444, 3 : 0.05488045",45.06954,7.68792,0,16
2108087100042816228,"2 : 0.32372496, 7 : 0.17020917, 3 : 0.13158442",45.06954,7.68792,0,16
2104460191880880364,"2 : 0.8192909, 7 : 0.08779324, 7 : 0.0057499227",45.06954,7.68792,0,16
2104456150780129733,"2 : 0.84929645, 7 : 0.05968339, 6 : 0.0065975566",45.06954,7.68792,0,16
2103052826881266466,"1 : 0.29540178, 2 : 0.07566425, 12 : 0.04437471",45.06954,7.68792,0,16
2101570727628025920,"7 : 0.7593391, 7 : 0.072711445, 10 : 0.05325099",45.06954,7.68792,0,16
2099502055472406637,"6 : 0.3340569, 2 : 0.15260015, 7 : 0.06934846",45.06954,7.68792,0,16
2096625559233839672,"7 : 0.21353061, 2 : 0.15354607, 2 : 0.07692833",45.06954,7.68792,0,16
2095875318532403411,"7 : 0.24041817, 13 : 0.11558813, 2 : 0.07237491",45.06954,7.68792,0,16
2093753056190628886,"7 : 0.6534796, 2 : 0.053301126, 6 : 0.0419882",45.06954,7.68792,0,16
2093679803677973037,"7 : 0.51985043, 7 : 0.14129417, 7 : 0.067235895",45.06954,7.68792,0,16
2092892782487249773,"2 : 0.6099666, 2 : 0.05954209, 7 : 0.055958495",45.06954,7.68792,0,16
2092890854776639852,"2 : 0.6452072, 7 : 0.04350253, 13 : 0.015682468",45.06954,7.68792,0,16
2084251438957132199,"2 : 0.08616612, 7 : 0.08489567, 11 : 0.06871348",45.06954,7.68792,0,16
2084200238702343538,"9 : 0.25907648, 8 : 0.12711878, 2 : 0.06715669",45.06954,7.68792,0,16
2084199628170930728,"9 : 0.29947728, 8 : 0.10873142, 2 : 0.06783983",45.06954,7.68792,0,16
2082789825456404596,"2 : 0.16877677, 9 : 0.1459505, 2 : 0.095286146",45.06954,7.68792,0,16
2081348195750963360,"7 : 0.44310656, 2 : 0.19805832, 7 : 0.18297733",45.06954,7.68792,0,16
2081337225959797722,"2 : 0.28077278, 2 : 0.19582741, 7 : 0.0884047",45.06954,7.68792,0,16
2080594665851218321,"2 : 0.38150162, 4 : 0.06739544, 4 : 0.034348097",45.06954,7.68792,0,16
2080593153116802725,"7 : 0.35413396, 2 : 0.15147638, 2 : 0.05667508",45.06954,7.68792,0,16
2079789516039697342,"5 : 0.26229045, 5 : 0.12118672, 5 : 0.08460777",45.06954,7.68792,0,16
2079156975293358268,"7 : 0.26046932, 7 : 0.18385974, 2 : 0.04099604",45.06954,7.68792,0,16
2076986124011801548,"7 : 0.62550557, 2 : 0.23544157, 7 : 0.03612804",45.06954,7.68792,0,16
2076982898642166408,"7 : 0.4915513, 3 : 0.13434958, 7 : 0.09973755",45.06954,7.68792,0,16
2074754566076915076,"12 : 0.10245554, 12 : 0.09749813, 5 : 0.09563568",45.06954,7.68792,0,16
2074150334198054076,"2 : 0.29145125, 4 : 0.11610844, 2 : 0.04093266",45.06954,7.68792,0,16
2073337726670870703,"2 : 0.20766117, 3 : 0.20661746, 3 : 0.053028338",45.06954,7.68792,0,16
2070503117075675730,"7 : 0.44108576, 7 : 0.10158676, 2 : 0.027019685",45.06954,7.68792,0,16
2068179002243277465,"6 : 0.1781104, 6 : 0.12410274, 14 : 0.1089115",45.06954,7.68792,0,16
2067457196322651692,"2 : 0.6402864, 7 : 0.082902685, 3 : 0.04261901",45.06954,7.68792,0,16
2064754964531692874,"7 : 0.9885793, 2 : 0.0045815725, 3 : 0.0034604506",45.06954,7.68792,0,16
2064537133479288427,"7 : 0.6289295, 7 : 0.22709408, 3 : 0.015740033",45.06954,7.68792,0,16
2061902410328071302,"2 : 0.4814717, 12 : 0.074820794, 7 : 0.05563302",45.06954,7.68792,0,16
2060360306909010323,"7 : 0.9980381, 7 : 0.0008043799, 2 : 8.4976185e-05",45.06954,7.68792,0,16
2060318937180056256,"7 : 0.8560233, 3 : 0.04152375, 2 : 0.010581511",45.06954,7.68792,0,16
2058086213245627720,"7 : 0.4744251, 2 : 0.09695464, 7 : 0.033390686",45.06954,7.68792,0,16
2057354713508243067,"7 : 0.3162605, 2 : 0.113190934, 7 : 0.10751087",45.06954,7.68792,0,16
2055928094092666166,"2 : 0.25752988, 3 : 0.06966609, 2 : 0.04673004",45.06954,7.68792,0,16
2055861199356258653,"7 : 0.9549526, 7 : 0.033699933, 2 : 0.0006123574",45.06954,7.68792,0,16
2055313977279296368,"7 : 0.9949332, 7 : 0.00376118, 7 : 0.00021179278",45.06954,7.68792,0,16
2055204225497138451,"7 : 0.9638391, 2 : 0.010680474, 13 : 0.0035848415",45.06954,7.68792,0,16
2054420670940537299,"7 : 0.9664797, 7 : 0.0054465965, 5 : 0.0015665349",45.06954,7.68792,0,16
2051630591960492103,"7 : 0.9122024, 7 : 0.02796779, 2 : 0.010140822",45.06954,7.68792,0,16
2050829969044690471,"2 : 0.3143448, 2 : 0.15899386, 2 : 0.10373018",45.06954,7.68792,0,16
2050150645391996896,"2 : 0.3660602, 3 : 0.13828444, 7 : 0.10315404",45.06954,7.68792,0,16
2050041733460314291,"2 : 0.4319633, 2 : 0.2521907, 7 : 0.06045735",45.06954,7.68792,0,16
2047325617675990996,"7 : 0.5091211, 7 : 0.17092742, 7 : 0.07538989",45.06954,7.68792,0,16
2047177561034890580,"7 : 0.45358166, 3 : 0.14056793, 2 : 0.052250385",45.06954,7.68792,0,16
2047118822340605816,"7 : 0.056165636, 2 : 0.05596417, 2 : 0.05115749",45.06954,7.68792,0,16
2045750255212937213,"7 : 0.14364624, 7 : 0.1348475, 12 : 0.09795112",45.06954,7.68792,0,16
2045035442413371184,"7 : 0.5071482, 2 : 0.21094751, 7 : 0.031603977",45.06954,7.68792,0,16
2044420151589251734,"6 : 0.40195304, 12 : 0.07110319, 12 : 0.06086168",45.06954,7.68792,0,16
2043558971891213136,"7 : 0.8156485, 3 : 0.044955958, 2 : 0.0133559825",45.06954,7.68792,0,16
2042231092892442742,"7 : 0.22132736, 2 : 0.101306945, 7 : 0.062347125",45.06954,7.68792,0,16
2042210356446578273,"7 : 0.42817536, 7 : 0.16763079, 7 : 0.01730342",45.06954,7.68792,0,16
2042207346882389526,"7 : 0.41652134, 7 : 0.19195333, 7 : 0.015139196",45.06954,7.68792,0,16
2041555622723077852,"2 : 0.44827184, 7 : 0.3507423, 12 : 0.033545155",45.06954,7.68792,0,16
2041464219938690503,"7 : 0.96659845, 3 : 0.0050313426, 2 : 0.004638409",45.06954,7.68792,0,16
2040717787514433234,"7 : 0.9897564, 7 : 0.0034394362, 2 : 0.00044114824",45.06954,7.68792,0,16
2035693313144577326,"13 : 0.8362508, 2 : 0.006359846, 4 : 0.0044478257",45.06954,7.68792,0,16
2034892803290223028,"7 : 0.9668957, 7 : 0.021464614, 2 : 0.00425583",45.06954,7.68792,0,16
2034852929937950441,"2 : 0.24040101, 2 : 0.15127218, 7 : 0.09489777",45.06954,7.68792,0,16
2034852571727618439,"2 : 0.24039237, 2 : 0.15948461, 13 : 0.101493806",45.06954,7.68792,0,16
2032739309246504293,"13 : 0.4421845, 2 : 0.094519235, 13 : 0.073843434",45.06954,7.68792,0,16
2032738595988524317,"7 : 0.77025694, 2 : 0.023325708, 2 : 0.022356885",45.06954,7.68792,0,16
2032085836649962192,"7 : 0.78168297, 12 : 0.15753256, 12 : 0.016987687",45.06954,7.68792,0,16
2031937560369763781,"6 : 0.73820984, 7 : 0.082021356, 6 : 0.048135467",45.06954,7.68792,0,16
2031349060822069646,"7 : 0.38858163, 8 : 0.12293583, 2 : 0.052048773",45.06954,7.68792,0,16
2030671736644424312,"1 : 0.5250878, 7 : 0.021107262, 1 : 0.017804006",45.06954,7.68792,0,16
2030602420360279798,"13 : 0.12416266, 13 : 0.112382665, 7 : 0.03620804",45.06954,7.68792,0,16
2029885395837120117,"7 : 0.94023895, 2 : 0.012851677, 7 : 0.011619389",45.06954,7.68792,0,16
2026842631087934136,"2 : 0.6675826, 7 : 0.1413271, 11 : 0.01326644",45.06954,7.68792,0,16
2025402093042189733,"7 : 0.23880641, 7 : 0.06769818, 13 : 0.04508947",45.06954,7.68792,0,16
2024766019978698925,"7 : 0.8690305, 7 : 0.032606516, 7 : 0.028162492",45.06954,7.68792,0,16
2024154806194382105,"7 : 0.983648, 7 : 0.011408535, 2 : 0.0009762058",45.06954,7.68792,0,16
2024065061015627442,"2 : 0.76522624, 4 : 0.044272758, 2 : 0.030093273",45.06954,7.68792,0,16
2023317911608615341,"7 : 0.4752285, 12 : 0.19764747, 2 : 0.047194906",45.06954,7.68792,0,16
2021906441675130436,"7 : 0.8955267, 7 : 0.01828156, 13 : 0.006429662",45.06954,7.68792,0,16
2021774970671038373,"7 : 0.51041514, 7 : 0.12316705, 2 : 0.0824432",45.06954,7.68792,0,16
2021210611028591867,"2 : 0.9887283, 7 : 0.0012539916, 7 : 0.0006860245",45.06954,7.68792,0,16
2020495851823936712,"5 : 0.17454137, 9 : 0.080921784, 9 : 0.062129382",45.06954,7.68792,0,16
2020398036997300948,"7 : 0.92692435, 2 : 0.05449255, 7 : 0.0070245615",45.06954,7.68792,0,16
2019595278735949918,"7 : 0.86171156, 7 : 0.10920676, 2 : 0.01811235",45.06954,7.68792,0,16
2018245927677929681,"2 : 0.79145277, 7 : 0.09781104, 7 : 0.04821194",45.06954,7.68792,0,16
2018124331978039015,"3 : 0.4334139, 7 : 0.05174143, 7 : 0.041071016",45.06954,7.68792,0,16
2017519770166783980,"7 : 0.8719351, 7 : 0.035545092, 3 : 0.021311693",45.06954,7.68792,0,16
2016795337235894468,"7 : 0.9473947, 2 : 0.012784829, 7 : 0.0036157619",45.06954,7.68792,0,16
2016750627608029927,"7 : 0.57067955, 7 : 0.12074219, 2 : 0.068197094",45.06954,7.68792,0,16
2016050045905602299,"7 : 0.69962037, 7 : 0.2151076, 2 : 0.0201736",45.06954,7.68792,0,16
2015276011446089348,"7 : 0.77008355, 7 : 0.0936843, 12 : 0.09108494",45.06954,7.68792,0,16
2013892213970056709,"7 : 0.9221768, 2 : 0.011928466, 2 : 0.009342897",45.06954,7.68792,0,16
2013237038905412518,"7 : 0.41333625, 2 : 0.069596805, 2 : 0.06081107",45.06954,7.68792,0,16
2013216283165593204,"7 : 0.39693993, 3 : 0.11732191, 7 : 0.09519288",45.06954,7.68792,0,16
2012707945315206893,"7 : 0.37664235, 7 : 0.20946716, 2 : 0.17977445",45.06954,7.68792,0,16
2012545971553975575,"12 : 0.18969896, 2 : 0.084522136, 2 : 0.079637885",45.06954,7.68792,0,16
2011738568872829364,"7 : 0.10644259, 9 : 0.088954225, 12 : 0.06733422",45.06954,7.68792,0,16
2011681573171914456,"7 : 0.8677239, 7 : 0.020512724, 2 : 0.013741607",45.06954,7.68792,0,16
2011679334286054691,"12 : 0.4653174, 12 : 0.084411226, 3 : 0.028166419",45.06954,7.68792,0,16
2010370602847596708,"3 : 0.4619957, 7 : 0.22287537, 2 : 0.07644865",45.06954,7.68792,0,16
2010293082437513820,"2 : 0.042120676, 7 : 0.036674038, 8 : 0.030182319",45.06954,7.68792,0,16
2010248449674256790,"2 : 0.1894552, 7 : 0.14877352, 7 : 0.08310006",45.06954,7.68792,0,16
2010215310436560956,"7 : 0.6160543, 6 : 0.07044642, 6 : 0.027670542",45.06954,7.68792,0,16
2009553812106227203,"7 : 0.24160053, 2 : 0.17054139, 2 : 0.045500915",45.06954,7.68792,0,16
2008935820376868943,"2 : 0.14135966, 7 : 0.13041528, 7 : 0.1179193",45.06954,7.68792,0,16
2008822937529669861,"3 : 0.1712408, 7 : 0.09437391, 7 : 0.050809484",45.06954,7.68792,0,16
2007484851692602818,"2 : 0.17327936, 7 : 0.13469455, 2 : 0.06092585",45.06954,7.68792,0,16
2007361125428932806,"2 : 0.22922947, 7 : 0.18377933, 7 : 0.18342625",45.06954,7.68792,0,16
2006669196475032592,"2 : 0.5006663, 12 : 0.14935471, 3 : 0.033521272",45.06954,7.68792,0,16
2006021845439760357,"7 : 0.9766663, 12 : 0.009206879, 7 : 0.0008788927",45.06954,7.68792,0,16
2005276745495712948,"2 : 0.22667414, 4 : 0.16057783, 7 : 0.059589002",45.06954,7.68792,0,16
2005275567676257856,"7 : 0.29849854, 2 : 0.15347463, 2 : 0.060474034",45.06954,7.68792,0,16
2005209502791433247,"7 : 0.70008975, 3 : 0.07980981, 2 : 0.023185886",45.06954,7.68792,0,16
2004533861066701035,"7 : 0.3155861, 7 : 0.30371132, 7 : 0.08323817",45.06954,7.68792,0,16
2004504664491217685,"2 : 0.17654383, 7 : 0.1154135, 2 : 0.063549966",45.06954,7.68792,0,16
2004440523760111962,"5 : 0.28018463, 6 : 0.119192876, 5 : 0.09285508",45.06954,7.68792,0,16
2003789003066663708,"7 : 0.77172947, 2 : 0.035020515, 2 : 0.022872414",45.06954,7.68792,0,16
2003778520502728928,"7 : 0.36435845, 2 : 0.19075102, 3 : 0.08363175",45.06954,7.68792,0,16
2003159443513860834,"7 : 0.33183154, 2 : 0.20186499, 7 : 0.040620863",45.06954,7.68792,0,16
2003159083642625965,"7 : 0.33724323, 2 : 0.1715542, 7 : 0.042466506",45.06954,7.68792,0,16
2003064824830821109,"7 : 0.7509352, 7 : 0.08657194, 2 : 0.04517389",45.06954,7.68792,0,16
2002962156766460051,"3 : 0.21822914, 7 : 0.049813855, 3 : 0.034950875",45.06954,7.68792,0,16
2001537419360255610,"6 : 0.38348687, 7 : 0.14884871, 6 : 0.11408579",45.06954,7.68792,0,16
2000933833219619590,"5 : 0.10575249, 6 : 0.08502112, 2 : 0.07148127",45.06954,7.68792,0,16
1999424259916313297,"7 : 0.9406636, 2 : 0.0143497195, 7 : 0.008761613",45.06954,7.68792,0,16
1998103812209864585,"2 : 0.3039551, 12 : 0.18223825, 7 : 0.043785628",45.06954,7.68792,0,16
1996498714899554601,"7 : 0.4620968, 2 : 0.18209736, 2 : 0.14232334",45.06954,7.68792,0,16
1996497775216248417,"2 : 0.46693975, 2 : 0.06147936, 3 : 0.04437376",45.06954,7.68792,0,16
1995001183166446642,"7 : 0.27029526, 7 : 0.17567, 7 : 0.17103237",45.06954,7.68792,0,16
1994454329685025022,"7 : 0.5362066, 12 : 0.39475042, 7 : 0.04694871",45.06954,7.68792,0,16
1994235977070877948,"7 : 0.5587096, 2 : 0.06647362, 3 : 0.057226945",45.06954,7.68792,0,16
1993622555721747792,"7 : 0.94498426, 13 : 0.008841743, 2 : 0.005238297",45.06954,7.68792,0,16
1993558070766070696,"7 : 0.9595487, 13 : 0.005412092, 2 : 0.0052797883",45.06954,7.68792,0,16
1992194862440424022,"9 : 0.40129185, 2 : 0.15902497, 7 : 0.083911635",45.06954,7.68792,0,16
1992163906857766604,"7 : 0.3166486, 7 : 0.2599612, 2 : 0.03359864",45.06954,7.68792,0,16
1990718301111401119,"7 : 0.18257274, 8 : 0.09070248, 2 : 0.07998781",45.06954,7.68792,0,16
1989206648356288920,"2 : 0.16845183, 12 : 0.15691969, 2 : 0.1091989",45.06954,7.68792,0,16
1988482519747382551,"7 : 0.827841, 7 : 0.035799805, 12 : 0.028247619",45.06954,7.68792,0,16
1987058917286341788,"7 : 0.52131623, 7 : 0.41012344, 2 : 0.0074501853",45.06954,7.68792,0,16
1987058185506042029,"7 : 0.5695174, 14 : 0.03347421, 7 : 0.029041851",45.06954,7.68792,0,16
1986500933321570746,"7 : 0.5216768, 7 : 0.26630697, 12 : 0.0916433",45.06954,7.68792,0,16
1986391424481727230,"1 : 0.24906643, 12 : 0.053613298, 12 : 0.042523757",45.06954,7.68792,0,16
1984829368179844808,"7 : 0.08018031, 3 : 0.07042379, 7 : 0.059672207",45.06954,7.68792,0,16
1984810887925440920,"7 : 0.70383805, 2 : 0.17266776, 7 : 0.023404617",45.06954,7.68792,0,16
1984809076137046995,"7 : 0.49436903, 7 : 0.41459838, 2 : 0.007876087",45.06954,7.68792,0,16
1983464056419028494,"7 : 0.99070674, 7 : 0.0027497397, 12 : 0.00040675275",45.06954,7.68792,0,16
1982130866559511891,"7 : 0.42776915, 2 : 0.14094025, 7 : 0.13419646",45.06954,7.68792,0,16
1982130431056571431,"7 : 0.5079801, 2 : 0.12104437, 7 : 0.09039524",45.06954,7.68792,0,16
1980542047922023275,"2 : 0.20601708, 7 : 0.10451027, 7 : 0.08460776",45.06954,7.68792,0,16
1979026133418252663,"7 : 0.73657525, 13 : 0.035320222, 12 : 0.0344105",45.06954,7.68792,0,16
1978535586379541176,"12 : 0.19399591, 9 : 0.07101664, 7 : 0.06418141",45.06954,7.68792,0,16
1978464456327127003,"3 : 0.0980049, 2 : 0.07764802, 3 : 0.060332015",45.06954,7.68792,0,16
1976961389161495210,"7 : 0.2597603, 3 : 0.07095136, 2 : 0.055751942",45.06954,7.68792,0,16
1976959940172033740,"2 : 0.55721265, 7 : 0.09792027, 7 : 0.014938378",45.06954,7.68792,0,16
1976230820978891858,"7 : 0.7444805, 2 : 0.031472567, 7 : 0.029377693",45.06954,7.68792,0,16
1976159340308020409,"7 : 0.6122238, 7 : 0.022250392, 3 : 0.020822665",45.06954,7.68792,0,16
1975431041176656751,"2 : 0.92282254, 7 : 0.02609094, 7 : 0.0019237015",45.06954,7.68792,0,16
1975430500539573657,"2 : 0.9191457, 7 : 0.023685092, 7 : 0.0021243854",45.06954,7.68792,0,16
1974075183125611410,"7 : 0.97904986, 2 : 0.003472089, 13 : 0.0031131427",45.06954,7.68792,0,16
1974003205085630973,"7 : 0.35779288, 7 : 0.29937968, 7 : 0.07607363",45.06954,7.68792,0,16
1972712161203241462,"6 : 0.5242486, 6 : 0.2763795, 6 : 0.022282667",45.06954,7.68792,0,16
1972595830781082043,"7 : 0.24461403, 7 : 0.21501364, 7 : 0.15394501",45.06954,7.68792,0,16
1971782993573694352,"7 : 0.42114538, 2 : 0.29553682, 12 : 0.0095911715",45.06954,7.68792,0,16
1971070169897633210,"2 : 0.2311531, 2 : 0.0619271, 2 : 0.03582661",45.06954,7.68792,0,16
1971068165917989773,"2 : 0.26853967, 2 : 0.23239627, 2 : 0.16477667",45.06954,7.68792,0,16
1968949106791205653,"13 : 0.15641274, 13 : 0.13465604, 7 : 0.12613776",45.06954,7.68792,0,16
1968901964198500749,"3 : 0.26730826, 7 : 0.18034242, 3 : 0.151309",45.06954,7.68792,0,16
1968407369622671228,"7 : 0.37237978, 7 : 0.10124852, 2 : 0.06719807",45.06954,7.68792,0,16
1968397351141511827,"7 : 0.37237978, 7 : 0.10124852, 2 : 0.06719807",45.06954,7.68792,0,16
1968379365446094143,"2 : 0.9122381, 7 : 0.0036560178, 2 : 0.0020969284",45.06954,7.68792,0,16
1966769214855276203,"2 : 0.17646657, 2 : 0.084463365, 2 : 0.07677338",45.06954,7.68792,0,16
1966768157655589391,"2 : 0.39899617, 2 : 0.16709195, 2 : 0.11109143",45.06954,7.68792,0,16
