,lat,lng,label
0,45.08184,7.67432999999999,0
1,45.08184,7.67432999999999,0
2,45.08184,7.67432999999999,0
3,45.06892,7.67714,0
4,45.06892,7.67714,0
5,45.06892,7.67714,0
6,45.069154109,7.67724100709999,0
7,45.069154109,7.67724100709999,0
8,45.069154109,7.67724100709999,0
9,45.0715999,7.67714,0
10,45.0715999,7.67714,0
11,45.0715999,7.67714,0
12,45.0705571,7.67733189999999,0
13,45.0705571,7.67733189999999,0
14,45.0705571,7.67733189999999,0
15,45.0702,7.67769999999999,0
16,45.0702,7.67769999999999,0
17,45.0702,7.67769999999999,0
18,45.07095,7.67763,0
19,45.07095,7.67763,0
20,45.07095,7.67763,0
21,45.0696484926,7.6778120898,0
22,45.0696484926,7.6778120898,0
23,45.0696484926,7.6778120898,0
24,45.0739508795,7.67747526199999,0
25,45.0739508795,7.67747526199999,0
26,45.0739508795,7.67747526199999,0
27,45.06853,7.67836,0
28,45.06853,7.67836,0
29,45.06853,7.67836,0
30,45.07089,7.67833,0
31,45.07089,7.67833,0
32,45.07089,7.67833,0
33,45.0693399,7.67854999999999,0
34,45.0693399,7.67854999999999,0
35,45.0693399,7.67854999999999,0
36,45.0721717,7.678401,0
37,45.0721717,7.678401,0
38,45.0721717,7.678401,0
39,45.0747209,7.67848599999999,0
40,45.0747209,7.67848599999999,0
41,45.0747209,7.67848599999999,0
42,45.07299,7.67868999999999,0
43,45.07299,7.67868999999999,0
44,45.07299,7.67868999999999,0
45,45.0748333333,7.67855555559999,0
46,45.0748333333,7.67855555559999,0
47,45.0748333333,7.67855555559999,0
48,45.07089,7.67905999999999,0
49,45.07089,7.67905999999999,0
50,45.07089,7.67905999999999,0
51,45.0764268,7.67886235,0
52,45.0764268,7.67886235,0
53,45.0764268,7.67886235,0
54,45.0754435053,7.67939100099999,0
55,45.0754435053,7.67939100099999,0
56,45.0754435053,7.67939100099999,0
57,45.072138107,7.6798268975,0
58,45.072138107,7.6798268975,0
59,45.072138107,7.6798268975,0
60,45.070488,7.680393,0
61,45.070488,7.680393,0
62,45.070488,7.680393,0
63,45.0743160415,7.6806218081,0
64,45.0743160415,7.6806218081,0
65,45.0743160415,7.6806218081,0
66,45.0730940539,7.68085012019999,0
67,45.0730940539,7.68085012019999,0
68,45.0730940539,7.68085012019999,0
69,45.073006,7.68172899999999,0
70,45.073006,7.68172899999999,0
71,45.073006,7.68172899999999,0
72,45.0715603,7.68200959999999,0
73,45.0715603,7.68200959999999,0
74,45.0715603,7.68200959999999,0
75,45.0677,7.68256999999999,0
76,45.0677,7.68256999999999,0
77,45.0677,7.68256999999999,0
78,45.073958435,7.6819863999,0
79,45.073958435,7.6819863999,0
80,45.073958435,7.6819863999,0
81,45.069,7.6827,0
82,45.069,7.6827,0
83,45.069,7.6827,0
84,45.07277,7.68239999999999,0
85,45.07277,7.68239999999999,0
86,45.07277,7.68239999999999,0
87,45.07117,7.68261999999999,0
88,45.07117,7.68261999999999,0
89,45.07117,7.68261999999999,0
90,45.06919,7.68284,0
91,45.06919,7.68284,0
92,45.06919,7.68284,0
93,45.072047,7.682624,0
94,45.072047,7.682624,0
95,45.072047,7.682624,0
96,45.07116,7.68274999999999,0
97,45.07116,7.68274999999999,0
98,45.07116,7.68274999999999,0
99,45.06778,7.68327999999999,0
100,45.06778,7.68327999999999,0
101,45.06778,7.68327999999999,0
102,45.0727251899,7.6831056573,0
103,45.0727251899,7.6831056573,0
104,45.0727251899,7.6831056573,0
105,45.0706215902,7.68381045919999,0
106,45.0706215902,7.68381045919999,0
107,45.0706215902,7.68381045919999,0
108,45.0756494603,7.68334878489999,0
109,45.0756494603,7.68334878489999,0
110,45.0756494603,7.68334878489999,0
111,45.07527,7.68342999999999,0
112,45.07527,7.68342999999999,0
113,45.07527,7.68342999999999,0
114,45.07902,7.68325,0
115,45.07902,7.68325,0
116,45.07902,7.68325,0
117,45.0686259266,7.684418885,0
118,45.0686259266,7.684418885,0
119,45.0686259266,7.684418885,0
120,45.0727673334,7.68402150019999,0
121,45.0727673334,7.68402150019999,0
122,45.0727673334,7.68402150019999,0
123,45.079049,7.683531,0
124,45.079049,7.683531,0
125,45.079049,7.683531,0
126,45.077204462,7.68386396329999,0
127,45.077204462,7.68386396329999,0
128,45.077204462,7.68386396329999,0
129,45.074582826,7.6844293763,0
130,45.074582826,7.6844293763,0
131,45.074582826,7.6844293763,0
132,45.0692,7.68495999999999,0
133,45.0692,7.68495999999999,0
134,45.0692,7.68495999999999,0
135,45.0692901092,7.68495862979999,0
136,45.0692901092,7.68495862979999,0
137,45.0692901092,7.68495862979999,0
138,45.07163,7.68480999999999,0
139,45.07163,7.68480999999999,0
140,45.07163,7.68480999999999,0
141,45.0695045203,7.685022515,0
142,45.0695045203,7.685022515,0
143,45.0695045203,7.685022515,0
144,45.0709024881,7.68498198319999,0
145,45.0709024881,7.68498198319999,0
146,45.0709024881,7.68498198319999,0
147,45.071377628,7.68498623139999,0
148,45.071377628,7.68498623139999,0
149,45.071377628,7.68498623139999,0
150,45.0714227,7.68499142,0
151,45.0714227,7.68499142,0
152,45.0714227,7.68499142,0
153,45.0734173017,7.684853789,0
154,45.0734173017,7.684853789,0
155,45.0734173017,7.684853789,0
156,45.0728105418,7.68506038059999,0
157,45.0728105418,7.68506038059999,0
158,45.0728105418,7.68506038059999,0
159,45.06943,7.68566999999999,0
160,45.06943,7.68566999999999,0
161,45.06943,7.68566999999999,0
162,45.0689310725,7.6857218405,0
163,45.0689310725,7.6857218405,0
164,45.0689310725,7.6857218405,0
165,45.0710050897,7.6855802536,0
166,45.0710050897,7.6855802536,0
167,45.0710050897,7.6855802536,0
168,45.0733217182,7.6853978634,0
169,45.0733217182,7.6853978634,0
170,45.0733217182,7.6853978634,0
171,45.0688797,7.6858971,0
172,45.0688797,7.6858971,0
173,45.0688797,7.6858971,0
174,45.0720835,7.6858452,0
175,45.0720835,7.6858452,0
176,45.0720835,7.6858452,0
177,45.0722818415,7.68585762779999,0
178,45.0722818415,7.68585762779999,0
179,45.0722818415,7.68585762779999,0
180,45.0730116668,7.685842365,0
181,45.0730116668,7.685842365,0
182,45.0730116668,7.685842365,0
183,45.06949187,7.68649219999999,0
184,45.06949187,7.68649219999999,0
185,45.06949187,7.68649219999999,0
186,45.06976,7.68648,0
187,45.06976,7.68648,0
188,45.06976,7.68648,0
189,45.07165,7.68634,0
190,45.07165,7.68634,0
191,45.07165,7.68634,0
192,45.0740217977,7.68611574849999,0
193,45.0740217977,7.68611574849999,0
194,45.0740217977,7.68611574849999,0
195,45.07165,7.68635,0
196,45.07165,7.68635,0
197,45.07165,7.68635,0
198,45.0706030604,7.6864832261,0
199,45.0706030604,7.6864832261,0
200,45.0706030604,7.6864832261,0
201,45.072245284,7.686491901,0
202,45.072245284,7.686491901,0
203,45.072245284,7.686491901,0
204,45.0756008301,7.686978557,0
205,45.0756008301,7.686978557,0
206,45.0756008301,7.686978557,0
207,45.06954,7.68792,0
208,45.06954,7.68792,0
209,45.06954,7.68792,0
210,45.0801,7.68702999999999,0
211,45.0801,7.68702999999999,0
212,45.0801,7.68702999999999,0
213,45.07078617,7.68807499999999,0
214,45.07078617,7.68807499999999,0
215,45.07078617,7.68807499999999,0
216,45.06909,7.68848,0
217,45.06909,7.68848,0
218,45.06909,7.68848,0
219,45.0694384493,7.68888939269999,0
220,45.0694384493,7.68888939269999,0
221,45.0694384493,7.68888939269999,0
222,45.0699182666,7.6900598958,0
223,45.0699182666,7.6900598958,0
224,45.0699182666,7.6900598958,0
225,45.0699915346,7.69013783729999,0
226,45.0699915346,7.69013783729999,0
227,45.0699915346,7.69013783729999,0
228,45.07512,7.6901,0
229,45.07512,7.6901,0
230,45.07512,7.6901,0
231,45.089899,7.64300199999999,1
232,45.089899,7.64300199999999,1
233,45.089899,7.64300199999999,1
234,45.075102815,7.645507893,1
235,45.075102815,7.645507893,1
236,45.075102815,7.645507893,1
237,45.07758,7.64702999999999,1
238,45.07758,7.64702999999999,1
239,45.07758,7.64702999999999,1
240,45.08161,7.65437999999999,1
241,45.08161,7.65437999999999,1
242,45.08161,7.65437999999999,1
243,45.0917225958,7.65722915809999,1
244,45.0917225958,7.65722915809999,1
245,45.0917225958,7.65722915809999,1
246,45.09984,7.66164,1
247,45.09984,7.66164,1
248,45.09984,7.66164,1
249,45.086182025,7.66569701169999,1
250,45.086182025,7.66569701169999,1
251,45.086182025,7.66569701169999,1
252,45.0572205,7.66818,2
253,45.0572205,7.66818,2
254,45.0572205,7.66818,2
255,45.04312217,7.66988841,2
256,45.04312217,7.66988841,2
257,45.04312217,7.66988841,2
258,45.04277,7.67113999999999,2
259,45.04277,7.67113999999999,2
260,45.04277,7.67113999999999,2
261,45.0423113185,7.67131449649999,2
262,45.0423113185,7.67131449649999,2
263,45.0423113185,7.67131449649999,2
264,45.04769,7.67284999999999,2
265,45.04769,7.67284999999999,2
266,45.04769,7.67284999999999,2
267,45.04627,7.67312,2
268,45.04627,7.67312,2
269,45.04627,7.67312,2
