,lat,lng,label,counters
459,45.0727673334,7.6840215002,0,87
460,45.0727673334,7.6840215002,0,87
461,45.0727673334,7.6840215002,0,87
462,45.079049,7.683531,0,9
463,45.079049,7.683531,0,9
464,45.079049,7.683531,0,9
465,45.054,7.686,0,239
466,45.054,7.686,0,239
467,45.054,7.686,0,239
468,45.077204462,7.6838639633,0,398
469,45.077204462,7.6838639633,0,398
470,45.077204462,7.6838639633,0,398
471,45.0623,7.68556,0,88
472,45.0623,7.68556,0,88
473,45.0623,7.68556,0,88
474,45.074582826,7.6844293763,0,40
475,45.074582826,7.6844293763,0,40
476,45.074582826,7.6844293763,0,40
477,45.0692,7.68496,0,496
478,45.0692,7.68496,0,496
479,45.0692,7.68496,0,496
480,45.0692901092,7.6849586298,0,140
481,45.0692901092,7.6849586298,0,140
482,45.0692901092,7.6849586298,0,140
483,45.07163,7.68481,0,226
484,45.07163,7.68481,0,226
485,45.07163,7.68481,0,226
486,45.0695045203,7.685022515,0,225
487,45.0695045203,7.685022515,0,225
488,45.0695045203,7.685022515,0,225
489,45.06353,7.68565,0,108
490,45.06353,7.68565,0,108
491,45.06353,7.68565,0,108
492,45.0672158851,7.6853192191,0,8
493,45.0672158851,7.6853192191,0,8
494,45.0672158851,7.6853192191,0,8
495,45.0709024881,7.6849819832,0,301
496,45.0709024881,7.6849819832,0,301
497,45.0709024881,7.6849819832,0,301
498,45.071377628,7.68498623139999,0,2
499,45.071377628,7.68498623139999,0,2
500,45.071377628,7.68498623139999,0,2
501,45.0714227,7.68499142,0,749
502,45.0714227,7.68499142,0,749
503,45.0714227,7.68499142,0,749
504,45.0734173017,7.684853789,0,915
505,45.0734173017,7.684853789,0,915
506,45.0734173017,7.684853789,0,915
507,45.0728105418,7.68506038059999,0,501
508,45.0728105418,7.68506038059999,0,501
509,45.0728105418,7.68506038059999,0,501
510,45.06943,7.68567,0,168
511,45.06943,7.68567,0,168
512,45.06943,7.68567,0,168
513,45.0689310725,7.6857218405,0,759
514,45.0689310725,7.6857218405,0,759
515,45.0689310725,7.6857218405,0,759
516,45.0710050897,7.6855802536,0,138
517,45.0710050897,7.6855802536,0,138
518,45.0710050897,7.6855802536,0,138
519,45.0733217182,7.6853978634,0,22
520,45.0733217182,7.6853978634,0,22
521,45.0733217182,7.6853978634,0,22
522,45.0688797,7.6858971,0,46
523,45.0688797,7.6858971,0,46
524,45.0688797,7.6858971,0,46
525,45.06187,7.68677,0,27
526,45.06187,7.68677,0,27
527,45.06187,7.68677,0,27
528,45.0720835,7.6858452,0,17
529,45.0720835,7.6858452,0,17
530,45.0720835,7.6858452,0,17
531,45.09873,7.68327,0,37
532,45.09873,7.68327,0,37
533,45.09873,7.68327,0,37
534,45.0722818415,7.68585762779999,0,26
535,45.0722818415,7.68585762779999,0,26
536,45.0722818415,7.68585762779999,0,26
537,45.0730116668,7.685842365,0,373
538,45.0730116668,7.685842365,0,373
539,45.0730116668,7.685842365,0,373
540,45.0578709397,7.6873385158,0,9
541,45.0578709397,7.6873385158,0,9
542,45.0578709397,7.6873385158,0,9
543,45.06949187,7.6864922,0,19
