name,lat,lon,count,ID_QU_C_SI,TAVOLA_BN,TAVOLA_CO
"229",45.0485423744,7.684571743,"22",,"10",
"230",45.09984,7.66164,"8","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"230",45.09984,7.66164,"8",,,
"230",45.09984,7.66164,"8",,"10",
"231",45.0919268576,7.6867222965,"124","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"231",45.0919268576,7.6867222965,"124",,,
"231",45.0919268576,7.6867222965,"124",,"10",
"232",45.0655891098,7.6917372308,"83","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"232",45.0655891098,7.6917372308,"83",,,
"232",45.0655891098,7.6917372308,"83",,"10",
"233",45.069154109,7.6772410071,"137","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"233",45.069154109,7.6772410071,"137",,,
"233",45.069154109,7.6772410071,"137",,"10",
"234",45.06845,7.66621,"47","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"234",45.06845,7.66621,"47",,,
"234",45.06845,7.66621,"47",,"10",
"235",45.0655,7.67949,"280","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"235",45.0655,7.67949,"280",,,
"235",45.0655,7.67949,"280",,"10",
"236",45.04627,7.67312,"149","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"236",45.04627,7.67312,"149",,,
"236",45.04627,7.67312,"149",,"10",
"237",45.0714227,7.68499142,"31","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"237",45.0714227,7.68499142,"31",,,
"237",45.0714227,7.68499142,"31",,"10",
"238",45.079049,7.683531,"53","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"238",45.079049,7.683531,"53",,,
"238",45.079049,7.683531,"53",,"10",
"239",45.076913,7.638546,"1","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"239",45.076913,7.638546,"1",,,
"239",45.076913,7.638546,"1",,"10",
"240",45.04125,7.76516,"58","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"240",45.04125,7.76516,"58",,,
"240",45.04125,7.76516,"58",,"10",
"241",45.0727251899,7.6831056573,"20","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"241",45.0727251899,7.6831056573,"20",,,
"241",45.0727251899,7.6831056573,"20",,"10",
"242",45.0694384493,7.6888893927,"357","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"242",45.0694384493,7.6888893927,"357",,,
"242",45.0694384493,7.6888893927,"357",,"10",
"243",45.074582826,7.6844293763,"38","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"243",45.074582826,7.6844293763,"38",,,
"243",45.074582826,7.6844293763,"38",,"10",
"244",45.04312217,7.66988841,"91","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"244",45.04312217,7.66988841,"91",,,
"244",45.04312217,7.66988841,"91",,"10",
"245",45.08182,7.66891,"71","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"245",45.08182,7.66891,"71",,,
"245",45.08182,7.66891,"71",,"10",
"246",45.0690645545,7.6949109822,"141","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"246",45.0690645545,7.6949109822,"141",,,
"246",45.0690645545,7.6949109822,"141",,"10",
"247",45.0717583406,7.6660066088,"378","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"247",45.0717583406,7.6660066088,"378",,,
"247",45.0717583406,7.6660066088,"378",,"10",
"248",45.0917225958,7.6572291581,"7","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"248",45.0917225958,7.6572291581,"7",,,
"248",45.0917225958,7.6572291581,"7",,"10",
"249",45.0688797,7.6858971,"403","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"249",45.0688797,7.6858971,"403",,,
"249",45.0688797,7.6858971,"403",,"10",
"250",45.07095,7.67763,"322","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"250",45.07095,7.67763,"322",,,
"250",45.07095,7.67763,"322",,"10",
"251",45.030746673,7.656459415,"182","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"251",45.030746673,7.656459415,"182",,,
"251",45.030746673,7.656459415,"182",,"10",
"252",45.06079,7.6743,"398","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"252",45.06079,7.6743,"398",,,
"252",45.06079,7.6743,"398",,"10",
"253",45.072245284,7.686491901,"43","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"253",45.072245284,7.686491901,"43",,,
"253",45.072245284,7.686491901,"43",,"10",
"254",45.07277,7.6824,"250","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"254",45.07277,7.6824,"250",,,
"254",45.07277,7.6824,"250",,"10",
"255",45.1352562051,7.6255846024,"409","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"255",45.1352562051,7.6255846024,"409",,,
"255",45.1352562051,7.6255846024,"409",,"10",
"256",45.0757511786,7.7112850359,"196","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"256",45.0757511786,7.7112850359,"196",,,
"256",45.0757511786,7.7112850359,"196",,"10",
"257",45.07299,7.67869,"46","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"257",45.07299,7.67869,"46",,,
"257",45.07299,7.67869,"46",,"10",
"258",45.1280164728,7.7377223969,"445","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"258",45.1280164728,7.7377223969,"445",,,
"258",45.1280164728,7.7377223969,"445",,"10",
"259",45.0841725,7.6166413,"1","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"259",45.0841725,7.6166413,"1",,,
"259",45.0841725,7.6166413,"1",,"10",
"260",45.072047,7.682624,"18","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"260",45.072047,7.682624,"18",,,
"260",45.072047,7.682624,"18",,"10",
"261",45.0622,7.6991,"343","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"261",45.0622,7.6991,"343",,,
"261",45.0622,7.6991,"343",,"10",
"262",45.0688083333,7.66687,"15","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"262",45.0688083333,7.66687,"15",,,
"262",45.0688083333,7.66687,"15",,"10",
"263",45.0661101218,7.6944610476,"91","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"263",45.0661101218,7.6944610476,"91",,,
"263",45.0661101218,7.6944610476,"91",,"10",
"264",45.0632037245,7.6920158957,"133","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"264",45.0632037245,7.6920158957,"133",,,
"264",45.0632037245,7.6920158957,"133",,"10",
"265",45.06969,7.70493,"752","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"265",45.06969,7.70493,"752",,,
"265",45.06969,7.70493,"752",,"10",
"266",45.0236624479,7.645894289,"415","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"266",45.0236624479,7.645894289,"415",,,
"266",45.0236624479,7.645894289,"415",,"10",
"267",45.0705571,7.6773319,"121","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"267",45.0705571,7.6773319,"121",,,
"267",45.0705571,7.6773319,"121",,"10",
"268",45.05966,7.69719,"29","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"268",45.05966,7.69719,"29",,,
"268",45.05966,7.69719,"29",,"10",
"269",45.0583,7.70824,"4","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"269",45.0583,7.70824,"4",,,
"269",45.0583,7.70824,"4",,"10",
"270",45.065106281,7.6795337377,"83","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"270",45.065106281,7.6795337377,"83",,,
"270",45.065106281,7.6795337377,"83",,"10",
"271",45.0664049583,7.6887374555,"414","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"271",45.0664049583,7.6887374555,"414",,,
"271",45.0664049583,7.6887374555,"414",,"10",
"272",45.0677,7.68783,"45","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"272",45.0677,7.68783,"45",,,
"272",45.0677,7.68783,"45",,"10",
"273",45.08184,7.67433,"113","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"273",45.08184,7.67433,"113",,,
"273",45.08184,7.67433,"113",,"10",
"274",45.0816024,7.6242294,"130","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"274",45.0816024,7.6242294,"130",,,
"274",45.0816024,7.6242294,"130",,"10",
"275",45.0743160415,7.6806218081,"199","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"275",45.0743160415,7.6806218081,"199",,,
"275",45.0743160415,7.6806218081,"199",,"10",
"276",45.0702,7.6777,"137","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"276",45.0702,7.6777,"137",,,
"276",45.0702,7.6777,"137",,"10",
"277",45.0621593401,7.7002457711,"97","1","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_bn.pdf target=_blank>Tavola b/n</a> (2,25 MB)","<a href=http://geoportale.comune.torino.it/geodati/pdf/carta_sintesi/25000/carta_sintesi_25000_8circoscrizioni_colori.pdf target=_blank>Tavola colori</a> (1,84 MB)"
"277",45.0621593401,7.7002457711,"97",,,
"277",45.0621593401,7.7002457711,"97",,"10",
